race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.89,51.11,8.0,0.0,
AK-GOV,2,44.25,54.15,0.0,1.6,Other
AK-SEN,1,43.97,48.03,8.0,0.0,
AK-SEN,2,47.33,51.07,0.0,1.6,Other
ME-SEN,1,46.53,48.47,5.0,0.0,
ME-SEN,2,48.63,50.37,0.0,1.0,Other
AK-01,1,41.17,50.83,8.0,0.0,
AK-01,2,44.77,53.63,0.0,1.6,Other
ME-01,1,61.17,33.83,5.0,0.0,
ME-01,2,63.27,35.73,0.0,1.0,Other
ME-02,1,43.31,51.69,5.0,0.0,
ME-02,2,45.41,53.59,0.0,1.0,Other
