race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
ME-SEN,senate,ME,SEN,Troy Jackson,Susan Collins,DEM,REP,REP,REP,-0.09,49.5,50.5,Toss-up,8.46,5.19,-0.87,0.0,-13.55,-0.97,7.09,-7.18,False,False,,,0.0,0.0,,,0.0,projected,confirmed,48.26,45.65,5,2.19,0.256,0,16169827,0,0,11038115,0,2839416,17396929,0,7708021,0,0,1425763,0,0,1263550,0,0,0,0,0,0,0,49.96,50.04,0.0,290723,291239,0,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,5.31,69.9,30.1,Lean D,2.99,5.19,7.65,-0.34,0.44,-0.63,-1.44,6.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.75,46.15,23,-0.21,0.298,14514336,10898177,0,2552763,4473237,0,6666037,46188363,11961573,6680643,0,4142626,2220167,0,71845,849227,0,0,0,0,0,0,0,52.65,47.35,0.0,2087302,1876960,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Michele Tafoya,DEM,REP,,DEM,9.86,83.3,16.7,Likely D,6.66,5.19,11.04,-0.09,0.0,-0.72,4.34,5.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.18,41.09,5,4.99,0.194,6517348,5337942,0,1058604,1372728,0,1746564,7920529,5458744,3965545,0,2913200,2464154,0,177992,229000,0,7000,7878,0,0,294847,0,54.93,45.07,0.0,1251194,1026550,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.3,9.6,90.4,Likely R,-21.48,5.19,-14.23,-0.19,2.62,-0.37,-23.15,9.85,False,False,IND,Ty Pinkins,6.0,0.0,,,0.0,confirmed,confirmed,39.0,42.0,1,-6.0,0.15,2384921,3825455,98038,847046,2535896,5352,1791266,98645,1537875,1759323,98301,351461,98642,64618,312330,1182050,0,25193,0,0,61083,60000,0,40.75,53.25,0.0,350288,457740,0,51576,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-26.05,0.6,99.4,Safe R,-13.86,5.19,-9.32,0.36,0.0,-1.01,-20.58,-5.47,False,True,IND,Seth Bodnar,14.83,0.0,,,0.0,confirmed,confirmed,29.54,44.7,6,-16.15,0.25,58829,1984861,3238151,21485,1450719,977779,5394980,3314938,37011,534142,2260371,18727,88310,369366,6627,639500,93050,6522,0,0,0,0,0,27.73,53.78,3.66,117039,226989,15448,62599,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,5.59,70.8,29.2,Lean D,-2.8,5.19,4.55,0.56,1.9,-0.3,-3.27,8.86,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,50.06,40.36,27,9.49,0.305,34975789,11272504,0,20717567,3461698,0,7323670,19193971,14258222,7810806,0,4748620,1775437,0,820563,936330,0,0,0,0,0,46928,0,51.81,46.32,1.87,2065789,1847112,74566,0,3987467
NE-SEN,senate,NE,SEN,(No Democrat),Pete Ricketts,DEM,REP,REP,REP,-5.19,30.5,69.5,Lean R,-19.16,5.19,-6.31,-0.5,8.63,-0.48,-20.84,15.65,False,True,IND,Dan Osborn,47.41,30.5,,,0.0,,confirmed,47.0,42.8,3,1.2,0.15,0,11233507,5751951,0,6910970,2421487,932301,1732682,0,4809506,3393630,0,232136,2195423,0,1701815,139868,0,5295888,0,0,0,0,0.0,52.59,0.0,0,348700,0,314311,663011
NH-SEN,senate,NH,SEN,Chris Pappas,John E. Sununu,DEM,REP,,DEM,8.11,78.7,21.3,Likely D,-0.15,5.19,9.08,0.7,4.2,-0.86,2.82,5.29,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,47.34,41.78,17,5.66,0.283,13371607,3662252,0,5183321,2672646,0,131636,4817305,8595871,989605,0,4138690,395965,0,1045873,462000,0,0,0,0,0,0,0,54.06,45.94,0.0,312618,265714,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,19.7,97.3,2.7,Safe D,8.31,5.19,19.7,4.13,1.88,0.19,5.63,14.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,18869341,27316,0,23060940,123,0,0,0,7000887,26297,0,8440493,7240,0,500530,650,0,0,4932,0,0,8782,0,59.85,40.15,0.0,1743782,1169905,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,19.69,97.3,2.7,Safe D,8.55,5.19,19.69,3.16,1.67,1.12,6.14,13.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5626629,33525,0,4396754,11850,0,0,0,2443668,21675,0,1158566,1065,0,1738346,5000,0,0,0,0,0,0,0,59.85,40.15,0.0,386837,259541,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,0.03,50.2,49.8,Toss-up,-8.73,5.19,-2.27,0.57,1.39,-0.69,-11.31,11.34,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,50.65,45.83,17,4.72,0.283,38566234,14360028,0,16229741,9419311,0,40727,10883261,22336493,4940716,0,13527788,1843640,0,861223,2382560,0,0,0,0,0,0,0,49.23,49.2,1.57,1986629,1985525,63358,0,4035512
OK-SEN,senate,OK,SEN,Jasmine Thomas,Kevin Hern,DEM,REP,,REP,-33.19,0.1,99.9,Safe R,-33.89,5.19,-35.64,-3.46,-2.78,-0.7,-34.95,1.76,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,25.0,49.0,1,-24.0,0.21,57159,9953579,0,456,2491910,0,0,2414923,57639,7461669,0,41107,132138,0,0,761500,0,0,5050000,0,0,0,0,33.4,66.6,0.0,366188,730035,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,21.73,98.3,1.7,Safe D,12.86,5.19,21.73,2.47,1.67,-0.46,14.89,6.83,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4540974,120760,0,6828404,28980,0,0,0,1979569,91781,0,1059223,34621,0,477520,11000,0,0,0,0,0,8156,0,60.86,39.14,0.0,956625,615149,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,24.64,99.2,0.8,Safe D,17.27,5.19,25.95,2.03,1.67,-0.2,14.16,10.48,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,52.0,34.82,2,17.18,0.15,3127031,163439,0,3642761,2745,0,0,0,1072461,161032,0,27532,66814,0,1028500,1600,0,0,1,0,0,690,0,62.32,37.68,0.0,223940,135408,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Generic Republican,DEM,REP,,REP,-6.91,24.9,75.1,Likely R,-14.67,5.19,-6.62,0.0,3.25,-0.39,-18.12,11.22,False,False,LIB,,0.0,0.0,,,0.0,confirmed,projected,39.0,47.0,1,-11.0,0.151,10804040,0,0,4119295,0,0,0,145756,6684746,0,0,6474403,0,0,104955,0,0,0,0,0,1025357,0,0,45.68,52.45,1.87,814715,935627,33355,0,1783698
SD-SEN,senate,SD,SEN,(No Democrat),Mike Rounds,DEM,REP,REP,REP,-22.19,1.5,98.5,Safe R,-22.38,5.19,-23.67,-1.06,-4.39,-1.02,-29.98,7.79,False,True,IND,Brian Bengs,38.9,1.5,,,0.0,,confirmed,35.08,52.22,5,-16.07,0.194,0,3176451,782050,0,2736664,51406,0,586948,0,2309816,730644,0,36975,474153,0,1443800,5000,0,0,0,0,0,0,0.0,61.1,0.0,0,182352,0,116121,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-31.59,0.1,99.9,Safe R,-26.26,5.19,-31.59,-3.72,-6.25,-0.54,-30.12,-1.47,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2257,7162897,0,1043,5234429,0,0,760435,1293,3855937,0,2007,958119,0,0,1545200,0,0,0,0,0,0,0,34.21,65.79,0.0,733620,1411139,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,0.31,51.3,48.7,Toss-up,-10.64,5.19,-0.87,1.5,2.05,1.04,-13.88,14.19,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,46.02,44.34,26,1.68,0.303,68555930,9248699,0,21548155,1755783,0,31489295,4289358,47007775,7492915,0,36717034,1764118,0,343408,219500,0,0,0,0,0,0,0,49.15,48.84,2.01,3923400,3899308,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,17.59,95.7,4.3,Safe D,6.82,5.19,17.59,2.74,3.15,-0.3,5.89,11.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,17889335,418742,0,16114725,90328,0,150000,0,7327844,328750,0,2953209,122597,0,2117795,5000,0,0,171454,0,0,50783,0,58.8,41.2,0.0,1853448,1298853,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Fetty Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-42.4,0.0,100.0,Safe R,-42.1,5.19,-42.4,-2.9,-1.67,-0.93,-42.69,0.28,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,49913,4624145,0,22129,4377201,0,0,337585,34780,2558310,0,14901,84240,0,100,1742755,0,7890,0,0,0,0,0,28.8,71.2,0.0,153688,379985,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-43.78,0.0,100.0,Safe R,-45.58,5.19,-43.78,-2.75,0.0,-0.64,-46.96,3.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,22559,2435023,0,356,915369,0,0,1029279,23293,2402617,0,5589,598315,0,0,581700,0,1000,0,0,0,0,0,28.11,71.89,0.0,52940,135393,0,0,188334
AK-01,house,AK,01,(No Democrat),Nick Begich III,DEM,REP,REP,REP,-3.62,36.1,63.9,Lean R,-3.27,5.19,-1.84,-1.04,-1.67,-1.06,-13.8,10.18,False,True,IND,Bill Hill,48.19,36.1,,,0.0,,presumptive,39.51,46.77,4,-10.25,0.211,0,5470446,1336292,0,3119158,515886,125000,534443,0,2455619,820406,0,1108897,233665,0,1033577,62050,0,0,0,0,225764,0,0.0,51.81,0.0,0,122497,0,113949,236446
AL-01,house,AL,01,Clyde Jones,Jerry Carl,DEM,REP,,REP,-28.09,0.3,99.7,Safe R,-30.98,5.19,-28.09,-1.75,0.0,-0.56,-36.34,8.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,85968,1162583,0,28030,366616,0,0,547042,57938,865257,0,44055,45133,0,2000,303059,0,0,0,0,0,254536,0,35.95,64.05,0.0,82567,147081,0,0,229648
AL-02,house,AL,02,Shomari Figures,Rhett Marques,DEM,REP,DEM,DEM,-2.47,40.4,59.6,Toss-up,-9.19,5.19,-2.25,-0.45,2.48,-0.28,-14.46,12.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.09,45.55,2,-3.45,0.182,1355789,1318574,0,662600,187718,0,100000,3738607,716297,1130856,0,167493,8808,0,830380,188469,0,0,0,0,12000,0,0,48.77,51.23,0.0,100080,105142,0,0,205222
AL-03,house,AL,03,Lee McInnis,Mike Rogers,DEM,REP,REP,REP,-41.06,0.0,100.0,Safe R,-41.74,5.19,-41.06,-2.23,-1.67,-0.61,-47.04,5.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,60787,2133554,0,9462,2590964,0,3435,0,28900,1464925,0,17227,8029,0,0,735704,0,0,0,0,0,0,0,29.47,70.53,0.0,65274,156213,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-61.24,0.0,100.0,Safe R,-61.99,5.19,-61.24,-2.1,-1.67,-0.67,-66.99,5.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,15591,1022664,0,396,749660,0,0,0,14624,1239901,0,7452,9102,0,0,422278,0,0,0,0,12000,0,0,19.38,80.62,0.0,43938,182764,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-23.16,1.2,98.8,Safe R,-25.54,5.19,-23.16,-0.59,-1.67,-0.56,-29.51,6.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,646512,1477819,0,169720,1424334,0,0,0,476792,682462,0,73555,6635,0,2350,631300,0,20000,0,0,0,240000,0,38.42,61.58,0.0,95096,152424,0,0,247520
AL-06,house,AL,06,Keith Pilkington,Gary Palmer,DEM,REP,REP,REP,-28.6,0.3,99.7,Safe R,-31.06,5.19,-28.6,0.0,-2.19,-0.54,-34.79,6.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,1053566,0,0,260721,0,0,131018,0,946083,0,0,806,0,0,464000,0,0,0,0,0,0,0,35.7,64.3,0.0,87335,157296,0,0,244631
AL-07,house,AL,07,Terri Sewell,Ammie Akin,DEM,REP,DEM,DEM,34.29,100.0,0.0,Safe D,23.18,5.19,34.29,1.73,4.31,-0.12,17.99,16.3,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1961991,150730,0,3754350,115936,0,0,0,1678202,34794,0,67584,522,0,1589750,0,0,0,100000,0,0,100000,0,67.15,32.85,0.0,141244,69109,0,0,210352
AR-01,house,AR,01,Terri Green,Rick Crawford,DEM,REP,REP,REP,-42.04,0.0,100.0,Safe R,-40.66,5.19,-42.04,-1.62,-4.28,-0.68,-46.4,4.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65149,944302,0,11958,1031631,0,0,0,53192,743498,0,13695,12107,0,4900,557750,0,14395,0,0,17838,0,0,28.98,71.02,0.0,56747,139078,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-6.86,25.1,74.9,Lean R,-11.45,5.19,-8.9,-0.99,-1.12,-0.52,-16.22,9.35,False,False,,,0.0,0.0,,,0.0,projected,projected,48.0,44.0,2,3.99,0.158,1174414,4421510,0,191398,2967541,0,0,418058,983016,2830321,0,303345,28686,0,27750,1457367,0,0,0,0,17801,0,0,46.57,53.43,0.0,105003,120473,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-24.9,0.8,99.2,Safe R,-21.64,5.19,-24.9,-1.82,-6.29,-0.34,-25.81,0.91,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,120526,1871761,0,5951,2404276,0,0,0,114576,1183378,0,57841,27541,0,5886,877500,0,250,0,0,20588,0,0,37.55,62.45,0.0,83207,138390,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-38.16,0.0,100.0,Safe R,-35.01,5.19,-38.16,-2.88,-4.96,-0.49,-40.73,2.58,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,5853,2562973,0,907,4668447,0,0,0,5628,928087,0,1762,38088,0,1500,1053550,0,0,0,0,1052,0,0,30.92,69.08,0.0,60778,135780,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Jay Feely,DEM,REP,,REP,5.06,69.0,31.0,Lean D,1.29,5.19,5.68,-0.5,0.0,-0.3,-3.14,8.2,False,False,LIB,,0.0,0.0,,,0.0,presumptive,projected,42.71,42.94,2,-0.94,0.15,1830193,2528497,0,401745,794475,0,183453,3543753,1520251,1734022,0,205293,28573,0,146250,328330,0,430655,330000,0,210070,330000,0,51.54,46.58,1.88,162629,146953,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,0.64,52.6,47.4,Toss-up,-9.85,5.19,1.81,-0.68,7.81,-0.67,-15.12,15.76,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3519760,9481428,0,1910990,2841745,0,883973,40754,1674073,6957053,0,1473633,3385826,0,213271,86500,0,0,0,0,0,0,0,50.32,49.68,0.0,146697,144837,0,0,291534
AZ-03,house,AZ,03,Yassamin Ansari,Kirt Burgess,DEM,REP,DEM,DEM,60.74,100.0,0.0,Safe D,46.99,5.19,60.74,0.0,6.47,2.1,40.31,20.44,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1436333,0,0,547321,0,0,0,0,899423,0,0,145331,0,0,226033,0,0,65705,0,0,70000,0,0,80.37,19.63,0.0,119960,29296,0,0,149255
AZ-04,house,AZ,04,Greg Stanton,Zuhdi Jasser,DEM,REP,DEM,DEM,20.24,97.6,2.4,Safe D,10.83,5.19,20.24,0.99,3.02,0.21,6.76,13.48,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2117114,564641,0,2020289,341651,0,422716,0,1112556,222990,0,90792,24225,0,638763,5000,0,0,10000,0,0,0,0,60.12,39.88,0.0,146248,97006,0,0,243254
AZ-05,house,AZ,05,Christopher James,Daniel Keenan,DEM,REP,,REP,-12.83,10.5,89.5,Likely R,-16.07,5.19,-12.83,-1.75,0.0,-0.2,-20.19,7.36,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,134852,1851302,0,6933,46776,0,0,0,127919,1804527,0,25837,8102,0,19415,9000,0,23388,1650620,0,12522,1650620,0,43.59,56.41,0.0,135778,175740,0,0,311518
AZ-06,house,AZ,06,JoAnna Mendoza,Juan Ciscomani,DEM,REP,REP,REP,5.7,71.2,28.8,Lean D,2.74,5.19,6.26,0.13,-1.91,0.11,-0.76,6.46,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,46.96,44.87,3,-0.29,0.15,7354599,6172867,0,3260752,4135163,0,72849,0,4093848,2274265,0,2800233,500509,0,579418,1655410,0,0,0,0,3300,0,0,51.73,46.15,2.12,159398,142192,6532,0,308122
AZ-07,house,AZ,07,Adelita Grijalva,Daniel Butierez,DEM,REP,DEM,DEM,39.66,100.0,0.0,Safe D,29.03,5.19,39.66,1.53,2.05,1.86,22.39,17.28,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2285639,224367,0,427977,11399,0,817317,195587,1857663,213560,0,1015921,16901,0,435939,2000,0,0,175207,0,0,144120,0,69.83,30.17,0.0,137695,59485,0,0,197180
AZ-08,house,AZ,08,Bernadette Greene Placentia,Abraham Hamadeh,DEM,REP,REP,REP,-9.55,17.5,82.5,Likely R,-12.56,5.19,-9.55,-1.18,-0.95,-0.05,-16.48,6.93,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,209358,1206361,0,190394,384185,0,0,0,17589,858585,0,165308,213882,0,100,269960,0,0,0,0,0,103414,0,45.22,54.78,0.0,124101,150315,0,0,274416
AZ-09,house,AZ,09,Danielle Sterbinsky,Paul Gosar,DEM,REP,REP,REP,-22.68,1.3,98.7,Safe R,-26.69,5.19,-22.68,-0.33,-1.21,0.35,-31.34,8.66,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,354383,580042,0,25745,303214,0,0,0,332316,368426,0,306781,127935,0,0,85000,0,250,0,0,0,6958,0,38.66,61.34,0.0,108910,172820,0,0,281730
CA-01,house,CA,01,Mike McGuire,James Gallagher,DEM,REP,REP,DEM,19.55,97.2,2.8,Safe D,15.71,5.19,19.55,0.21,-1.67,0.11,12.63,6.93,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1827711,1488906,0,152606,332899,0,474065,0,1675105,1156006,0,483160,74465,0,300070,282863,0,0,0,0,0,33633,0,59.78,40.22,0.0,142956,96195,0,0,239151
CA-02,house,CA,02,Jared Huffman,Robin Littau,DEM,REP,DEM,DEM,33.63,99.9,0.1,Safe D,28.09,5.19,33.63,0.0,0.77,-0.42,25.45,8.18,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,978277,0,0,1075956,0,0,0,0,886964,0,0,55444,0,0,316245,0,0,0,0,0,2375,0,0,66.81,33.19,0.0,182083,90438,0,0,272520
CA-03,house,CA,03,Amerish Bera,Robb Tucker,DEM,REP,DEM,DEM,21.44,98.2,1.8,Safe D,13.07,5.19,21.44,1.08,2.23,-0.13,10.55,10.89,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1250126,258139,0,1830338,16000,0,0,0,1293160,242139,0,51066,6749,0,649068,0,0,0,205000,0,105000,205000,0,60.72,39.28,0.0,155832,100812,0,0,256644
CA-04,house,CA,04,Mike Thompson,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,18.54,5.19,26.86,0.0,2.74,0.39,14.96,25.04,False,False,,,0.0,0.0,DEM,Eric Jones,80.0,confirmed,,,,0,,0.0,4203207,0,0,1075631,0,0,1150453,1714969,4337065,0,0,197766,0,0,1850146,0,0,0,0,0,37712,0,0,100.0,0.0,0.0,240754,0,0,0,240754
CA-05,house,CA,05,Michael Masuda,Tom McClintock,DEM,REP,REP,REP,-17.92,4.0,96.0,Safe R,-17.98,5.19,-17.92,-0.65,-4.77,0.28,-21.2,3.28,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,361735,928788,0,89452,201472,0,0,0,272284,875521,0,141932,112113,0,18750,156551,0,0,0,0,27146,5106,0,41.04,58.96,0.0,104125,149598,0,0,253723
CA-06,house,CA,06,Richard Pan,Kevin Kiley,DEM,IND,IND,IND,12.71,89.3,10.7,Likely D,11.51,5.19,12.71,-0.35,-3.7,0.06,8.67,4.04,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,1098283,2988805,0,359132,2123953,0,2301713,75888,739151,1245831,0,241251,433049,0,308198,361391,0,0,15,0,117141,6225,0,56.35,43.65,0.0,132678,102762,0,0,235441
CA-07,house,CA,07,Doris Matsui,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,16.89,5.19,25.73,0.0,3.51,0.13,13.26,26.74,False,False,,,0.0,0.0,DEM,Mai Vang,80.0,confirmed,,,,0,,0.0,3192087,0,0,467456,0,0,200000,140000,3031300,0,0,27576,0,0,936964,0,0,1415100,0,0,1400563,0,0,100.0,0.0,0.0,242835,0,0,0,242835
CA-08,house,CA,08,John Garamendi,Rudy Recile,DEM,REP,DEM,DEM,49.28,100.0,0.0,Safe D,39.44,5.19,49.28,1.66,2.41,0.58,35.19,14.1,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,489135,8576,0,1196018,1541,0,0,0,557834,8073,0,7559,1628,0,334500,0,0,0,25,0,0,31273,0,74.64,25.36,0.0,163201,55443,0,0,218644
CA-09,house,CA,09,Josh Harder,John McBride,DEM,REP,DEM,DEM,31.02,99.9,0.1,Safe D,17.57,5.19,31.02,2.78,4.61,0.87,11.8,19.22,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,4083528,52178,0,4739488,18738,0,0,0,1032871,33569,0,377932,3149,0,508815,19882,0,0,0,0,0,23491,0,65.51,34.49,0.0,123119,64821,0,0,187940
CA-10,house,CA,10,Mark DeSaulnier,Jeff Frese,DEM,REP,DEM,DEM,43.19,100.0,0.0,Safe D,37.74,5.19,43.19,0.0,0.33,-0.07,34.75,8.44,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,567258,0,0,586497,0,0,0,0,609748,0,0,40092,0,0,304983,0,0,0,0,0,0,0,0,71.59,28.41,0.0,189353,75128,0,0,264480
CA-11,house,CA,11,Scott Wiener,(no Republican — top-two),DEM,REP,,DEM,40.0,100.0,0.0,Safe D,74.3,5.19,79.18,0.0,0.0,-0.31,70.62,-30.62,False,False,,,0.0,0.0,DEM,Connie Chan,58.0,confirmed,,,,0,,0.0,4561120,0,0,1237192,0,0,1657500,41145,3323928,0,0,159240,0,0,91176,0,0,0,0,0,66638,0,0,100.0,0.0,0.0,252827,0,0,0,252827
CA-12,house,CA,12,Lateefah Simon,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,81.04,5.19,88.16,0.0,1.67,0.26,77.64,-37.64,False,False,,,0.0,0.0,DEM,Jamie Joyce,80.0,confirmed,,,,0,,0.0,1449191,0,0,777590,0,0,111599,0,957256,0,0,85221,0,0,261421,0,0,0,0,0,0,0,0,100.0,0.0,0.0,222860,0,0,0,222860
CA-13,house,CA,13,Adam Gray,Kevin Lincoln,DEM,REP,DEM,DEM,21.91,98.4,1.6,Safe D,7.14,5.19,21.91,0.46,7.04,2.08,0.51,21.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4191397,2237084,0,2072111,837885,0,991,70830,2311244,1423323,0,482042,445085,0,1269883,251621,0,0,0,0,0,126125,0,60.95,39.05,0.0,88729,56840,0,0,145569
CA-14,house,CA,14,Aisha Wahab,(no Republican — top-two),DEM,REP,,DEM,40.0,100.0,0.0,Safe D,40.97,5.19,46.28,0.0,0.0,0.12,36.2,3.8,False,False,,,0.0,0.0,DEM,Melissa Hernandez,58.0,confirmed,,,,0,,0.0,631749,0,0,146906,0,0,260366,2892831,484843,0,0,26791,0,0,155983,0,0,38500,0,0,43900,0,0,100.0,0.0,0.0,199910,0,0,0,199910
CA-15,house,CA,15,Kevin Mullin,Charles Hoelter,DEM,REP,DEM,DEM,58.52,100.0,0.0,Safe D,54.06,5.19,58.52,0.0,-0.99,0.26,49.64,8.88,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,819662,0,0,219735,0,0,0,0,651698,0,0,15210,0,0,470712,0,0,0,0,0,5325,0,0,79.26,20.74,0.0,169529,44360,0,0,213889
CA-16,house,CA,16,Sam Liccardo,Peter Sundin Soulé,DEM,REP,DEM,DEM,59.93,100.0,0.0,Safe D,53.18,5.19,59.93,0.0,1.67,-0.1,49.91,10.03,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,3489298,0,0,2152957,0,0,0,0,1426732,0,0,15733,0,0,662750,0,0,0,0,0,840,0,0,79.97,20.03,0.0,190382,47693,0,0,238075
CA-17,house,CA,17,Rohit Khanna,Ritesh Tandon,DEM,REP,DEM,DEM,49.29,100.0,0.0,Safe D,45.41,5.19,49.29,3.69,-4.76,-0.25,40.75,8.54,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,13761491,37653,0,16929752,891,0,0,37500,7540830,36763,0,1650809,2226,0,1000,0,0,0,25,0,89348,0,0,74.64,25.36,0.0,138067,46899,0,0,184966
CA-18,house,CA,18,Zoe Lofgren,Shane Lewis,DEM,REP,DEM,DEM,44.23,100.0,0.0,Safe D,35.34,5.19,44.23,2.1,-0.49,2.08,29.37,14.86,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1721916,60180,0,643341,3307,0,109274,0,1318327,56873,0,436598,2664,0,438813,0,0,0,41958,0,0,40225,0,72.11,27.89,0.0,119861,46353,0,0,166214
