race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.14,50.86,8.0,0.0,
AK-GOV,2,44.5,53.9,0.0,1.6,Other
AK-SEN,1,44.5,47.5,8.0,0.0,
AK-SEN,2,47.86,50.54,0.0,1.6,Other
ME-SEN,1,47.59,47.41,5.0,0.0,
ME-SEN,2,49.69,49.31,0.0,1.0,Other
AK-01,1,41.47,50.53,8.0,0.0,
AK-01,2,45.07,53.33,0.0,1.6,Other
ME-01,1,61.69,33.31,5.0,0.0,
ME-01,2,63.79,35.21,0.0,1.0,Other
ME-02,1,44.31,50.69,5.0,0.0,
ME-02,2,46.41,52.59,0.0,1.0,Other
