race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-5.23,37.9,62.1,Lean R,-13.18,3.67,-13.8,8.57,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.66,20.42,5,21.239999999999995,0.194,46.63,51.77,1.6,110248,122415,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.78,1.5,98.5,Safe R,-29.63,3.67,-30.88,8.1,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.61,61.39,0.0,612176,973387,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.97,0.4,99.6,Safe R,-30.5,3.67,-31.57,3.59,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.01,63.99,0.0,302313,537144,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.35,72.8,27.2,Lean D,-4.25,3.67,-5.59,11.94,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.64,36.69,9,6.950000000000003,0.242,53.17,46.83,0.0,1261566,1110957,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.76,99.7,0.3,Safe D,23.32,3.67,20.82,7.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.38,35.62,0.0,7145354,3953190,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.65,97.0,3.0,Safe D,11.58,3.67,11.29,8.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.82,40.18,0.0,1337004,897917,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.8,94.6,5.4,Likely D,15.88,3.67,14.76,2.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.4,41.6,0.0,718988,512151,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-5.18,31.0,69.0,Lean R,-10.56,3.67,-13.22,8.05,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.32,36.97,10,-1.6499999999999986,0.25,47.41,52.59,0.0,3629316,4025511,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.71,56.5,43.5,Toss-up,-1.71,3.67,-2.21,3.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.85,49.15,0.0,1868903,1806143,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.13,99.8,0.2,Safe D,25.73,3.67,23.56,6.57,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.07,34.93,0.0,235343,126348,0,0,361691
