race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,46.17,50.17,0.0,,0.0,0.0,2,0.1272
AK-GOV,46.99,37.94,0.0,,0.0,6.88,3,0.2137
AK-SEN,46.31,46.61,0.0,,0.0,1.7,11,0.1053
AL-02,44.0,45.0,0.0,,0.0,0.0,1,0.4559
AL-GOV,40.99,49.01,0.0,,0.0,0.0,2,0.3312
AL-SEN,32.0,47.0,0.0,,0.0,0.0,1,0.6598
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.1504
AR-SEN,42.86,46.25,0.0,,0.0,0.0,2,0.4657
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0025
AZ-02,41.0,44.0,7.0,LIB,0.0,0.0,1,0.3618
AZ-06,46.96,44.87,0.0,,0.0,0.0,3,0.1245
AZ-GOV,48.88,41.57,1.0,IND,0.0,0.0,11,0.1149
CA-22,48.0,44.0,0.0,,0.0,0.0,1,0.4156
CA-48,48.0,46.0,0.0,,0.0,0.0,1,0.7071
CA-GOV,57.29,33.73,0.0,,0.0,0.0,4,0.3531
CO-03,45.0,46.0,0.0,,0.0,0.0,1,0.8706
CO-05,43.99,45.0,0.01,IND,0.0,0.0,2,0.4166
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0003
CT-GOV,49.61,31.46,0.0,,0.0,0.0,2,0.7671
FL-08,35.0,44.0,0.0,,0.0,0.0,1,0.7756
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.1984
FL-14,46.2,37.5,0.0,,0.0,0.0,1,0.7236
FL-22,43.0,45.0,0.0,,0.0,0.0,1,0.4559
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.1309
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.0367
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.0359
FL-GOV,38.12,42.8,0.52,NPA,0.0,0.0,16,0.2014
FL-SEN,40.04,49.3,0.0,,0.0,0.0,4,0.2342
GA-GOV,50.44,45.91,0.0,,0.0,0.0,6,0.4609
GA-SEN,53.98,43.02,0.0,,0.0,0.0,10,0.1672
IA-01,40.0,35.0,11.0,IND,0.0,0.0,2,0.3703
IA-02,38.62,36.14,0.0,,0.0,0.0,2,0.44
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.0422
IA-GOV,50.38,45.25,0.0,,0.0,0.0,4,0.3678
IA-SEN,47.62,47.09,0.0,,0.0,0.0,8,0.2617
ID-01,35.0,45.0,6.0,IND,0.0,0.0,1,0.7071
ID-SEN,35.63,41.47,0.0,,0.0,0.0,2,0.1535
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0033
IN-05,46.0,48.0,0.0,,0.0,0.0,1,0.8123
KS-SEN,43.05,47.11,0.0,,0.0,0.0,2,0.3529
KY-06,37.16,37.4,0.0,,0.0,0.0,2,0.3
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0059
MA-GOV,53.79,31.4,0.0,,0.0,0.0,6,0.174
MA-SEN,52.51,32.08,0.0,,0.0,0.0,7,0.1303
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.009
