race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.4665
AK-GOV,38.0,16.0,0.0,,0.0,21.0,1,0.4559
AK-SEN,48.06,46.46,0.0,,0.0,0.0,6,0.0921
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.057
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.4353
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0549
AZ-06,46.66,43.8,0.0,,0.0,0.0,2,0.4811
AZ-GOV,43.33,37.08,0.0,,0.0,0.0,8,0.104
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0061
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.8909
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0452
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0066
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.8123
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.7937
FL-GOV,35.05,39.25,2.82,IND,0.0,0.0,7,0.2258
FL-SEN,38.0,46.0,0.0,,0.0,0.0,1,0.7071
GA-SEN,47.68,43.29,0.0,,0.0,0.0,6,0.1046
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0019
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.933
IA-SEN,42.64,46.46,0.0,,0.0,0.0,2,0.5999
ID-SEN,34.0,48.0,0.0,,0.0,0.0,1,1.0
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0735
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.3299
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.1309
MA-GOV,54.9,26.78,0.0,,0.0,0.0,2,0.276
MA-SEN,55.41,27.95,0.0,,0.0,0.0,4,0.2229
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.1984
ME-02,46.0,47.0,0.0,,0.0,0.0,1,0.5117
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.0544
MI-04,42.0,47.43,0.0,,0.0,0.0,2,0.5008
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.2558
MI-GOV,37.13,36.0,16.15,IND,0.0,0.0,10,0.1842
MI-SEN,41.98,43.36,0.0,,0.0,0.0,5,0.1224
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.656
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.3854
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.1439
NC-01,42.0,39.0,9.0,LIB,0.0,0.0,1,0.3703
NC-10,37.0,52.0,0.0,,0.0,0.0,1,0.8909
NC-14,40.0,48.0,0.0,,0.0,0.0,1,0.8909
NC-SEN,47.86,39.92,0.0,,0.0,0.0,10,0.1865
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0351
NE-SEN,47.0,48.0,0.0,,0.0,0.0,2,0.1986
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.0901
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0278
NH-SEN,46.76,42.09,0.0,,0.0,0.0,10,0.1011
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.001
NV-GOV,39.0,40.23,0.0,,0.0,0.0,4,0.3818
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.1088
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.5236
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.5236
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.5236
NY-GOV,50.27,32.94,1.5,LIB,0.0,0.0,9,0.3305
OH-GOV,49.2,44.21,0.0,,0.0,0.0,10,0.1783
OH-SEN,47.21,47.02,0.0,,0.0,0.0,8,0.3089
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,0.3878
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0266
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0096
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.0343
PA-GOV,53.58,35.25,0.0,,0.0,0.0,4,0.3331
SD-SEN,34.53,46.64,0.0,,0.0,0.0,3,0.1997
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0059
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0133
TX-23,40.0,42.0,0.0,,0.0,0.0,1,0.8706
TX-GOV,41.94,49.19,1.21,LIB,0.0,0.0,4,0.387
TX-SEN,45.03,44.84,1.82,LIB,0.0,0.0,7,0.3487
VA-01,41.97,45.92,0.0,,0.0,0.0,2,0.4485
WI-01,41.0,50.0,0.0,,0.0,0.0,1,0.9772
WI-03,48.71,47.65,0.0,,0.0,0.0,2,0.2764
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0206
