race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,49.13,48.02,0.0,,0.0,0.68,14,0.1361
AL-SEN,32.0,47.0,0.0,,0.0,0.0,1,0.2387
AR-SEN,39.64,48.37,3.44,LIB,0.0,0.0,4,0.3528
FL-SEN,44.14,48.26,0.0,,0.0,0.0,6,0.3785
GA-SEN,53.62,42.98,0.0,,0.0,0.0,11,0.1022
IA-SEN,44.94,45.39,0.55,LIB,0.0,0.0,15,0.4067
ID-SEN,29.96,39.02,3.65,IND,0.0,0.0,5,0.314
KS-SEN,43.78,44.12,3.6,LIB,0.0,0.0,4,0.3149
KY-SEN,39.99,49.0,0.0,,0.0,0.0,2,0.3546
MA-SEN,50.61,30.23,1.93,PSL,0.0,0.0,9,0.1655
ME-SEN,47.31,44.35,0.0,,0.0,0.0,8,0.5794
MI-SEN,46.23,44.58,0.02,LIB,0.0,0.0,29,0.3508
MN-SEN,44.95,40.96,1.75,IND,0.0,0.0,6,0.4652
MS-SEN,39.49,45.44,3.54,IND,0.0,0.0,2,0.3672
MT-SEN,28.62,44.64,16.44,IND,0.0,0.0,7,0.3082
NC-SEN,48.37,38.13,1.3,LIB,0.0,0.0,29,0.2229
NE-SEN,47.0,46.63,0.0,,0.0,0.0,4,0.1441
NH-SEN,44.77,42.57,0.09,IND,0.0,0.0,19,0.1356
OH-SEN,48.96,43.87,0.07,LIB,0.0,0.0,19,0.2207
OK-SEN,25.0,49.0,4.0,IND,0.0,0.0,1,0.4353
RI-SEN,51.21,31.81,3.15,IND,0.0,0.0,3,0.2844
SC-SEN,38.51,42.23,1.16,LIB,0.0,0.0,6,0.4612
SD-SEN,41.27,46.07,0.0,,0.0,0.0,7,0.2635
TN-SEN,31.84,53.94,5.58,IND,0.0,0.0,1,0.691
TX-SEN,46.86,44.28,0.68,LIB,0.0,0.0,31,0.2648
AL-GOV,40.99,49.01,0.0,,0.0,0.0,2,0.1198
AR-GOV,40.0,45.0,7.0,LIB,0.0,0.0,1,0.5
AZ-GOV,46.33,37.27,1.28,IND,0.0,0.0,19,0.2459
CA-GOV,56.04,35.51,0.0,,0.0,0.0,5,0.1955
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0001
CT-GOV,50.91,34.49,0.0,,0.0,0.0,3,0.3731
FL-GOV,41.43,43.38,0.32,NPA,0.0,0.0,18,0.1358
GA-GOV,49.9,45.89,0.0,,0.0,0.0,8,0.2437
IA-GOV,49.48,42.42,0.0,,0.0,0.0,9,0.4511
ID-GOV,29.0,50.5,5.0,IND,0.0,0.0,1,0.3703
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0012
KS-GOV,47.0,46.0,0.0,,0.0,0.0,1,0.5484
MA-GOV,53.37,31.99,0.0,,0.0,0.0,8,0.1922
MD-GOV,58.0,31.0,0.0,,0.0,0.0,1,0.4061
ME-GOV,48.55,37.15,2.84,IND,0.0,0.0,6,0.5048
MI-GOV,49.33,41.82,0.25,IND,0.0,0.0,26,0.215
