race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,5.58,70.9,29.1,Lean D,-2.8,5.2,4.54,0.54,1.9,-0.3,-3.27,8.85,False,False,GRN,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,50.06,40.36,27,9.49,0.305,34975789,11272504,0,20717567,3461698,0,9019353,21811090,14258222,7810806,0,4748620,1775437,0,820563,936330,0,0,0,0,0,46928,0,51.8,46.33,1.87,2065588,1847314,74566,0,3987467
NE-SEN,senate,NE,SEN,(No Democrat),Pete Ricketts,DEM,REP,REP,REP,-6.43,26.3,73.7,Lean R,-20.13,5.2,-7.27,-0.5,8.63,-0.48,-20.84,14.41,False,True,IND,0,,0.0,Dan Osborn,46.79,26.3,,,0.0,,confirmed,47.0,46.63,4,-2.63,0.182,0,11233507,5751951,0,6910970,2421487,977133,1732682,0,4809506,3393630,0,232136,2195423,0,1701815,139868,0,5295888,0,0,0,0,0.0,53.21,0.0,0,352818,0,310193,663011
NH-SEN,senate,NH,SEN,Chris Pappas,John E. Sununu,DEM,REP,,DEM,7.22,76.2,23.8,Likely D,-0.13,5.2,9.15,0.73,4.2,-0.86,2.82,4.4,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,44.77,42.57,19,2.5,0.289,15384657,4124582,0,4251918,3019794,0,131636,4919816,11540323,1104788,0,4743838,481949,0,1106373,479000,0,0,0,0,0,0,0,53.61,46.39,0.0,310058,268275,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,19.71,97.3,2.7,Safe D,8.31,5.2,19.71,4.13,1.88,0.19,5.63,14.08,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,18869341,27316,0,23060940,123,0,0,0,7000887,26297,0,8440493,7240,0,500530,650,0,0,4932,0,0,8782,0,59.85,40.15,0.0,1743927,1169759,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,19.43,97.2,2.8,Safe D,8.28,5.2,19.43,3.16,1.67,1.12,6.14,13.29,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5626629,33525,0,4396754,11850,0,0,0,2443668,21675,0,1158566,1065,0,1738346,5000,0,0,0,0,0,0,0,59.72,40.28,0.0,385996,260381,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,0.13,50.7,49.3,Toss-up,-8.73,5.2,-2.27,0.56,1.39,-0.69,-11.31,11.44,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,49.04,43.96,18,5.0,0.286,38566234,14360028,0,16229741,9419311,0,40727,12027341,22336493,4940716,0,13527788,1843640,0,861223,2382560,0,0,0,0,0,0,0,49.28,49.15,1.57,1988561,1983593,63358,0,4035512
OK-SEN,senate,OK,SEN,Jasmine Thomas,Kevin Hern,DEM,REP,,REP,-33.16,0.1,99.9,Safe R,-33.71,5.2,-35.45,-3.46,-2.78,-0.7,-34.95,1.78,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,25.0,49.0,1,-24.0,0.2,57159,9953579,0,456,2491910,0,0,2414923,57639,7461669,0,41107,132138,0,0,761500,0,0,5050000,0,0,0,0,33.42,66.58,0.0,366337,729885,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,21.74,98.3,1.7,Safe D,12.86,5.2,21.74,2.47,1.67,-0.46,14.89,6.85,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4540974,120760,0,6828404,28980,0,0,0,1979569,91781,0,1059223,34621,0,477520,11000,0,0,0,0,0,8156,0,60.87,39.13,0.0,956723,615051,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,24.57,99.2,0.8,Safe D,17.26,5.2,25.95,2.03,1.67,-0.2,14.16,10.41,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,51.21,31.81,3,19.4,0.21,3381651,180468,0,3093684,7569,0,0,0,1876160,173238,0,30579,69332,0,1140100,1600,0,0,1,0,0,690,0,62.29,37.71,0.0,223826,135521,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Darline Graham,DEM,REP,,REP,-4.89,31.4,68.6,Lean R,-14.65,5.2,-5.35,1.23,3.25,-0.39,-18.12,13.24,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,37.78,41.77,5,-5.01,0.276,10804040,346783,0,4119295,251431,0,392162,5194594,6684746,95351,0,6474403,50733,0,104955,47000,0,0,0,0,1025357,0,0,46.67,51.46,1.87,832414,917928,33355,0,1783698
SD-SEN,senate,SD,SEN,(No Democrat),Mike Rounds,DEM,REP,REP,REP,-20.41,2.3,97.7,Safe R,-22.38,5.2,-23.65,-1.06,-4.39,-1.02,-29.98,9.57,False,True,IND,0,,0.0,Brian Bengs,39.79,2.3,,,0.0,,confirmed,40.43,47.29,6,-8.23,0.21,0,3176451,782050,0,2736664,51406,0,586948,0,2309816,730644,0,36975,474153,0,1443800,5000,0,0,0,0,0,0,0.0,60.21,0.0,0,179700,0,118773,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-30.5,0.1,99.9,Safe R,-25.18,5.2,-30.5,-3.72,-6.25,-0.54,-30.12,-0.38,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2257,7162897,0,1043,5234429,0,0,771654,1293,3855937,0,2007,958119,0,0,1545200,0,0,0,0,0,0,0,34.75,65.25,0.0,745305,1399454,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,0.33,51.5,48.5,Toss-up,-10.63,5.2,-0.91,1.43,2.05,1.04,-13.88,14.21,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.46,44.62,28,1.85,0.306,68555930,9248699,0,21548155,1755783,0,32519556,7737732,47007775,7492915,0,36717034,1764118,0,343408,219500,0,0,0,0,0,0,0,49.16,48.83,2.01,3924422,3898285,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,17.6,95.8,4.2,Safe D,6.82,5.2,17.6,2.74,3.15,-0.3,5.89,11.71,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,17889335,418742,0,16114725,90328,0,150000,0,7327844,328750,0,2953209,122597,0,2117795,5000,0,0,171454,0,0,50783,0,58.8,41.2,0.0,1853606,1298695,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Fetty Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-42.39,0.0,100.0,Safe R,-42.1,5.2,-42.39,-2.9,-1.67,-0.93,-42.69,0.29,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,49913,4624145,0,22129,4377201,0,0,337585,34780,2558310,0,14901,84240,0,100,1742755,0,7890,0,0,0,0,0,28.8,71.2,0.0,153715,379958,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-43.77,0.0,100.0,Safe R,-45.58,5.2,-43.77,-2.75,0.0,-0.64,-46.96,3.19,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,22559,2435023,0,356,915369,0,0,1029279,23293,2402617,0,5589,598315,0,0,581700,0,1000,0,0,0,0,0,28.12,71.88,0.0,52952,135382,0,0,188334
AK-01,house,AK,01,(No Democrat),Nick Begich III,DEM,REP,REP,REP,-3.01,37.9,62.1,Lean R,-4.03,5.2,-2.59,-1.03,-1.67,-1.06,-13.8,10.79,True,False,IND,4,Nick Begich III,1.02,Bill Hill,45.05,37.9,,,0.0,,confirmed,36.81,48.68,5,-13.29,0.24,0,5470446,1336292,0,3119158,515886,163500,534443,0,2455619,820406,0,1108897,233665,0,1033577,62050,0,0,0,0,225764,0,3.8,49.95,1.2,8985,118100,2842,106519,236446
AL-01,house,AL,01,Clyde Jones,Jerry Carl,DEM,REP,,REP,-28.08,0.3,99.7,Safe R,-30.97,5.2,-28.08,-1.75,0.0,-0.56,-36.34,8.27,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,85968,1162583,0,28030,366616,0,0,547042,57938,865257,0,44055,45133,0,2000,303059,0,0,0,0,0,254536,0,35.96,64.04,0.0,82583,147065,0,0,229648
AL-02,house,AL,02,Shomari Figures,Rhett Marques,DEM,REP,DEM,DEM,-2.45,40.3,59.7,Toss-up,-9.19,5.2,-2.23,-0.45,2.48,-0.28,-14.46,12.01,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.09,45.55,2,-3.45,0.179,1355789,1318574,0,662600,187718,0,100000,3738607,716297,1130856,0,167493,8808,0,830380,188469,0,0,0,0,12000,0,0,48.77,51.23,0.0,100095,105127,0,0,205222
AL-03,house,AL,03,Lee McInnis,Mike Rogers,DEM,REP,REP,REP,-41.04,0.0,100.0,Safe R,-41.74,5.2,-41.04,-2.23,-1.67,-0.61,-47.04,5.99,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,60787,2133554,0,9462,2590964,0,3435,0,28900,1464925,0,17227,8029,0,0,735704,0,0,0,0,0,0,0,29.48,70.52,0.0,65290,156197,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-61.22,0.0,100.0,Safe R,-61.99,5.2,-61.22,-2.1,-1.67,-0.67,-66.99,5.77,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,15591,1022664,0,396,749660,0,0,0,14624,1239901,0,7452,9102,0,0,422278,0,0,0,0,12000,0,0,19.39,80.61,0.0,43954,182749,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-23.15,1.2,98.8,Safe R,-25.53,5.2,-23.15,-0.59,-1.67,-0.56,-29.51,6.37,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,646512,1477819,0,169720,1424334,0,0,0,476792,682462,0,73555,6635,0,2350,631300,0,20000,0,0,0,240000,0,38.43,61.57,0.0,95113,152407,0,0,247520
AL-06,house,AL,06,Maurice Mercer,Gary Palmer,DEM,REP,REP,REP,-30.84,0.1,99.9,Safe R,-31.05,5.2,-30.84,-2.26,-2.19,-0.54,-34.79,3.95,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,6539,1053566,0,1863,260721,0,0,131018,4676,946083,0,3680,806,0,0,464000,0,0,0,0,0,0,0,34.58,65.42,0.0,84591,160041,0,0,244631
AL-07,house,AL,07,Terri Sewell,Ammie Akin,DEM,REP,DEM,DEM,34.31,100.0,0.0,Safe D,23.18,5.2,34.31,1.73,4.31,-0.12,17.99,16.32,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1961991,150730,0,3754350,115936,0,0,0,1678202,34794,0,67584,522,0,1589750,0,0,0,100000,0,0,100000,0,67.15,32.85,0.0,141258,69094,0,0,210352
AR-01,house,AR,01,Terri Green,Rick Crawford,DEM,REP,REP,REP,-42.1,0.0,100.0,Safe R,-40.72,5.2,-42.1,-1.62,-4.28,-0.68,-46.4,4.3,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65149,944302,0,11958,1031631,0,0,0,53192,743498,0,13695,12107,0,4900,557750,0,14395,0,0,17838,0,0,28.95,71.05,0.0,56691,139135,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-6.92,24.7,75.3,Likely R,-11.52,5.2,-8.95,-0.99,-1.12,-0.52,-16.22,9.3,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,44.0,2,3.99,0.157,1174414,4421510,0,191398,2967541,0,0,418058,983016,2830321,0,303345,28686,0,27750,1457367,0,0,0,0,17801,0,0,46.54,53.46,0.0,104939,120536,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-24.96,0.7,99.3,Safe R,-21.71,5.2,-24.96,-1.82,-6.29,-0.34,-25.81,0.85,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,120526,1871761,0,5951,2404276,0,0,0,114576,1183378,0,57841,27541,0,5886,877500,0,250,0,0,20588,0,0,37.52,62.48,0.0,83143,138455,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-38.22,0.0,100.0,Safe R,-35.08,5.2,-38.22,-2.88,-4.96,-0.49,-40.73,2.52,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5853,2562973,0,907,4668447,0,0,0,5628,928087,0,1762,38088,0,1500,1053550,0,0,0,0,1052,0,0,30.89,69.11,0.0,60721,135837,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Jay Feely,DEM,REP,,REP,5.08,69.2,30.8,Lean D,1.29,5.2,5.7,-0.49,0.0,-0.3,-3.14,8.21,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,42.71,42.94,2,-0.94,0.15,1830193,2528497,0,401745,794475,0,216384,3543753,1520251,1734022,0,205293,28573,0,146250,328330,0,430655,330000,0,210070,330000,0,51.55,46.57,1.88,162648,146934,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,0.27,51.3,48.7,Toss-up,-9.85,5.2,1.82,-0.68,7.81,-0.67,-15.12,15.39,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,43.5,45.67,2,-5.17,0.222,3519760,9481428,0,1910990,2841745,0,883973,40754,1674073,6957053,0,1473633,3385826,0,213271,86500,0,0,0,0,0,0,0,50.13,49.87,0.0,146156,145378,0,0,291534
AZ-03,house,AZ,03,Yassamin Ansari,(no Republican filed),DEM,REP,DEM,DEM,60.75,100.0,0.0,Safe D,46.99,5.2,60.75,0.0,6.47,2.1,40.31,20.45,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,,,,0,,0.0,1436333,0,0,547321,0,0,0,0,899423,0,0,145331,0,0,226033,0,0,65705,0,0,70000,0,0,80.38,19.62,0.0,119967,29288,0,0,149255
AZ-04,house,AZ,04,Greg Stanton,Zuhdi Jasser,DEM,REP,DEM,DEM,20.25,97.6,2.4,Safe D,10.83,5.2,20.25,0.99,3.02,0.21,6.76,13.49,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2117114,564641,0,2020289,341651,0,422716,0,1112556,222990,0,90792,24225,0,638763,5000,0,0,10000,0,0,0,0,60.13,39.87,0.0,146260,96994,0,0,243254
AZ-05,house,AZ,05,Elizabeth Lee,Mark Lamb,DEM,REP,,REP,-12.51,10.9,89.1,Likely R,-16.07,5.2,-12.51,-1.44,0.0,-0.2,-20.19,7.69,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,153111,1222217,0,26740,243426,0,0,325479,126371,978791,0,65653,514699,0,0,70400,0,5000,40047,0,5000,0,0,43.75,56.25,0.0,136277,175241,0,0,311518
AZ-06,house,AZ,06,JoAnna Mendoza,Juan Ciscomani,DEM,REP,REP,REP,5.71,71.4,28.6,Lean D,2.74,5.2,6.27,0.13,-1.91,0.11,-0.76,6.47,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.96,44.87,3,-0.29,0.15,7354808,6172867,0,3260877,4135163,0,72849,20000,4093932,2274265,0,2800193,500509,0,516802,1655410,0,0,0,0,3300,0,0,51.74,46.14,2.12,159410,142181,6532,0,308122
AZ-07,house,AZ,07,Adelita Grijalva,Daniel Butierez,DEM,REP,DEM,DEM,39.67,100.0,0.0,Safe D,29.03,5.2,39.67,1.53,2.05,1.86,22.39,17.29,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2285639,224367,0,427977,11399,0,817317,195587,1857663,213560,0,1015921,16901,0,435939,2000,0,0,175207,0,0,144120,0,69.84,30.16,0.0,137705,59475,0,0,197180
AZ-08,house,AZ,08,Bernadette Greene-Placentia,Abraham Hamadeh,DEM,REP,REP,REP,-8.36,20.5,79.5,Likely R,-12.56,5.2,-8.36,0.0,-0.95,-0.05,-16.48,8.12,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,1206361,0,0,384185,0,0,0,0,858585,0,0,213882,0,0,269960,0,0,0,0,0,103414,0,45.82,54.18,0.0,125738,148678,0,0,274416
AZ-09,house,AZ,09,Danielle Sterbinsky,Paul Gosar,DEM,REP,REP,REP,-22.67,1.3,98.7,Safe R,-26.69,5.2,-22.67,-0.33,-1.21,0.35,-31.34,8.67,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,354383,580042,0,25745,303214,0,0,0,332316,368426,0,306781,127935,0,0,85000,0,250,0,0,0,6958,0,38.66,61.34,0.0,108924,172806,0,0,281730
CA-01,house,CA,01,Mike McGuire,James Gallagher,DEM,REP,REP,REP,19.56,97.2,2.8,Safe D,15.7,5.2,19.56,0.21,-1.67,0.11,12.63,6.93,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1827711,1488906,0,152606,332899,0,474065,0,1675105,1156006,0,483160,74465,0,300070,282863,0,0,0,0,0,33633,0,59.78,40.22,0.0,142962,96189,0,0,239151
CA-02,house,CA,02,Jared Huffman,Robin Littau,DEM,REP,DEM,DEM,33.63,100.0,0.0,Safe D,28.08,5.2,33.63,0.0,0.77,-0.42,25.45,8.18,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,978277,0,0,1075956,0,0,0,0,886964,0,0,55444,0,0,316245,0,0,0,0,0,2131,0,0,66.82,33.18,0.0,182089,90431,0,0,272520
CA-03,house,CA,03,Amerish Bera,Robb Tucker,DEM,REP,DEM,DEM,21.44,98.2,1.8,Safe D,13.07,5.2,21.44,1.08,2.23,-0.13,10.55,10.89,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1250126,258139,0,1830338,16000,0,0,0,1293160,242139,0,51066,6749,0,649068,0,0,0,205000,0,105000,205000,0,60.72,39.28,0.0,155838,100806,0,0,256644
CA-04,house,CA,04,Mike Thompson,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,18.53,5.2,26.86,0.0,2.74,0.39,14.96,25.04,False,False,,0,,0.0,,0.0,0.0,DEM,Eric Jones,80.0,confirmed,,,,0,,0.0,4204013,0,0,1075737,0,0,1150453,1714969,4337765,0,0,197819,0,0,1849646,0,0,0,0,0,37712,0,0,100.0,0.0,0.0,240754,0,0,0,240754
CA-05,house,CA,05,Michael Masuda,Tom McClintock,DEM,REP,REP,REP,-17.92,3.9,96.1,Safe R,-17.98,5.2,-17.92,-0.65,-4.77,0.28,-21.2,3.29,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,361735,928788,0,89452,201472,0,0,0,272284,875521,0,141932,112113,0,18750,156551,0,0,0,0,27146,5106,0,41.04,58.96,0.0,104131,149591,0,0,253723
CA-06,house,CA,06,Richard Pan,Kevin Kiley,DEM,IND,IND,IND,12.71,89.5,10.5,Likely D,11.5,5.2,12.71,-0.35,-3.7,0.06,8.67,4.04,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1098283,2988805,0,359132,2123953,0,2301713,75888,739151,1245831,0,241251,433049,0,308198,361391,0,0,15,0,117141,6225,0,56.36,43.64,0.0,132684,102757,0,0,235441
CA-07,house,CA,07,Mai Vang,(no Republican — top-two),DEM,REP,,DEM,40.0,100.0,0.0,Safe D,16.89,5.2,22.22,0.0,0.0,0.13,13.26,26.74,False,False,,0,,0.0,,0.0,0.0,DEM,Doris Matsui,58.0,confirmed,,,,0,,0.0,1086084,0,0,105536,0,0,609028,12161,980548,0,0,248455,0,0,53827,0,0,0,0,0,19908,0,0,100.0,0.0,0.0,242835,0,0,0,242835
CA-08,house,CA,08,John Garamendi,Rudy Recile,DEM,REP,DEM,DEM,49.29,100.0,0.0,Safe D,39.43,5.2,49.29,1.66,2.41,0.58,35.19,14.1,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,489135,8576,0,1196018,1541,0,0,0,557834,8073,0,7559,1628,0,334500,0,0,0,25,0,0,31273,0,74.64,25.36,0.0,163206,55437,0,0,218644
CA-09,house,CA,09,Josh Harder,John McBride,DEM,REP,DEM,DEM,31.02,99.9,0.1,Safe D,17.57,5.2,31.02,2.78,4.61,0.87,11.8,19.23,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4083528,52178,0,4739488,18738,0,0,0,1032871,33569,0,377932,3149,0,508815,19882,0,0,0,0,0,23491,0,65.51,34.49,0.0,123123,64816,0,0,187940
CA-10,house,CA,10,Mark DeSaulnier,Jeff Frese,DEM,REP,DEM,DEM,43.19,100.0,0.0,Safe D,37.74,5.2,43.19,0.0,0.33,-0.07,34.75,8.45,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,567258,0,0,586497,0,0,0,0,609748,0,0,40092,0,0,304983,0,0,0,0,0,0,0,0,71.6,28.4,0.0,189359,75121,0,0,264480
CA-11,house,CA,11,Scott Wiener,(no Republican — top-two),DEM,REP,,DEM,40.0,100.0,0.0,Safe D,74.29,5.2,79.18,0.0,0.0,-0.31,70.62,-30.62,False,False,,0,,0.0,,0.0,0.0,DEM,Connie Chan,58.0,confirmed,,,,0,,0.0,4561120,0,0,1237192,0,0,1657500,41145,3323928,0,0,159240,0,0,91176,0,0,0,0,0,66638,0,0,100.0,0.0,0.0,252827,0,0,0,252827
CA-12,house,CA,12,Lateefah Simon,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,81.04,5.2,88.17,0.0,1.67,0.26,77.64,-37.64,False,False,,0,,0.0,,0.0,0.0,DEM,Jamie Joyce,80.0,confirmed,,,,0,,0.0,1449191,0,0,777590,0,0,111599,0,957256,0,0,85221,0,0,261421,0,0,0,0,0,0,0,0,100.0,0.0,0.0,222860,0,0,0,222860
CA-13,house,CA,13,Adam Gray,Kevin Lincoln,DEM,REP,DEM,DEM,21.91,98.4,1.6,Safe D,7.14,5.2,21.91,0.46,7.04,2.08,0.51,21.4,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4191397,2237084,0,2072111,837885,0,991,70830,2311244,1423323,0,482042,445085,0,1269883,251621,0,0,0,0,0,126125,0,60.96,39.04,0.0,88733,56836,0,0,145569
CA-14,house,CA,14,Aisha Wahab,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,40.96,5.2,47.95,0.0,1.67,0.12,36.2,3.8,False,False,,0,,0.0,,0.0,0.0,DEM,Melissa Hernandez,80.0,confirmed,,,,0,,0.0,631749,0,0,146906,0,0,260366,2892831,484843,0,0,26791,0,0,155983,0,0,38500,0,0,43900,0,0,100.0,0.0,0.0,199910,0,0,0,199910
CA-15,house,CA,15,Kevin Mullin,Charles Hoelter,DEM,REP,DEM,DEM,58.53,100.0,0.0,Safe D,54.06,5.2,58.53,0.0,-0.99,0.26,49.64,8.89,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,819662,0,0,219735,0,0,0,0,651698,0,0,15210,0,0,470712,0,0,0,0,0,5325,0,0,79.26,20.74,0.0,169534,44355,0,0,213889
CA-16,house,CA,16,Sam Liccardo,Peter Sundin Soulé,DEM,REP,DEM,DEM,59.94,100.0,0.0,Safe D,53.17,5.2,59.94,0.0,1.67,-0.1,49.91,10.03,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3489298,0,0,2152957,0,0,0,0,1426732,0,0,15733,0,0,662750,0,0,0,0,0,840,0,0,79.97,20.03,0.0,190388,47687,0,0,238075
CA-17,house,CA,17,Rohit Khanna,Ritesh Tandon,DEM,REP,DEM,DEM,49.29,100.0,0.0,Safe D,45.41,5.2,49.29,3.69,-4.76,-0.25,40.75,8.55,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,13761491,37653,0,16929752,891,0,0,37500,7540830,36763,0,1650809,2226,0,1000,0,0,0,25,0,89348,0,0,74.65,25.35,0.0,138072,46894,0,0,184966
CA-18,house,CA,18,Zoe Lofgren,Shane Lewis,DEM,REP,DEM,DEM,44.23,100.0,0.0,Safe D,35.34,5.2,44.23,2.1,-0.49,2.08,29.37,14.86,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1721916,60180,0,643341,3307,0,109274,0,1318327,56873,0,436598,2664,0,438813,0,0,0,41958,0,0,40225,0,72.12,27.88,0.0,119865,46349,0,0,166214
CA-19,house,CA,19,Jimmy Panetta,Peter Verbica,DEM,REP,DEM,DEM,49.59,100.0,0.0,Safe D,38.9,5.2,50.5,2.46,3.85,0.1,35.64,13.94,False,False,GRN,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2887610,76324,0,5109558,24682,0,1198560,0,1492690,51642,0,88768,4624,0,1559107,3500,0,0,505,0,0,0,0,72.06,24.28,3.66,189857,63984,9644,0,263484
CA-20,house,CA,20,Sandra Van Scotter,Vince Fong,DEM,REP,REP,REP,-28.31,0.3,99.7,Safe R,-30.07,5.2,-28.31,-2.51,-1.67,0.73,-32.98,4.67,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,17086,1849356,0,-2017,453750,0,0,0,16701,1434838,0,5369,17074,0,0,894497,0,9907,0,0,0,0,0,35.85,64.15,0.0,79148,141655,0,0,220803
CA-21,house,CA,21,Jim Costa,Kyle Kirkland,DEM,REP,DEM,DEM,21.2,98.1,1.9,Safe D,12.04,5.2,21.2,0.95,0.92,2.08,6.17,15.03,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1338630,338971,0,938778,17934,0,0,0,608734,321037,0,11086,38714,0,796717,0,0,0,127459,0,0,33141,0,60.6,39.4,0.0,85603,55660,0,0,141263
