race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,16.88,94.7,5.3,Likely D,12.91,3.38,11.14,5.74,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,58.44,41.56,0.0,2311073,1643663,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-13.31,10.1,89.9,Likely R,-16.26,3.38,-16.41,3.1,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,43.34,56.66,0.0,402788,526526,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.3,99.9,0.1,Safe D,27.69,3.38,25.91,5.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.9,26.78,2,28.12,0.15,0,0,0,65.65,34.35,0.0,1596291,835276,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.85,100.0,0.0,Safe D,30.41,3.38,29.51,5.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,67.43,32.57,0.0,1434024,692810,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,9.9,82.8,17.2,Likely D,7.49,3.38,7.09,2.82,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,54.95,45.05,0.0,319802,262160,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,9.47,81.7,18.3,Likely D,-0.36,3.38,-1.44,10.91,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.99,39.28,11,1.1,0.257,0,0,0,54.73,45.27,0.0,2169814,1794448,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,7.48,76.3,23.7,Likely D,4.94,3.38,4.34,3.13,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,53.74,46.26,0.0,1224014,1053730,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-21.1,2.2,97.8,Safe R,-20.75,3.38,-20.84,-0.26,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,39.45,60.55,0.0,261572,401439,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.57,13.4,86.6,Likely R,3.66,3.38,2.82,-14.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.0,43.0,1,0.0,0.15,0,0,0,44.22,55.78,0.0,255713,322620,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,5.57,70.3,29.7,Lean D,7.45,3.38,6.14,-0.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,52.78,47.22,0.0,341181,305196,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.09,57.9,42.1,Toss-up,-1.54,3.38,-3.15,5.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.81,43.7,3,-3.54,0.15,0,0,0,51.04,48.96,0.0,530386,508682,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,12.81,89.0,11.0,Likely D,15.38,3.38,12.68,0.12,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.17,32.7,8,17.47,0.233,0,0,0,56.4,43.6,0.0,3279001,2534497,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.39,33.7,66.3,Lean R,-10.26,3.38,-11.31,6.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.69,44.1,9,5.56,0.242,0,0,0,47.81,52.19,0.0,1929203,2106309,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-32.7,0.1,99.9,Safe R,-34.68,3.38,-34.95,2.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,33.65,66.35,0.0,368889,727333,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,4.98,68.3,31.7,Lean D,15.34,3.38,14.89,-9.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,40.0,1,5.0,0.15,0,0,0,52.49,47.51,0.0,824989,746786,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,14.42,91.6,8.4,Likely D,-0.87,3.38,-1.75,16.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,53.58,35.25,4,18.33,0.175,0,0,0,57.21,42.79,0.0,2816875,2106743,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.55,97.5,2.5,Safe D,15.7,3.38,14.16,6.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,60.27,39.73,0.0,216588,142760,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-13.56,9.7,90.3,Likely R,-16.63,3.38,-18.12,4.56,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,43.22,56.78,0.0,770876,1012822,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-27.59,0.4,99.6,Safe R,-29.31,3.38,-29.98,2.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.21,63.79,0.0,108065,190408,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-21.59,1.9,98.1,Safe R,-28.63,3.38,-30.12,8.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,0,0,0,39.2,60.8,0.0,840805,1303955,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-10.28,16.3,83.7,Likely R,-12.03,3.38,-13.88,3.6,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.95,49.19,5,-7.55,0.194,0,0,0,44.86,55.14,0.0,3581198,4401972,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-26.65,0.5,99.5,Safe R,33.5,3.38,32.77,-59.42,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.68,63.32,0.0,94843,163752,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,6.99,74.8,25.2,Lean D,-0.25,3.38,-0.87,7.86,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.96,43.3,2,-1.22,0.15,0,0,0,53.49,46.51,0.0,1281720,1114323,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-41.38,0.0,100.0,Safe R,-46.63,3.38,-46.96,5.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,29.31,70.69,0.0,55198,133135,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-3.68,42.8,57.2,Toss-up,-12.46,3.38,-13.8,10.11,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.65,45.85,7,0.9,0.223,8661662,6500847,0,47.39,51.01,1.6,112046,120617,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-26.03,0.6,99.4,Safe R,-27.46,3.38,-30.88,4.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,36.99,63.01,0.0,586445,999118,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.71,0.4,99.6,Safe R,-29.54,3.38,-31.57,3.86,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,36.15,63.85,0.0,303435,536022,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.86,98.9,1.1,Safe D,13.61,3.38,11.29,12.56,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,61.93,38.07,0.0,1384043,850878,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,23.21,98.7,1.3,Safe D,15.61,3.38,14.84,8.37,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.61,38.39,0.0,220271,137272,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-6.73,26.0,74.0,Lean R,-8.88,3.38,-13.22,6.5,False,False,,,0.0,0.0,,,0.0,projected,confirmed,38.0,45.0,1,-7.0,0.15,8188392,8407064,0,46.64,53.36,0.0,3569965,4084861,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.69,82.3,17.7,Likely D,-0.77,3.38,-2.21,11.9,False,False,,,0.0,0.0,,,0.0,confirmed,projected,47.69,43.3,6,4.4,0.21,60439613,4880582,0,54.84,45.16,0.0,2015557,1659489,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.31,37.6,62.4,Lean R,-8.38,3.38,-13.45,10.14,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3463099,0,0,47.07,50.3,2.63,548162,585667,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.35,0.0,100.0,Safe R,-38.33,3.38,-37.52,-3.82,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.33,70.67,0.0,185799,447744,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,18.26,96.0,4.0,Safe D,14.35,3.38,11.14,7.12,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.13,40.87,0.0,2338444,1616293,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-15.47,6.9,93.1,Likely R,-15.49,3.38,-16.41,0.94,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,42.27,57.73,0.0,392778,536535,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.47,0.1,99.9,Safe R,-30.03,3.38,-31.03,-0.45,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.26,65.74,0.0,497553,954616,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-27.28,0.5,99.5,Safe R,-21.33,3.38,-22.36,-4.92,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,36.36,63.64,0.0,510801,894081,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,33.36,99.9,0.1,Safe D,29.04,3.38,25.91,7.44,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,55.41,27.95,4,28.06,0.175,3804689,1400141,0,66.68,33.32,0.0,1621314,810254,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-0.89,47.9,52.1,Toss-up,8.2,3.38,7.09,-7.98,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,46.18,40.14,9,6.43,0.242,16312222,12165046,0,49.06,49.94,1.0,285510,290633,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,4.2,65.6,34.4,Lean D,2.36,3.38,-1.44,5.64,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,41.98,43.36,5,-1.38,0.194,7646728,7676445,0,52.1,47.9,0.0,2065425,1898837,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,7.87,77.4,22.6,Likely D,5.72,3.38,4.34,3.52,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,44.0,1,-1.0,0.15,4646309,1102851,0,53.93,46.07,0.0,1228469,1049275,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-16.41,5.8,94.2,Likely R,-21.5,3.38,-23.15,6.74,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1619368,3394175,0,41.8,58.2,0.0,359274,500331,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-24.37,0.1,88.9,Safe R,-19.79,3.38,-20.58,-3.79,False,True,IND,Seth Bodnar,29.62,11.0,,,0.0,projected,confirmed,,,0,,0.0,23884,1184127,2113231,12.73,53.99,3.66,53749,227858,15448,125019,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,4.54,66.8,33.2,Lean D,-2.64,3.38,-3.27,7.8,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,48.53,36.72,9,10.63,0.242,26822373,8410252,0,51.29,46.84,1.87,2045198,1867704,74566,0,3987467
NE-SEN,senate,NE,SEN,(no Democrat — backs Osborn),Pete Ricketts,DEM,REP,REP,REP,-10.06,29.7,70.3,Lean R,-20.81,3.38,-20.84,10.78,False,True,IND,Dan Osborn,44.97,29.7,,,0.0,,confirmed,,,0,,0.0,0,4866649,3856315,0.0,55.03,0.0,0,364871,0,298140,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,8.86,80.2,19.8,Likely D,0.07,3.38,2.82,6.04,False,False,,,0.0,0.0,,,0.0,presumptive,projected,49.41,38.09,8,11.37,0.233,9860676,1664338,0,54.43,45.57,0.0,314798,263535,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,17.78,95.6,4.4,Safe D,8.13,3.38,5.63,12.16,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,17623907,15454,0,58.89,41.11,0.0,1715896,1197791,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,16.56,94.3,5.7,Likely D,7.31,3.38,6.14,10.42,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,5019140,32400,0,58.28,41.72,0.0,376725,269653,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-2.33,41.2,58.8,Toss-up,-8.53,3.38,-11.31,8.98,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,49.25,47.67,6,1.58,0.21,25979968,10527814,0,48.07,50.36,1.57,1939727,2032427,63358,0,4035512
OK-SEN,senate,OK,SEN,Jim Priest,Kevin Hern,DEM,REP,,REP,-36.76,0.0,100.0,Safe R,-34.12,3.38,-34.95,-1.81,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,263329,9295139,0,31.62,68.38,0.0,346614,749608,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,20.22,97.3,2.7,Safe D,12.86,3.38,14.89,5.33,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,3944598,48166,0,60.11,39.89,0.0,944825,626949,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,24.12,98.9,1.1,Safe D,17.3,3.38,14.16,9.96,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,2602598,139875,0,62.06,37.94,0.0,223012,136336,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-9.0,19.5,80.5,Likely R,-15.49,3.38,-18.12,9.13,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,40.74,45.46,2,-7.72,0.15,8059705,6157141,0,44.65,53.48,1.87,796422,953921,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-30.7,0.2,99.8,Safe R,-28.71,3.38,-29.98,-0.72,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,31.79,49.32,2,-20.53,0.15,209807,2646194,0,34.65,65.35,0.0,103416,195057,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-33.48,0.1,99.9,Safe R,-26.49,3.38,-30.12,-3.35,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,881,5880482,0,33.26,66.74,0.0,713397,1431362,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,-2.42,40.9,59.1,Toss-up,-11.13,3.38,-13.88,11.46,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,45.37,45.49,7,-0.75,0.223,40284109,7605209,0,47.81,50.18,2.01,3816745,4005963,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,16.18,93.9,6.1,Likely D,6.87,3.38,5.89,10.29,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,14719667,192041,0,58.09,41.91,0.0,1831200,1321102,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-44.21,0.0,100.0,Safe R,-41.99,3.38,-42.69,-1.52,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,22447,3906186,0,27.9,72.1,0.0,148871,384802,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-44.96,0.0,100.0,Safe R,-45.23,3.38,-46.96,1.99,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,9653,1555543,0,27.52,72.48,0.0,51826,136508,0,0,188334
AK-01,house,AK,01,Matt Schultz,Nick Begich III,DEM,REP,REP,REP,-9.31,30.9,69.1,Lean R,-10.58,3.38,-13.8,4.48,True,False,,Bill Hill,0.0,0.0,,,0.0,confirmed,confirmed,38.0,48.0,1,-13.0,0.15,0,0,0,44.62,53.78,1.6,105499,127164,3783,0,236446
AL-01,house,AL,01,Clyde Jones,Rhett Marques,DEM,REP,,REP,-28.87,0.3,99.7,Safe R,-32.11,3.38,-36.34,7.47,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,37487,0,0,35.56,64.44,0.0,81672,147976,0,0,229648
AL-02,house,AL,02,Shomari Figures,Hampton Harris,DEM,REP,DEM,DEM,-3.84,35.7,64.3,Lean R,-10.32,3.38,-14.46,10.62,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,827549,214719,0,48.08,51.92,0.0,98669,106553,0,0,205222
AL-03,house,AL,03,Victor McInnis,Mike Rogers,DEM,REP,REP,REP,-44.05,0.0,100.0,Safe R,-42.87,3.38,-47.04,2.99,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,39858,1846490,0,27.97,72.03,0.0,61960,159527,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-63.99,0.0,100.0,Safe R,-63.06,3.38,-66.99,3.0,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,13797,832268,0,18.01,81.99,0.0,40819,185884,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-26.1,0.6,99.4,Safe R,-26.53,3.38,-29.51,3.41,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,484501,1352249,0,36.95,63.05,0.0,91453,156067,0,0,247520
AL-06,house,AL,06,Elizabeth Anderson,Gary Palmer,DEM,REP,REP,REP,-31.83,0.1,99.9,Safe R,-32.04,3.38,-34.79,2.96,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,15899,783587,0,34.09,65.91,0.0,83385,161246,0,0,244631
AL-07,house,AL,07,Terri Sewell,Republican candidate (AL-07),DEM,REP,DEM,DEM,32.24,99.9,0.1,Safe D,22.07,3.38,17.99,14.25,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1552149,0,0,66.12,33.88,0.0,139089,71263,0,0,210352
AR-01,house,AR,01,Terri Green,Eric Crawford,DEM,REP,REP,REP,-46.36,0.0,100.0,Safe R,-43.12,3.38,-46.4,0.04,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,38601,762876,0,26.82,73.18,0.0,52519,143306,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-13.28,10.2,89.8,Likely R,-13.89,3.38,-16.22,2.94,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,798208,3790112,0,43.36,56.64,0.0,97768,127708,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-29.14,0.3,99.7,Safe R,-24.05,3.38,-25.81,-3.33,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,88315,1547665,0,35.43,64.57,0.0,78511,143086,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-42.41,0.0,100.0,Safe R,-37.49,3.38,-40.73,-1.68,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,2197868,0,28.79,71.21,0.0,56594,139963,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Gina Swoboda,DEM,REP,,REP,4.71,67.4,32.6,Lean D,0.58,3.38,-3.14,7.85,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,43.47,41.41,2,1.35,0.15,1290456,222185,0,51.37,46.75,1.88,162080,147503,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,-0.97,46.3,53.7,Toss-up,-10.64,3.38,-15.12,14.15,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2341970,7449412,0,49.52,50.48,0.0,144355,147179,0,0,291534
AZ-03,house,AZ,03,Yassamin Ansari,Kirt Burgess,DEM,REP,DEM,DEM,60.43,100.0,0.0,Safe D,46.06,3.38,40.31,20.12,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1217963,0,0,80.22,19.78,0.0,119727,29529,0,0,149255
