cousub_fips,town_name,state,county_fips,town_margin_2024,lean,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hisp_pct,asian_pct,native_pct,pacific_pct
2300325755,Fort Kent town,ME,23003,-16.49,-14.73,47.0,49.9,-2.9,2.4,92.3,2.4,1.3,1.6,0.4,0.0
2300326735,Frenchville town,ME,23003,-28.43,-26.67,52.2,44.8,7.4,2.6,98.1,0.2,0.3,0.0,0.1,0.0
2300327120,Garfield plantation,ME,23003,-51.85,-50.09,62.2,34.8,27.4,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2300327855,Glenwood plantation,ME,23003,0.0,1.76,38.7,58.2,-19.5,-0.1,80.0,0.0,20.0,0.0,0.0,0.0
2300328590,Grand Isle town,ME,23003,-19.11,-17.35,48.2,48.7,-0.5,2.6,99.1,0.3,0.3,0.0,0.0,0.0
2300330690,Hamlin town,ME,23003,-24.07,-22.31,50.2,46.7,3.5,2.4,95.8,0.0,2.1,0.0,0.0,0.0
2300330725,Hammond town,ME,23003,-54.72,-52.96,63.1,33.8,29.3,2.2,92.0,0.0,1.3,4.0,1.3,0.0
2300332195,Haynesville town,ME,23003,-66.15,-64.39,68.2,28.8,39.4,2.5,96.2,0.0,0.0,0.0,3.8,0.0
2300332685,Hersey town,ME,23003,-45.0,-43.24,59.3,37.7,21.6,2.7,93.2,0.0,0.0,0.0,0.0,0.0
2300333385,Hodgdon town,ME,23003,-59.48,-57.72,65.3,31.6,33.7,2.5,94.0,0.0,0.6,0.2,1.7,0.0
2300333980,Houlton town,ME,23003,-25.95,-24.19,51.0,46.0,5.0,2.3,90.6,0.8,1.1,0.4,5.1,0.0
2300335065,Island Falls town,ME,23003,-40.37,-38.61,57.2,39.7,17.5,2.5,95.2,0.2,0.5,1.0,0.7,0.0
2300339300,Limestone town,ME,23003,-22.76,-21.0,49.7,47.3,2.5,2.5,92.6,1.3,1.4,0.2,0.4,0.2
2300339965,Linneus town,ME,23003,-69.92,-68.16,69.7,27.2,42.5,2.4,95.4,0.1,1.2,0.0,1.7,0.0
2300340595,Littleton town,ME,23003,-52.6,-50.84,62.3,34.6,27.7,2.3,90.4,0.0,0.9,0.0,5.5,0.0
2300341715,Ludlow town,ME,23003,-50.41,-48.64,61.5,35.5,26.0,2.5,93.4,0.3,0.6,0.0,2.4,0.0
2300342450,Macwahoc plantation,ME,23003,-48.72,-46.96,60.8,36.2,24.6,2.6,95.1,0.0,0.0,1.6,0.0,0.0
2300342520,Madawaska town,ME,23003,-2.77,-1.01,41.2,55.7,-14.5,2.5,96.3,0.2,0.9,0.5,0.3,0.0
2300343255,Mapleton town,ME,23003,-36.43,-34.67,55.6,41.4,14.2,2.6,95.9,0.2,0.5,0.1,0.9,0.0
2300343710,Mars Hill town,ME,23003,-42.27,-40.51,58.0,39.0,19.1,2.5,95.0,0.5,1.0,0.0,1.4,0.1
2300343990,Masardis town,ME,23003,-38.84,-37.08,56.6,40.3,16.3,2.6,93.5,0.0,0.0,0.0,0.6,0.6
2300345180,Merrill town,ME,23003,-34.85,-33.09,54.9,42.0,12.9,2.6,95.8,0.0,0.0,0.0,1.8,0.0
2300346685,Monticello town,ME,23003,-61.63,-59.87,66.2,30.8,35.4,2.4,91.4,0.7,1.1,0.2,3.4,0.0
2300347175,Moro plantation,ME,23003,-76.92,-75.16,72.8,24.1,48.7,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2300348120,Nashville plantation,ME,23003,-36.36,-34.6,55.6,41.4,14.2,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2300348575,New Canada town,ME,23003,-37.65,-35.89,56.0,41.0,15.0,2.4,95.1,0.4,2.0,0.0,0.8,0.0
2300348960,New Limerick town,ME,23003,-39.77,-38.01,56.9,40.1,16.8,2.3,94.4,0.0,2.1,0.0,1.5,0.0
2300349415,New Sweden town,ME,23003,-20.61,-18.84,48.6,48.3,0.3,2.2,91.0,0.9,2.6,0.4,3.2,0.0
2300353602,Northwest Aroostook UT,ME,23003,0.0,1.76,38.6,58.3,-19.7,-0.3,25.0,12.5,12.5,0.0,0.0,0.0
2300354385,Oakfield town,ME,23003,-45.32,-43.56,59.3,37.7,21.7,2.5,94.6,0.2,0.7,0.0,2.3,0.0
2300355435,Orient town,ME,23003,-54.22,-52.46,63.2,33.8,29.4,2.7,89.3,0.0,0.0,0.0,0.0,0.0
2300357936,Penobscot Indian Island Reservation,ME,23003,0.0,1.76,39.1,57.8,-18.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2300358060,Perham town,ME,23003,-47.56,-45.79,60.2,36.8,23.5,2.4,93.1,0.3,1.7,0.3,0.7,0.0
2300360300,Portage Lake town,ME,23003,-25.3,-23.54,50.8,46.1,4.7,2.6,95.7,0.0,0.3,0.0,1.2,0.0
2300360825,Presque Isle city,ME,23003,-9.49,-7.73,44.0,53.0,-9.0,2.3,91.6,0.9,1.5,1.5,2.0,0.0
2300362400,Reed plantation,ME,23003,-60.0,-58.24,65.5,31.5,33.9,2.3,94.8,0.0,2.6,0.0,0.0,0.0
2300364780,St. Agatha town,ME,23003,-16.8,-15.04,47.3,49.7,-2.4,2.7,97.9,0.6,0.0,0.0,0.0,0.0
2300365025,St. Francis town,ME,23003,-20.7,-18.94,48.9,48.1,0.8,2.5,96.7,0.3,0.8,0.0,1.4,0.0
2300365200,St. John plantation,ME,23003,-32.87,-31.11,53.9,43.0,10.9,2.3,93.7,0.0,1.8,0.5,0.9,0.0
2300367790,Sherman town,ME,23003,-59.25,-57.49,65.3,31.7,33.6,2.6,95.3,1.1,0.5,0.0,0.5,0.0
2300369260,Smyrna town,ME,23003,-44.19,-42.42,58.8,38.1,20.7,2.5,96.5,0.0,0.6,0.3,1.0,0.0
2300369930,South Aroostook UT,ME,23003,-18.03,-16.27,47.7,49.2,-1.5,2.5,97.3,0.2,1.0,0.0,0.0,0.0
2300373472,Square Lake UT,ME,23003,3.38,5.14,38.7,58.3,-19.6,2.6,96.7,0.2,0.0,0.3,1.4,0.0
2300374405,Stockholm town,ME,23003,-18.67,-16.9,48.0,48.9,-0.9,2.6,95.2,0.5,0.0,0.5,1.0,0.0
2300378570,Van Buren town,ME,23003,-2.17,-0.4,41.0,56.0,-15.0,2.5,96.0,0.7,1.0,0.2,0.5,0.1
2300379270,Wade town,ME,23003,-31.29,-29.53,53.4,43.6,9.8,2.6,94.6,0.0,0.5,0.0,0.5,0.0
2300379865,Wallagrass town,ME,23003,-9.68,-7.92,44.1,52.8,-8.7,2.4,95.8,0.2,1.4,0.0,0.9,0.0
2300380285,Washburn town,ME,23003,-36.76,-35.0,55.6,41.3,14.3,2.4,95.3,0.7,1.5,0.2,0.7,0.1
2300382770,Westfield town,ME,23003,-42.96,-41.2,58.4,38.6,19.8,2.7,96.9,1.0,0.0,0.0,1.0,0.0
2300383540,Westmanland town,ME,23003,-6.9,-5.13,43.0,53.9,-10.9,2.6,93.0,0.0,0.0,1.4,0.0,0.0
2300383785,Weston town,ME,23003,-56.19,-54.43,64.0,33.0,31.0,2.5,94.5,0.0,0.9,0.0,0.0,0.0
2300386865,Winterville plantation,ME,23003,-13.89,-12.13,46.0,50.9,-4.9,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2300387215,Woodland town,ME,23003,-33.04,-31.28,54.1,42.8,11.3,2.6,94.7,0.2,0.4,0.0,0.7,0.0
2300502655,Baldwin town,ME,23005,-34.23,-32.46,54.0,42.9,11.1,2.6,93.5,0.0,0.5,0.5,0.1,0.1
2300507170,Bridgton town,ME,23005,1.37,3.13,38.8,58.1,-19.3,2.4,93.6,0.5,1.5,0.4,0.2,0.0
2300508430,Brunswick town,ME,23005,46.66,48.42,19.4,77.6,-58.1,2.1,88.2,1.6,3.1,2.3,0.2,0.0
2300510180,Cape Elizabeth town,ME,23005,58.26,60.02,14.6,82.4,-67.8,2.3,93.0,0.5,2.0,1.9,0.0,0.0
2300511125,Casco town,ME,23005,-6.66,-4.9,42.3,54.7,-12.4,2.5,92.9,0.6,1.3,0.3,0.1,0.0
2300512300,Chebeague Island town,ME,23005,65.47,67.23,11.6,85.3,-73.7,2.5,96.3,0.3,0.6,0.6,0.6,0.0
2300515430,Cumberland town,ME,23005,43.36,45.12,21.0,76.0,-55.0,2.4,94.5,0.6,1.6,1.1,0.0,0.0
2300524495,Falmouth town,ME,23005,42.23,44.0,21.4,75.6,-54.2,2.2,91.6,0.6,1.7,2.8,0.1,0.0
2300526525,Freeport town,ME,23005,43.19,44.95,21.0,76.0,-55.0,2.3,92.4,0.5,1.6,2.0,0.3,0.0
2300527025,Frye Island town,ME,23005,14.29,16.05,33.5,63.5,-30.0,2.7,96.6,0.0,0.0,0.0,0.0,0.0
2300528240,Gorham town,ME,23005,20.59,22.35,30.6,66.3,-35.7,2.3,91.4,1.5,1.6,1.6,0.3,0.1
2300528870,Gray town,ME,23005,0.72,2.48,39.1,57.9,-18.7,2.4,93.4,0.4,1.3,0.9,0.0,0.0
2300531390,Harpswell town,ME,23005,23.44,25.21,29.4,67.5,-38.1,2.4,94.6,0.3,1.5,0.6,0.2,0.0
2300531600,Harrison town,ME,23005,-5.75,-3.99,41.9,55.0,-13.1,2.6,94.1,0.5,0.5,0.5,0.3,0.0
2300541067,Long Island town,ME,23005,40.82,42.58,22.2,74.8,-52.6,2.7,99.0,0.0,0.0,0.0,0.5,0.0
2300548085,Naples town,ME,23005,-17.85,-16.09,47.0,50.0,-3.0,2.4,93.7,0.3,1.3,0.6,0.1,0.0
2300548820,New Gloucester town,ME,23005,-5.2,-3.44,41.6,55.3,-13.7,2.5,94.2,0.4,1.2,0.5,0.3,0.0
2300553860,North Yarmouth town,ME,23005,30.6,32.37,26.4,70.5,-44.1,2.5,94.8,0.5,1.3,0.6,0.0,0.1
2300560545,Portland city,ME,23005,67.72,69.49,10.5,86.5,-76.0,2.1,81.9,7.7,3.3,3.2,0.2,0.0
2300560685,Pownal town,ME,23005,19.16,20.92,31.4,65.6,-34.3,2.6,95.5,0.4,0.4,0.3,0.2,0.0
2300561945,Raymond town,ME,23005,2.73,4.49,38.2,58.7,-20.5,2.4,93.8,0.2,1.5,0.5,0.1,0.0
2300566145,Scarborough town,ME,23005,32.13,33.89,25.6,71.3,-45.7,2.2,90.3,1.2,1.6,3.9,0.2,0.0
2300566775,Sebago town,ME,23005,-19.56,-17.8,47.7,49.2,-1.5,2.4,94.4,0.3,1.4,0.4,0.2,0.0
2300571990,South Portland city,ME,23005,52.92,54.68,16.8,80.2,-63.4,2.1,85.8,4.5,2.8,3.3,0.3,0.1
2300573670,Standish town,ME,23005,-7.09,-5.32,42.4,54.5,-12.1,2.4,94.0,0.5,1.4,0.7,0.2,0.0
2300582105,Westbrook city,ME,23005,33.2,34.96,25.2,71.8,-46.6,2.2,84.8,5.6,2.3,3.5,0.3,0.0
2300586025,Windham town,ME,23005,3.98,5.75,37.7,59.3,-21.6,2.4,91.6,1.8,1.8,1.1,0.4,0.0
2300587845,Yarmouth town,ME,23005,55.64,57.4,15.7,81.2,-65.5,2.3,93.1,0.8,1.5,1.8,0.2,0.0
2300702235,Avon town,ME,23007,-46.15,-44.39,58.9,38.0,20.9,2.6,95.9,0.3,0.3,0.0,0.0,0.0
2300710740,Carrabassett Valley town,ME,23007,37.94,39.71,23.1,73.8,-50.7,2.5,95.8,0.0,0.8,0.0,0.0,0.5
2300710915,Carthage town,ME,23007,-43.73,-41.97,57.8,39.1,18.7,2.5,93.8,0.0,1.1,0.2,0.2,0.0
2300712595,Chesterville town,ME,23007,-26.37,-24.61,50.5,46.5,4.0,2.5,93.4,0.2,0.8,0.4,0.0,0.1
2300714205,Coplin plantation,ME,23007,27.93,29.69,27.5,69.5,-42.0,2.7,97.2,0.0,0.0,0.0,0.0,0.0
2300716165,Dallas plantation,ME,23007,-10.34,-8.58,43.6,53.4,-9.8,2.4,97.7,0.0,1.9,0.0,0.0,0.0
2300719865,East Central Franklin UT,ME,23007,-50.0,-48.24,60.4,36.5,23.9,2.4,92.3,0.1,1.4,0.6,0.6,0.0
2300724005,Eustis town,ME,23007,-23.11,-21.35,49.1,47.9,1.2,2.5,95.3,0.0,1.1,0.0,0.4,0.2
2300724775,Farmington town,ME,23007,13.68,15.45,33.3,63.7,-30.4,2.2,89.3,1.5,1.6,3.6,0.2,0.1
2300734820,Industry town,ME,23007,-11.94,-10.18,44.3,52.6,-8.3,2.5,95.1,0.9,1.1,0.0,0.2,0.0
2300735625,Jay town,ME,23007,-12.09,-10.33,44.4,52.6,-8.2,2.5,94.6,0.2,0.9,0.4,0.3,0.0
2300737025,Kingfield town,ME,23007,-7.69,-5.93,42.5,54.4,-11.9,2.6,94.9,0.0,0.2,0.9,0.2,0.1
2300749345,New Sharon town,ME,23007,-18.36,-16.6,47.1,49.8,-2.7,2.6,94.7,0.3,0.1,0.0,0.5,0.0
2300749520,New Vineyard town,ME,23007,-27.98,-26.22,51.1,45.9,5.2,2.4,94.9,0.0,1.4,0.2,0.9,0.0
2300751400,North Franklin UT,ME,23007,0.0,1.76,39.3,57.6,-18.3,2.7,87.5,0.0,0.0,0.0,0.0,0.0
2300758445,Phillips town,ME,23007,-27.77,-26.01,51.0,45.9,5.1,2.5,95.1,0.0,1.2,0.1,0.1,0.0
2300761840,Rangeley town,ME,23007,-20.14,-18.38,47.8,49.2,-1.5,2.4,96.2,0.1,1.8,0.2,0.1,0.0
2300761875,Rangeley plantation,ME,23007,-24.68,-22.91,49.7,47.2,2.5,2.5,96.5,0.6,1.2,0.0,0.6,0.0
2300765655,Sandy River plantation,ME,23007,11.3,13.07,34.4,62.6,-28.2,2.4,95.7,0.9,1.7,0.0,0.9,0.9
2300770760,South Franklin UT,ME,23007,0.0,1.76,39.3,57.6,-18.3,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2300774825,Strong town,ME,23007,-32.69,-30.93,53.2,43.8,9.4,2.6,94.8,0.1,0.5,0.0,0.1,0.0
2300775980,Temple town,ME,23007,-3.11,-1.34,40.6,56.3,-15.7,2.6,93.7,0.2,0.2,0.0,0.9,0.0
2300781300,Weld town,ME,23007,8.9,10.67,35.5,61.5,-26.0,2.5,96.0,0.0,0.9,0.3,0.0,0.0
2300782235,West Central Franklin UT,ME,23007,0.0,1.76,38.3,58.6,-20.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2300785850,Wilton town,ME,23007,-9.65,-7.89,43.3,53.6,-10.3,2.5,93.5,0.2,0.9,0.4,0.6,0.0
2300787680,Wyman UT,ME,23007,-100.0,-98.24,81.6,15.3,66.3,2.3,92.3,0.0,2.6,0.0,0.0,0.0
2300901185,Amherst town,ME,23009,-29.7,-27.94,52.1,44.9,7.2,2.6,91.1,0.0,0.5,0.0,0.5,0.0
2300902165,Aurora town,ME,23009,-30.56,-28.79,52.3,44.7,7.6,2.3,95.9,0.0,2.7,0.0,0.0,0.0
2300902865,Bar Harbor town,ME,23009,51.84,53.6,17.2,79.7,-62.5,2.2,89.3,1.9,1.7,3.2,0.5,0.0
2300905700,Blue Hill town,ME,23009,37.11,38.87,23.6,73.3,-49.7,2.4,94.8,0.4,1.5,0.5,0.0,0.0
2300907800,Brooklin town,ME,23009,42.22,43.98,21.5,75.5,-54.0,2.5,96.1,0.0,1.1,0.7,0.1,0.0
2300907975,Brooksville town,ME,23009,33.03,34.79,25.4,71.5,-46.1,2.6,96.5,0.0,0.1,1.0,0.2,0.0
2300908815,Bucksport town,ME,23009,-3.48,-1.72,40.9,56.1,-15.2,2.4,94.2,0.3,1.3,0.5,0.3,0.0
2300911265,Castine town,ME,23009,48.2,49.97,18.8,78.2,-59.4,2.2,92.2,1.3,2.5,1.5,0.2,0.2
2300911800,Central Hancock UT,ME,23009,0.0,1.76,39.4,57.5,-18.1,2.6,94.0,0.9,0.9,0.0,0.0,0.0
2300914905,Cranberry Isles town,ME,23009,43.09,44.85,21.1,75.9,-54.8,2.4,90.9,0.8,1.7,0.0,0.0,0.0
2300916935,Dedham town,ME,23009,-2.48,-0.71,40.5,56.5,-16.0,2.5,93.8,0.1,0.4,0.7,0.7,0.1
2300917145,Deer Isle town,ME,23009,17.42,19.18,32.0,65.0,-33.0,2.5,95.1,0.3,1.1,0.8,0.3,0.0
2300919770,Eastbrook town,ME,23009,-29.08,-27.32,51.8,45.2,6.6,2.5,93.9,0.3,1.1,0.0,0.8,0.0
2300920405,East Hancock UT,ME,23009,-11.11,-9.35,44.0,52.9,-8.9,2.3,90.1,2.5,1.2,3.7,0.0,0.0
2300923200,Ellsworth city,ME,23009,-0.12,1.64,39.4,57.6,-18.2,2.3,91.7,0.9,1.7,1.5,0.5,0.0
2300926350,Franklin town,ME,23009,-12.7,-10.93,44.8,52.2,-7.4,2.4,91.9,0.1,1.2,0.9,0.2,0.0
2300926595,Frenchboro town,ME,23009,-26.67,-24.9,50.6,46.4,4.2,2.1,92.6,0.0,3.7,0.0,0.0,0.0
2300928450,Gouldsboro town,ME,23009,-10.75,-8.99,43.9,53.1,-9.2,2.3,94.3,0.3,2.6,0.4,0.0,0.0
2300928975,Great Pond town,ME,23009,-23.81,-22.05,49.5,47.5,2.0,2.4,98.1,0.0,1.9,0.0,0.0,0.0
2300930970,Hancock town,ME,23009,-7.72,-5.96,42.7,54.3,-11.6,2.4,93.2,0.5,1.3,0.8,0.3,0.0
2300938180,Lamoine town,ME,23009,4.87,6.64,37.3,59.6,-22.3,2.5,94.0,0.6,1.0,0.8,0.5,0.0
2300943430,Mariaville town,ME,23009,-19.64,-17.88,47.7,49.3,-1.6,2.3,92.6,0.5,2.0,0.5,0.8,0.0
2300943578,Marshall Island UT,ME,23009,0.0,1.76,38.5,58.5,-20.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2300947630,Mount Desert town,ME,23009,50.41,52.17,18.0,79.0,-61.0,2.5,95.6,0.9,1.0,1.0,0.2,0.0
2300953620,Northwest Hancock UT,ME,23009,0.0,1.76,39.5,57.5,-18.0,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2300955505,Orland town,ME,23009,-1.19,0.57,39.9,57.1,-17.2,2.4,94.5,0.0,1.6,0.2,0.1,0.0
2300955855,Osborn town,ME,23009,-52.17,-50.41,61.6,35.3,26.3,2.6,98.2,0.0,0.0,0.0,1.8,0.0
2300955890,Otis town,ME,23009,-36.0,-34.24,54.7,42.2,12.5,2.5,95.1,0.0,0.7,0.4,0.5,0.0
2300957920,Penobscot town,ME,23009,19.95,21.71,30.9,66.1,-35.2,2.4,94.2,0.4,1.6,0.4,0.1,0.0
2300967300,Sedgwick town,ME,23009,26.59,28.35,28.1,68.8,-40.7,2.5,94.8,0.2,0.7,0.3,0.6,0.0
2300969750,Sorrento town,ME,23009,-10.2,-8.44,43.7,53.3,-9.6,2.3,92.2,0.0,2.2,0.4,0.0,0.0
2300972865,Southwest Harbor town,ME,23009,32.55,34.32,25.5,71.5,-46.0,2.3,92.8,0.5,2.0,0.8,0.6,0.1
2300974580,Stonington town,ME,23009,22.24,24.0,30.0,67.0,-37.0,2.5,95.8,0.3,1.1,0.0,0.2,0.0
2300974965,Sullivan town,ME,23009,-3.98,-2.22,41.0,56.0,-15.0,2.3,89.3,0.3,1.9,0.8,1.5,0.0
2300975280,Surry town,ME,23009,9.22,10.98,35.5,61.4,-25.9,2.5,92.9,0.4,0.8,0.4,0.2,0.0
2300975455,Swans Island town,ME,23009,-6.05,-4.29,42.0,54.9,-12.9,2.6,95.2,0.0,0.7,0.0,0.3,0.0
2300977345,Tremont town,ME,23009,14.37,16.13,33.2,63.7,-30.5,2.3,93.3,0.2,2.1,0.8,0.3,0.0
2300977415,Trenton town,ME,23009,4.29,6.06,37.5,59.4,-21.9,2.4,91.9,0.4,1.2,1.3,0.9,0.0
2300978925,Verona Island town,ME,23009,-11.55,-9.79,44.4,52.6,-8.2,2.6,92.3,0.0,0.7,0.0,0.0,0.0
2300980040,Waltham town,ME,23009,-49.21,-47.44,60.3,36.6,23.7,2.5,96.0,0.7,1.1,0.0,1.5,0.0
2300986655,Winter Harbor town,ME,23009,-9.6,-7.84,43.4,53.5,-10.1,2.3,94.6,0.5,2.2,0.5,0.0,0.0
2301100590,Albion town,ME,23011,-34.88,-33.12,54.8,42.1,12.7,2.5,94.4,0.4,0.7,0.6,0.2,0.0
2301102100,Augusta city,ME,23011,10.1,11.86,35.5,61.4,-25.9,2.2,89.8,1.2,2.3,2.0,0.6,0.1
2301104020,Belgrade town,ME,23011,-9.03,-7.26,43.8,53.2,-9.3,2.5,94.7,0.2,1.0,0.4,0.4,0.0
2301104475,Benton town,ME,23011,-32.9,-31.14,54.0,43.0,11.0,2.5,95.0,0.3,0.9,0.0,0.3,0.0
2301112350,Chelsea town,ME,23011,-26.2,-24.43,51.1,45.9,5.2,2.5,92.3,0.5,0.9,0.6,1.0,0.0
2301112735,China town,ME,23011,-17.17,-15.41,47.3,49.7,-2.4,2.5,94.2,0.2,1.1,0.3,0.5,0.1
2301113470,Clinton town,ME,23011,-31.88,-30.12,53.5,43.5,10.0,2.4,93.5,0.2,1.5,0.3,0.2,0.0
2301124670,Farmingdale town,ME,23011,7.3,9.06,36.8,60.1,-23.3,2.4,93.1,0.8,1.6,0.8,0.3,0.0
2301124950,Fayette town,ME,23011,-6.78,-5.01,42.9,54.1,-11.2,2.6,95.6,0.5,0.6,0.4,0.4,0.0
2301127085,Gardiner city,ME,23011,15.47,17.23,33.4,63.6,-30.2,2.4,91.7,0.6,1.3,0.6,0.1,0.0
2301130550,Hallowell city,ME,23011,49.49,51.25,18.9,78.1,-59.2,2.4,92.2,0.2,1.4,1.4,0.3,0.0
2301140175,Litchfield town,ME,23011,-23.28,-21.52,49.9,47.1,2.8,2.5,94.2,0.3,1.0,0.2,0.2,0.0
2301143080,Manchester town,ME,23011,-5.47,-3.7,42.3,54.7,-12.4,2.4,93.9,0.4,1.1,1.2,0.5,0.0
2301146405,Monmouth town,ME,23011,-15.95,-14.18,46.7,50.3,-3.6,2.4,93.3,0.4,1.8,0.4,0.2,0.0
2301147770,Mount Vernon town,ME,23011,-1.74,0.03,40.7,56.3,-15.6,2.4,94.9,0.1,1.5,0.3,0.1,0.1
2301154560,Oakland town,ME,23011,-8.32,-6.56,43.5,53.5,-10.0,2.5,93.4,0.5,1.1,0.6,0.4,0.0
2301159110,Pittston town,ME,23011,-24.25,-22.49,50.3,46.7,3.6,2.5,93.9,0.4,1.0,0.3,0.5,0.0
2301161700,Randolph town,ME,23011,-8.34,-6.58,43.5,53.5,-10.0,2.4,92.7,0.3,1.4,0.4,0.3,0.0
2301162190,Readfield town,ME,23011,1.41,3.17,39.3,57.7,-18.4,2.3,93.0,0.3,2.4,0.3,0.2,0.0
2301163835,Rome town,ME,23011,-4.08,-2.32,41.7,55.3,-13.6,2.5,95.2,0.0,1.4,0.0,0.2,0.0
2301168385,Sidney town,ME,23011,-21.66,-19.9,49.1,47.8,1.3,2.4,95.0,0.1,1.3,0.8,0.0,0.0
2301178190,Unity UT,ME,23011,0.0,1.76,40.1,56.9,-16.8,2.7,96.7,0.0,0.0,0.0,0.0,0.0
2301178745,Vassalboro town,ME,23011,-14.81,-13.05,46.3,50.7,-4.4,2.5,94.1,0.2,0.7,0.4,0.4,0.1
2301179025,Vienna town,ME,23011,-6.99,-5.23,42.9,54.0,-11.1,2.4,95.6,0.0,1.7,0.0,0.0,0.0
2301180740,Waterville city,ME,23011,26.8,28.56,28.4,68.6,-40.2,2.1,87.7,1.6,3.0,2.2,0.5,0.0
2301180880,Wayne town,ME,23011,18.92,20.68,32.0,65.0,-33.0,2.6,94.9,0.4,0.4,0.2,0.3,0.1
2301182945,West Gardiner town,ME,23011,-15.29,-13.53,46.5,50.5,-4.0,2.5,93.5,0.2,1.0,0.2,0.6,0.0
2301186165,Windsor town,ME,23011,-34.91,-33.15,54.8,42.2,12.7,2.5,94.4,0.1,1.1,0.2,0.3,0.0
2301186515,Winslow town,ME,23011,-6.09,-4.33,42.5,54.5,-11.9,2.4,93.1,0.5,1.6,0.8,0.3,0.0
2301186970,Winthrop town,ME,23011,4.83,6.6,37.9,59.1,-21.2,2.4,93.2,0.7,1.4,0.9,0.4,0.0
2301301465,Appleton town,ME,23013,6.24,8.0,36.5,60.5,-24.0,2.6,94.8,0.4,0.6,0.4,0.1,0.0
2301309725,Camden town,ME,23013,59.26,61.02,13.9,83.1,-69.2,2.5,94.5,0.3,1.2,0.6,0.0,0.0
2301315125,Criehaven UT,ME,23013,0.0,1.76,32.2,64.8,-32.6,-11.3,0.0,0.0,50.0,0.0,0.0,0.0
2301315780,Cushing town,ME,23013,-11.97,-10.21,44.2,52.7,-8.5,2.6,95.4,0.0,0.7,0.0,0.2,0.1
2301326805,Friendship town,ME,23013,-26.63,-24.87,50.4,46.5,3.9,2.5,94.5,0.0,0.9,0.1,0.4,0.0
2301333840,Hope town,ME,23013,17.62,19.38,31.6,65.4,-33.8,2.4,93.6,0.0,1.4,0.4,0.2,0.0
2301335135,Isle au Haut town,ME,23013,45.16,46.92,19.6,77.3,-57.7,1.9,87.5,0.0,5.0,0.0,0.0,0.0
2301344165,Matinicus Isle plantation,ME,23013,43.48,45.24,20.5,76.5,-56.0,2.2,91.7,0.0,2.1,2.1,0.0,0.0
2301347962,Muscle Ridge Islands UT,ME,23013,0.0,1.76,36.9,60.1,-23.3,-2.0,50.0,0.0,25.0,0.0,0.0,0.0
2301351620,North Haven town,ME,23013,44.25,46.01,20.4,76.6,-56.2,2.6,95.6,0.0,0.3,0.0,0.0,0.0
2301356135,Owls Head town,ME,23013,8.72,10.49,35.4,61.6,-26.2,2.5,96.0,0.2,1.0,0.2,0.1,0.0
2301363590,Rockland city,ME,23013,33.07,34.83,25.0,72.0,-47.0,2.3,92.1,0.6,1.7,1.1,0.3,0.0
2301363660,Rockport town,ME,23013,39.55,41.31,22.2,74.8,-52.6,2.3,92.3,0.1,2.0,1.1,0.2,0.0
2301365130,St. George town,ME,23013,20.16,21.92,30.6,66.4,-35.9,2.5,93.9,0.2,0.7,0.3,0.4,0.0
2301372585,South Thomaston town,ME,23013,18.23,20.0,31.4,65.6,-34.2,2.5,93.4,0.6,0.7,0.3,0.4,0.0
2301376365,Thomaston town,ME,23013,15.68,17.44,32.3,64.7,-32.4,2.2,91.9,0.6,2.6,1.2,0.3,0.2
2301378115,Union town,ME,23013,-6.22,-4.45,41.7,55.2,-13.5,2.5,95.3,0.2,1.0,0.3,0.0,0.2
2301379130,Vinalhaven town,ME,23013,16.85,18.62,32.0,65.0,-33.0,2.6,96.8,0.5,0.6,0.3,0.0,0.1
2301380215,Warren town,ME,23013,-16.67,-14.9,46.1,50.8,-4.7,2.4,90.2,3.2,1.8,0.5,1.3,0.1
2301380425,Washington town,ME,23013,-14.14,-12.38,45.1,51.9,-6.8,2.5,94.1,0.3,1.4,0.2,0.2,0.1
2301501010,Alna town,ME,23015,25.58,27.34,28.2,68.7,-40.5,2.4,94.8,0.2,1.6,0.3,0.2,0.0
2301506050,Boothbay town,ME,23015,15.34,17.1,32.6,64.3,-31.7,2.5,94.8,0.3,0.9,0.3,0.4,0.0
2301506120,Boothbay Harbor town,ME,23015,23.68,25.44,29.0,67.9,-38.9,2.4,93.0,1.1,1.2,1.0,0.5,0.1
2301506855,Bremen town,ME,23015,35.03,36.79,24.3,72.7,-48.4,2.5,95.6,0.0,1.0,0.1,0.0,0.0
2301507485,Bristol town,ME,23015,24.33,26.09,28.8,68.2,-39.4,2.5,95.0,0.2,1.1,0.5,0.2,0.1
2301516235,Damariscotta town,ME,23015,36.32,38.08,23.7,73.2,-49.5,2.6,94.9,0.4,0.5,0.7,0.2,0.0
2301518475,Dresden town,ME,23015,-7.26,-5.49,42.3,54.7,-12.4,2.6,95.9,0.4,0.4,0.3,0.1,0.0
