cousub_fips,town_name,state,county_fips,town_margin_2024,lean,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hisp_pct,asian_pct,native_pct,pacific_pct
2301522675,Edgecomb town,ME,23015,22.04,23.8,29.8,67.2,-37.4,2.5,96.2,0.1,1.0,0.3,0.2,0.1
2301532715,Hibberts gore,ME,23015,0.0,1.76,38.2,58.7,-20.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2301535695,Jefferson town,ME,23015,-12.83,-11.06,44.6,52.4,-7.8,2.5,94.9,0.2,1.0,0.2,0.3,0.0
2301541280,Louds Island UT,ME,23015,0.0,1.76,39.2,57.7,-18.5,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2301546335,Monhegan plantation,ME,23015,75.86,77.62,6.9,90.1,-83.2,2.4,90.0,0.0,1.7,0.0,0.0,0.0
2301548645,Newcastle town,ME,23015,41.02,42.78,21.7,75.3,-53.6,2.4,94.6,0.5,1.4,0.8,0.0,0.1
2301549660,Nobleboro town,ME,23015,7.97,9.73,35.8,61.2,-25.4,2.6,96.3,0.2,0.3,0.7,0.3,0.0
2301569645,Somerville town,ME,23015,-28.74,-26.97,51.3,45.6,5.7,2.4,91.8,0.4,0.9,1.3,0.2,0.4
2301570240,South Bristol town,ME,23015,28.08,29.84,27.1,69.9,-42.8,2.2,91.4,1.4,2.9,0.7,0.3,0.0
2301571955,Southport town,ME,23015,30.57,32.33,26.2,70.8,-44.6,2.6,97.0,0.0,0.5,0.4,0.2,0.0
2301579550,Waldoboro town,ME,23015,-7.83,-6.07,42.5,54.5,-12.0,2.5,94.6,0.5,0.9,0.7,0.5,0.0
2301584140,Westport Island town,ME,23015,14.03,15.79,33.2,63.8,-30.6,2.5,94.8,0.0,0.8,0.6,0.8,0.2
2301585010,Whitefield town,ME,23015,-5.64,-3.88,41.5,55.4,-13.9,2.4,92.5,0.6,1.2,0.5,0.7,0.0
2301587075,Wiscasset town,ME,23015,2.96,4.73,37.9,59.1,-21.2,2.5,93.6,0.6,0.8,1.0,0.3,0.0
2301701325,Andover town,ME,23017,-17.94,-16.18,46.8,50.2,-3.4,2.5,94.9,0.0,0.8,0.0,0.3,0.0
2301704825,Bethel town,ME,23017,11.95,13.72,34.1,62.9,-28.8,2.5,94.6,0.0,0.8,0.4,0.4,0.0
2301708150,Brownfield town,ME,23017,-4.23,-2.47,40.9,56.0,-15.1,2.5,94.4,0.0,1.2,0.5,0.2,0.0
2301708710,Buckfield town,ME,23017,-29.19,-27.43,51.6,45.4,6.1,2.5,93.8,0.5,1.0,0.4,0.4,0.0
2301709550,Byron town,ME,23017,-29.41,-27.65,51.7,45.2,6.5,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2301710005,Canton town,ME,23017,-38.99,-37.23,55.7,41.3,14.4,2.4,93.6,0.3,1.3,0.7,0.1,0.0
2301717250,Denmark town,ME,23017,0.37,2.13,39.0,58.0,-19.0,2.4,94.0,0.2,1.3,0.5,0.5,0.0
2301717740,Dixfield town,ME,23017,-34.16,-32.39,53.7,43.3,10.3,2.5,93.5,0.5,0.7,1.1,0.7,0.0
2301726910,Fryeburg town,ME,23017,11.89,13.65,34.0,62.9,-28.9,2.3,92.4,0.4,1.9,0.6,0.3,0.1
2301727505,Gilead town,ME,23017,-4.92,-3.16,41.1,55.9,-14.7,2.2,92.3,0.0,1.8,2.4,0.0,0.0
2301729710,Greenwood town,ME,23017,1.85,3.62,38.3,58.6,-20.3,2.5,92.9,0.5,1.5,0.0,0.0,0.0
2301731110,Hanover town,ME,23017,15.03,16.79,32.8,64.1,-31.3,2.6,95.0,0.0,0.0,0.8,0.4,0.0
2301731670,Hartford town,ME,23017,-23.48,-21.72,49.2,47.8,1.4,2.6,94.0,0.2,0.6,0.2,0.1,0.0
2301732370,Hebron town,ME,23017,-21.65,-19.89,48.4,48.6,-0.2,2.6,93.5,0.6,0.5,0.2,0.0,0.0
2301733315,Hiram town,ME,23017,-19.27,-17.5,47.4,49.6,-2.3,2.5,93.2,0.5,0.8,0.2,0.6,0.0
2301739422,Lincoln plantation,ME,23017,-7.14,-5.38,42.0,54.9,-12.9,2.2,95.0,0.0,2.5,0.0,2.5,0.0
2301741365,Lovell town,ME,23017,6.18,7.94,36.6,60.4,-23.8,2.6,95.6,0.3,0.3,0.3,0.0,0.1
2301742835,Magalloway plantation,ME,23017,0.0,1.76,39.2,57.7,-18.5,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2301745285,Mexico town,ME,23017,-16.45,-14.69,46.1,50.8,-4.7,2.5,93.3,0.5,1.1,0.9,0.0,0.0
2301746105,Milton UT,ME,23017,0.0,1.76,39.1,57.9,-18.8,2.4,96.9,0.0,2.3,0.0,0.0,0.0
2301749275,Newry town,ME,23017,11.88,13.64,34.0,62.9,-28.9,2.4,95.4,0.0,2.0,0.0,0.0,0.0
2301752575,North Oxford UT,ME,23017,0.0,1.76,38.5,58.5,-20.0,1.2,71.4,0.0,7.1,0.0,7.1,0.0
2301754000,Norway town,ME,23017,0.13,1.9,39.1,57.9,-18.8,2.4,93.0,0.2,1.2,0.8,0.3,0.0
2301755960,Otisfield town,ME,23017,-9.36,-7.6,43.1,53.8,-10.7,2.5,93.1,0.3,0.8,0.4,0.8,0.0
2301756310,Oxford town,ME,23017,-33.42,-31.65,53.3,43.6,9.7,2.5,93.6,0.2,1.2,0.4,0.5,0.0
2301756625,Paris town,ME,23017,-16.51,-14.75,46.1,50.8,-4.7,2.4,93.7,0.2,1.4,0.7,0.3,0.1
2301758270,Peru town,ME,23017,-34.56,-32.8,53.8,43.1,10.7,2.5,94.3,0.2,0.9,0.3,0.5,0.0
2301760405,Porter town,ME,23017,-29.5,-27.74,51.7,45.3,6.4,2.5,94.6,0.2,1.1,0.3,0.0,0.0
2301764185,Roxbury town,ME,23017,-30.74,-28.98,52.3,44.7,7.6,2.6,96.6,0.0,0.3,0.3,0.3,0.0
2301764290,Rumford town,ME,23017,-14.76,-13.0,45.4,51.6,-6.2,2.4,92.7,0.5,1.5,0.2,0.5,0.0
2301771755,South Oxford UT,ME,23017,-4.88,-3.12,41.2,55.7,-14.5,2.6,95.3,0.8,0.4,1.0,0.2,0.0
2301774510,Stoneham town,ME,23017,1.04,2.8,38.8,58.2,-19.4,2.6,95.3,0.0,0.0,0.9,0.0,0.0
2301774685,Stow town,ME,23017,2.88,4.64,38.0,59.0,-21.0,2.6,95.3,0.6,0.0,0.6,0.3,0.0
2301775035,Sumner town,ME,23017,-25.51,-23.75,50.0,46.9,3.1,2.6,94.2,0.0,0.3,0.0,0.4,0.0
2301775595,Sweden town,ME,23017,13.77,15.53,33.3,63.7,-30.4,2.5,94.0,0.0,0.6,0.9,0.3,0.0
2301778465,Upton town,ME,23017,-46.43,-44.67,58.9,38.1,20.8,2.5,95.5,0.0,1.5,0.0,0.0,0.0
2301780635,Waterford town,ME,23017,-10.85,-9.09,43.8,53.2,-9.4,2.6,95.5,0.0,0.7,0.2,0.2,0.1
2301783890,West Paris town,ME,23017,-24.21,-22.45,49.4,47.6,1.8,2.4,91.3,0.1,1.7,0.1,0.6,0.0
2301787355,Woodstock town,ME,23017,-17.85,-16.09,46.8,50.2,-3.4,2.6,94.7,0.2,0.6,0.5,0.0,0.1
2301901115,Alton town,ME,23019,-28.52,-26.76,52.5,44.5,8.0,2.6,92.9,1.2,0.7,0.0,1.2,0.0
2301901500,Argyle UT,ME,23019,-60.0,-58.24,65.8,31.2,34.6,2.4,92.4,0.0,0.5,0.5,4.3,0.0
2301902795,Bangor city,ME,23019,20.07,21.83,31.7,65.3,-33.6,2.2,88.9,2.1,2.0,2.1,0.9,0.0
2301906575,Bradford town,ME,23019,-47.85,-46.09,60.7,36.3,24.3,2.4,92.2,0.2,1.6,0.0,0.4,0.0
2301906680,Bradley town,ME,23019,-17.99,-16.23,48.0,49.0,-1.0,2.5,94.6,0.2,0.7,0.5,1.2,0.0
2301906925,Brewer city,ME,23019,-1.26,0.5,40.8,56.2,-15.4,2.3,92.2,0.9,2.0,1.2,0.7,0.0
2301909200,Burlington town,ME,23019,-51.64,-49.88,62.3,34.6,27.7,2.6,92.3,0.0,0.0,1.3,0.7,0.0
2301910670,Carmel town,ME,23019,-36.05,-34.29,55.7,41.3,14.4,2.6,95.6,0.3,0.6,0.4,0.3,0.0
2301910810,Carroll plantation,ME,23019,-63.86,-62.09,67.3,29.6,37.7,2.1,86.3,0.8,3.2,0.8,0.0,0.0
2301912105,Charleston town,ME,23019,-53.41,-51.65,62.9,34.0,28.9,2.3,89.4,2.0,2.6,0.6,0.7,0.0
2301912525,Chester town,ME,23019,-63.11,-61.35,67.2,29.7,37.5,2.6,96.2,0.0,0.0,0.5,0.0,0.0
2301913365,Clifton town,ME,23019,-23.92,-22.16,50.5,46.5,4.0,2.4,94.4,0.3,1.2,0.0,1.6,0.0
2301914310,Corinna town,ME,23019,-45.54,-43.78,59.7,37.2,22.5,2.5,96.1,0.0,1.0,0.1,0.0,0.0
2301914380,Corinth town,ME,23019,-52.6,-50.84,62.7,34.3,28.5,2.5,93.8,0.0,0.9,0.2,0.7,0.0
2301917530,Dexter town,ME,23019,-29.43,-27.67,52.8,44.2,8.6,2.4,92.2,0.2,1.7,0.5,0.8,0.0
2301917950,Dixmont town,ME,23019,-28.11,-26.35,52.3,44.7,7.6,2.4,93.4,0.6,1.5,0.3,0.3,0.1
2301918580,Drew plantation,ME,23019,-62.5,-60.74,67.0,30.0,37.0,2.7,95.5,0.0,0.0,0.0,0.0,0.0
2301919868,East Central Penobscot UT,ME,23019,-59.32,-57.56,65.7,31.3,34.3,2.7,96.8,0.0,0.0,0.0,0.0,0.0
2301921030,East Millinocket town,ME,23019,-23.78,-22.02,50.4,46.5,3.9,2.4,95.4,0.4,1.4,0.6,0.2,0.0
2301922535,Eddington town,ME,23019,-28.77,-27.01,52.6,44.4,8.2,2.5,93.6,0.6,0.9,0.4,0.6,0.1
2301922710,Edinburg town,ME,23019,-40.82,-39.05,57.5,39.4,18.1,2.2,96.3,0.0,3.7,0.0,0.0,0.0
2301923620,Enfield town,ME,23019,-42.66,-40.9,58.5,38.5,20.0,2.5,95.5,0.0,0.7,0.5,0.5,0.0
2301923865,Etna town,ME,23019,-43.1,-41.33,58.7,38.3,20.4,2.5,93.8,0.0,0.9,0.6,0.1,0.1
2301924110,Exeter town,ME,23019,-42.18,-40.42,58.3,38.7,19.6,2.5,96.6,0.1,1.3,0.4,0.3,0.0
2301927190,Garland town,ME,23019,-44.09,-42.33,59.1,37.9,21.2,2.4,92.9,0.7,1.2,0.7,0.5,0.0
2301927645,Glenburn town,ME,23019,-20.53,-18.76,49.1,47.9,1.2,2.5,94.4,0.5,1.0,0.9,0.4,0.0
2301929185,Greenbush town,ME,23019,-43.92,-42.16,59.0,37.9,21.1,2.6,92.6,0.8,0.4,0.0,2.0,0.0
2301930795,Hampden town,ME,23019,1.31,3.07,39.7,57.2,-17.5,2.4,93.5,0.6,1.3,1.1,0.4,0.0
2301932510,Hermon town,ME,23019,-24.88,-23.11,50.9,46.0,4.9,2.5,94.9,0.6,0.9,0.5,0.5,0.0
2301933490,Holden town,ME,23019,-11.9,-10.14,45.3,51.6,-6.3,2.4,93.9,0.3,1.8,0.3,0.7,0.0
2301934190,Howland town,ME,23019,-27.95,-26.19,52.3,44.7,7.5,2.5,95.6,0.0,0.7,0.0,0.9,0.0
2301934365,Hudson town,ME,23019,-40.7,-38.94,57.6,39.3,18.3,2.4,91.8,0.3,1.4,0.0,0.8,0.0
2301936325,Kenduskeag town,ME,23019,-42.75,-40.99,58.5,38.4,20.1,2.5,96.2,0.4,0.7,0.4,0.2,0.0
2301937075,Kingman UT,ME,23019,-61.54,-59.78,66.6,30.4,36.2,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2301937760,Lagrange town,ME,23019,-44.41,-42.65,59.2,37.8,21.5,2.5,92.2,0.0,1.3,0.0,0.6,0.0
2301938005,Lakeville town,ME,23019,-7.5,-5.74,43.6,53.4,-9.7,2.6,94.8,0.0,0.0,0.0,1.0,0.0
2301938530,Lee town,ME,23019,-48.98,-47.21,61.0,35.9,25.1,2.2,91.1,0.5,1.4,3.4,1.1,0.0
2301938705,Levant town,ME,23019,-42.48,-40.71,58.4,38.6,19.8,2.5,93.6,0.7,1.2,0.2,0.7,0.1
2301939475,Lincoln town,ME,23019,-39.26,-37.5,57.0,39.9,17.1,2.5,94.4,0.2,1.1,0.6,0.6,0.0
2301941435,Lowell town,ME,23019,-48.48,-46.72,61.0,35.9,25.1,2.6,96.5,0.0,0.3,0.0,0.0,0.0
2301944270,Mattawamkeag town,ME,23019,-38.31,-36.55,56.7,40.3,16.4,2.6,92.2,0.0,0.4,0.0,0.2,0.0
2301944340,Maxfield town,ME,23019,-53.42,-51.66,63.0,33.9,29.1,2.5,93.3,0.0,1.3,0.0,0.0,0.0
2301945005,Medway town,ME,23019,-48.02,-46.25,60.8,36.1,24.7,2.6,95.8,0.5,0.4,0.3,0.0,0.0
2301945670,Milford town,ME,23019,-8.3,-6.54,43.8,53.1,-9.3,2.4,91.8,0.6,1.0,1.0,1.4,0.1
2301945810,Millinocket town,ME,23019,-13.76,-12.0,46.2,50.7,-4.5,2.5,95.1,0.2,0.7,0.4,0.6,0.0
2301947560,Mount Chase town,ME,23019,-32.89,-31.12,54.4,42.5,11.9,2.7,98.6,0.0,0.0,0.0,0.0,0.0
2301948505,Newburgh town,ME,23019,-24.27,-22.51,50.7,46.3,4.4,2.5,95.8,0.1,0.8,0.1,0.7,0.0
2301949065,Newport town,ME,23019,-33.95,-32.19,54.7,42.2,12.5,2.4,94.2,0.6,1.6,0.7,0.4,0.0
2301952710,North Penobscot UT,ME,23019,-59.09,-57.33,65.6,31.4,34.1,2.7,96.3,0.0,0.0,0.0,0.0,0.0
2301955225,Old Town city,ME,23019,13.01,14.77,34.7,62.3,-27.6,2.3,90.0,1.0,1.7,1.6,1.7,0.0
2301955565,Orono town,ME,23019,41.41,43.17,22.5,74.4,-51.9,2.1,88.3,1.3,2.5,3.6,0.7,0.0
2301955680,Orrington town,ME,23019,-14.06,-12.29,46.4,50.6,-4.2,2.6,95.6,0.1,0.4,0.5,0.4,0.0
2301957045,Passadumkeag town,ME,23019,-53.85,-52.08,63.3,33.7,29.5,2.5,93.2,0.7,0.7,0.0,1.4,0.0
2301957150,Patten town,ME,23019,-44.8,-43.04,59.4,37.5,21.9,2.6,95.8,0.0,0.4,0.7,0.3,0.0
2301957936,Penobscot Indian Island Reservation,ME,23019,57.14,58.9,14.3,82.6,-68.3,-1.0,13.7,0.0,2.7,0.0,71.5,0.0
2301959950,Plymouth town,ME,23019,-43.75,-41.99,58.9,38.0,20.9,2.5,93.9,0.1,1.1,0.2,0.9,0.0
2301960790,Prentiss UT,ME,23019,-60.0,-58.24,65.8,31.2,34.5,2.3,93.3,0.0,2.0,0.0,0.0,2.0
2301967160,Seboeis plantation,ME,23019,0.0,1.76,40.4,56.5,-16.1,2.7,97.4,0.0,0.0,0.0,0.0,0.0
2301973250,Springfield town,ME,23019,-63.93,-62.17,67.6,29.3,38.3,2.7,98.8,0.0,0.0,0.0,0.0,0.0
2301973600,Stacyville town,ME,23019,-61.95,-60.19,66.7,30.2,36.5,2.6,95.8,0.0,0.0,0.4,1.1,0.0
2301974055,Stetson town,ME,23019,-41.09,-39.33,57.9,39.1,18.8,2.6,96.2,0.0,0.4,0.1,0.4,0.0
2301978015,Twombly Ridge UT,ME,23019,0.0,1.76,39.4,57.5,-18.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2301978780,Veazie town,ME,23019,16.36,18.13,33.3,63.6,-30.3,2.4,91.6,0.9,1.1,1.7,1.0,0.0
2301981055,Webster plantation,ME,23019,-61.9,-60.14,66.7,30.2,36.5,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2301985230,Whitney UT,ME,23019,-100.0,-98.24,82.9,14.0,68.9,2.7,66.7,0.0,0.0,0.0,0.0,0.0
2301986305,Winn town,ME,23019,-50.48,-48.71,61.8,35.2,26.6,2.4,92.0,0.0,0.6,1.9,0.0,0.0
2301987390,Woodville town,ME,23019,-71.83,-70.07,71.0,26.0,45.0,2.7,91.9,1.2,0.0,0.0,0.6,0.0
2302100100,Abbot town,ME,23021,-37.31,-35.55,55.6,41.3,14.3,2.5,95.9,0.0,1.3,0.0,0.7,0.0
2302103740,Beaver Cove town,ME,23021,2.61,4.37,38.6,58.4,-19.8,2.3,96.8,0.0,2.4,0.0,0.0,0.0
2302105560,Blanchard UT,ME,23021,0.0,1.76,39.6,57.3,-17.7,2.2,92.5,0.0,2.5,0.0,2.5,0.0
2302106400,Bowerbank town,ME,23021,-30.16,-28.4,52.7,44.3,8.4,2.6,95.3,0.0,0.0,0.0,0.8,0.0
2302108325,Brownville town,ME,23021,-36.98,-35.21,55.5,41.5,14.0,2.4,94.3,0.2,1.3,0.4,0.5,0.0
2302118195,Dover-Foxcroft town,ME,23021,-23.07,-21.31,49.5,47.5,2.0,2.3,91.3,0.5,1.8,1.2,0.5,0.0
2302129535,Greenville town,ME,23021,-17.69,-15.93,47.3,49.7,-2.3,2.5,96.4,0.0,0.9,0.1,0.4,0.0
2302130095,Guilford town,ME,23021,-29.88,-28.12,52.5,44.5,8.0,2.5,94.2,0.1,0.5,1.0,0.3,0.1
2302137095,Kingsbury plantation,ME,23021,0.0,1.76,39.9,57.1,-17.2,2.7,92.6,0.0,0.0,0.0,0.0,0.0
2302137970,Lake View plantation,ME,23021,-26.47,-24.71,50.9,46.1,4.8,2.2,89.9,0.0,1.4,0.7,2.2,2.9
2302144830,Medford town,ME,23021,-39.33,-37.56,56.5,40.5,16.0,2.5,93.5,0.5,0.5,1.0,1.5,0.0
2302146020,Milo town,ME,23021,-31.36,-29.6,53.1,43.9,9.2,2.4,92.2,0.7,1.2,0.5,0.9,0.0
2302146580,Monson town,ME,23021,-33.33,-31.57,53.9,43.0,10.9,2.5,93.7,0.4,1.4,0.0,0.6,0.0
2302151105,Northeast Piscataquis UT,ME,23021,0.0,1.76,39.8,57.1,-17.3,2.6,97.5,0.0,0.4,0.0,0.4,0.4
2302153628,Northwest Piscataquis UT,ME,23021,0.0,1.76,39.7,57.3,-17.6,2.3,97.0,0.0,3.0,0.0,0.0,0.0
2302156765,Parkman town,ME,23021,-37.98,-36.22,55.9,41.1,14.8,2.4,93.2,0.0,2.0,0.0,0.3,0.0
2302165865,Sangerville town,ME,23021,-34.85,-33.08,54.6,42.4,12.3,2.5,93.9,0.6,0.7,0.6,0.1,0.0
2302166950,Sebec town,ME,23021,-46.76,-45.0,59.6,37.3,22.3,2.5,95.8,0.0,1.1,0.4,0.4,0.0
2302168140,Shirley town,ME,23021,-40.0,-38.24,56.8,40.1,16.7,2.6,94.3,0.0,0.0,0.0,1.4,0.0
2302170655,Southeast Piscataquis UT,ME,23021,-43.2,-41.43,58.2,38.8,19.4,2.6,95.4,0.5,0.5,0.5,0.2,0.0
2302181405,Wellington town,ME,23021,-24.48,-22.71,50.2,46.8,3.4,2.5,88.0,0.0,1.0,0.0,0.5,0.0
2302185710,Willimantic town,ME,23021,-54.84,-53.08,63.2,33.8,29.4,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2302301570,Arrowsic town,ME,23023,49.3,51.06,18.6,78.3,-59.7,2.5,93.4,0.5,1.2,0.0,0.0,0.0
2302303355,Bath city,ME,23023,37.67,39.43,23.5,73.5,-50.0,2.3,90.7,1.7,2.1,0.8,0.3,0.0
2302306260,Bowdoin town,ME,23023,-19.24,-17.48,47.7,49.3,-1.6,2.4,95.0,0.2,1.5,0.3,0.3,0.1
2302306365,Bowdoinham town,ME,23023,10.16,11.93,35.2,61.8,-26.6,2.4,92.7,0.1,1.8,0.7,0.2,0.0
2302327295,Georgetown town,ME,23023,32.14,33.9,25.9,71.1,-45.2,2.4,95.4,0.0,1.5,0.5,0.2,0.0
2302358070,Perkins UT,ME,23023,0.0,1.76,38.6,58.3,-19.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2302358515,Phippsburg town,ME,23023,5.4,7.16,37.3,59.7,-22.3,2.6,95.0,0.5,0.6,0.1,0.1,0.0
2302362645,Richmond town,ME,23023,-8.39,-6.63,43.1,53.9,-10.8,2.5,93.9,0.1,1.2,0.4,0.5,0.0
2302376960,Topsham town,ME,23023,28.22,29.98,27.5,69.5,-41.9,2.4,93.4,0.8,1.5,1.2,0.1,0.0
2302381930,West Bath town,ME,23023,11.08,12.84,34.9,62.1,-27.2,2.5,94.1,0.9,0.9,0.5,0.2,0.0
2302387460,Woolwich town,ME,23023,-0.14,1.62,39.6,57.4,-17.8,2.4,94.0,0.3,1.5,0.5,0.2,0.0
2302501395,Anson town,ME,23025,-40.2,-38.44,56.8,40.2,16.6,2.4,92.5,0.2,1.3,0.4,1.0,0.0
2302501885,Athens town,ME,23025,-32.09,-30.33,53.4,43.6,9.8,2.5,94.7,0.5,0.8,0.7,0.0,0.0
2302505000,Bingham town,ME,23025,-39.78,-38.02,56.6,40.4,16.2,2.4,93.0,1.0,1.9,0.3,0.4,0.0
2302507380,Brighton plantation,ME,23025,-19.05,-17.29,47.8,49.1,-1.3,2.5,85.7,0.0,0.0,1.8,0.0,0.0
2302509655,Cambridge town,ME,23025,-51.61,-49.85,61.7,35.3,26.4,2.6,93.9,0.0,0.0,0.3,1.7,0.0
2302509935,Canaan town,ME,23025,-32.78,-31.01,53.6,43.3,10.3,2.5,94.4,0.3,1.1,0.1,0.7,0.0
2302510495,Caratunk town,ME,23025,-24.59,-22.83,50.3,46.7,3.5,2.7,95.6,0.0,0.0,0.0,0.0,0.0
2302511820,Central Somerset UT,ME,23025,0.0,1.76,39.6,57.3,-17.7,2.3,91.6,0.0,1.0,2.3,0.7,0.0
2302514555,Cornville town,ME,23025,-30.81,-29.05,52.8,44.2,8.6,2.4,95.0,0.0,1.8,0.1,0.0,0.0
2302517285,Dennistown plantation,ME,23025,-48.15,-46.39,60.2,36.8,23.4,2.5,94.3,0.0,0.0,2.9,0.0,0.0
2302517460,Detroit town,ME,23025,-34.16,-32.39,54.2,42.8,11.3,2.4,92.3,0.3,1.9,0.4,0.6,0.0
2302523410,Embden town,ME,23025,-34.16,-32.4,54.2,42.8,11.4,2.4,92.0,0.1,1.7,0.5,0.1,0.0
2302524320,Fairfield town,ME,23025,-15.56,-13.8,46.3,50.6,-4.3,2.5,93.4,0.6,1.0,0.5,0.3,0.1
2302531355,Harmony town,ME,23025,-38.61,-36.85,56.2,40.8,15.4,2.6,96.5,0.0,0.4,0.3,0.6,0.0
2302531740,Hartland town,ME,23025,-38.7,-36.94,56.2,40.8,15.4,2.5,93.0,0.4,0.9,0.1,0.4,0.0
2302532895,Highland plantation,ME,23025,-15.94,-14.18,46.6,50.4,-3.8,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2302535345,Jackman town,ME,23025,-51.89,-50.13,61.8,35.2,26.5,2.5,92.1,0.9,1.2,0.2,0.9,0.0
2302542660,Madison town,ME,23025,-25.46,-23.7,50.5,46.5,4.1,2.5,93.3,0.8,1.2,0.6,0.6,0.0
2302545110,Mercer town,ME,23025,-20.49,-18.73,48.4,48.6,-0.1,2.5,94.0,0.2,0.9,0.7,0.7,0.0
2302547140,Moose River town,ME,23025,-56.1,-54.34,63.6,33.4,30.2,2.6,95.2,0.7,0.0,0.7,1.4,0.0
2302547455,Moscow town,ME,23025,-51.92,-50.15,61.8,35.2,26.7,2.6,94.1,0.0,0.7,0.2,0.0,0.0
2302549205,New Portland town,ME,23025,-21.51,-19.75,48.9,48.1,0.8,2.5,94.0,0.2,0.5,0.8,0.3,0.2
2302549835,Norridgewock town,ME,23025,-25.61,-23.85,50.6,46.4,4.2,2.5,94.7,0.4,0.9,0.6,0.3,0.0
2302551114,Northeast Somerset UT,ME,23025,-33.63,-31.87,54.0,43.0,11.1,2.5,95.4,0.0,1.2,0.0,0.0,0.0
2302553636,Northwest Somerset UT,ME,23025,0.0,1.76,39.5,57.5,-18.0,2.0,88.6,0.0,2.9,2.9,0.0,0.0
2302556520,Palmyra town,ME,23025,-45.02,-43.26,58.9,38.1,20.8,2.6,95.9,0.4,0.3,0.2,0.6,0.0
2302559005,Pittsfield town,ME,23025,-24.08,-22.32,49.9,47.1,2.8,2.4,93.3,0.3,1.6,0.6,0.7,0.2
2302559705,Pleasant Ridge plantation,ME,23025,-38.78,-37.01,56.3,40.7,15.6,2.7,98.8,0.0,0.0,0.0,0.0,0.0
2302562995,Ripley town,ME,23025,-34.41,-32.64,54.3,42.6,11.7,2.5,92.1,1.0,0.7,0.7,0.7,0.0
2302564850,St. Albans town,ME,23025,-45.74,-43.98,59.2,37.8,21.4,2.5,94.7,0.1,0.8,0.2,0.4,0.0
2302567238,Seboomook Lake UT,ME,23025,0.0,1.76,39.8,57.2,-17.4,2.7,95.7,0.0,0.0,0.0,0.0,0.0
2302568910,Skowhegan town,ME,23025,-13.75,-11.99,45.5,51.4,-5.9,2.5,92.8,0.6,0.8,1.1,0.2,0.0
2302569155,Smithfield town,ME,23025,-10.39,-8.63,44.2,52.8,-8.6,2.6,96.8,0.1,0.6,0.3,0.1,0.0
2302569505,Solon town,ME,23025,-26.85,-25.09,51.1,45.8,5.3,2.5,93.9,0.7,1.0,0.6,0.5,0.0
2302573845,Starks town,ME,23025,-23.16,-21.39,49.5,47.4,2.1,2.5,93.7,0.0,1.4,0.0,0.2,0.0
2302576190,The Forks plantation,ME,23025,-36.84,-35.08,55.5,41.5,14.0,2.7,100.0,0.0,0.0,0.0,0.0,0.0
2302582840,West Forks plantation,ME,23025,-27.66,-25.9,51.2,45.8,5.3,1.9,90.6,0.0,3.8,3.8,0.0,0.0
2302703950,Belfast city,ME,23027,40.0,41.76,22.1,74.8,-52.7,2.5,94.0,0.4,1.0,0.9,0.2,0.0
2302704125,Belmont town,ME,23027,-12.11,-10.34,44.4,52.6,-8.2,2.6,95.6,0.3,0.0,0.5,0.0,0.0
2302707870,Brooks town,ME,23027,-11.78,-10.02,44.1,52.8,-8.7,2.4,91.7,0.0,1.4,0.4,0.5,0.0
2302709270,Burnham town,ME,23027,-37.31,-35.55,55.0,42.0,13.1,2.5,94.4,0.0,1.2,0.0,0.4,0.0
2302726280,Frankfort town,ME,23027,-31.79,-30.02,52.7,44.3,8.3,2.5,95.2,0.1,1.2,0.2,0.3,0.2
2302726420,Freedom town,ME,23027,-9.41,-7.65,43.1,53.9,-10.8,2.4,93.5,0.3,1.9,0.0,0.2,0.2
2302735240,Islesboro town,ME,23027,48.55,50.31,18.5,78.4,-59.9,2.5,96.1,0.0,0.6,0.8,0.0,0.0
2302735450,Jackson town,ME,23027,-14.71,-12.94,45.5,51.5,-6.1,2.6,96.5,0.0,0.4,0.4,0.0,0.0
2302737585,Knox town,ME,23027,-43.9,-42.14,57.7,39.3,18.5,2.3,93.9,0.0,2.7,0.0,0.0,0.0
2302739055,Liberty town,ME,23027,-7.21,-5.45,42.2,54.8,-12.6,2.4,92.7,0.0,1.6,0.1,0.4,0.0
2302739755,Lincolnville town,ME,23027,30.99,32.76,26.0,71.0,-45.0,2.4,94.5,0.2,1.2,0.8,0.1,0.0
2302746475,Monroe town,ME,23027,7.93,9.69,35.8,61.2,-25.4,2.5,95.4,0.1,1.1,0.4,0.1,0.0
2302746790,Montville town,ME,23027,4.6,6.36,37.2,59.8,-22.6,2.5,94.1,0.5,1.1,0.1,0.5,0.0
2302747245,Morrill town,ME,23027,-17.21,-15.45,46.4,50.5,-4.1,2.4,93.6,0.0,1.5,0.8,0.3,0.0
2302752845,Northport town,ME,23027,25.27,27.03,28.4,68.5,-40.1,2.5,96.0,0.2,1.0,0.4,0.0,0.2
