race_code,race_type,state,group_type,group,electorate_share,votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct
NC-14,house,NC,income,$75-100k,12.8,36638,15210,21428,0,0,41.5,58.5,0.0,0.0
NC-14,house,NC,income,$100-125k,9.66,27659,11759,15900,0,0,42.5,57.5,0.0,0.0
NC-14,house,NC,income,$125-150k,6.7,19187,8157,11030,0,0,42.5,57.5,0.0,0.0
NC-14,house,NC,income,$150-200k,7.83,22426,9758,12667,0,0,43.5,56.5,0.0,0.0
NC-14,house,NC,income,$200k+,10.17,29111,12958,16153,0,0,44.5,55.5,0.0,0.0
ND-01,house,ND,race,White,84.45,217640,64062,153578,0,0,29.4,70.6,0.0,0.0
ND-01,house,ND,race,Black,3.6,9276,6997,2279,0,0,75.4,24.6,0.0,0.0
ND-01,house,ND,race,Hispanic,3.63,9344,4433,4912,0,0,47.4,52.6,0.0,0.0
ND-01,house,ND,race,Asian,2.21,5706,2821,2885,0,0,49.4,50.6,0.0,0.0
ND-01,house,ND,race,Native,5.88,15153,6430,8723,0,0,42.4,57.6,0.0,0.0
ND-01,house,ND,race,Pacific Islander,0.23,589,250,339,0,0,42.4,57.6,0.0,0.0
ND-01,house,ND,age,20-29,21.08,54315,21479,32836,0,0,39.5,60.5,0.0,0.0
ND-01,house,ND,age,30-39,19.12,49284,18011,31273,0,0,36.5,63.5,0.0,0.0
ND-01,house,ND,age,40-49,14.7,37884,11950,25933,0,0,31.5,68.5,0.0,0.0
ND-01,house,ND,age,50-59,15.26,39339,11229,28110,0,0,28.5,71.5,0.0,0.0
ND-01,house,ND,age,60-69,15.27,39357,11234,28122,0,0,28.5,71.5,0.0,0.0
ND-01,house,ND,age,70-79,8.8,22680,6701,15979,0,0,29.5,70.5,0.0,0.0
ND-01,house,ND,age,80+,5.76,14850,4387,10462,0,0,29.5,70.5,0.0,0.0
ND-01,house,ND,education,No HS,6.5,16751,5599,11152,0,0,33.4,66.6,0.0,0.0
ND-01,house,ND,education,HS grad,26.1,67264,19120,48144,0,0,28.4,71.6,0.0,0.0
ND-01,house,ND,education,Some college,21.69,55904,17009,38895,0,0,30.4,69.6,0.0,0.0
ND-01,house,ND,education,Associate,14.28,36803,11566,25238,0,0,31.4,68.6,0.0,0.0
ND-01,house,ND,education,Bachelor,22.35,57589,21553,36036,0,0,37.4,62.6,0.0,0.0
ND-01,house,ND,education,Master,6.53,16831,7309,9522,0,0,43.4,56.6,0.0,0.0
ND-01,house,ND,education,Professional,1.42,3660,1516,2144,0,0,41.4,58.6,0.0,0.0
ND-01,house,ND,education,Doctorate,1.13,2907,1320,1586,0,0,45.4,54.6,0.0,0.0
ND-01,house,ND,income,<$10k,4.57,11789,4485,7303,0,0,38.0,62.0,0.0,0.0
ND-01,house,ND,income,$10-15k,3.63,9356,3466,5890,0,0,37.0,63.0,0.0,0.0
ND-01,house,ND,income,$15-20k,3.49,9001,3335,5666,0,0,37.0,63.0,0.0,0.0
ND-01,house,ND,income,$20-25k,3.52,9082,3274,5808,0,0,36.0,64.0,0.0,0.0
ND-01,house,ND,income,$25-30k,3.85,9912,3474,6438,0,0,35.0,65.0,0.0,0.0
ND-01,house,ND,income,$30-35k,3.5,9010,3068,5942,0,0,34.0,66.0,0.0,0.0
ND-01,house,ND,income,$35-40k,3.48,8974,2966,6009,0,0,33.0,67.0,0.0,0.0
ND-01,house,ND,income,$40-45k,3.65,9396,3011,6385,0,0,32.0,68.0,0.0,0.0
ND-01,house,ND,income,$45-50k,3.63,9358,2999,6359,0,0,32.0,68.0,0.0,0.0
ND-01,house,ND,income,$50-60k,7.66,19745,6130,13614,0,0,31.0,69.0,0.0,0.0
ND-01,house,ND,income,$60-75k,9.55,24622,7645,16977,0,0,31.0,69.0,0.0,0.0
ND-01,house,ND,income,$75-100k,13.87,35744,11098,24646,0,0,31.0,69.0,0.0,0.0
ND-01,house,ND,income,$100-125k,10.91,28118,9011,19107,0,0,32.0,68.0,0.0,0.0
ND-01,house,ND,income,$125-150k,7.92,20418,6543,13874,0,0,32.0,68.0,0.0,0.0
ND-01,house,ND,income,$150-200k,8.4,21651,7155,14495,0,0,33.0,67.0,0.0,0.0
ND-01,house,ND,income,$200k+,8.36,21534,7332,14202,0,0,34.0,66.0,0.0,0.0
NE-01,house,NE,race,White,81.04,180561,72714,107848,0,0,40.3,59.7,0.0,0.0
NE-01,house,NE,race,Black,4.03,8979,7746,1233,0,0,86.3,13.7,0.0,0.0
NE-01,house,NE,race,Hispanic,8.96,19968,11635,8332,0,0,58.3,41.7,0.0,0.0
NE-01,house,NE,race,Asian,3.66,8151,4913,3238,0,0,60.3,39.7,0.0,0.0
NE-01,house,NE,race,Native,2.13,4748,2529,2219,0,0,53.3,46.7,0.0,0.0
NE-01,house,NE,race,Pacific Islander,0.18,404,215,189,0,0,53.3,46.7,0.0,0.0
NE-01,house,NE,age,20-29,21.48,47859,24577,23282,0,0,51.4,48.6,0.0,0.0
NE-01,house,NE,age,30-39,18.06,40238,19456,20782,0,0,48.4,51.6,0.0,0.0
NE-01,house,NE,age,40-49,15.68,34948,15151,19797,0,0,43.4,56.6,0.0,0.0
NE-01,house,NE,age,50-59,15.6,34766,14029,20737,0,0,40.4,59.6,0.0,0.0
NE-01,house,NE,age,60-69,15.31,34117,13767,20350,0,0,40.4,59.6,0.0,0.0
NE-01,house,NE,age,70-79,8.83,19685,8140,11545,0,0,41.4,58.6,0.0,0.0
NE-01,house,NE,age,80+,5.03,11199,4631,6568,0,0,41.4,58.6,0.0,0.0
NE-01,house,NE,education,No HS,7.0,15606,6976,8630,0,0,44.7,55.3,0.0,0.0
NE-01,house,NE,education,HS grad,24.31,54174,21508,32665,0,0,39.7,60.3,0.0,0.0
NE-01,house,NE,education,Some college,21.4,47680,19884,27796,0,0,41.7,58.3,0.0,0.0
NE-01,house,NE,education,Associate,11.95,26631,11372,15259,0,0,42.7,57.3,0.0,0.0
NE-01,house,NE,education,Bachelor,22.79,50769,24726,26043,0,0,48.7,51.3,0.0,0.0
NE-01,house,NE,education,Master,9.19,20467,11196,9271,0,0,54.7,45.3,0.0,0.0
NE-01,house,NE,education,Professional,1.72,3840,2024,1816,0,0,52.7,47.3,0.0,0.0
NE-01,house,NE,education,Doctorate,1.64,3643,2066,1578,0,0,56.7,43.3,0.0,0.0
NE-01,house,NE,income,<$10k,3.81,8492,4243,4249,0,0,50.0,50.0,0.0,0.0
NE-01,house,NE,income,$10-15k,2.71,6036,2955,3080,0,0,49.0,51.0,0.0,0.0
NE-01,house,NE,income,$15-20k,3.13,6974,3415,3559,0,0,49.0,51.0,0.0,0.0
NE-01,house,NE,income,$20-25k,3.35,7465,3581,3885,0,0,48.0,52.0,0.0,0.0
NE-01,house,NE,income,$25-30k,3.76,8380,3935,4444,0,0,47.0,53.0,0.0,0.0
NE-01,house,NE,income,$30-35k,4.19,9325,4286,5039,0,0,46.0,54.0,0.0,0.0
NE-01,house,NE,income,$35-40k,3.71,8263,3715,4548,0,0,45.0,55.0,0.0,0.0
NE-01,house,NE,income,$40-45k,3.9,8688,3820,4868,0,0,44.0,56.0,0.0,0.0
NE-01,house,NE,income,$45-50k,4.24,9443,4151,5291,0,0,44.0,56.0,0.0,0.0
NE-01,house,NE,income,$50-60k,7.63,16990,7300,9690,0,0,43.0,57.0,0.0,0.0
NE-01,house,NE,income,$60-75k,10.13,22575,9699,12876,0,0,43.0,57.0,0.0,0.0
NE-01,house,NE,income,$75-100k,14.37,32009,13752,18256,0,0,43.0,57.0,0.0,0.0
NE-01,house,NE,income,$100-125k,10.99,24498,10770,13727,0,0,44.0,56.0,0.0,0.0
NE-01,house,NE,income,$125-150k,7.86,17509,7698,9811,0,0,44.0,56.0,0.0,0.0
NE-01,house,NE,income,$150-200k,8.62,19196,8631,10564,0,0,45.0,55.0,0.0,0.0
NE-01,house,NE,income,$200k+,7.62,16970,7800,9170,0,0,46.0,54.0,0.0,0.0
NE-02,house,NE,race,White,71.61,158750,74878,83871,0,0,47.2,52.8,0.0,0.0
NE-02,house,NE,race,Black,10.46,23177,21594,1584,0,0,93.2,6.8,0.0,0.0
NE-02,house,NE,race,Hispanic,10.55,23379,15236,8143,0,0,65.2,34.8,0.0,0.0
NE-02,house,NE,race,Asian,4.92,10907,7326,3581,0,0,67.2,32.8,0.0,0.0
NE-02,house,NE,race,Native,2.28,5053,3040,2013,0,0,60.2,39.8,0.0,0.0
NE-02,house,NE,race,Pacific Islander,0.19,420,253,167,0,0,60.2,39.8,0.0,0.0
NE-02,house,NE,age,20-29,18.87,41838,25855,15983,0,0,61.8,38.2,0.0,0.0
NE-02,house,NE,age,30-39,20.73,45964,27026,18938,0,0,58.8,41.2,0.0,0.0
NE-02,house,NE,age,40-49,17.49,38781,20863,17917,0,0,53.8,46.2,0.0,0.0
NE-02,house,NE,age,50-59,16.14,35790,18181,17609,0,0,50.8,49.2,0.0,0.0
NE-02,house,NE,age,60-69,14.51,32157,16335,15822,0,0,50.8,49.2,0.0,0.0
NE-02,house,NE,age,70-79,8.09,17945,9295,8650,0,0,51.8,48.2,0.0,0.0
NE-02,house,NE,age,80+,4.15,9210,4771,4440,0,0,51.8,48.2,0.0,0.0
NE-02,house,NE,education,No HS,8.07,17895,9748,8147,0,0,54.5,45.5,0.0,0.0
NE-02,house,NE,education,HS grad,20.67,45832,22675,23157,0,0,49.5,50.5,0.0,0.0
NE-02,house,NE,education,Some college,21.21,47025,24206,22819,0,0,51.5,48.5,0.0,0.0
NE-02,house,NE,education,Associate,8.47,18780,9855,8925,0,0,52.5,47.5,0.0,0.0
NE-02,house,NE,education,Bachelor,26.43,58582,34256,24327,0,0,58.5,41.5,0.0,0.0
NE-02,house,NE,education,Master,10.44,23155,14929,8226,0,0,64.5,35.5,0.0,0.0
NE-02,house,NE,education,Professional,3.0,6652,4156,2496,0,0,62.5,37.5,0.0,0.0
NE-02,house,NE,education,Doctorate,1.7,3764,2502,1262,0,0,66.5,33.5,0.0,0.0
NE-02,house,NE,income,<$10k,4.38,9715,5853,3861,0,0,60.3,39.7,0.0,0.0
NE-02,house,NE,income,$10-15k,3.41,7562,4481,3081,0,0,59.3,40.7,0.0,0.0
NE-02,house,NE,income,$15-20k,2.89,6400,3792,2608,0,0,59.3,40.7,0.0,0.0
NE-02,house,NE,income,$20-25k,3.08,6830,3979,2851,0,0,58.3,41.7,0.0,0.0
NE-02,house,NE,income,$25-30k,3.28,7276,4166,3110,0,0,57.3,42.7,0.0,0.0
NE-02,house,NE,income,$30-35k,3.7,8210,4618,3592,0,0,56.3,43.7,0.0,0.0
NE-02,house,NE,income,$35-40k,3.18,7055,3898,3157,0,0,55.3,44.7,0.0,0.0
NE-02,house,NE,income,$40-45k,3.63,8055,4370,3685,0,0,54.3,45.7,0.0,0.0
NE-02,house,NE,income,$45-50k,3.36,7444,4038,3405,0,0,54.3,45.7,0.0,0.0
NE-02,house,NE,income,$50-60k,6.73,14926,7948,6977,0,0,53.3,46.7,0.0,0.0
NE-02,house,NE,income,$60-75k,9.89,21921,11673,10247,0,0,53.3,46.7,0.0,0.0
NE-02,house,NE,income,$75-100k,12.93,28655,15259,13395,0,0,53.3,46.7,0.0,0.0
NE-02,house,NE,income,$100-125k,11.35,25152,13646,11506,0,0,54.3,45.7,0.0,0.0
NE-02,house,NE,income,$125-150k,7.63,16910,9174,7736,0,0,54.3,45.7,0.0,0.0
NE-02,house,NE,income,$150-200k,9.36,20749,11464,9284,0,0,55.3,44.7,0.0,0.0
NE-02,house,NE,income,$200k+,11.2,24828,13966,10862,0,0,56.3,43.7,0.0,0.0
NE-03,house,NE,race,White,84.4,184432,37367,147066,0,0,20.3,79.7,0.0,0.0
NE-03,house,NE,race,Black,1.57,3434,2276,1159,0,0,66.3,33.7,0.0,0.0
NE-03,house,NE,race,Hispanic,9.98,21809,8344,13465,0,0,38.3,61.7,0.0,0.0
NE-03,house,NE,race,Asian,1.06,2319,934,1385,0,0,40.3,59.7,0.0,0.0
NE-03,house,NE,race,Native,2.82,6166,2051,4115,0,0,33.3,66.7,0.0,0.0
NE-03,house,NE,race,Pacific Islander,0.16,355,118,237,0,0,33.3,66.7,0.0,0.0
NE-03,house,NE,age,20-29,15.87,34670,10654,24016,0,0,30.7,69.3,0.0,0.0
NE-03,house,NE,age,30-39,15.87,34676,9616,25060,0,0,27.7,72.3,0.0,0.0
NE-03,house,NE,age,40-49,14.93,32621,7415,25207,0,0,22.7,77.3,0.0,0.0
NE-03,house,NE,age,50-59,16.39,35817,7067,28750,0,0,19.7,80.3,0.0,0.0
NE-03,house,NE,age,60-69,18.19,39737,7840,31897,0,0,19.7,80.3,0.0,0.0
NE-03,house,NE,age,70-79,11.24,24561,5091,19469,0,0,20.7,79.3,0.0,0.0
NE-03,house,NE,age,80+,7.52,16433,3407,13027,0,0,20.7,79.3,0.0,0.0
NE-03,house,NE,education,No HS,9.25,20223,4954,15269,0,0,24.5,75.5,0.0,0.0
NE-03,house,NE,education,HS grad,31.01,67762,13212,54550,0,0,19.5,80.5,0.0,0.0
NE-03,house,NE,education,Some college,23.81,52034,11186,40848,0,0,21.5,78.5,0.0,0.0
NE-03,house,NE,education,Associate,12.12,26479,5957,20522,0,0,22.5,77.5,0.0,0.0
NE-03,house,NE,education,Bachelor,16.44,35930,10239,25691,0,0,28.5,71.5,0.0,0.0
NE-03,house,NE,education,Master,5.28,11547,3983,7563,0,0,34.5,65.5,0.0,0.0
NE-03,house,NE,education,Professional,1.15,2508,815,1693,0,0,32.5,67.5,0.0,0.0
NE-03,house,NE,education,Doctorate,0.93,2032,742,1291,0,0,36.5,63.5,0.0,0.0
NE-03,house,NE,income,<$10k,4.42,9662,2746,6916,0,0,28.4,71.6,0.0,0.0
NE-03,house,NE,income,$10-15k,4.27,9339,2561,6778,0,0,27.4,72.6,0.0,0.0
NE-03,house,NE,income,$15-20k,4.14,9057,2483,6573,0,0,27.4,72.6,0.0,0.0
NE-03,house,NE,income,$20-25k,4.47,9761,2579,7182,0,0,26.4,73.6,0.0,0.0
NE-03,house,NE,income,$25-30k,4.57,9980,2537,7443,0,0,25.4,74.6,0.0,0.0
NE-03,house,NE,income,$30-35k,4.31,9423,2301,7122,0,0,24.4,75.6,0.0,0.0
NE-03,house,NE,income,$35-40k,4.58,10007,2344,7663,0,0,23.4,76.6,0.0,0.0
NE-03,house,NE,income,$40-45k,4.15,9065,2033,7033,0,0,22.4,77.6,0.0,0.0
NE-03,house,NE,income,$45-50k,4.14,9039,2027,7013,0,0,22.4,77.6,0.0,0.0
NE-03,house,NE,income,$50-60k,8.24,18002,3856,14146,0,0,21.4,78.6,0.0,0.0
NE-03,house,NE,income,$60-75k,10.86,23733,5084,18649,0,0,21.4,78.6,0.0,0.0
NE-03,house,NE,income,$75-100k,14.17,30956,6631,24325,0,0,21.4,78.6,0.0,0.0
NE-03,house,NE,income,$100-125k,10.3,22507,5046,17461,0,0,22.4,77.6,0.0,0.0
NE-03,house,NE,income,$125-150k,6.27,13699,3072,10628,0,0,22.4,77.6,0.0,0.0
NE-03,house,NE,income,$150-200k,6.49,14185,3322,10862,0,0,23.4,76.6,0.0,0.0
NE-03,house,NE,income,$200k+,4.62,10100,2467,7634,0,0,24.4,75.6,0.0,0.0
NH-01,house,NH,race,White,89.65,259779,131463,128315,0,0,50.6,49.4,0.0,0.0
NH-01,house,NH,race,Black,2.07,5996,5792,204,0,0,96.6,3.4,0.0,0.0
NH-01,house,NH,race,Hispanic,3.55,10280,7053,3227,0,0,68.6,31.4,0.0,0.0
NH-01,house,NH,race,Asian,2.98,8645,6104,2541,0,0,70.6,29.4,0.0,0.0
NH-01,house,NH,race,Native,1.63,4734,3011,1723,0,0,63.6,36.4,0.0,0.0
NH-01,house,NH,race,Pacific Islander,0.11,325,206,118,0,0,63.6,36.4,0.0,0.0
NH-01,house,NH,age,20-29,16.78,48625,29313,19313,0,0,60.3,39.7,0.0,0.0
NH-01,house,NH,age,30-39,16.09,46636,26714,19922,0,0,57.3,42.7,0.0,0.0
NH-01,house,NH,age,40-49,14.94,43276,22626,20650,0,0,52.3,47.7,0.0,0.0
NH-01,house,NH,age,50-59,19.27,55830,27515,28316,0,0,49.3,50.7,0.0,0.0
NH-01,house,NH,age,60-69,17.32,50180,24730,25450,0,0,49.3,50.7,0.0,0.0
NH-01,house,NH,age,70-79,10.33,29933,15051,14882,0,0,50.3,49.7,0.0,0.0
NH-01,house,NH,age,80+,5.27,15277,7681,7595,0,0,50.3,49.7,0.0,0.0
NH-01,house,NH,education,No HS,6.02,17446,9176,8270,0,0,52.6,47.4,0.0,0.0
NH-01,house,NH,education,HS grad,25.91,75064,35728,39336,0,0,47.6,52.4,0.0,0.0
NH-01,house,NH,education,Some college,17.96,52040,25810,26230,0,0,49.6,50.4,0.0,0.0
NH-01,house,NH,education,Associate,10.47,30327,15344,14983,0,0,50.6,49.4,0.0,0.0
NH-01,house,NH,education,Bachelor,24.81,71892,40688,31204,0,0,56.6,43.4,0.0,0.0
NH-01,house,NH,education,Master,11.59,33580,21020,12560,0,0,62.6,37.4,0.0,0.0
NH-01,house,NH,education,Professional,1.84,5345,3239,2106,0,0,60.6,39.4,0.0,0.0
NH-01,house,NH,education,Doctorate,1.4,4064,2625,1439,0,0,64.6,35.4,0.0,0.0
NH-01,house,NH,income,<$10k,2.87,8310,4835,3475,0,0,58.2,41.8,0.0,0.0
NH-01,house,NH,income,$10-15k,2.83,8198,4688,3511,0,0,57.2,42.8,0.0,0.0
NH-01,house,NH,income,$15-20k,2.55,7391,4226,3165,0,0,57.2,42.8,0.0,0.0
NH-01,house,NH,income,$20-25k,2.7,7812,4389,3423,0,0,56.2,43.8,0.0,0.0
NH-01,house,NH,income,$25-30k,2.75,7964,4394,3569,0,0,55.2,44.8,0.0,0.0
NH-01,house,NH,income,$30-35k,2.91,8445,4576,3869,0,0,54.2,45.8,0.0,0.0
NH-01,house,NH,income,$35-40k,2.97,8610,4579,4031,0,0,53.2,46.8,0.0,0.0
NH-01,house,NH,income,$40-45k,2.72,7887,4115,3771,0,0,52.2,47.8,0.0,0.0
NH-01,house,NH,income,$45-50k,3.05,8850,4618,4232,0,0,52.2,47.8,0.0,0.0
NH-01,house,NH,income,$50-60k,6.41,18571,9505,9067,0,0,51.2,48.8,0.0,0.0
NH-01,house,NH,income,$60-75k,8.76,25386,12992,12393,0,0,51.2,48.8,0.0,0.0
NH-01,house,NH,income,$75-100k,13.32,38584,19747,18837,0,0,51.2,48.8,0.0,0.0
NH-01,house,NH,income,$100-125k,11.19,32426,16920,15506,0,0,52.2,47.8,0.0,0.0
NH-01,house,NH,income,$125-150k,8.93,25863,13495,12368,0,0,52.2,47.8,0.0,0.0
NH-01,house,NH,income,$150-200k,11.56,33492,17811,15681,0,0,53.2,46.8,0.0,0.0
NH-01,house,NH,income,$200k+,14.48,41968,22738,19230,0,0,54.2,45.8,0.0,0.0
NH-02,house,NH,race,White,89.49,258251,142287,115963,0,0,55.1,44.9,0.0,0.0
NH-02,house,NH,race,Black,1.85,5331,5224,107,0,0,98.0,2.0,0.0,0.0
NH-02,house,NH,race,Hispanic,3.61,10425,7621,2805,0,0,73.1,26.9,0.0,0.0
NH-02,house,NH,race,Asian,3.1,8951,6722,2229,0,0,75.1,24.9,0.0,0.0
NH-02,house,NH,race,Native,1.84,5309,3615,1694,0,0,68.1,31.9,0.0,0.0
NH-02,house,NH,race,Pacific Islander,0.11,307,209,98,0,0,68.1,31.9,0.0,0.0
NH-02,house,NH,age,20-29,15.36,44311,28767,15544,0,0,64.9,35.1,0.0,0.0
NH-02,house,NH,age,30-39,15.42,44507,27559,16948,0,0,61.9,38.1,0.0,0.0
NH-02,house,NH,age,40-49,15.33,44233,25178,19055,0,0,56.9,43.1,0.0,0.0
NH-02,house,NH,age,50-59,19.02,54885,29595,25290,0,0,53.9,46.1,0.0,0.0
NH-02,house,NH,age,60-69,18.27,52733,28434,24298,0,0,53.9,46.1,0.0,0.0
NH-02,house,NH,age,70-79,11.23,32394,17791,14603,0,0,54.9,45.1,0.0,0.0
NH-02,house,NH,age,80+,5.38,15511,8519,6992,0,0,54.9,45.1,0.0,0.0
NH-02,house,NH,education,No HS,6.35,18337,10472,7865,0,0,57.1,42.9,0.0,0.0
NH-02,house,NH,education,HS grad,28.42,82005,42732,39273,0,0,52.1,47.9,0.0,0.0
NH-02,house,NH,education,Some college,17.07,49264,26656,22608,0,0,54.1,45.9,0.0,0.0
NH-02,house,NH,education,Associate,9.7,27992,15426,12566,0,0,55.1,44.9,0.0,0.0
NH-02,house,NH,education,Bachelor,22.57,65120,39794,25326,0,0,61.1,38.9,0.0,0.0
NH-02,house,NH,education,Master,11.75,33900,22750,11150,0,0,67.1,32.9,0.0,0.0
NH-02,house,NH,education,Professional,2.15,6209,4043,2167,0,0,65.1,34.9,0.0,0.0
NH-02,house,NH,education,Doctorate,1.99,5746,3971,1775,0,0,69.1,30.9,0.0,0.0
NH-02,house,NH,income,<$10k,3.01,8694,5442,3252,0,0,62.6,37.4,0.0,0.0
NH-02,house,NH,income,$10-15k,2.8,8069,4970,3099,0,0,61.6,38.4,0.0,0.0
NH-02,house,NH,income,$15-20k,2.87,8275,5097,3178,0,0,61.6,38.4,0.0,0.0
NH-02,house,NH,income,$20-25k,2.95,8516,5160,3356,0,0,60.6,39.4,0.0,0.0
NH-02,house,NH,income,$25-30k,3.14,9058,5398,3660,0,0,59.6,40.4,0.0,0.0
NH-02,house,NH,income,$30-35k,3.24,9362,5486,3877,0,0,58.6,41.4,0.0,0.0
NH-02,house,NH,income,$35-40k,3.09,8909,5131,3778,0,0,57.6,42.4,0.0,0.0
NH-02,house,NH,income,$40-45k,2.74,7904,4473,3431,0,0,56.6,43.4,0.0,0.0
NH-02,house,NH,income,$45-50k,3.48,10053,5690,4364,0,0,56.6,43.4,0.0,0.0
NH-02,house,NH,income,$50-60k,6.38,18410,10235,8175,0,0,55.6,44.4,0.0,0.0
NH-02,house,NH,income,$60-75k,8.62,24867,13824,11043,0,0,55.6,44.4,0.0,0.0
NH-02,house,NH,income,$75-100k,12.97,37416,20801,16615,0,0,55.6,44.4,0.0,0.0
NH-02,house,NH,income,$100-125k,11.33,32698,18505,14193,0,0,56.6,43.4,0.0,0.0
NH-02,house,NH,income,$125-150k,8.37,24149,13667,10482,0,0,56.6,43.4,0.0,0.0
NH-02,house,NH,income,$150-200k,11.57,33378,19224,14155,0,0,57.6,42.4,0.0,0.0
NH-02,house,NH,income,$200k+,13.45,38816,22743,16072,0,0,58.6,41.4,0.0,0.0
NJ-01,house,NJ,race,White,62.23,164368,90682,73686,0,0,55.2,44.8,0.0,0.0
NJ-01,house,NJ,race,Black,17.61,46517,45587,930,0,0,98.0,2.0,0.0,0.0
NJ-01,house,NJ,race,Hispanic,12.47,32931,24096,8835,0,0,73.2,26.8,0.0,0.0
NJ-01,house,NJ,race,Asian,5.92,15650,11764,3886,0,0,75.2,24.8,0.0,0.0
NJ-01,house,NJ,race,Native,1.61,4242,2892,1350,0,0,68.2,31.8,0.0,0.0
NJ-01,house,NJ,race,Pacific Islander,0.16,422,288,134,0,0,68.2,31.8,0.0,0.0
NJ-01,house,NJ,age,20-29,17.72,46802,34598,12204,0,0,73.9,26.1,0.0,0.0
NJ-01,house,NJ,age,30-39,17.82,47065,33380,13684,0,0,70.9,29.1,0.0,0.0
NJ-01,house,NJ,age,40-49,16.29,43035,28371,14664,0,0,65.9,34.1,0.0,0.0
NJ-01,house,NJ,age,50-59,17.97,47468,29869,17599,0,0,62.9,37.1,0.0,0.0
NJ-01,house,NJ,age,60-69,16.03,42349,26648,15701,0,0,62.9,37.1,0.0,0.0
NJ-01,house,NJ,age,70-79,9.16,24201,15471,8731,0,0,63.9,36.1,0.0,0.0
NJ-01,house,NJ,age,80+,5.0,13210,8444,4765,0,0,63.9,36.1,0.0,0.0
NJ-01,house,NJ,education,No HS,9.17,24226,16245,7981,0,0,67.1,32.9,0.0,0.0
NJ-01,house,NJ,education,HS grad,30.17,79696,49456,30240,0,0,62.1,37.9,0.0,0.0
NJ-01,house,NJ,education,Some college,18.26,48239,30900,17339,0,0,64.1,35.9,0.0,0.0
NJ-01,house,NJ,education,Associate,8.27,21838,14207,7631,0,0,65.1,34.9,0.0,0.0
NJ-01,house,NJ,education,Bachelor,21.52,56830,40381,16449,0,0,71.1,28.9,0.0,0.0
NJ-01,house,NJ,education,Master,8.89,23485,18097,5389,0,0,77.1,22.9,0.0,0.0
NJ-01,house,NJ,education,Professional,2.49,6569,4930,1639,0,0,75.1,24.9,0.0,0.0
NJ-01,house,NJ,education,Doctorate,1.23,3247,2567,680,0,0,79.1,20.9,0.0,0.0
NJ-01,house,NJ,income,<$10k,4.66,12303,8849,3454,0,0,71.9,28.1,0.0,0.0
NJ-01,house,NJ,income,$10-15k,3.48,9192,6520,2673,0,0,70.9,29.1,0.0,0.0
NJ-01,house,NJ,income,$15-20k,2.73,7214,5116,2097,0,0,70.9,29.1,0.0,0.0
NJ-01,house,NJ,income,$20-25k,3.2,8463,5918,2545,0,0,69.9,30.1,0.0,0.0
NJ-01,house,NJ,income,$25-30k,3.49,9220,6355,2865,0,0,68.9,31.1,0.0,0.0
NJ-01,house,NJ,income,$30-35k,3.29,8702,5911,2791,0,0,67.9,32.1,0.0,0.0
NJ-01,house,NJ,income,$35-40k,3.17,8362,5596,2766,0,0,66.9,33.1,0.0,0.0
NJ-01,house,NJ,income,$40-45k,2.67,7054,4650,2404,0,0,65.9,34.1,0.0,0.0
NJ-01,house,NJ,income,$45-50k,3.17,8384,5527,2857,0,0,65.9,34.1,0.0,0.0
NJ-01,house,NJ,income,$50-60k,6.26,16534,10735,5799,0,0,64.9,35.1,0.0,0.0
NJ-01,house,NJ,income,$60-75k,8.44,22297,14476,7820,0,0,64.9,35.1,0.0,0.0
NJ-01,house,NJ,income,$75-100k,12.85,33939,22035,11904,0,0,64.9,35.1,0.0,0.0
NJ-01,house,NJ,income,$100-125k,10.49,27717,18273,9445,0,0,65.9,34.1,0.0,0.0
NJ-01,house,NJ,income,$125-150k,8.59,22699,14964,7734,0,0,65.9,34.1,0.0,0.0
NJ-01,house,NJ,income,$150-200k,11.02,29105,19478,9626,0,0,66.9,33.1,0.0,0.0
NJ-01,house,NJ,income,$200k+,12.47,32945,22378,10567,0,0,67.9,32.1,0.0,0.0
NJ-02,house,NJ,race,White,66.59,175572,62945,112628,0,0,35.9,64.1,0.0,0.0
NJ-02,house,NJ,race,Black,12.49,32929,26953,5976,0,0,81.9,18.1,0.0,0.0
NJ-02,house,NJ,race,Hispanic,14.61,38514,20740,17774,0,0,53.9,46.1,0.0,0.0
NJ-02,house,NJ,race,Asian,4.2,11075,6186,4890,0,0,55.9,44.1,0.0,0.0
NJ-02,house,NJ,race,Native,1.94,5119,2501,2618,0,0,48.9,51.1,0.0,0.0
NJ-02,house,NJ,race,Pacific Islander,0.17,436,213,223,0,0,48.9,51.1,0.0,0.0
NJ-02,house,NJ,age,20-29,15.23,40147,21196,18951,0,0,52.8,47.2,0.0,0.0
NJ-02,house,NJ,age,30-39,15.5,40875,20354,20520,0,0,49.8,50.2,0.0,0.0
NJ-02,house,NJ,age,40-49,14.98,39506,17697,21808,0,0,44.8,55.2,0.0,0.0
NJ-02,house,NJ,age,50-59,18.19,47958,20045,27913,0,0,41.8,58.2,0.0,0.0
NJ-02,house,NJ,age,60-69,18.28,48192,20143,28049,0,0,41.8,58.2,0.0,0.0
NJ-02,house,NJ,age,70-79,11.75,30983,13260,17723,0,0,42.8,57.2,0.0,0.0
NJ-02,house,NJ,age,80+,6.06,15984,6841,9144,0,0,42.8,57.2,0.0,0.0
