race_code,race_type,state,group_type,group,electorate_share,votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct
AK-GOV,governor,AK,race,White,61.03,144313,54475,87529,0,2309,37.7,60.7,0.0,1.6
AK-GOV,governor,AK,race,Black,4.24,10028,8324,1543,0,160,83.0,15.4,0.0,1.6
AK-GOV,governor,AK,race,Hispanic,5.99,14170,7859,6085,0,227,55.5,42.9,0.0,1.6
AK-GOV,governor,AK,race,Asian,7.78,18393,10563,7536,0,294,57.4,41.0,0.0,1.6
AK-GOV,governor,AK,race,Native,18.95,44804,22644,21443,0,717,50.5,47.9,0.0,1.6
AK-GOV,governor,AK,race,Pacific Islander,2.0,4739,2395,2268,0,76,50.5,47.9,0.0,1.6
AK-GOV,governor,AK,age,20-29,20.26,47910,24608,22535,0,767,51.4,47.0,0.0,1.6
AK-GOV,governor,AK,age,30-39,20.58,48656,23555,24323,0,778,48.4,50.0,0.0,1.6
AK-GOV,governor,AK,age,40-49,16.45,38889,16913,21353,0,622,43.5,54.9,0.0,1.6
AK-GOV,governor,AK,age,50-59,16.7,39495,16011,22852,0,632,40.5,57.9,0.0,1.6
AK-GOV,governor,AK,age,60-69,15.65,36997,14998,21407,0,592,40.5,57.9,0.0,1.6
AK-GOV,governor,AK,age,70-79,7.4,17505,7269,9957,0,280,41.5,56.9,0.0,1.6
AK-GOV,governor,AK,age,80+,2.96,6993,2904,3977,0,112,41.5,56.9,0.0,1.6
AK-GOV,governor,AK,education,No HS,6.52,15421,7001,8174,0,247,45.4,53.0,0.0,1.6
AK-GOV,governor,AK,education,HS grad,28.84,68191,27602,39498,0,1091,40.5,57.9,0.0,1.6
AK-GOV,governor,AK,education,Some college,24.97,59031,25056,33030,0,944,42.4,56.0,0.0,1.6
AK-GOV,governor,AK,education,Associate,8.92,21099,9163,11598,0,338,43.4,55.0,0.0,1.6
AK-GOV,governor,AK,education,Bachelor,19.29,45620,22506,22384,0,730,49.3,49.1,0.0,1.6
AK-GOV,governor,AK,education,Master,8.16,19293,10657,8327,0,309,55.2,43.2,0.0,1.6
AK-GOV,governor,AK,education,Professional,1.97,4666,2486,2106,0,75,53.3,45.1,0.0,1.6
AK-GOV,governor,AK,education,Doctorate,1.32,3124,1787,1287,0,50,57.2,41.2,0.0,1.6
AK-GOV,governor,AK,income,<$10k,3.87,9151,4577,4428,0,146,50.0,48.4,0.0,1.6
AK-GOV,governor,AK,income,$10-15k,2.47,5842,2864,2884,0,93,49.0,49.4,0.0,1.6
AK-GOV,governor,AK,income,$15-20k,3.18,7509,3682,3707,0,120,49.0,49.4,0.0,1.6
AK-GOV,governor,AK,income,$20-25k,2.59,6125,2943,3084,0,98,48.0,50.4,0.0,1.6
AK-GOV,governor,AK,income,$25-30k,2.69,6370,2998,3270,0,102,47.1,51.3,0.0,1.6
AK-GOV,governor,AK,income,$30-35k,2.84,6722,3097,3517,0,108,46.1,52.3,0.0,1.6
AK-GOV,governor,AK,income,$35-40k,2.95,6987,3151,3724,0,112,45.1,53.3,0.0,1.6
AK-GOV,governor,AK,income,$40-45k,3.45,8158,3599,4429,0,131,44.1,54.3,0.0,1.6
AK-GOV,governor,AK,income,$45-50k,2.99,7065,3117,3836,0,113,44.1,54.3,0.0,1.6
AK-GOV,governor,AK,income,$50-60k,6.13,14483,6246,8005,0,232,43.1,55.3,0.0,1.6
AK-GOV,governor,AK,income,$60-75k,9.59,22672,9778,12532,0,363,43.1,55.3,0.0,1.6
AK-GOV,governor,AK,income,$75-100k,14.22,33619,14499,18582,0,538,43.1,55.3,0.0,1.6
AK-GOV,governor,AK,income,$100-125k,11.45,27077,11944,14700,0,433,44.1,54.3,0.0,1.6
AK-GOV,governor,AK,income,$125-150k,8.21,19419,8566,10543,0,311,44.1,54.3,0.0,1.6
AK-GOV,governor,AK,income,$150-200k,11.04,26095,11767,13910,0,418,45.1,53.3,0.0,1.6
AK-GOV,governor,AK,income,$200k+,12.33,29152,13433,15253,0,466,46.1,52.3,0.0,1.6
AL-GOV,governor,AL,race,White,65.36,1036333,273066,763267,0,0,26.3,73.7,0.0,0.0
AL-GOV,governor,AL,race,Black,25.85,409908,296566,113343,0,0,72.3,27.7,0.0,0.0
AL-GOV,governor,AL,race,Hispanic,4.25,67427,29903,37523,0,0,44.3,55.7,0.0,0.0
AL-GOV,governor,AL,race,Asian,1.91,30271,14030,16240,0,0,46.3,53.7,0.0,0.0
AL-GOV,governor,AL,race,Native,2.5,39648,15601,24047,0,0,39.3,60.7,0.0,0.0
AL-GOV,governor,AL,race,Pacific Islander,0.12,1976,778,1198,0,0,39.3,60.7,0.0,0.0
AL-GOV,governor,AL,age,20-29,17.75,281482,131732,149751,0,0,46.8,53.2,0.0,0.0
AL-GOV,governor,AL,age,30-39,16.66,264095,115672,148424,0,0,43.8,56.2,0.0,0.0
AL-GOV,governor,AL,age,40-49,16.34,259110,100533,158577,0,0,38.8,61.2,0.0,0.0
AL-GOV,governor,AL,age,50-59,17.24,273301,97840,175461,0,0,35.8,64.2,0.0,0.0
AL-GOV,governor,AL,age,60-69,16.49,261534,93627,167907,0,0,35.8,64.2,0.0,0.0
AL-GOV,governor,AL,age,70-79,10.42,165263,60815,104447,0,0,36.8,63.2,0.0,0.0
AL-GOV,governor,AL,age,80+,5.09,80778,29726,51052,0,0,36.8,63.2,0.0,0.0
AL-GOV,governor,AL,education,No HS,12.28,194780,78598,116182,0,0,40.4,59.6,0.0,0.0
AL-GOV,governor,AL,education,HS grad,30.38,481759,170312,311447,0,0,35.4,64.6,0.0,0.0
AL-GOV,governor,AL,education,Some college,21.2,336094,125539,210556,0,0,37.4,62.6,0.0,0.0
AL-GOV,governor,AL,education,Associate,8.93,141523,54277,87246,0,0,38.4,61.6,0.0,0.0
AL-GOV,governor,AL,education,Bachelor,16.69,264645,117376,147269,0,0,44.4,55.6,0.0,0.0
AL-GOV,governor,AL,education,Master,7.61,120721,60786,59935,0,0,50.4,49.6,0.0,0.0
AL-GOV,governor,AL,education,Professional,1.65,26163,12651,13513,0,0,48.4,51.6,0.0,0.0
AL-GOV,governor,AL,education,Doctorate,1.25,19877,10406,9471,0,0,52.4,47.6,0.0,0.0
AL-GOV,governor,AL,income,<$10k,6.46,102498,45579,56920,0,0,44.5,55.5,0.0,0.0
AL-GOV,governor,AL,income,$10-15k,5.38,85357,37103,48254,0,0,43.5,56.5,0.0,0.0
AL-GOV,governor,AL,income,$15-20k,4.78,75835,32964,42871,0,0,43.5,56.5,0.0,0.0
AL-GOV,governor,AL,income,$20-25k,4.84,76706,32575,44130,0,0,42.5,57.5,0.0,0.0
AL-GOV,governor,AL,income,$25-30k,4.56,72249,29960,42289,0,0,41.5,58.5,0.0,0.0
AL-GOV,governor,AL,income,$30-35k,4.5,71322,28862,42459,0,0,40.5,59.5,0.0,0.0
AL-GOV,governor,AL,income,$35-40k,4.22,66862,26389,40473,0,0,39.5,60.5,0.0,0.0
AL-GOV,governor,AL,income,$40-45k,4.18,66347,25522,40825,0,0,38.5,61.5,0.0,0.0
AL-GOV,governor,AL,income,$45-50k,3.92,62177,23918,38259,0,0,38.5,61.5,0.0,0.0
AL-GOV,governor,AL,income,$50-60k,7.45,118055,44233,73822,0,0,37.5,62.5,0.0,0.0
AL-GOV,governor,AL,income,$60-75k,9.37,148606,55679,92926,0,0,37.5,62.5,0.0,0.0
AL-GOV,governor,AL,income,$75-100k,12.45,197398,73961,123437,0,0,37.5,62.5,0.0,0.0
AL-GOV,governor,AL,income,$100-125k,8.67,137414,52860,84554,0,0,38.5,61.5,0.0,0.0
AL-GOV,governor,AL,income,$125-150k,6.07,96281,37037,59244,0,0,38.5,61.5,0.0,0.0
AL-GOV,governor,AL,income,$150-200k,6.66,105623,41687,63936,0,0,39.5,60.5,0.0,0.0
AL-GOV,governor,AL,income,$200k+,6.49,102834,41615,61219,0,0,40.5,59.5,0.0,0.0
AR-GOV,governor,AR,race,White,71.54,600568,167313,433255,0,0,27.9,72.1,0.0,0.0
AR-GOV,governor,AR,race,Black,15.22,127785,94381,33404,0,0,73.9,26.1,0.0,0.0
AR-GOV,governor,AR,race,Hispanic,7.01,58831,26979,31852,0,0,45.9,54.1,0.0,0.0
AR-GOV,governor,AR,race,Asian,2.11,17700,8471,9229,0,0,47.9,52.1,0.0,0.0
AR-GOV,governor,AR,race,Native,3.67,30836,12599,18237,0,0,40.9,59.1,0.0,0.0
AR-GOV,governor,AR,race,Pacific Islander,0.45,3738,1527,2211,0,0,40.9,59.1,0.0,0.0
AR-GOV,governor,AR,age,20-29,17.92,150398,66292,84106,0,0,44.1,55.9,0.0,0.0
AR-GOV,governor,AR,age,30-39,17.3,145230,59657,85573,0,0,41.1,58.9,0.0,0.0
AR-GOV,governor,AR,age,40-49,16.34,137143,49478,87665,0,0,36.1,63.9,0.0,0.0
AR-GOV,governor,AR,age,50-59,16.71,140273,46399,93874,0,0,33.1,66.9,0.0,0.0
AR-GOV,governor,AR,age,60-69,16.0,134311,44427,89884,0,0,33.1,66.9,0.0,0.0
AR-GOV,governor,AR,age,70-79,10.48,87934,29966,57968,0,0,34.1,65.9,0.0,0.0
AR-GOV,governor,AR,age,80+,5.26,44168,15051,29117,0,0,34.1,65.9,0.0,0.0
AR-GOV,governor,AR,education,No HS,11.79,99013,37690,61323,0,0,38.1,61.9,0.0,0.0
AR-GOV,governor,AR,education,HS grad,34.15,286674,94792,191883,0,0,33.1,66.9,0.0,0.0
AR-GOV,governor,AR,education,Some college,21.5,180474,63285,117189,0,0,35.1,64.9,0.0,0.0
AR-GOV,governor,AR,education,Associate,7.85,65903,23769,42135,0,0,36.1,63.9,0.0,0.0
AR-GOV,governor,AR,education,Bachelor,15.62,131149,55169,75980,0,0,42.1,57.9,0.0,0.0
AR-GOV,governor,AR,education,Master,6.63,55674,26760,28914,0,0,48.1,51.9,0.0,0.0
AR-GOV,governor,AR,education,Professional,1.47,12321,5676,6645,0,0,46.1,53.9,0.0,0.0
AR-GOV,governor,AR,education,Doctorate,0.98,8249,4130,4119,0,0,50.1,49.9,0.0,0.0
AR-GOV,governor,AR,income,<$10k,6.04,50706,21210,29496,0,0,41.8,58.2,0.0,0.0
AR-GOV,governor,AR,income,$10-15k,5.32,44629,18222,26407,0,0,40.8,59.2,0.0,0.0
AR-GOV,governor,AR,income,$15-20k,4.91,41213,16827,24386,0,0,40.8,59.2,0.0,0.0
AR-GOV,governor,AR,income,$20-25k,5.27,44263,17630,26633,0,0,39.8,60.2,0.0,0.0
AR-GOV,governor,AR,income,$25-30k,5.11,42864,16644,26220,0,0,38.8,61.2,0.0,0.0
AR-GOV,governor,AR,income,$30-35k,4.87,40867,15460,25407,0,0,37.8,62.2,0.0,0.0
AR-GOV,governor,AR,income,$35-40k,4.69,39392,14508,24884,0,0,36.8,63.2,0.0,0.0
AR-GOV,governor,AR,income,$40-45k,4.44,37274,13355,23919,0,0,35.8,64.2,0.0,0.0
AR-GOV,governor,AR,income,$45-50k,4.39,36833,13197,23636,0,0,35.8,64.2,0.0,0.0
AR-GOV,governor,AR,income,$50-60k,7.83,65763,22905,42858,0,0,34.8,65.2,0.0,0.0
AR-GOV,governor,AR,income,$60-75k,9.76,81957,28545,53412,0,0,34.8,65.2,0.0,0.0
AR-GOV,governor,AR,income,$75-100k,12.42,104298,36326,67972,0,0,34.8,65.2,0.0,0.0
AR-GOV,governor,AR,income,$100-125k,8.57,71910,25765,46145,0,0,35.8,64.2,0.0,0.0
AR-GOV,governor,AR,income,$125-150k,5.14,43142,15458,27685,0,0,35.8,64.2,0.0,0.0
AR-GOV,governor,AR,income,$150-200k,5.6,47020,17317,29703,0,0,36.8,63.2,0.0,0.0
AR-GOV,governor,AR,income,$200k+,5.64,47327,17904,29424,0,0,37.8,62.2,0.0,0.0
AZ-GOV,governor,AZ,race,White,57.35,1360665,607398,753267,0,0,44.6,55.4,0.0,0.0
AZ-GOV,governor,AZ,race,Black,5.39,127765,115806,11959,0,0,90.6,9.4,0.0,0.0
AZ-GOV,governor,AZ,race,Hispanic,26.55,629836,394527,235308,0,0,62.6,37.4,0.0,0.0
AZ-GOV,governor,AZ,race,Asian,4.59,108930,70412,38518,0,0,64.6,35.4,0.0,0.0
AZ-GOV,governor,AZ,race,Native,5.69,134976,77800,57176,0,0,57.6,42.4,0.0,0.0
AZ-GOV,governor,AZ,race,Pacific Islander,0.44,10351,5966,4385,0,0,57.6,42.4,0.0,0.0
AZ-GOV,governor,AZ,age,20-29,18.64,442258,267648,174610,0,0,60.5,39.5,0.0,0.0
AZ-GOV,governor,AZ,age,30-39,17.43,413464,237818,175646,0,0,57.5,42.5,0.0,0.0
AZ-GOV,governor,AZ,age,40-49,15.98,379149,199123,180026,0,0,52.5,47.5,0.0,0.0
AZ-GOV,governor,AZ,age,50-59,15.76,373945,185172,188773,0,0,49.5,50.5,0.0,0.0
AZ-GOV,governor,AZ,age,60-69,15.45,366454,181462,184991,0,0,49.5,50.5,0.0,0.0
AZ-GOV,governor,AZ,age,70-79,11.25,266929,134848,132080,0,0,50.5,49.5,0.0,0.0
AZ-GOV,governor,AZ,age,80+,5.49,130325,65838,64487,0,0,50.5,49.5,0.0,0.0
AZ-GOV,governor,AZ,education,No HS,11.3,268148,144012,124136,0,0,53.7,46.3,0.0,0.0
AZ-GOV,governor,AZ,education,HS grad,23.6,559889,272701,287188,0,0,48.7,51.3,0.0,0.0
AZ-GOV,governor,AZ,education,Some college,24.16,573236,290666,282570,0,0,50.7,49.3,0.0,0.0
AZ-GOV,governor,AZ,education,Associate,9.14,216814,112106,104708,0,0,51.7,48.3,0.0,0.0
AZ-GOV,governor,AZ,education,Bachelor,19.64,466070,268952,197119,0,0,57.7,42.3,0.0,0.0
AZ-GOV,governor,AZ,education,Master,8.8,208767,132997,75769,0,0,63.7,36.3,0.0,0.0
AZ-GOV,governor,AZ,education,Professional,1.92,45660,28175,17485,0,0,61.7,38.3,0.0,0.0
AZ-GOV,governor,AZ,education,Doctorate,1.43,33939,22300,11639,0,0,65.7,34.3,0.0,0.0
AZ-GOV,governor,AZ,income,<$10k,4.91,116474,68342,48132,0,0,58.7,41.3,0.0,0.0
AZ-GOV,governor,AZ,income,$10-15k,3.15,74619,43037,31582,0,0,57.7,42.3,0.0,0.0
AZ-GOV,governor,AZ,income,$15-20k,3.16,75033,43275,31757,0,0,57.7,42.3,0.0,0.0
AZ-GOV,governor,AZ,income,$20-25k,3.5,83142,47121,36021,0,0,56.7,43.3,0.0,0.0
AZ-GOV,governor,AZ,income,$25-30k,3.97,94283,52492,41791,0,0,55.7,44.3,0.0,0.0
AZ-GOV,governor,AZ,income,$30-35k,3.7,87724,47964,39761,0,0,54.7,45.3,0.0,0.0
AZ-GOV,governor,AZ,income,$35-40k,3.62,85813,46060,39752,0,0,53.7,46.3,0.0,0.0
AZ-GOV,governor,AZ,income,$40-45k,3.93,93315,49154,44161,0,0,52.7,47.3,0.0,0.0
AZ-GOV,governor,AZ,income,$45-50k,3.91,92821,48894,43927,0,0,52.7,47.3,0.0,0.0
AZ-GOV,governor,AZ,income,$50-60k,7.62,180790,93424,87366,0,0,51.7,48.3,0.0,0.0
AZ-GOV,governor,AZ,income,$60-75k,9.96,236377,122149,114228,0,0,51.7,48.3,0.0,0.0
AZ-GOV,governor,AZ,income,$75-100k,13.68,324463,167668,156796,0,0,51.7,48.3,0.0,0.0
AZ-GOV,governor,AZ,income,$100-125k,10.31,244562,128824,115738,0,0,52.7,47.3,0.0,0.0
AZ-GOV,governor,AZ,income,$125-150k,7.04,166996,87966,79030,0,0,52.7,47.3,0.0,0.0
AZ-GOV,governor,AZ,income,$150-200k,8.31,197066,105776,91290,0,0,53.7,46.3,0.0,0.0
AZ-GOV,governor,AZ,income,$200k+,9.23,219043,119763,99281,0,0,54.7,45.3,0.0,0.0
CA-GOV,governor,CA,race,White,36.89,4094587,2080008,2014579,0,0,50.8,49.2,0.0,0.0
CA-GOV,governor,CA,race,Black,6.63,735942,712384,23558,0,0,96.8,3.2,0.0,0.0
CA-GOV,governor,CA,race,Hispanic,35.03,3887768,2674744,1213024,0,0,68.8,31.2,0.0,0.0
CA-GOV,governor,CA,race,Asian,17.39,1930230,1366583,563647,0,0,70.8,29.2,0.0,0.0
CA-GOV,governor,CA,race,Native,3.3,366486,233814,132672,0,0,63.8,36.2,0.0,0.0
CA-GOV,governor,CA,race,Pacific Islander,0.75,83530,53291,30239,0,0,63.8,36.2,0.0,0.0
CA-GOV,governor,CA,age,20-29,18.97,2104903,1491776,613127,0,0,70.9,29.1,0.0,0.0
CA-GOV,governor,CA,age,30-39,19.42,2155030,1462651,692379,0,0,67.9,32.1,0.0,0.0
CA-GOV,governor,CA,age,40-49,17.17,1905298,1197890,707409,0,0,62.9,37.1,0.0,0.0
CA-GOV,governor,CA,age,50-59,16.77,1860744,1114055,746689,0,0,59.9,40.1,0.0,0.0
CA-GOV,governor,CA,age,60-69,14.29,1586468,949842,636626,0,0,59.9,40.1,0.0,0.0
CA-GOV,governor,CA,age,70-79,8.56,950434,578543,371890,0,0,60.9,39.1,0.0,0.0
CA-GOV,governor,CA,age,80+,4.83,535666,326068,209598,0,0,60.9,39.1,0.0,0.0
CA-GOV,governor,CA,education,No HS,15.59,1730649,1102430,628218,0,0,63.7,36.3,0.0,0.0
CA-GOV,governor,CA,education,HS grad,20.44,2268067,1331365,936702,0,0,58.7,41.3,0.0,0.0
CA-GOV,governor,CA,education,Some college,20.15,2236131,1357341,878790,0,0,60.7,39.3,0.0,0.0
CA-GOV,governor,CA,education,Associate,7.96,883270,544981,338289,0,0,61.7,38.3,0.0,0.0
CA-GOV,governor,CA,education,Bachelor,22.11,2454041,1661396,792645,0,0,67.7,32.3,0.0,0.0
CA-GOV,governor,CA,education,Master,9.37,1040063,766531,273532,0,0,73.7,26.3,0.0,0.0
CA-GOV,governor,CA,education,Professional,2.56,284167,203749,80418,0,0,71.7,28.3,0.0,0.0
CA-GOV,governor,CA,education,Doctorate,1.82,202154,153031,49123,0,0,75.7,24.3,0.0,0.0
CA-GOV,governor,CA,income,<$10k,4.43,491153,339379,151774,0,0,69.1,30.9,0.0,0.0
CA-GOV,governor,CA,income,$10-15k,3.21,356195,242563,113632,0,0,68.1,31.9,0.0,0.0
CA-GOV,governor,CA,income,$15-20k,2.62,290551,197861,92690,0,0,68.1,31.9,0.0,0.0
CA-GOV,governor,CA,income,$20-25k,2.95,327638,219840,107798,0,0,67.1,32.9,0.0,0.0
CA-GOV,governor,CA,income,$25-30k,3.05,338311,223618,114692,0,0,66.1,33.9,0.0,0.0
CA-GOV,governor,CA,income,$30-35k,2.96,328070,213569,114501,0,0,65.1,34.9,0.0,0.0
CA-GOV,governor,CA,income,$35-40k,2.84,314717,201729,112988,0,0,64.1,35.9,0.0,0.0
CA-GOV,governor,CA,income,$40-45k,2.91,322541,203518,119022,0,0,63.1,36.9,0.0,0.0
CA-GOV,governor,CA,income,$45-50k,2.92,324147,204532,119615,0,0,63.1,36.9,0.0,0.0
CA-GOV,governor,CA,income,$50-60k,5.74,637217,395702,241515,0,0,62.1,37.9,0.0,0.0
CA-GOV,governor,CA,income,$60-75k,8.0,888021,551448,336573,0,0,62.1,37.9,0.0,0.0
CA-GOV,governor,CA,income,$75-100k,11.98,1329639,825686,503953,0,0,62.1,37.9,0.0,0.0
CA-GOV,governor,CA,income,$100-125k,10.04,1114665,703337,411328,0,0,63.1,36.9,0.0,0.0
CA-GOV,governor,CA,income,$125-150k,7.75,860675,543073,317602,0,0,63.1,36.9,0.0,0.0
CA-GOV,governor,CA,income,$150-200k,10.73,1191091,763472,427620,0,0,64.1,35.9,0.0,0.0
CA-GOV,governor,CA,income,$200k+,17.88,1983913,1291498,692415,0,0,65.1,34.9,0.0,0.0
CO-GOV,governor,CO,race,White,68.0,1519772,813172,706599,0,0,53.5,46.5,0.0,0.0
CO-GOV,governor,CO,race,Black,4.81,107564,105413,2151,0,0,98.0,2.0,0.0,0.0
CO-GOV,governor,CO,race,Hispanic,18.98,424265,303376,120889,0,0,71.5,28.5,0.0,0.0
CO-GOV,governor,CO,race,Asian,4.52,101053,74280,26773,0,0,73.5,26.5,0.0,0.0
CO-GOV,governor,CO,race,Native,3.32,74241,49375,24866,0,0,66.5,33.5,0.0,0.0
CO-GOV,governor,CO,race,Pacific Islander,0.36,8027,5338,2688,0,0,66.5,33.5,0.0,0.0
CO-GOV,governor,CO,age,20-29,19.08,426340,286358,139981,0,0,67.2,32.8,0.0,0.0
CO-GOV,governor,CO,age,30-39,20.14,450013,288758,161254,0,0,64.2,35.8,0.0,0.0
CO-GOV,governor,CO,age,40-49,17.23,385052,227822,157229,0,0,59.2,40.8,0.0,0.0
CO-GOV,governor,CO,age,50-59,16.1,359724,202045,157679,0,0,56.2,43.8,0.0,0.0
CO-GOV,governor,CO,age,60-69,14.74,329509,185074,144434,0,0,56.2,43.8,0.0,0.0
CO-GOV,governor,CO,age,70-79,8.57,191487,109467,82020,0,0,57.2,42.8,0.0,0.0
CO-GOV,governor,CO,age,80+,4.15,92798,53049,39748,0,0,57.2,42.8,0.0,0.0
CO-GOV,governor,CO,education,No HS,7.46,166708,99326,67383,0,0,59.6,40.4,0.0,0.0
CO-GOV,governor,CO,education,HS grad,20.44,456892,249374,207518,0,0,54.6,45.4,0.0,0.0
CO-GOV,governor,CO,education,Some college,19.96,446145,252431,193714,0,0,56.6,43.4,0.0,0.0
CO-GOV,governor,CO,education,Associate,8.4,187829,108153,79676,0,0,57.6,42.4,0.0,0.0
CO-GOV,governor,CO,education,Bachelor,27.21,608071,386615,221457,0,0,63.6,36.4,0.0,0.0
CO-GOV,governor,CO,education,Master,12.1,270358,188116,82242,0,0,69.6,30.4,0.0,0.0
CO-GOV,governor,CO,education,Professional,2.51,56140,37939,18200,0,0,67.6,32.4,0.0,0.0
CO-GOV,governor,CO,education,Doctorate,1.91,42779,30621,12157,0,0,71.6,28.4,0.0,0.0
CO-GOV,governor,CO,income,<$10k,3.91,87418,57374,30044,0,0,65.6,34.4,0.0,0.0
CO-GOV,governor,CO,income,$10-15k,2.72,60786,39287,21499,0,0,64.6,35.4,0.0,0.0
CO-GOV,governor,CO,income,$15-20k,2.57,57525,37180,20345,0,0,64.6,35.4,0.0,0.0
CO-GOV,governor,CO,income,$20-25k,2.81,62759,39935,22824,0,0,63.6,36.4,0.0,0.0
CO-GOV,governor,CO,income,$25-30k,2.96,66181,41451,24730,0,0,62.6,37.4,0.0,0.0
CO-GOV,governor,CO,income,$30-35k,2.96,66140,40763,25376,0,0,61.6,38.4,0.0,0.0
CO-GOV,governor,CO,income,$35-40k,3.05,68166,41330,26835,0,0,60.6,39.4,0.0,0.0
CO-GOV,governor,CO,income,$40-45k,3.14,70184,41852,28332,0,0,59.6,40.4,0.0,0.0
CO-GOV,governor,CO,income,$45-50k,3.18,71064,42377,28687,0,0,59.6,40.4,0.0,0.0
CO-GOV,governor,CO,income,$50-60k,6.51,145498,85308,60189,0,0,58.6,41.4,0.0,0.0
CO-GOV,governor,CO,income,$60-75k,9.1,203428,119274,84154,0,0,58.6,41.4,0.0,0.0
CO-GOV,governor,CO,income,$75-100k,13.18,294498,172670,121827,0,0,58.6,41.4,0.0,0.0
CO-GOV,governor,CO,income,$100-125k,10.82,241707,144135,97572,0,0,59.6,40.4,0.0,0.0
CO-GOV,governor,CO,income,$125-150k,8.42,188091,112163,75928,0,0,59.6,40.4,0.0,0.0
CO-GOV,governor,CO,income,$150-200k,10.8,241301,146306,94995,0,0,60.6,39.4,0.0,0.0
CO-GOV,governor,CO,income,$200k+,13.88,310176,191168,119008,0,0,61.6,38.4,0.0,0.0
CT-GOV,governor,CT,race,White,66.37,817141,413993,403148,0,0,50.7,49.3,0.0,0.0
CT-GOV,governor,CT,race,Black,11.76,144830,139998,4832,0,0,96.7,3.3,0.0,0.0
CT-GOV,governor,CT,race,Hispanic,14.94,183896,126270,57626,0,0,68.7,31.3,0.0,0.0
CT-GOV,governor,CT,race,Asian,5.23,64355,45476,18880,0,0,70.7,29.3,0.0,0.0
CT-GOV,governor,CT,race,Native,1.55,19084,12150,6935,0,0,63.7,36.3,0.0,0.0
CT-GOV,governor,CT,race,Pacific Islander,0.15,1833,1167,666,0,0,63.7,36.3,0.0,0.0
CT-GOV,governor,CT,age,20-29,16.83,207235,139329,67906,0,0,67.2,32.8,0.0,0.0
CT-GOV,governor,CT,age,30-39,16.4,201949,129716,72233,0,0,64.2,35.8,0.0,0.0
CT-GOV,governor,CT,age,40-49,15.96,196485,116382,80102,0,0,59.2,40.8,0.0,0.0
CT-GOV,governor,CT,age,50-59,18.76,230995,129893,101101,0,0,56.2,43.8,0.0,0.0
CT-GOV,governor,CT,age,60-69,16.53,203498,114431,89067,0,0,56.2,43.8,0.0,0.0
CT-GOV,governor,CT,age,70-79,9.76,120151,68765,51386,0,0,57.2,42.8,0.0,0.0
CT-GOV,governor,CT,age,80+,5.75,70828,40536,30291,0,0,57.2,42.8,0.0,0.0
CT-GOV,governor,CT,education,No HS,8.73,107484,63654,43830,0,0,59.2,40.8,0.0,0.0
CT-GOV,governor,CT,education,HS grad,25.82,317841,172340,145501,0,0,54.2,45.8,0.0,0.0
CT-GOV,governor,CT,education,Some college,16.44,202456,113825,88631,0,0,56.2,43.8,0.0,0.0
CT-GOV,governor,CT,education,Associate,7.62,93853,53705,40148,0,0,57.2,42.8,0.0,0.0
CT-GOV,governor,CT,education,Bachelor,22.77,280298,177210,103087,0,0,63.2,36.8,0.0,0.0
CT-GOV,governor,CT,education,Master,13.54,166642,115353,51289,0,0,69.2,30.8,0.0,0.0
CT-GOV,governor,CT,education,Professional,3.24,39895,26818,13077,0,0,67.2,32.8,0.0,0.0
CT-GOV,governor,CT,education,Doctorate,1.84,22672,16147,6524,0,0,71.2,28.8,0.0,0.0
CT-GOV,governor,CT,income,<$10k,4.3,52984,34421,18562,0,0,65.0,35.0,0.0,0.0
CT-GOV,governor,CT,income,$10-15k,3.41,41988,26858,15130,0,0,64.0,36.0,0.0,0.0
CT-GOV,governor,CT,income,$15-20k,2.83,34796,22258,12538,0,0,64.0,36.0,0.0,0.0
CT-GOV,governor,CT,income,$20-25k,3.14,38633,24326,14307,0,0,63.0,37.0,0.0,0.0
CT-GOV,governor,CT,income,$25-30k,3.01,37115,22999,14116,0,0,62.0,38.0,0.0,0.0
CT-GOV,governor,CT,income,$30-35k,2.95,36265,22109,14156,0,0,61.0,39.0,0.0,0.0
CT-GOV,governor,CT,income,$35-40k,2.94,36242,21733,14509,0,0,60.0,40.0,0.0,0.0
CT-GOV,governor,CT,income,$40-45k,2.94,36204,21348,14856,0,0,59.0,41.0,0.0,0.0
CT-GOV,governor,CT,income,$45-50k,3.03,37351,22025,15327,0,0,59.0,41.0,0.0,0.0
CT-GOV,governor,CT,income,$50-60k,5.77,71090,41208,29882,0,0,58.0,42.0,0.0,0.0
CT-GOV,governor,CT,income,$60-75k,8.1,99674,57777,41897,0,0,58.0,42.0,0.0,0.0
CT-GOV,governor,CT,income,$75-100k,11.98,147457,85475,61982,0,0,58.0,42.0,0.0,0.0
CT-GOV,governor,CT,income,$100-125k,10.03,123429,72781,50648,0,0,59.0,41.0,0.0,0.0
CT-GOV,governor,CT,income,$125-150k,7.74,95340,56218,39122,0,0,59.0,41.0,0.0,0.0
CT-GOV,governor,CT,income,$150-200k,10.84,133486,80046,53440,0,0,60.0,40.0,0.0,0.0
CT-GOV,governor,CT,income,$200k+,16.98,209086,127471,81615,0,0,61.0,39.0,0.0,0.0
FL-GOV,governor,FL,race,White,54.25,4152892,1455838,2697054,0,0,35.1,64.9,0.0,0.0
FL-GOV,governor,FL,race,Black,15.43,1180966,957244,223722,0,0,81.1,18.9,0.0,0.0
