race_code,race_type,state,dem_votes,rep_votes,ind_votes,oth_votes,total_votes,margin,pres24,cd_code
CO-SEN,senate,CO,122954,90894,18302,8669,240819,14.99,-1.87,CO-08
DE-SEN,senate,DE,224782,132761,0,0,357543,25.74,14.84,DE-01
FL-SEN,senate,FL,103099,191223,1479,0,295802,-29.94,-37.53,FL-01
FL-SEN,senate,FL,130016,157782,1446,0,289244,-9.65,-18.33,FL-02
FL-SEN,senate,FL,121851,157124,1402,0,280377,-12.64,-21.29,FL-03
FL-SEN,senate,FL,133427,144475,1396,0,279299,-3.98,-11.92,FL-04
FL-SEN,senate,FL,131615,174011,1536,0,307161,-13.87,-21.75,FL-05
FL-SEN,senate,FL,120686,187858,1550,0,310094,-21.77,-30.31,FL-06
FL-SEN,senate,FL,143181,155239,1500,0,299920,-4.04,-12.58,FL-07
FL-SEN,senate,FL,138256,163069,1514,0,302839,-8.23,-16.36,FL-08
FL-SEN,senate,FL,120487,140979,1314,0,262780,-7.84,-17.92,FL-09
FL-SEN,senate,FL,139539,69268,1049,0,209856,33.65,24.25,FL-10
FL-SEN,senate,FL,145072,168744,1577,0,315393,-7.54,-15.82,FL-11
FL-SEN,senate,FL,125893,142161,1347,0,269401,-6.07,-15.56,FL-12
FL-SEN,senate,FL,134954,149812,1431,0,286196,-5.22,-13.45,FL-13
FL-SEN,senate,FL,132946,138148,1362,0,272456,-1.92,-10.61,FL-14
FL-SEN,senate,FL,124399,154368,1401,0,280168,-10.75,-20.1,FL-15
FL-SEN,senate,FL,143692,158197,1517,0,303406,-4.8,-13.83,FL-16
FL-SEN,senate,FL,136907,178870,1587,0,317364,-13.29,-22.22,FL-17
FL-SEN,senate,FL,118769,140469,1303,0,260541,-8.37,-17.12,FL-18
FL-SEN,senate,FL,115899,179547,1485,0,296931,-21.54,-30.41,FL-19
FL-SEN,senate,FL,167589,59796,1143,0,228529,47.41,37.33,FL-20
FL-SEN,senate,FL,145377,169330,1581,0,316288,-7.61,-16.36,FL-21
FL-SEN,senate,FL,135016,135007,1357,0,271380,0.0,-10.64,FL-22
FL-SEN,senate,FL,147350,89438,1190,0,237978,24.46,13.94,FL-23
FL-SEN,senate,FL,147365,47246,978,0,195589,51.45,38.93,FL-24
FL-SEN,senate,FL,133967,129098,1322,0,264387,1.85,-9.21,FL-25
FL-SEN,senate,FL,107537,120203,1144,0,228885,-5.56,-18.49,FL-26
FL-SEN,senate,FL,114627,120947,1184,0,236758,-2.68,-14.63,FL-27
FL-SEN,senate,FL,102943,131683,1179,0,235805,-12.25,-25.67,FL-28
GA-SEN,senate,GA,125964,128654,0,0,254618,-1.06,-15.92,GA-01
GA-SEN,senate,GA,137310,86174,0,0,223484,22.88,7.76,GA-02
GA-SEN,senate,GA,123106,169820,0,0,292926,-15.95,-29.87,GA-03
GA-SEN,senate,GA,182373,33619,0,0,215992,68.87,53.1,GA-04
GA-SEN,senate,GA,230430,15761,0,0,246191,87.2,72.3,GA-05
GA-SEN,senate,GA,215731,46800,0,0,262531,64.35,50.34,GA-06
GA-SEN,senate,GA,139202,163264,0,0,302467,-7.96,-22.29,GA-07
GA-SEN,senate,GA,101818,139985,0,0,241802,-15.78,-30.77,GA-08
GA-SEN,senate,GA,112325,168768,0,0,281093,-20.08,-34.32,GA-09
GA-SEN,senate,GA,134782,155068,0,0,289850,-7.0,-20.89,GA-10
GA-SEN,senate,GA,133366,161168,0,0,294534,-9.44,-23.49,GA-11
GA-SEN,senate,GA,123338,120724,0,0,244063,1.07,-14.2,GA-12
GA-SEN,senate,GA,199248,56184,0,0,255433,56.01,42.68,GA-13
GA-SEN,senate,GA,103448,166614,0,0,270061,-23.39,-37.04,GA-14
IA-SEN,senate,IA,155794,139948,1486,0,297228,5.36,-8.58,IA-01
IA-SEN,senate,IA,152290,141132,1474,0,294897,3.8,-10.13,IA-02
IA-SEN,senate,IA,160816,134569,1484,0,296870,8.89,-4.47,IA-03
IA-SEN,senate,IA,112134,161947,1377,0,275458,-18.17,-31.9,IA-04
ID-SEN,senate,ID,0,211635,111443,14834,337912,-31.01,-46.07,ID-01
ID-SEN,senate,ID,0,160099,122554,12979,295632,-13.28,-27.55,ID-02
IL-SEN,senate,IL,162923,61459,6654,0,231036,45.22,32.29,IL-01
IL-SEN,senate,IL,147770,55634,6032,0,209436,45.3,33.56,IL-02
IL-SEN,senate,IL,131897,50543,5410,0,187850,44.59,31.87,IL-03
IL-SEN,senate,IL,104876,41190,4331,0,150397,43.6,28.76,IL-04
IL-SEN,senate,IL,189659,66521,7597,0,263776,48.07,37.54,IL-05
IL-SEN,senate,IL,148385,106108,7547,0,262040,16.61,5.7,IL-06
IL-SEN,senate,IL,169528,20690,5641,0,195859,78.25,66.15,IL-07
IL-SEN,senate,IL,125885,85672,6274,0,217831,19.01,7.03,IL-08
IL-SEN,senate,IL,177135,61922,7089,0,246146,48.19,36.99,IL-09
IL-SEN,senate,IL,150727,76056,6725,0,233508,32.93,22.33,IL-10
IL-SEN,senate,IL,151770,97097,7380,0,256247,21.97,11.53,IL-11
IL-SEN,senate,IL,83474,170880,7543,0,261897,-34.36,-44.12,IL-12
IL-SEN,senate,IL,137562,91043,6779,0,235385,20.35,10.59,IL-13
IL-SEN,senate,IL,134117,96271,6832,0,237221,16.43,5.28,IL-14
IL-SEN,senate,IL,90270,169903,7715,0,267888,-30.61,-40.46,IL-15
IL-SEN,senate,IL,115578,151229,7912,0,274719,-13.36,-23.08,IL-16
IL-SEN,senate,IL,125068,91994,6437,0,223499,15.24,4.78,IL-17
KS-SEN,senate,KS,83466,126033,7846,0,217345,-20.32,-31.88,KS-01
KS-SEN,senate,KS,95746,112050,7782,0,215579,-7.85,-20.04,KS-02
KS-SEN,senate,KS,154413,113857,10047,0,278318,15.12,4.18,KS-03
KS-SEN,senate,KS,92231,117968,7872,0,218071,-12.24,-23.7,KS-04
KY-SEN,senate,KY,68026,167009,5016,0,240051,-42.11,-47.91,KY-01
KY-SEN,senate,KY,76860,163992,5141,0,245993,-36.18,-41.86,KY-02
KY-SEN,senate,KY,141860,86116,4868,0,232843,24.45,19.18,KY-03
KY-SEN,senate,KY,88630,168200,5482,0,262312,-30.98,-36.13,KY-04
KY-SEN,senate,KY,44772,172558,4638,0,221968,-58.8,-64.7,KY-05
KY-SEN,senate,KY,109743,134055,5205,0,249002,-9.97,-15.29,KY-06
LA-SEN,senate,LA,82578,170104,0,0,252682,-34.64,-38.98,LA-01
LA-SEN,senate,LA,169453,49715,0,0,219168,54.63,48.62,LA-02
LA-SEN,senate,LA,81909,155150,0,0,237059,-30.9,-36.66,LA-03
LA-SEN,senate,LA,79857,143854,0,0,223712,-28.61,-34.59,LA-04
LA-SEN,senate,LA,80598,144022,0,0,224620,-28.24,-34.4,LA-05
LA-SEN,senate,LA,89626,158015,0,0,247641,-27.62,-32.25,LA-06
MA-SEN,senate,MA,153082,99514,5144,8795,266535,21.21,13.92,MA-01
MA-SEN,senate,MA,167452,87890,5200,8891,269433,31.16,24.29,MA-02
MA-SEN,senate,MA,150648,87252,4845,8284,251029,26.65,19.37,MA-03
MA-SEN,senate,MA,171889,97910,5494,9394,284687,27.42,20.07,MA-04
MA-SEN,senate,MA,189811,58600,5060,8651,262122,52.82,46.31,MA-05
MA-SEN,senate,MA,183759,104068,5861,10022,303711,27.69,21.09,MA-06
MA-SEN,senate,MA,161115,25270,3797,6492,196674,72.88,65.14,MA-07
MA-SEN,senate,MA,175313,85693,5315,9089,275410,34.34,27.06,MA-08
MA-SEN,senate,MA,179597,125533,6213,10624,321967,17.72,10.93,MA-09
ME-SEN,senate,ME,177538,128026,0,0,305565,16.2,22.33,ME-01
ME-SEN,senate,ME,117549,158849,0,0,276397,-14.94,-9.72,ME-02
MI-SEN,senate,MI,142705,187663,1699,7849,339916,-13.61,-21.52,MI-01
MI-SEN,senate,MI,116724,183591,1544,7134,308994,-22.27,-30.53,MI-02
MI-SEN,senate,MI,167893,123121,1497,6918,299430,15.38,7.95,MI-03
MI-SEN,senate,MI,150774,144207,1517,7011,303509,2.23,-5.61,MI-04
MI-SEN,senate,MI,116341,170836,1477,6822,295476,-18.98,-27.41,MI-05
MI-SEN,senate,MI,209418,107352,1630,7532,325933,32.22,23.92,MI-06
MI-SEN,senate,MI,167870,146528,1617,7473,323488,6.79,-1.3,MI-07
MI-SEN,senate,MI,157407,137303,1516,7005,303230,6.82,-2.01,MI-08
MI-SEN,senate,MI,125106,206363,1704,7874,341047,-24.51,-32.77,MI-09
MI-SEN,senate,MI,152014,145062,1528,7060,305665,2.34,-6.63,MI-10
MI-SEN,senate,MI,195500,117734,1612,7447,322293,24.83,16.42,MI-11
MI-SEN,senate,MI,191487,63561,1313,6067,262428,50.16,39.94,MI-12
MI-SEN,senate,MI,172127,54178,1165,5383,232853,52.12,41.92,MI-13
MN-SEN,senate,MN,124277,143326,5154,0,272757,-7.12,-12.23,MN-01
MN-SEN,senate,MN,161653,130951,5637,0,298241,10.49,5.93,MN-02
MN-SEN,senate,MN,183677,108401,5628,0,297706,25.77,21.7,MN-03
MN-SEN,senate,MN,184151,76176,5017,0,265344,41.48,36.44,MN-04
MN-SEN,senate,MN,213384,40092,4886,0,258362,68.37,63.55,MN-05
MN-SEN,senate,MN,125524,170983,5710,0,302217,-15.33,-20.1,MN-06
MN-SEN,senate,MN,94199,181315,5305,0,280819,-31.62,-37.07,MN-07
MN-SEN,senate,MN,134772,161812,5712,0,302297,-9.12,-14.54,MN-08
MS-SEN,senate,MS,80719,138083,8030,0,226832,-26.22,-37.53,MS-01
MS-SEN,senate,MS,127838,65602,7099,0,200538,32.17,20.58,MS-02
MS-SEN,senate,MS,89187,129318,8019,0,226524,-18.37,-29.46,MS-03
MS-SEN,senate,MS,67430,130998,7282,0,205710,-32.04,-43.01,MS-04
MT-SEN,senate,MT,49247,106608,61356,8252,225463,-26.94,-11.93,MT-01
MT-SEN,senate,MT,30065,105846,53504,7196,196611,-32.85,-30.5,MT-02
NC-SEN,senate,NC,143680,140959,1692,5456,291788,0.96,-11.71,NC-01
NC-SEN,senate,NC,205370,76459,1676,5404,288909,45.74,34.4,NC-02
NC-SEN,senate,NC,116889,119464,1405,4530,242288,-1.09,-13.77,NC-03
NC-SEN,senate,NC,234794,63468,1774,5720,305755,57.44,46.03,NC-04
NC-SEN,senate,NC,131009,147739,1657,5343,285748,-6.0,-17.98,NC-05
NC-SEN,senate,NC,125585,141840,1590,5126,274140,-6.08,-17.32,NC-06
NC-SEN,senate,NC,148180,154582,1800,5803,310365,-2.11,-14.0,NC-07
NC-SEN,senate,NC,128469,151312,1663,5363,286807,-8.16,-19.62,NC-08
NC-SEN,senate,NC,124802,136475,1553,5008,267838,-4.47,-16.04,NC-09
NC-SEN,senate,NC,133310,151173,1691,5453,291627,-6.28,-17.88,NC-10
NC-SEN,senate,NC,152001,149306,1791,5776,308874,0.89,-9.61,NC-11
NC-SEN,senate,NC,193175,49546,1444,4655,248819,59.17,47.04,NC-12
NC-SEN,senate,NC,136952,153819,1729,5573,298073,-5.8,-16.67,NC-13
NC-SEN,senate,NC,133248,146172,1661,5356,286437,-4.63,-15.21,NC-14
NE-SEN,senate,NE,0,103833,114458,4865,223156,4.87,-13.29,NE-01
NE-SEN,senate,NE,0,83551,132976,4826,221353,22.83,4.75,NE-02
NE-SEN,senate,NE,0,145370,68368,4763,218502,-36.03,-54.42,NE-03
NH-SEN,senate,NH,155226,133061,1449,0,289737,7.69,2.02,NH-01
NH-SEN,senate,NH,157551,129603,1443,0,288596,9.73,3.62,NH-02
NJ-SEN,senate,NJ,164031,83774,5419,0,253225,32.39,18.79,NJ-01
NJ-SEN,senate,NJ,131483,128803,5692,0,265978,1.03,-12.9,NJ-02
NJ-SEN,senate,NJ,161467,104162,5809,0,271438,21.57,8.25,NJ-03
NJ-SEN,senate,NJ,115920,163567,6111,0,285599,-17.05,-30.73,NJ-04
NJ-SEN,senate,NJ,155212,112389,5852,0,273454,16.0,1.42,NJ-05
NJ-SEN,senate,NJ,127691,81763,4580,0,214034,21.93,6.44,NJ-06
NJ-SEN,senate,NJ,167955,133659,6595,0,308210,11.37,-1.32,NJ-07
NJ-SEN,senate,NJ,107400,42789,3285,0,153473,43.02,24.99,NJ-08
NJ-SEN,senate,NJ,111658,79866,4188,0,195713,16.6,-1.01,NJ-09
NJ-SEN,senate,NJ,148563,29633,3897,0,182094,66.74,51.45,NJ-10
NJ-SEN,senate,NJ,169831,107681,6069,0,283580,22.4,8.58,NJ-11
NJ-SEN,senate,NJ,154440,67593,4856,0,226889,39.11,24.58,NJ-12
NM-SEN,senate,NM,157148,90531,0,0,247678,26.9,13.03,NM-01
NM-SEN,senate,NM,108372,81606,0,0,189979,14.09,-1.78,NM-02
NM-SEN,senate,NM,125849,82871,0,0,208720,20.59,5.27,NM-03
OH-SEN,senate,OH,149287,121164,3225,4365,278042,10.4,-2.62,OH-01
OH-SEN,senate,OH,90576,165286,3051,4130,263043,-29.2,-42.48,OH-02
OH-SEN,senate,OH,187573,56216,2907,3935,250632,53.88,40.65,OH-03
OH-SEN,senate,OH,94435,175230,3216,4352,277234,-29.96,-43.02,OH-04
OH-SEN,senate,OH,117858,145920,3146,4258,271182,-10.64,-23.96,OH-05
OH-SEN,senate,OH,99115,152380,2999,4059,258553,-21.18,-35.31,OH-06
OH-SEN,senate,OH,147136,142517,3454,4675,297782,1.59,-11.16,OH-07
OH-SEN,senate,OH,132209,141506,3264,4418,281397,-3.4,-15.77,OH-08
OH-SEN,senate,OH,133529,125741,3092,4185,266546,3.0,-10.68,OH-09
OH-SEN,senate,OH,135448,122547,3077,4164,265236,5.0,-7.87,OH-10
OH-SEN,senate,OH,184467,33829,2603,3523,224423,69.01,55.41,OH-11
OH-SEN,senate,OH,114831,164236,3328,4504,286899,-17.7,-30.35,OH-12
OH-SEN,senate,OH,154784,110798,3167,4287,273035,16.56,3.33,OH-13
OH-SEN,senate,OH,130718,150581,3355,4540,289194,-7.06,-20.53,OH-14
OH-SEN,senate,OH,126257,119169,2927,3961,252314,2.89,-10.11,OH-15
OK-SEN,senate,OK,83304,122542,8818,5776,220439,-19.06,-21.99,OK-01
OK-SEN,senate,OK,50746,162121,9118,5972,227957,-52.32,-56.51,OK-02
OK-SEN,senate,OK,52259,130402,7824,5125,195610,-42.78,-46.7,OK-03
OK-SEN,senate,OK,71558,133174,8770,5744,219246,-30.1,-33.62,OK-04
OK-SEN,senate,OK,92663,124883,9319,6104,232970,-14.81,-17.31,OK-05
OR-SEN,senate,OR,172732,60919,12067,12067,257784,47.85,39.12,OR-01
OR-SEN,senate,OR,94607,138725,12043,12043,257418,-18.91,-27.88,OR-02
OR-SEN,senate,OR,174675,48573,11530,11530,246307,56.49,47.61,OR-03
OR-SEN,senate,OR,150031,98018,12807,12807,273663,20.97,12.45,OR-04
OR-SEN,senate,OR,154159,109151,13595,13595,290500,17.09,8.78,OR-05
OR-SEN,senate,OR,134305,88763,11517,11517,246103,20.42,11.77,OR-06
RI-SEN,senate,RI,107909,52264,5209,0,165383,34.74,22.72,RI-01
RI-SEN,senate,RI,111493,76363,6110,0,193965,18.7,6.87,RI-02
SC-SEN,senate,SC,135751,136497,3257,5250,280756,-0.27,-13.28,SC-01
SC-SEN,senate,SC,122338,125907,2970,4787,256002,-1.44,-14.13,SC-02
SC-SEN,senate,SC,84817,157244,2896,4668,249624,-29.92,-43.62,SC-03
SC-SEN,senate,SC,107262,133139,2876,4636,247913,-10.76,-23.95,SC-04
SC-SEN,senate,SC,114247,138912,3028,4882,261069,-9.74,-23.1,SC-05
SC-SEN,senate,SC,146486,65890,2541,4096,219012,37.95,23.19,SC-06
SC-SEN,senate,SC,114473,146690,3124,5036,269323,-12.34,-26.62,SC-07
SD-SEN,senate,SD,0,175347,123126,0,298473,-17.5,-29.89,SD-01
TN-SEN,senate,TN,50345,179879,13605,0,243829,-56.26,-58.44,TN-01
TN-SEN,senate,TN,82297,160136,14327,0,256760,-32.11,-34.33,TN-02
TN-SEN,senate,TN,79316,160738,14187,0,254240,-33.92,-36.2,TN-03
TN-SEN,senate,TN,79684,121784,11906,0,213374,-20.9,-24.28,TN-04
TN-SEN,senate,TN,84154,123257,12258,0,219669,-18.85,-23.23,TN-05
TN-SEN,senate,TN,91130,148352,14153,0,253635,-23.89,-26.85,TN-06
TN-SEN,senate,TN,95054,143657,14107,0,252818,-20.36,-22.78,TN-07
TN-SEN,senate,TN,86960,125528,12558,0,225045,-18.15,-20.49,TN-08
TN-SEN,senate,TN,88316,124495,12577,0,225389,-17.0,-21.48,TN-09
TX-SEN,senate,TX,74038,151920,2052,0,228010,-34.47,-49.9,TX-01
TX-SEN,senate,TX,105989,127676,2122,0,235787,-9.28,-23.14,TX-02
TX-SEN,senate,TX,116894,140141,2334,0,259369,-9.04,-23.94,TX-03
TX-SEN,senate,TX,114911,140221,2317,0,257449,-9.92,-25.15,TX-04
TX-SEN,senate,TX,94866,108652,1848,0,205366,-6.77,-21.85,TX-05
TX-SEN,senate,TX,98192,117042,1955,0,217189,-8.76,-23.19,TX-06
TX-SEN,senate,TX,123901,52543,1603,0,178046,40.44,24.06,TX-07
TX-SEN,senate,TX,94753,119784,1948,0,216485,-11.67,-28.17,TX-08
TX-SEN,senate,TX,67210,70593,1251,0,139055,-2.46,-19.99,TX-09
TX-SEN,senate,TX,113546,131246,2223,0,247015,-7.23,-22.94,TX-10
TX-SEN,senate,TX,81632,122093,1850,0,205575,-19.86,-34.72,TX-11
TX-SEN,senate,TX,99288,118621,1979,0,219888,-8.87,-24.18,TX-12
TX-SEN,senate,TX,71236,139732,1916,0,212884,-32.47,-46.63,TX-13
TX-SEN,senate,TX,104890,127966,2115,0,234971,-9.91,-24.58,TX-14
TX-SEN,senate,TX,80103,77755,1434,0,159292,1.49,-17.93,TX-15
TX-SEN,senate,TX,108666,50591,1447,0,160704,36.47,16.64,TX-16
TX-SEN,senate,TX,103858,118584,2020,0,224462,-6.62,-21.87,TX-17
TX-SEN,senate,TX,145554,23154,1533,0,170241,72.55,55.7,TX-18
TX-SEN,senate,TX,61853,134026,1779,0,197658,-36.85,-52.16,TX-19
TX-SEN,senate,TX,115061,42238,1429,0,158728,46.3,28.88,TX-20
TX-SEN,senate,TX,133509,154153,2612,0,290274,-7.18,-22.08,TX-21
TX-SEN,senate,TX,107187,125240,2111,0,234538,-7.77,-22.67,TX-22
TX-SEN,senate,TX,112335,109462,2014,0,223812,1.3,-14.92,TX-23
TX-SEN,senate,TX,126825,132087,2351,0,261264,-2.03,-16.32,TX-24
TX-SEN,senate,TX,98471,116367,1951,0,216788,-8.33,-24.36,TX-25
TX-SEN,senate,TX,121609,147079,2440,0,271128,-9.48,-24.16,TX-26
TX-SEN,senate,TX,105150,120213,2047,0,227410,-6.68,-21.42,TX-27
TX-SEN,senate,TX,76590,61440,1254,0,139283,10.98,-10.45,TX-28
TX-SEN,senate,TX,93023,32003,1136,0,126161,48.81,30.83,TX-29
TX-SEN,senate,TX,138866,29907,1533,0,170307,64.56,47.82,TX-30
TX-SEN,senate,TX,112291,130912,2209,0,245411,-7.66,-22.2,TX-31
TX-SEN,senate,TX,109810,115281,2044,0,227135,-2.43,-18.11,TX-32
TX-SEN,senate,TX,109087,35676,1315,0,146078,50.71,33.35,TX-33
TX-SEN,senate,TX,90249,76648,1516,0,168412,8.15,-10.2,TX-34
TX-SEN,senate,TX,110583,98776,1901,0,211260,5.64,-10.56,TX-35
TX-SEN,senate,TX,97853,118459,1964,0,218277,-9.53,-25.33,TX-36
TX-SEN,senate,TX,197288,30462,2069,0,229819,73.25,57.62,TX-37
TX-SEN,senate,TX,114357,131052,2229,0,247638,-6.8,-21.13,TX-38
VA-SEN,senate,VA,181086,159575,0,0,340661,6.31,-4.98,VA-01
VA-SEN,senate,VA,162408,127312,0,0,289720,12.11,-0.2,VA-02
VA-SEN,senate,VA,166451,58353,0,0,224804,48.09,35.04,VA-03
VA-SEN,senate,VA,196043,72412,0,0,268455,46.05,33.16,VA-04
VA-SEN,senate,VA,156584,154502,0,0,311086,0.67,-12.4,VA-05
VA-SEN,senate,VA,126634,161161,0,0,287794,-12.0,-24.46,VA-06
VA-SEN,senate,VA,163839,118902,0,0,282741,15.89,2.91,VA-07
VA-SEN,senate,VA,224855,48183,0,0,273038,64.71,50.93,VA-08
VA-SEN,senate,VA,97806,188407,0,0,286213,-31.66,-44.43,VA-09
VA-SEN,senate,VA,180418,113914,0,0,294333,22.59,8.58,VA-10
VA-SEN,senate,VA,218446,75011,0,0,293457,48.88,35.26,VA-11
WV-SEN,senate,WV,71533,177884,5845,0,255263,-42.64,-45.2,WV-01
WV-SEN,senate,WV,84063,187972,6376,0,278410,-38.2,-40.38,WV-02
WY-SEN,senate,WY,54815,133518,0,0,188333,-41.79,-46.96,WY-01
