county_fips,state,county_margin_2024,lean,trump_approve,trump_disapprove,trump_net,demo_approval_adj,vap_tot,white_pct,black_pct,hisp_pct,asian_pct,native_pct,pacific_pct
18147,IN,-44.15,-42.39,58.3,38.5,19.7,2.3,15448,93.9,0.7,2.6,0.4,0.3,0.0
18149,IN,-52.81,-51.05,61.9,34.9,27.0,2.2,18150,92.7,0.3,3.2,0.2,0.3,0.0
18151,IN,-42.83,-41.07,57.7,39.2,18.5,2.2,27504,92.6,0.7,3.2,0.6,0.2,0.0
18153,IN,-53.59,-51.83,62.4,34.4,28.0,2.6,16588,90.3,5.1,1.4,0.2,0.2,0.0
18155,IN,-58.35,-56.59,64.4,32.4,32.0,2.5,7347,95.4,0.2,0.9,0.3,0.3,0.0
18157,IN,-0.15,1.61,38.9,57.9,-19.0,0.9,147010,72.9,5.0,8.4,8.1,0.2,0.0
18159,IN,-51.7,-49.94,61.5,35.3,26.2,2.3,12072,94.7,0.3,2.3,0.3,0.1,0.0
18161,IN,-56.77,-55.01,63.7,33.1,30.7,2.5,5487,96.1,0.3,0.9,0.5,0.2,0.0
18163,IN,-12.82,-11.06,45.0,51.8,-6.9,2.3,141188,82.7,9.0,2.8,1.4,0.2,0.3
18165,IN,-45.71,-43.94,59.0,37.8,21.3,2.5,12148,95.6,0.2,0.9,0.3,0.2,0.1
18167,IN,-18.46,-16.7,47.3,49.5,-2.1,2.3,84465,84.1,7.0,2.7,2.0,0.3,0.0
18169,IN,-51.53,-49.76,61.4,35.4,26.0,2.3,24287,93.8,0.4,2.3,0.5,0.4,0.0
18171,IN,-58.19,-56.43,64.3,32.5,31.8,2.4,6524,95.8,0.1,1.8,0.3,0.1,0.0
18173,IN,-30.78,-29.02,52.6,44.2,8.4,2.3,48428,91.3,1.6,1.7,2.4,0.2,0.0
18175,IN,-55.85,-54.08,63.3,33.5,29.9,2.5,21658,95.4,0.3,1.1,0.3,0.2,0.0
18177,IN,-33.0,-31.24,53.5,43.3,10.2,2.3,51683,87.3,4.6,2.9,1.1,0.2,0.0
18179,IN,-58.86,-57.1,64.5,32.3,32.2,2.2,21349,93.5,0.6,3.0,0.4,0.2,0.0
18181,IN,-46.03,-44.27,58.7,38.1,20.6,1.6,18989,88.7,0.4,7.6,0.4,0.2,0.0
18183,IN,-50.85,-49.09,61.2,35.7,25.5,2.4,26370,94.2,0.4,2.0,0.5,0.2,0.0
19001,IA,-45.73,-43.97,59.0,37.8,21.2,2.5,5834,95.6,0.6,1.4,0.3,0.2,0.0
19003,IA,-44.96,-43.2,58.7,38.1,20.7,2.5,2891,95.9,0.3,0.7,0.4,0.4,0.0
19005,IA,-34.79,-33.02,54.0,42.8,11.2,1.7,10782,90.9,0.8,6.5,0.3,0.1,0.0
19007,IA,-47.23,-45.47,59.6,37.2,22.5,2.4,9608,94.9,0.5,1.5,0.6,0.1,0.0
19009,IA,-39.07,-37.31,56.2,40.6,15.6,2.5,4437,97.0,0.2,1.1,0.1,0.1,0.0
19011,IA,-33.66,-31.9,53.9,42.9,11.0,2.5,19458,95.5,0.4,1.3,0.3,0.1,0.0
19013,IA,1.18,2.94,38.9,57.9,-19.0,2.1,102527,80.9,9.2,3.9,2.4,0.2,0.5
19015,IA,-21.89,-20.13,48.9,48.0,0.9,2.4,20533,94.3,0.7,1.9,0.4,0.2,0.0
19017,IA,-22.46,-20.7,49.1,47.7,1.4,2.4,19135,94.5,1.0,1.7,0.9,0.1,0.0
19019,IA,-28.65,-26.89,51.8,45.0,6.7,2.5,15150,95.8,0.4,1.3,0.3,0.1,0.0
19021,IA,-33.67,-31.91,51.9,44.9,7.0,-1.5,15327,60.3,2.4,24.8,8.3,0.1,2.4
19023,IA,-45.91,-44.15,59.1,37.7,21.5,2.5,11127,96.8,0.2,1.0,0.2,0.1,0.0
19025,IA,-47.26,-45.5,59.7,37.2,22.5,2.4,7806,94.0,1.8,1.9,0.2,0.3,0.1
19027,IA,-42.5,-40.74,57.6,39.2,18.4,2.3,15779,94.7,1.0,2.4,0.4,0.1,0.0
19029,IA,-41.36,-39.6,57.1,39.7,17.5,2.4,10235,95.2,0.3,1.7,0.2,0.2,0.4
19031,IA,-22.12,-20.36,48.9,47.9,1.1,2.4,14283,94.7,0.3,2.0,0.4,0.2,0.0
19033,IA,-11.83,-10.07,44.4,52.4,-8.0,2.0,34430,90.0,1.6,4.2,1.3,0.2,0.3
19035,IA,-46.38,-44.62,59.2,37.7,21.5,2.2,9132,93.6,0.7,3.4,0.4,0.1,0.1
19037,IA,-37.62,-35.86,55.4,41.4,14.1,2.2,9183,94.5,0.4,3.3,0.3,0.0,0.0
19039,IA,-42.57,-40.8,56.8,40.0,16.8,0.8,7332,83.4,0.4,13.0,0.9,0.1,0.3
19041,IA,-43.74,-41.97,58.0,38.8,19.3,2.2,12704,93.4,0.6,3.2,0.7,0.2,0.0
19043,IA,-34.92,-33.16,54.4,42.4,12.1,2.5,13339,95.8,0.6,1.3,0.3,0.2,0.0
19045,IA,-19.17,-17.41,47.7,49.1,-1.5,2.3,35887,91.1,2.6,2.4,0.6,0.2,0.0
19047,IA,-43.93,-42.17,56.7,40.2,16.5,-0.8,12099,71.0,2.1,23.5,1.8,0.2,0.0
19049,IA,-4.81,-3.05,41.2,55.6,-14.4,1.6,72050,84.5,2.3,5.6,4.9,0.1,0.0
19051,IA,-55.03,-53.27,63.0,33.8,29.1,2.4,6384,96.1,0.1,1.5,0.2,0.2,0.0
19053,IA,-47.82,-46.06,59.8,37.0,22.8,2.2,5873,92.0,1.3,2.8,0.6,0.3,0.4
19055,IA,-40.21,-38.45,56.7,40.1,16.6,2.5,13359,96.5,0.5,1.2,0.2,0.1,0.0
19057,IA,-15.27,-13.5,46.0,50.8,-4.8,2.3,30442,87.5,5.4,2.5,1.0,0.2,0.0
19059,IA,-40.44,-38.68,56.8,40.1,16.7,2.4,14332,95.7,0.3,1.6,0.5,0.1,0.0
19061,IA,-8.7,-6.94,43.2,53.6,-10.4,2.3,76916,90.2,3.4,2.5,1.1,0.1,0.6
19063,IA,-44.48,-42.72,58.1,38.7,19.4,1.6,7330,89.4,0.9,7.1,0.4,0.3,0.0
19065,IA,-30.97,-29.2,52.7,44.1,8.6,2.4,15310,94.0,1.0,2.1,0.4,0.2,0.0
19067,IA,-26.07,-24.31,50.5,46.3,4.3,2.2,11969,91.5,1.9,2.7,1.9,0.1,0.0
19069,IA,-42.25,-40.49,56.7,40.1,16.7,0.9,7668,84.7,0.2,12.5,0.4,0.1,0.0
19071,IA,-45.21,-43.44,58.7,38.1,20.6,2.3,5121,94.1,0.1,2.5,0.1,0.4,0.1
19073,IA,-33.4,-31.64,53.7,43.1,10.6,2.3,6818,94.8,0.1,2.3,0.4,0.2,0.0
19075,IA,-42.45,-40.69,57.7,39.1,18.5,2.5,9393,96.5,0.2,0.9,0.3,0.1,0.0
19077,IA,-38.5,-36.74,55.9,40.9,15.0,2.4,8232,95.1,0.2,2.0,0.4,0.2,0.2
19079,IA,-33.69,-31.93,53.4,43.4,10.0,1.5,11564,87.7,0.5,7.5,1.8,0.2,0.0
19081,IA,-48.01,-46.25,59.8,37.0,22.8,2.1,8405,92.8,0.5,4.2,0.2,0.2,0.0
19083,IA,-38.8,-37.04,55.9,40.9,15.0,2.1,13066,92.5,0.6,3.9,0.5,0.2,0.0
19085,IA,-42.52,-40.76,57.7,39.2,18.5,2.5,11168,95.8,0.2,1.4,0.3,0.1,0.0
19087,IA,-36.51,-34.74,54.8,42.0,12.9,1.9,16167,87.9,2.6,4.3,2.2,0.3,0.0
19089,IA,-32.2,-30.44,53.2,43.6,9.6,2.3,7093,95.2,0.2,2.1,0.3,0.3,0.1
19091,IA,-50.62,-48.86,61.0,35.8,25.1,2.2,7266,93.9,0.4,3.2,0.2,0.1,0.0
19093,IA,-54.07,-52.31,62.5,34.3,28.1,2.2,5399,94.8,0.4,2.9,0.3,0.0,0.1
19095,IA,-28.18,-26.42,51.5,45.3,6.2,2.3,12763,94.3,0.6,2.2,0.6,0.2,0.0
19097,IA,-32.96,-31.2,53.6,43.2,10.4,2.5,15254,95.4,0.5,1.0,0.2,0.1,0.9
19099,IA,-28.02,-26.26,51.4,45.4,6.1,2.3,29446,92.5,1.7,2.3,0.6,0.3,0.1
19101,IA,-6.94,-5.18,42.3,54.5,-12.2,2.0,12724,87.0,2.8,3.2,3.2,0.2,0.0
19103,IA,38.57,40.33,22.7,74.1,-51.3,1.5,122084,77.8,6.7,5.9,5.9,0.1,0.0
19105,IA,-26.74,-24.98,50.9,45.9,5.0,2.4,16239,92.9,2.3,2.1,0.3,0.3,0.0
19107,IA,-52.08,-50.32,61.7,35.1,26.6,2.4,7654,95.5,0.3,1.7,0.1,0.1,0.0
19109,IA,-44.74,-42.98,58.5,38.3,20.1,2.2,11653,94.2,0.4,3.2,0.5,0.1,0.0
19111,IA,-28.42,-26.66,51.6,45.2,6.4,2.3,26398,90.5,2.9,2.8,0.4,0.2,0.0
19113,IA,10.05,11.81,35.2,61.6,-26.5,2.2,176911,84.8,6.0,3.2,2.3,0.2,0.2
19115,IA,-41.55,-39.79,56.3,40.5,15.8,0.6,8372,80.9,0.7,13.6,2.1,0.1,0.0
19117,IA,-48.83,-47.07,60.3,36.5,23.8,2.4,6614,95.1,0.2,2.1,0.2,0.1,0.0
19119,IA,-70.44,-68.68,69.4,27.4,42.0,2.2,8487,95.0,0.2,2.8,0.3,0.2,0.4
19121,IA,-39.06,-37.3,56.2,40.6,15.5,2.4,12321,94.8,0.3,1.6,0.5,0.1,0.0
19123,IA,-52.11,-50.35,61.7,35.1,26.6,2.4,16825,92.5,1.7,1.8,1.2,0.2,0.1
19125,IA,-38.3,-36.54,55.8,41.0,14.8,2.4,25620,93.7,0.6,1.7,1.2,0.2,0.0
19127,IA,-15.82,-14.06,45.0,51.8,-6.8,-0.1,30017,74.3,1.8,18.1,3.3,0.4,0.1
19129,IA,-39.56,-37.8,56.3,40.5,15.9,2.3,10925,93.6,0.4,2.2,0.3,0.2,0.1
19131,IA,-31.57,-29.81,53.0,43.8,9.2,2.5,8085,96.0,0.3,1.4,0.4,0.0,0.0
19133,IA,-45.87,-44.11,59.0,37.8,21.2,2.3,6822,93.5,0.2,2.2,0.4,1.3,0.0
19135,IA,-51.19,-49.43,61.4,35.4,25.9,2.5,5796,96.0,0.3,1.1,0.3,0.1,0.0
19137,IA,-39.61,-37.85,56.3,40.5,15.9,2.3,8062,94.2,0.3,2.5,0.2,0.2,0.0
19139,IA,-15.18,-13.42,45.1,51.7,-6.7,0.5,32767,79.5,2.1,15.0,0.9,0.1,0.0
19141,IA,-61.54,-59.78,65.5,31.3,34.1,1.9,10884,91.6,0.9,5.2,0.5,0.2,0.1
19143,IA,-65.07,-63.31,66.8,30.1,36.7,1.5,4782,88.5,0.4,8.1,0.4,0.3,0.5
19145,IA,-42.88,-41.12,57.7,39.1,18.7,2.3,12021,90.5,2.8,2.5,0.8,0.4,0.0
19147,IA,-45.54,-43.78,58.9,37.9,20.9,2.3,6971,94.7,0.5,2.4,0.3,0.2,0.0
19149,IA,-54.9,-53.14,62.7,34.1,28.5,2.0,19215,91.4,1.1,4.7,0.5,0.2,0.4
19151,IA,-54.81,-53.05,62.7,34.1,28.6,2.1,5473,92.2,0.7,3.8,0.3,0.2,0.2
19153,IA,11.03,12.79,34.3,62.5,-28.2,1.3,371655,77.6,6.2,8.0,4.7,0.2,0.1
19155,IA,-20.24,-18.48,47.8,49.0,-1.2,1.7,71810,87.0,1.8,6.5,0.9,0.4,0.1
19157,IA,-17.21,-15.45,46.8,50.0,-3.2,2.2,15037,91.9,1.8,2.5,1.3,0.3,0.1
19159,IA,-51.9,-50.14,61.7,35.1,26.5,2.5,3623,96.3,0.0,1.0,0.2,0.2,0.0
19161,IA,-52.16,-50.4,61.7,35.1,26.5,2.3,7614,94.8,0.4,2.7,0.3,0.1,0.0
19163,IA,-3.95,-2.19,40.9,55.9,-14.9,1.8,133731,80.7,7.0,5.7,2.7,0.2,0.0
19165,IA,-43.5,-41.74,58.0,38.8,19.1,2.3,9108,94.0,0.3,2.7,0.4,0.3,0.0
19167,IA,-71.88,-70.12,69.5,27.4,42.1,1.1,25861,86.9,0.3,10.9,0.6,0.2,0.0
19169,IA,10.53,12.29,34.7,62.1,-27.4,1.6,82031,82.0,2.8,4.8,5.7,0.2,0.0
19171,IA,-27.33,-25.57,50.6,46.2,4.4,1.2,12990,81.6,0.7,8.2,0.5,6.3,0.0
19173,IA,-56.28,-54.52,63.2,33.6,29.6,1.9,4516,91.7,0.0,5.4,0.3,0.3,0.0
19175,IA,-36.67,-34.91,55.1,41.7,13.3,2.3,9361,93.4,0.9,2.7,0.4,0.2,0.1
19177,IA,-56.33,-54.57,63.6,33.3,30.3,2.5,5485,96.1,0.3,1.0,0.4,0.1,0.0
19179,IA,-31.88,-30.12,52.5,44.3,8.2,1.2,26940,81.3,3.5,9.6,1.8,0.2,1.0
19181,IA,-21.04,-19.28,48.4,48.4,0.1,2.3,39080,92.9,0.8,2.5,0.7,0.2,0.0
19183,IA,-24.72,-22.96,49.8,47.0,2.8,1.9,17073,90.7,0.7,5.5,0.5,0.1,0.0
19185,IA,-58.1,-56.34,64.3,32.5,31.9,2.6,4792,96.6,0.1,0.6,0.4,0.2,0.0
19187,IA,-31.59,-29.83,52.8,44.0,8.8,2.1,29204,87.1,4.9,4.4,0.8,0.3,0.1
19189,IA,-31.15,-29.38,52.6,44.2,8.4,2.0,8473,90.5,1.9,4.4,1.0,0.1,0.0
19191,IA,-9.41,-7.65,43.5,53.3,-9.8,2.3,16206,94.1,0.6,2.4,0.9,0.1,0.1
19193,IA,-23.33,-21.57,48.5,48.4,0.1,0.4,78384,73.1,4.2,14.5,3.0,1.6,0.5
19195,IA,-28.58,-26.82,51.7,45.1,6.6,2.4,5760,94.8,0.6,2.0,0.3,0.1,0.0
19197,IA,-37.04,-35.28,54.5,42.4,12.1,0.7,9733,83.4,0.5,13.6,0.5,0.1,0.1
20001,KS,-47.2,-45.44,59.5,37.3,22.2,2.1,9789,89.6,1.6,3.3,0.6,1.0,0.0
20003,KS,-60.75,-58.99,65.4,31.4,33.9,2.4,5831,93.4,0.4,1.8,0.5,0.7,0.0
20005,KS,-38.1,-36.34,55.7,41.1,14.5,2.2,12749,87.1,4.7,3.4,0.6,0.5,0.0
20007,KS,-73.11,-71.35,70.6,26.3,44.3,2.2,3292,92.4,0.1,2.6,0.4,0.7,0.0
20009,KS,-57.61,-55.84,63.2,33.6,29.7,0.8,19337,81.8,1.1,13.0,0.4,0.4,0.0
20011,KS,-55.2,-53.44,63.0,33.8,29.2,2.4,10704,88.4,3.4,1.9,0.7,0.6,0.0
20013,KS,-48.93,-47.17,60.1,36.7,23.5,2.0,7159,83.7,1.1,2.7,0.3,7.6,0.1
20015,KS,-42.04,-40.28,57.2,39.6,17.6,1.9,50070,86.2,2.3,4.4,1.4,0.7,0.1
20017,KS,-51.6,-49.84,61.0,35.8,25.2,1.4,2045,87.1,0.9,8.6,0.4,0.1,0.0
20019,KS,-72.05,-70.29,69.9,26.9,43.1,1.9,2641,85.6,0.7,3.8,0.6,4.5,0.0
20021,KS,-53.94,-52.18,62.4,34.4,28.0,2.2,14861,86.1,0.4,2.0,0.3,3.7,0.1
20023,KS,-70.38,-68.62,69.1,27.7,41.4,1.6,2040,87.6,0.3,6.9,0.6,0.0,0.0
20025,KS,-74.1,-72.33,70.6,26.2,44.4,1.5,1517,87.6,0.1,7.7,0.9,0.9,0.1
20027,KS,-56.83,-55.07,63.7,33.1,30.6,2.3,6260,93.4,0.6,2.0,0.7,0.4,0.0
20029,KS,-61.51,-59.74,65.6,31.2,34.4,2.2,6995,91.8,1.5,3.1,0.4,0.4,0.1
20031,KS,-56.61,-54.85,63.6,33.2,30.4,2.3,6424,93.0,0.5,2.0,0.5,0.4,0.0
20033,KS,-69.66,-67.9,69.0,27.8,41.2,2.1,1293,92.5,0.2,4.2,0.0,0.2,0.1
20035,KS,-40.97,-39.21,56.4,40.4,15.9,1.2,26392,79.3,2.7,9.2,1.5,1.7,0.4
20037,KS,-25.74,-23.97,50.2,46.6,3.6,1.8,30158,84.6,2.2,5.4,1.3,0.8,0.4
20039,KS,-69.97,-68.21,69.3,27.5,41.7,2.4,2200,94.0,0.4,2.0,0.5,0.3,0.0
20041,KS,-55.81,-54.05,63.1,33.7,29.4,2.1,14099,91.3,0.6,3.8,0.5,0.5,0.1
20043,KS,-64.48,-62.72,66.9,29.9,37.1,2.3,5856,88.5,4.2,2.3,0.5,1.0,0.2
20045,KS,38.63,40.39,22.7,74.1,-51.5,1.5,96316,77.9,4.3,6.1,4.2,2.2,0.1
20047,KS,-66.06,-64.29,66.5,30.3,36.2,0.1,2262,78.8,0.6,17.7,0.0,0.7,0.0
20049,KS,-70.93,-69.17,69.6,27.2,42.5,2.3,1923,92.0,0.1,2.3,0.2,1.5,0.0
20051,KS,-47.02,-45.26,59.2,37.6,21.6,1.7,22952,88.2,1.1,6.3,0.9,0.2,0.0
20053,KS,-53.13,-51.37,61.9,34.9,27.0,1.9,5177,85.5,4.8,5.6,0.4,0.7,0.0
20055,KS,-35.32,-33.56,51.2,45.6,5.7,-4.3,27176,42.6,3.7,46.9,4.0,0.5,0.0
20057,KS,-39.06,-37.3,52.6,44.2,8.4,-4.7,23674,42.4,2.8,51.3,1.3,0.4,0.0
20059,KS,-40.94,-39.18,56.8,40.0,16.8,2.1,19927,89.2,1.3,3.8,0.4,0.8,0.0
20061,KS,-18.01,-16.25,46.3,50.5,-4.2,0.6,25963,56.8,17.0,14.0,3.8,0.6,1.2
20063,KS,-78.21,-76.45,72.7,24.1,48.7,2.3,2018,93.4,0.1,2.5,0.5,0.1,0.0
20065,KS,-66.8,-65.04,68.0,28.8,39.1,2.4,1908,91.5,2.5,1.8,0.4,0.4,0.0
20067,KS,-63.89,-62.13,63.5,33.3,30.1,-4.1,5156,49.4,0.2,46.8,0.2,0.8,0.1
20069,KS,-70.01,-68.25,68.6,28.3,40.3,0.9,4050,84.7,0.2,12.5,0.2,0.1,0.0
20071,KS,-74.36,-72.6,70.3,26.5,43.9,0.8,956,83.1,0.0,13.0,0.5,0.0,0.0
20073,KS,-61.9,-60.14,65.8,31.0,34.8,2.3,4729,91.5,0.5,2.3,0.5,0.7,0.0
20075,KS,-67.33,-65.57,65.6,31.3,34.3,-2.8,1792,58.4,0.4,38.4,0.3,0.5,0.0
20077,KS,-65.17,-63.4,66.9,29.9,37.0,1.7,4167,88.6,0.3,6.1,0.4,1.4,0.0
20079,KS,-21.46,-19.7,48.1,48.7,-0.6,1.2,25911,83.4,1.7,9.9,0.7,0.6,0.0
20081,KS,-65.09,-63.33,65.5,31.3,34.2,-1.1,2640,71.5,0.2,26.1,0.0,0.2,0.0
20083,KS,-71.46,-69.7,69.8,27.0,42.8,2.1,1295,93.1,0.5,3.4,0.8,0.3,0.0
20085,KS,-43.39,-41.63,57.7,39.1,18.6,1.8,9843,82.6,0.8,3.7,0.3,7.5,0.1
20087,KS,-37.68,-35.92,55.5,41.3,14.2,2.3,14077,91.5,0.6,2.4,0.2,0.7,0.2
20089,KS,-77.23,-75.47,72.4,24.4,48.0,2.5,2307,95.1,0.1,1.3,0.3,0.3,0.0
20091,KS,8.65,10.41,35.3,61.5,-26.2,1.3,461998,78.2,4.5,7.5,5.4,0.3,0.1
20093,KS,-69.86,-68.1,67.2,29.6,37.5,-1.7,2833,65.2,0.7,30.6,0.0,0.1,0.0
20095,KS,-61.11,-59.34,65.5,31.4,34.1,2.2,5794,92.7,0.3,2.7,0.4,0.4,0.1
20097,KS,-72.34,-70.58,70.2,26.6,43.6,2.2,1898,89.3,2.1,3.0,0.5,0.1,0.2
20099,KS,-38.81,-37.05,55.9,40.9,15.0,2.1,15103,82.5,4.2,3.9,0.5,2.0,0.1
20101,KS,-72.93,-71.17,70.2,26.6,43.6,1.7,1237,89.9,0.0,6.7,0.0,0.6,0.2
20103,KS,-23.26,-21.5,49.2,47.6,1.6,1.9,62172,78.3,8.8,5.7,1.4,0.8,0.2
20105,KS,-66.28,-64.52,67.6,29.2,38.4,2.2,2261,92.6,0.3,3.3,0.3,0.6,0.0
20107,KS,-65.47,-63.71,67.4,29.4,37.9,2.4,7418,92.7,0.4,1.9,0.3,0.6,0.1
20109,KS,-73.27,-71.5,70.4,26.4,44.0,1.9,2067,91.2,0.0,5.6,0.2,0.0,0.0
20111,KS,-15.0,-13.24,44.6,52.2,-7.6,-0.2,25093,72.7,2.0,19.1,1.9,0.4,0.0
20113,KS,-41.88,-40.12,57.2,39.6,17.5,2.0,23584,89.1,1.7,4.4,0.8,0.3,0.0
20115,KS,-50.22,-48.46,60.8,36.0,24.8,2.2,9237,92.4,1.1,3.0,0.3,0.3,0.0
20117,KS,-50.3,-48.54,60.9,35.9,25.1,2.4,7639,95.0,0.3,1.7,0.4,0.3,0.0
20119,KS,-70.49,-68.73,68.5,28.3,40.2,0.4,2985,79.4,0.7,15.6,0.4,0.3,0.0
20121,KS,-40.28,-38.52,56.6,40.2,16.4,2.3,25740,90.8,1.3,2.7,0.5,0.4,0.0
20123,KS,-66.33,-64.56,67.7,29.1,38.7,2.4,4460,94.7,0.2,2.0,0.3,0.3,0.0
20125,KS,-51.98,-50.22,61.3,35.5,25.8,1.7,24064,78.2,4.9,6.0,0.6,2.9,0.1
20127,KS,-47.41,-45.65,59.6,37.2,22.3,2.1,4230,92.0,0.1,3.5,0.4,0.1,0.0
20129,KS,-74.81,-73.05,70.1,26.7,43.3,-0.2,2043,74.8,0.8,19.1,1.1,0.5,0.3
20131,KS,-67.96,-66.2,68.4,28.4,40.1,2.4,7593,95.0,0.6,1.9,0.4,0.3,0.1
20133,KS,-49.05,-47.28,60.2,36.6,23.6,2.0,11978,88.3,0.9,4.5,0.5,0.8,0.1
20135,KS,-80.66,-78.9,73.4,23.4,50.0,1.5,2150,89.2,0.1,8.0,0.0,0.4,0.0
20137,KS,-68.94,-67.18,68.6,28.2,40.4,1.9,4400,86.8,4.3,5.2,0.8,0.7,0.0
20139,KS,-49.34,-47.57,60.5,36.3,24.2,2.3,12113,93.5,0.2,2.1,0.4,0.3,0.0
20141,KS,-69.97,-68.2,69.3,27.5,41.7,2.4,2753,94.8,0.0,1.7,0.6,0.7,0.0
20143,KS,-67.74,-65.98,68.3,28.5,39.8,2.4,4411,93.1,0.5,2.1,0.1,0.5,0.0
20145,KS,-52.44,-50.67,61.5,35.3,26.2,1.7,4974,84.0,4.7,7.0,0.4,0.4,0.0
20147,KS,-75.36,-73.6,71.6,25.2,46.4,2.4,3870,94.5,0.3,1.8,0.4,0.2,0.0
20149,KS,-48.6,-46.83,60.0,36.8,23.2,2.0,17895,89.6,1.1,4.1,0.7,0.5,0.1
20151,KS,-52.4,-50.63,61.5,35.3,26.2,1.7,6982,87.7,1.4,6.5,0.5,0.5,0.1
20153,KS,-74.31,-72.54,71.0,25.9,45.1,2.0,1983,91.0,0.5,4.2,0.5,0.2,0.0
20155,KS,-35.2,-33.44,54.1,42.8,11.3,1.5,48143,83.6,3.0,8.2,0.6,0.7,0.1
20157,KS,-66.96,-65.2,68.1,28.8,39.3,2.5,3679,95.3,0.4,1.3,0.2,0.2,0.2
20159,KS,-57.67,-55.91,63.4,33.4,30.0,1.0,7242,82.5,1.7,11.1,0.4,0.5,0.0
20161,KS,1.83,3.59,38.1,58.7,-20.6,1.1,59685,74.0,6.5,9.4,4.8,0.4,0.3
20163,KS,-72.1,-70.34,70.2,26.6,43.6,2.4,3833,94.2,0.7,1.9,0.1,0.1,0.1
20165,KS,-66.56,-64.8,67.7,29.1,38.6,2.1,2371,93.9,0.2,3.7,0.5,0.1,0.0
20167,KS,-62.47,-60.71,66.0,30.8,35.3,2.3,5178,92.2,0.9,2.5,0.5,0.5,0.0
20169,KS,-32.68,-30.92,52.8,44.0,8.9,1.2,41737,80.2,3.2,9.6,2.1,0.4,0.1
20171,KS,-76.28,-74.52,70.9,25.9,45.0,0.2,3802,79.2,0.3,16.6,0.3,0.4,0.1
20173,KS,-14.06,-12.3,44.6,52.2,-7.6,0.6,392877,68.3,8.3,13.0,4.5,0.9,0.1
20175,KS,-39.65,-37.89,52.2,44.6,7.6,-6.0,15257,32.3,3.2,59.7,2.7,0.4,0.0
20177,KS,0.51,2.27,38.7,58.1,-19.4,1.1,137135,74.5,7.4,10.8,1.4,0.9,0.1
20179,KS,-81.4,-79.64,74.0,22.8,51.1,2.0,1839,92.8,0.0,4.1,0.4,0.4,0.1
20181,KS,-70.16,-68.4,68.7,28.1,40.6,1.1,4482,83.3,2.2,11.1,0.3,0.3,0.0
20183,KS,-69.62,-67.86,69.2,27.7,41.5,2.4,2860,95.2,0.2,1.6,0.3,0.5,0.0
20185,KS,-65.21,-63.45,66.7,30.1,36.5,1.2,3114,85.6,0.4,10.1,0.3,0.4,0.0
20187,KS,-64.72,-62.96,64.3,32.5,31.9,-3.1,1486,56.2,0.3,39.6,0.1,1.1,0.0
20189,KS,-76.73,-74.97,69.8,27.0,42.9,-2.3,3757,61.9,0.4,34.1,0.5,0.5,0.0
20191,KS,-51.11,-49.35,61.1,35.7,25.3,2.0,16920,88.6,0.8,4.5,0.4,1.0,0.0
20193,KS,-66.87,-65.11,67.6,29.2,38.4,1.7,6052,88.6,1.5,7.1,0.5,0.1,0.0
20195,KS,-72.29,-70.53,70.3,26.5,43.8,2.5,2225,94.8,0.2,1.4,0.3,0.2,0.0
20197,KS,-49.79,-48.03,60.6,36.2,24.4,2.2,5196,92.1,0.5,3.3,0.2,0.5,0.1
20199,KS,-85.91,-84.15,75.9,20.9,54.9,2.0,1124,91.5,0.3,4.7,0.0,0.1,0.2
20201,KS,-70.21,-68.45,69.3,27.5,41.8,2.2,4230,93.8,0.1,3.6,0.0,0.0,0.0
20203,KS,-74.73,-72.97,69.5,27.3,42.2,-1.2,1574,68.7,0.1,26.5,0.0,0.4,0.1
20205,KS,-63.46,-61.69,66.5,30.4,36.1,2.2,6605,90.7,0.2,2.4,0.5,1.0,0.0
20207,KS,-62.07,-60.31,66.0,30.9,35.1,2.4,2452,93.3,0.3,1.5,0.0,0.9,0.0
20209,KS,24.24,26.0,27.4,69.4,-42.1,-1.4,123572,42.4,20.4,28.4,4.0,0.5,0.2
21001,KY,-71.75,-69.99,70.0,26.8,43.2,2.3,14861,91.1,2.9,2.7,0.4,0.2,0.0
21003,KY,-67.74,-65.97,68.3,28.5,39.9,2.4,15641,93.5,1.0,2.1,0.2,0.2,0.0
21005,KY,-49.89,-48.13,60.8,36.0,24.7,2.4,18268,92.0,2.1,1.8,0.4,0.2,0.0
21007,KY,-65.39,-63.63,67.4,29.4,38.1,2.6,6117,92.7,2.5,0.9,0.3,0.1,0.0
21009,KY,-53.38,-51.62,62.1,34.7,27.5,2.2,33802,88.8,3.9,3.5,0.6,0.2,0.1
21011,KY,-51.95,-50.18,61.7,35.1,26.6,2.6,9503,95.6,1.1,1.0,0.1,0.0,0.0
21013,KY,-69.32,-67.56,69.1,27.7,41.4,2.6,18995,93.2,2.5,0.9,0.5,0.2,0.0
21015,KY,-37.81,-36.05,55.4,41.4,13.9,1.9,100137,85.2,3.8,4.7,2.3,0.2,0.2
21017,KY,-34.1,-32.34,53.8,43.0,10.9,2.0,15500,85.6,5.4,5.6,0.3,0.2,0.0
21019,KY,-39.08,-37.32,56.2,40.6,15.6,2.5,37983,92.3,2.9,1.2,0.6,0.2,0.0
21021,KY,-29.46,-27.7,51.9,44.9,7.1,2.1,24326,83.8,7.2,4.3,1.2,0.1,0.0
21023,KY,-65.76,-64.0,67.6,29.2,38.4,2.6,6360,95.9,0.4,0.7,0.1,0.2,0.0
