date,state,chamber,dem_control_prob,proj_dem_mean,proj_control
2026-02-19,AZ,Senate,0.4738,15.6,R
2026-02-19,CA,Assembly,0.9859,61.1,D
2026-02-19,CA,Senate,0.9983,30.7,D
2026-02-19,CO,House,0.9529,45.4,D
2026-02-19,CO,Senate,0.9748,23.3,D
2026-02-19,CT,House,0.9355,115.6,D
2026-02-19,CT,Senate,0.8884,26.9,D
2026-02-19,DE,House,0.9595,30.6,D
2026-02-19,DE,Senate,0.9923,15.4,D
2026-02-19,FL,House,0.1843,47.5,R
2026-02-19,FL,Senate,0.0231,13.5,R
2026-02-19,GA,House,0.3229,86.9,R
2026-02-19,GA,Senate,0.1774,25.0,R
2026-02-19,HI,House,0.9955,43.9,D
2026-02-19,HI,Senate,0.9999,21.9,D
2026-02-19,IA,House,0.1877,40.8,R
2026-02-19,IA,Senate,0.0133,19.0,R
2026-02-19,ID,House,0.0016,11.0,R
2026-02-19,ID,Senate,0.0009,6.0,R
2026-02-19,IL,House,0.968,80.1,D
2026-02-19,IL,Senate,0.9947,41.9,D
2026-02-19,IN,House,0.0357,32.9,R
2026-02-19,IN,Senate,0.0031,11.8,R
2026-02-19,KS,House,0.0732,45.1,R
2026-02-19,KY,House,0.0102,21.9,R
2026-02-19,KY,Senate,0.0006,6.9,R
2026-02-19,MA,House,0.9952,136.8,D
2026-02-19,MA,Senate,0.9935,34.3,D
2026-02-19,MD,House of Delegates,0.9953,104.4,D
2026-02-19,MD,Senate,0.9925,35.2,D
2026-02-19,ME,House,0.6277,81.8,D
2026-02-19,ME,Senate,0.8006,21.3,D
2026-02-19,MI,House,0.5207,57.1,D
2026-02-19,MI,Senate,0.5583,20.6,D
2026-02-19,MN,House,0.6654,73.5,D
2026-02-19,MN,Senate,0.6746,36.8,D
2026-02-19,MO,House,0.0438,58.4,R
2026-02-19,MO,Senate,0.0013,11.3,R
2026-02-19,MT,House,0.1036,39.4,R
2026-02-19,MT,Senate,0.0183,18.9,R
2026-02-19,NC,House,0.3091,56.4,R
2026-02-19,NC,Senate,0.2347,22.7,R
2026-02-19,ND,House,0.0,10.1,R
2026-02-19,ND,Senate,0.0,6.1,R
2026-02-19,NE,Legislature,0.0061,17.5,R
2026-02-19,NH,House,0.5632,209.3,D
2026-02-19,NH,Senate,0.303,10.8,R
2026-02-19,NM,House,0.9264,44.7,D
2026-02-19,NV,Assembly,0.8421,26.9,D
2026-02-19,NV,Senate,0.9098,12.7,D
2026-02-19,NY,Assembly,0.9657,105.3,D
2026-02-19,NY,Senate,0.935,42.4,D
2026-02-19,OH,House,0.1232,38.6,R
2026-02-19,OH,Senate,0.0113,11.0,R
2026-02-19,OK,House,0.005,19.8,R
2026-02-19,OK,Senate,0.0,8.5,R
2026-02-19,OR,House,0.9043,37.9,D
2026-02-19,OR,Senate,0.9267,18.9,D
2026-02-19,PA,House,0.6441,106.9,D
2026-02-19,PA,Senate,0.2084,23.3,R
2026-02-19,RI,House,0.9425,58.9,D
2026-02-19,RI,Senate,0.9497,30.5,D
2026-02-19,SC,House,0.0653,42.1,R
2026-02-19,SD,House,0.0069,6.4,R
2026-02-19,SD,Senate,0.0061,4.2,R
2026-02-19,TN,House,0.0079,25.7,R
2026-02-19,TN,Senate,0.0009,6.6,R
2026-02-19,TX,House,0.2594,68.7,R
2026-02-19,TX,Senate,0.0543,12.2,R
2026-02-19,UT,House,0.0144,17.9,R
2026-02-19,UT,Senate,0.0004,6.7,R
2026-02-19,VT,House,0.9635,119.8,D
2026-02-19,VT,Senate,0.9921,26.8,D
2026-02-19,WA,House,0.9382,62.9,D
2026-02-19,WA,Senate,0.9804,29.8,D
2026-02-19,WI,Assembly,0.484,49.5,R
2026-02-19,WI,Senate,0.7902,18.2,D
2026-02-19,WV,House of Delegates,0.0013,12.7,R
2026-02-19,WV,Senate,0.0,2.1,R
2026-02-19,WY,House,0.0039,7.6,R
2026-02-19,WY,Senate,0.0,2.5,R
2026-02-20,AK,House,0.0675,16.2,Coalition
2026-02-20,AK,Senate,0.0294,8.8,Coalition
2026-02-20,AL,House,0.0139,30.0,R
2026-02-20,AL,Senate,0.0062,8.9,R
2026-02-20,AR,House,0.0096,23.3,R
2026-02-20,AR,Senate,0.0004,6.6,R
2026-02-20,AZ,House,0.4036,29.9,R
2026-02-20,AZ,Senate,0.4746,15.6,R
2026-02-20,CA,Assembly,0.9864,61.1,D
2026-02-20,CA,Senate,0.9983,30.8,D
2026-02-20,CO,House,0.9533,45.4,D
2026-02-20,CO,Senate,0.9753,23.3,D
2026-02-20,CT,House,0.9366,115.7,D
2026-02-20,CT,Senate,0.8891,27.0,D
2026-02-20,DE,House,0.9601,30.6,D
2026-02-20,DE,Senate,0.9924,15.4,D
2026-02-20,FL,House,0.1854,47.6,R
2026-02-20,FL,Senate,0.0232,13.5,R
2026-02-20,GA,House,0.3245,87.0,R
2026-02-20,GA,Senate,0.1783,25.1,R
2026-02-20,HI,House,0.9955,44.0,D
2026-02-20,HI,Senate,0.9999,21.9,D
2026-02-20,IA,House,0.1886,40.9,R
2026-02-20,IA,Senate,0.0135,19.0,R
2026-02-20,ID,House,0.0016,11.0,R
2026-02-20,ID,Senate,0.0009,6.0,R
2026-02-20,IL,House,0.9685,80.1,D
2026-02-20,IL,Senate,0.9947,42.0,D
2026-02-20,IN,House,0.0358,32.9,R
2026-02-20,IN,Senate,0.0033,11.8,R
2026-02-20,KS,House,0.0737,45.2,R
2026-02-20,KY,House,0.0103,21.9,R
2026-02-20,KY,Senate,0.0007,6.9,R
2026-02-20,MA,House,0.9952,136.9,D
2026-02-20,MA,Senate,0.9935,34.3,D
2026-02-20,MD,House of Delegates,0.9953,104.4,D
2026-02-20,MD,Senate,0.9925,35.2,D
2026-02-20,ME,House,0.6288,81.9,D
2026-02-20,ME,Senate,0.8012,21.4,D
2026-02-20,MI,House,0.5226,57.2,D
2026-02-20,MI,Senate,0.5597,20.6,D
2026-02-20,MN,House,0.6671,73.5,D
2026-02-20,MN,Senate,0.6766,36.8,D
2026-02-20,MO,House,0.044,58.5,R
2026-02-20,MO,Senate,0.0013,11.3,R
2026-02-20,MT,House,0.1048,39.5,R
2026-02-20,MT,Senate,0.0183,18.9,R
2026-02-20,NC,House,0.3109,56.4,R
2026-02-20,NC,Senate,0.2359,22.7,R
2026-02-20,ND,House,0.0,10.1,R
2026-02-20,ND,Senate,0.0,6.1,R
2026-02-20,NE,Legislature,0.0061,17.5,R
2026-02-20,NH,House,0.5656,209.6,D
2026-02-20,NH,Senate,0.3042,10.8,R
2026-02-20,NM,House,0.9273,44.8,D
2026-02-20,NV,Assembly,0.8437,26.9,D
2026-02-20,NV,Senate,0.911,12.7,D
2026-02-20,NY,Assembly,0.9663,105.4,D
2026-02-20,NY,Senate,0.9359,42.4,D
2026-02-20,OH,House,0.124,38.7,R
2026-02-20,OH,Senate,0.0114,11.0,R
2026-02-20,OK,House,0.005,19.8,R
2026-02-20,OK,Senate,0.0,8.5,R
2026-02-20,OR,House,0.9052,38.0,D
2026-02-20,OR,Senate,0.9281,18.9,D
2026-02-20,PA,House,0.646,106.9,D
2026-02-20,PA,Senate,0.2097,23.3,R
2026-02-20,RI,House,0.9438,59.0,D
2026-02-20,RI,Senate,0.9502,30.5,D
2026-02-20,SC,House,0.0658,42.2,R
2026-02-20,SD,House,0.007,6.4,R
2026-02-20,SD,Senate,0.0061,4.2,R
2026-02-20,TN,House,0.008,25.7,R
2026-02-20,TN,Senate,0.0009,6.6,R
2026-02-20,TX,House,0.2606,68.8,R
2026-02-20,TX,Senate,0.0543,12.2,R
2026-02-20,UT,House,0.0144,17.9,R
2026-02-20,UT,Senate,0.0004,6.7,R
2026-02-20,VT,House,0.9639,119.9,D
2026-02-20,VT,Senate,0.9921,26.8,D
2026-02-20,WA,House,0.939,63.0,D
2026-02-20,WA,Senate,0.9805,29.8,D
2026-02-20,WI,Assembly,0.4862,49.6,R
2026-02-20,WI,Senate,0.7913,18.2,D
2026-02-20,WV,House of Delegates,0.0013,12.7,R
2026-02-20,WV,Senate,0.0,2.2,R
2026-02-20,WY,House,0.0039,7.6,R
2026-02-20,WY,Senate,0.0,2.5,R
2026-02-21,AK,House,0.0687,16.2,Coalition
2026-02-21,AK,Senate,0.0301,8.9,Coalition
2026-02-21,AL,House,0.0139,30.0,R
2026-02-21,AL,Senate,0.0062,8.9,R
2026-02-21,AR,House,0.0096,23.3,R
2026-02-21,AR,Senate,0.0004,6.6,R
2026-02-21,AZ,House,0.403,29.8,R
2026-02-21,AZ,Senate,0.4746,15.6,R
2026-02-21,CA,Assembly,0.9864,61.1,D
2026-02-21,CA,Senate,0.9983,30.8,D
2026-02-21,CO,House,0.9537,45.4,D
2026-02-21,CO,Senate,0.9756,23.3,D
2026-02-21,CT,House,0.9366,115.8,D
2026-02-21,CT,Senate,0.8893,27.0,D
2026-02-21,DE,House,0.9603,30.6,D
2026-02-21,DE,Senate,0.9924,15.4,D
2026-02-21,FL,House,0.1851,47.6,R
2026-02-21,FL,Senate,0.0231,13.5,R
2026-02-21,GA,House,0.3242,86.9,R
2026-02-21,GA,Senate,0.1782,25.1,R
2026-02-21,HI,House,0.9955,44.0,D
2026-02-21,HI,Senate,0.9999,21.9,D
2026-02-21,IA,House,0.1883,40.8,R
2026-02-21,IA,Senate,0.0135,19.0,R
2026-02-21,ID,House,0.0016,11.0,R
2026-02-21,ID,Senate,0.0009,6.0,R
2026-02-21,IL,House,0.9685,80.1,D
2026-02-21,IL,Senate,0.9947,42.0,D
2026-02-21,IN,House,0.0354,32.9,R
2026-02-21,IN,Senate,0.0031,11.8,R
2026-02-21,KS,House,0.0734,45.2,R
2026-02-21,KY,House,0.0103,21.9,R
2026-02-21,KY,Senate,0.0006,6.9,R
2026-02-21,MA,House,0.9952,136.9,D
2026-02-21,MA,Senate,0.9935,34.3,D
2026-02-21,MD,House of Delegates,0.9955,104.4,D
2026-02-21,MD,Senate,0.9925,35.2,D
2026-02-21,ME,House,0.6287,81.9,D
2026-02-21,ME,Senate,0.8012,21.4,D
2026-02-21,MI,House,0.5226,57.2,D
2026-02-21,MI,Senate,0.5597,20.6,D
2026-02-21,MN,House,0.6674,73.5,D
2026-02-21,MN,Senate,0.6766,36.8,D
2026-02-21,MO,House,0.0435,58.4,R
2026-02-21,MO,Senate,0.0013,11.3,R
2026-02-21,MT,House,0.1063,39.6,R
2026-02-21,MT,Senate,0.0183,18.9,R
2026-02-21,NC,House,0.3105,56.4,R
2026-02-21,NC,Senate,0.2355,22.7,R
2026-02-21,ND,House,0.0,10.1,R
2026-02-21,ND,Senate,0.0,6.1,R
2026-02-21,NE,Legislature,0.0061,17.5,R
2026-02-21,NH,House,0.5655,209.5,D
2026-02-21,NH,Senate,0.3037,10.8,R
2026-02-21,NM,House,0.9275,44.8,D
2026-02-21,NV,Assembly,0.8443,26.9,D
2026-02-21,NV,Senate,0.9112,12.7,D
2026-02-21,NY,Assembly,0.9664,105.4,D
2026-02-21,NY,Senate,0.9361,42.4,D
2026-02-21,OH,House,0.1236,38.7,R
2026-02-21,OH,Senate,0.0114,11.0,R
2026-02-21,OK,House,0.005,19.8,R
2026-02-21,OK,Senate,0.0,8.5,R
2026-02-21,OR,House,0.9055,38.0,D
2026-02-21,OR,Senate,0.9282,18.9,D
2026-02-21,PA,House,0.6461,106.9,D
2026-02-21,PA,Senate,0.2092,23.3,R
2026-02-21,RI,House,0.944,59.0,D
2026-02-21,RI,Senate,0.9505,30.5,D
2026-02-21,SC,House,0.0652,42.2,R
2026-02-21,SD,House,0.0069,6.4,R
2026-02-21,SD,Senate,0.0061,4.2,R
2026-02-21,TN,House,0.0078,25.7,R
2026-02-21,TN,Senate,0.0009,6.6,R
2026-02-21,TX,House,0.2602,68.8,R
2026-02-21,TX,Senate,0.0543,12.2,R
2026-02-21,UT,House,0.0144,17.9,R
2026-02-21,UT,Senate,0.0004,6.7,R
2026-02-21,VT,House,0.964,119.9,D
2026-02-21,VT,Senate,0.9923,26.8,D
2026-02-21,WA,House,0.9391,63.0,D
2026-02-21,WA,Senate,0.9807,29.8,D
2026-02-21,WI,Assembly,0.4864,49.6,R
2026-02-21,WI,Senate,0.7912,18.2,D
2026-02-21,WV,House of Delegates,0.0013,12.7,R
2026-02-21,WV,Senate,0.0,2.1,R
2026-02-21,WY,House,0.0039,7.6,R
2026-02-21,WY,Senate,0.0,2.5,R
2026-02-22,AK,House,0.0679,16.2,Coalition
2026-02-22,AK,Senate,0.0296,8.8,Coalition
2026-02-22,AL,House,0.0139,30.0,R
2026-02-22,AL,Senate,0.0062,8.9,R
2026-02-22,AR,House,0.0096,23.3,R
2026-02-22,AR,Senate,0.0004,6.6,R
2026-02-22,AZ,House,0.4033,29.9,R
2026-02-22,AZ,Senate,0.475,15.6,R
2026-02-22,CA,Assembly,0.9864,61.1,D
2026-02-22,CA,Senate,0.9983,30.8,D
2026-02-22,CO,House,0.9542,45.4,D
2026-02-22,CO,Senate,0.976,23.3,D
2026-02-22,CT,House,0.9371,115.8,D
2026-02-22,CT,Senate,0.8894,27.0,D
2026-02-22,DE,House,0.9608,30.6,D
2026-02-22,DE,Senate,0.9924,15.4,D
2026-02-22,FL,House,0.1854,47.6,R
2026-02-22,FL,Senate,0.0232,13.5,R
2026-02-22,GA,House,0.3243,87.0,R
2026-02-22,GA,Senate,0.1782,25.1,R
2026-02-22,HI,House,0.9955,44.0,D
2026-02-22,HI,Senate,0.9999,21.9,D
2026-02-22,IA,House,0.1886,40.9,R
2026-02-22,IA,Senate,0.0135,19.0,R
2026-02-22,ID,House,0.0016,11.0,R
2026-02-22,ID,Senate,0.0009,6.0,R
2026-02-22,IL,House,0.9685,80.1,D
2026-02-22,IL,Senate,0.9948,42.0,D
2026-02-22,IN,House,0.0353,32.9,R
2026-02-22,IN,Senate,0.0031,11.8,R
2026-02-22,KS,House,0.0735,45.2,R
2026-02-22,KY,House,0.0101,21.9,R
2026-02-22,KY,Senate,0.0006,6.9,R
2026-02-22,MA,House,0.9952,136.9,D
2026-02-22,MA,Senate,0.9935,34.3,D
2026-02-22,MD,House of Delegates,0.9955,104.4,D
2026-02-22,MD,Senate,0.9925,35.2,D
2026-02-22,ME,House,0.6306,81.9,D
2026-02-22,ME,Senate,0.8026,21.4,D
2026-02-22,MI,House,0.5233,57.2,D
2026-02-22,MI,Senate,0.5605,20.6,D
2026-02-22,MN,House,0.6687,73.6,D
2026-02-22,MN,Senate,0.6773,36.8,D
2026-02-22,MO,House,0.0435,58.4,R
2026-02-22,MO,Senate,0.0013,11.3,R
2026-02-22,MT,House,0.1058,39.6,R
2026-02-22,MT,Senate,0.0183,18.9,R
2026-02-22,NC,House,0.3106,56.4,R
2026-02-22,NC,Senate,0.2353,22.7,R
2026-02-22,ND,House,0.0,10.1,R
2026-02-22,ND,Senate,0.0,6.1,R
2026-02-22,NE,Legislature,0.0061,17.5,R
2026-02-22,NH,House,0.5664,209.6,D
2026-02-22,NH,Senate,0.3041,10.8,R
2026-02-22,NM,House,0.9279,44.8,D
2026-02-22,NV,Assembly,0.8454,26.9,D
2026-02-22,NV,Senate,0.9114,12.7,D
2026-02-22,NY,Assembly,0.9665,105.4,D
2026-02-22,NY,Senate,0.9364,42.4,D
2026-02-22,OH,House,0.1313,39.0,R
2026-02-22,OH,Senate,0.0122,11.0,R
2026-02-22,OK,House,0.005,19.8,R
2026-02-22,OK,Senate,0.0,8.5,R
2026-02-22,OR,House,0.9058,38.0,D
2026-02-22,OR,Senate,0.9288,18.9,D
2026-02-22,PA,House,0.6463,106.9,D
2026-02-22,PA,Senate,0.2092,23.3,R
2026-02-22,RI,House,0.9442,59.0,D
2026-02-22,RI,Senate,0.9508,30.5,D
2026-02-22,SC,House,0.0652,42.2,R
2026-02-22,SD,House,0.0069,6.4,R
2026-02-22,SD,Senate,0.0061,4.2,R
2026-02-22,TN,House,0.0078,25.7,R
2026-02-22,TN,Senate,0.0009,6.6,R
2026-02-22,TX,House,0.2607,68.8,R
2026-02-22,TX,Senate,0.0544,12.2,R
2026-02-22,UT,House,0.0144,17.9,R
2026-02-22,UT,Senate,0.0004,6.7,R
2026-02-22,VT,House,0.9642,120.0,D
2026-02-22,VT,Senate,0.9923,26.8,D
2026-02-22,WA,House,0.9399,63.0,D
2026-02-22,WA,Senate,0.9807,29.8,D
2026-02-22,WI,Assembly,0.4867,49.6,R
2026-02-22,WI,Senate,0.7914,18.2,D
2026-02-22,WV,House of Delegates,0.0013,12.7,R
2026-02-22,WV,Senate,0.0,2.1,R
2026-02-22,WY,House,0.0039,7.6,R
2026-02-22,WY,Senate,0.0,2.5,R
2026-02-23,AK,House,0.0675,16.2,Coalition
2026-02-23,AK,Senate,0.0292,8.8,Coalition
2026-02-23,AL,House,0.0139,30.0,R
2026-02-23,AL,Senate,0.0062,8.9,R
2026-02-23,AR,House,0.0096,23.3,R
2026-02-23,AR,Senate,0.0004,6.6,R
2026-02-23,AZ,House,0.4027,29.8,R
2026-02-23,AZ,Senate,0.4747,15.6,R
2026-02-23,CA,Assembly,0.9865,61.1,D
2026-02-23,CA,Senate,0.9984,30.8,D
2026-02-23,CO,House,0.9542,45.4,D
2026-02-23,CO,Senate,0.976,23.3,D
2026-02-23,CT,House,0.9371,115.8,D
2026-02-23,CT,Senate,0.8894,27.0,D
2026-02-23,DE,House,0.9609,30.6,D
2026-02-23,DE,Senate,0.9924,15.4,D
2026-02-23,FL,House,0.1847,47.6,R
2026-02-23,FL,Senate,0.0231,13.5,R
2026-02-23,GA,House,0.3238,86.9,R
2026-02-23,GA,Senate,0.1776,25.1,R
2026-02-23,HI,House,0.9955,44.0,D
2026-02-23,HI,Senate,0.9999,21.9,D
2026-02-23,IA,House,0.1877,40.8,R
2026-02-23,IA,Senate,0.0133,19.0,R
2026-02-23,ID,House,0.0016,11.0,R
2026-02-23,ID,Senate,0.0008,6.0,R
2026-02-23,IL,House,0.9685,80.1,D
2026-02-23,IL,Senate,0.9948,42.0,D
2026-02-23,IN,House,0.0351,32.9,R
2026-02-23,IN,Senate,0.0031,11.8,R
2026-02-23,KS,House,0.0729,45.2,R
2026-02-23,KY,House,0.0101,21.9,R
2026-02-23,KY,Senate,0.0006,6.9,R
2026-02-23,MA,House,0.9952,136.9,D
2026-02-23,MA,Senate,0.9935,34.3,D
2026-02-23,MD,House of Delegates,0.9955,104.4,D
2026-02-23,MD,Senate,0.9925,35.2,D
2026-02-23,ME,House,0.632,82.0,D
2026-02-23,ME,Senate,0.8039,21.4,D
2026-02-23,MI,House,0.523,57.2,D
2026-02-23,MI,Senate,0.5601,20.6,D
2026-02-23,MN,House,0.6684,73.5,D
2026-02-23,MN,Senate,0.6773,36.8,D
2026-02-23,MO,House,0.0433,58.4,R
2026-02-23,MO,Senate,0.0013,11.3,R
2026-02-23,MT,House,0.1052,39.6,R
2026-02-23,MT,Senate,0.0183,18.9,R
2026-02-23,NC,House,0.3097,56.4,R
2026-02-23,NC,Senate,0.2347,22.7,R
2026-02-23,ND,House,0.0,10.1,R
2026-02-23,ND,Senate,0.0,6.1,R
2026-02-23,NE,Legislature,0.0059,17.5,R
2026-02-23,NH,House,0.5664,209.6,D
2026-02-23,NH,Senate,0.3036,10.8,R
2026-02-23,NM,House,0.928,44.8,D
2026-02-23,NV,Assembly,0.8456,26.9,D
2026-02-23,NV,Senate,0.9115,12.7,D
2026-02-23,NY,Assembly,0.9667,105.4,D
2026-02-23,NY,Senate,0.9367,42.4,D
2026-02-23,OH,House,0.1309,39.0,R
2026-02-23,OH,Senate,0.012,11.0,R
2026-02-23,OK,House,0.005,19.8,R
2026-02-23,OK,Senate,0.0,8.5,R
2026-02-23,OR,House,0.906,38.0,D
2026-02-23,OR,Senate,0.9288,18.9,D
2026-02-23,PA,House,0.6463,106.9,D
2026-02-23,PA,Senate,0.2082,23.3,R
2026-02-23,RI,House,0.9444,59.0,D
2026-02-23,RI,Senate,0.9509,30.5,D
2026-02-23,SC,House,0.0652,42.1,R
2026-02-23,SD,House,0.0069,6.4,R
2026-02-23,SD,Senate,0.0061,4.2,R
2026-02-23,TN,House,0.0077,25.7,R
2026-02-23,TN,Senate,0.0009,6.6,R
2026-02-23,TX,House,0.2595,68.8,R
2026-02-23,TX,Senate,0.0542,12.2,R
2026-02-23,UT,House,0.0143,17.9,R
2026-02-23,UT,Senate,0.0004,6.7,R
2026-02-23,VT,House,0.9643,119.9,D
2026-02-23,VT,Senate,0.9923,26.8,D
2026-02-23,WA,House,0.9399,63.0,D
2026-02-23,WA,Senate,0.9807,29.8,D
2026-02-23,WI,Assembly,0.4862,49.6,R
2026-02-23,WI,Senate,0.7913,18.2,D
2026-02-23,WV,House of Delegates,0.0013,12.7,R
2026-02-23,WV,Senate,0.0,2.1,R
2026-02-23,WY,House,0.0039,7.6,R
2026-02-23,WY,Senate,0.0,2.5,R
2026-02-24,AK,House,0.0675,16.2,Coalition
2026-02-24,AK,Senate,0.0292,8.8,Coalition
2026-02-24,AL,House,0.0139,30.0,R
2026-02-24,AL,Senate,0.0062,8.9,R
2026-02-24,AR,House,0.0096,23.3,R
2026-02-24,AR,Senate,0.0004,6.6,R
2026-02-24,AZ,House,0.4023,29.8,R
2026-02-24,AZ,Senate,0.4746,15.6,R
2026-02-24,CA,Assembly,0.9866,61.1,D
2026-02-24,CA,Senate,0.9984,30.8,D
2026-02-24,CO,House,0.9542,45.4,D
2026-02-24,CO,Senate,0.9761,23.3,D
2026-02-24,CT,House,0.9374,115.8,D
2026-02-24,CT,Senate,0.8895,27.0,D
2026-02-24,DE,House,0.9609,30.6,D
2026-02-24,DE,Senate,0.9925,15.4,D
2026-02-24,FL,House,0.1843,47.5,R
2026-02-24,FL,Senate,0.0231,13.5,R
2026-02-24,GA,House,0.3237,86.9,R
2026-02-24,GA,Senate,0.1771,25.1,R
2026-02-24,HI,House,0.9955,44.0,D
2026-02-24,HI,Senate,0.9999,21.9,D
2026-02-24,IA,House,0.1873,40.8,R
2026-02-24,IA,Senate,0.0132,19.0,R
2026-02-24,ID,House,0.0016,11.0,R
2026-02-24,ID,Senate,0.0007,6.0,R
2026-02-24,IL,House,0.9686,80.1,D
2026-02-24,IL,Senate,0.9949,42.0,D
2026-02-24,IN,House,0.035,32.9,R
2026-02-24,IN,Senate,0.0031,11.8,R
2026-02-24,KS,House,0.0724,45.2,R
2026-02-24,KY,House,0.0101,21.9,R
2026-02-24,KY,Senate,0.0006,6.9,R
2026-02-24,MA,House,0.9952,136.9,D
2026-02-24,MA,Senate,0.9935,34.3,D
2026-02-24,MD,House of Delegates,0.9955,104.4,D
2026-02-24,MD,Senate,0.9926,35.2,D
2026-02-24,ME,House,0.6313,81.9,D
2026-02-24,ME,Senate,0.803,21.4,D
2026-02-24,MI,House,0.5229,57.2,D
2026-02-24,MI,Senate,0.5604,20.6,D
2026-02-24,MN,House,0.6686,73.5,D
2026-02-24,MN,Senate,0.6779,36.8,D
2026-02-24,MO,House,0.0432,58.4,R
2026-02-24,MO,Senate,0.0013,11.3,R
2026-02-24,MT,House,0.1036,39.5,R
2026-02-24,MT,Senate,0.018,18.9,R
2026-02-24,NC,House,0.3093,56.4,R
2026-02-24,NC,Senate,0.2342,22.7,R
2026-02-24,ND,House,0.0,10.1,R
2026-02-24,ND,Senate,0.0,6.1,R
2026-02-24,NE,Legislature,0.006,17.5,R
2026-02-24,NH,House,0.5666,209.5,D
2026-02-24,NH,Senate,0.3031,10.8,R
2026-02-24,NM,House,0.928,44.8,D
2026-02-24,NV,Assembly,0.8458,26.9,D
2026-02-24,NV,Senate,0.912,12.7,D
2026-02-24,NY,Assembly,0.9669,105.4,D
2026-02-24,NY,Senate,0.9368,42.4,D
2026-02-24,OH,House,0.1306,39.0,R
2026-02-24,OH,Senate,0.0119,11.0,R
2026-02-24,OK,House,0.005,19.8,R
2026-02-24,OK,Senate,0.0,8.5,R
2026-02-24,OR,House,0.9062,38.0,D
2026-02-24,OR,Senate,0.9291,18.9,D
2026-02-24,PA,House,0.6465,106.9,D
2026-02-24,PA,Senate,0.2079,23.3,R
2026-02-24,RI,House,0.9445,59.0,D
2026-02-24,RI,Senate,0.9509,30.5,D
2026-02-24,SC,House,0.0651,42.1,R
2026-02-24,SD,House,0.0069,6.4,R
2026-02-24,SD,Senate,0.0061,4.2,R
2026-02-24,TN,House,0.0077,25.7,R
2026-02-24,TN,Senate,0.0009,6.6,R
2026-02-24,TX,House,0.2592,68.8,R
2026-02-24,TX,Senate,0.0541,12.2,R
2026-02-24,UT,House,0.0143,17.9,R
2026-02-24,UT,Senate,0.0004,6.7,R
2026-02-24,VT,House,0.9644,120.0,D
2026-02-24,VT,Senate,0.9923,26.8,D
2026-02-24,WA,House,0.9401,63.0,D
2026-02-24,WA,Senate,0.9807,29.8,D
2026-02-24,WI,Assembly,0.4865,49.6,R
2026-02-24,WI,Senate,0.7913,18.2,D
2026-02-24,WV,House of Delegates,0.0013,12.7,R
2026-02-24,WV,Senate,0.0,2.1,R
2026-02-24,WY,House,0.0038,7.6,R
2026-02-24,WY,Senate,0.0,2.5,R
2026-02-25,AK,House,0.0673,16.2,Coalition
2026-02-25,AK,Senate,0.0292,8.8,Coalition
2026-02-25,AL,House,0.0138,30.0,R
2026-02-25,AL,Senate,0.0062,8.9,R
2026-02-25,AR,House,0.0096,23.3,R
2026-02-25,AR,Senate,0.0004,6.6,R
2026-02-25,AZ,House,0.4022,29.8,R
2026-02-25,AZ,Senate,0.4743,15.6,R
2026-02-25,CA,Assembly,0.9869,61.1,D
2026-02-25,CA,Senate,0.9984,30.8,D
2026-02-25,CO,House,0.9543,45.4,D
2026-02-25,CO,Senate,0.9763,23.3,D
2026-02-25,CT,House,0.9376,115.9,D
2026-02-25,CT,Senate,0.8901,27.0,D
2026-02-25,DE,House,0.961,30.6,D
2026-02-25,DE,Senate,0.9925,15.4,D
2026-02-25,FL,House,0.184,47.5,R
2026-02-25,FL,Senate,0.023,13.5,R
2026-02-25,GA,House,0.3229,86.9,R
2026-02-25,GA,Senate,0.1769,25.1,R
2026-02-25,HI,House,0.9955,44.0,D
2026-02-25,HI,Senate,0.9999,21.9,D
2026-02-25,IA,House,0.1869,40.8,R
2026-02-25,IA,Senate,0.0132,19.0,R
2026-02-25,ID,House,0.0015,11.0,R
2026-02-25,ID,Senate,0.0007,6.0,R
2026-02-25,IL,House,0.9687,80.1,D
2026-02-25,IL,Senate,0.9949,42.0,D
2026-02-25,IN,House,0.0349,32.9,R
2026-02-25,IN,Senate,0.0031,11.8,R
2026-02-25,KS,House,0.0724,45.2,R
2026-02-25,KY,House,0.0101,21.9,R
2026-02-25,KY,Senate,0.0006,6.9,R
2026-02-25,MA,House,0.9952,136.9,D
2026-02-25,MA,Senate,0.9935,34.3,D
2026-02-25,MD,House of Delegates,0.9956,104.4,D
2026-02-25,MD,Senate,0.9926,35.2,D
2026-02-25,ME,House,0.6326,82.0,D
2026-02-25,ME,Senate,0.8046,21.4,D
2026-02-25,MI,House,0.5229,57.2,D
2026-02-25,MI,Senate,0.5606,20.6,D
2026-02-25,MN,House,0.6683,73.5,D
2026-02-25,MN,Senate,0.6784,36.8,D
2026-02-25,MO,House,0.043,58.4,R
2026-02-25,MO,Senate,0.0013,11.3,R
2026-02-25,MT,House,0.104,39.5,R
2026-02-25,MT,Senate,0.018,18.9,R
2026-02-25,NC,House,0.3086,56.4,R
2026-02-25,NC,Senate,0.2335,22.7,R
2026-02-25,ND,House,0.0,10.1,R
2026-02-25,ND,Senate,0.0,6.1,R
2026-02-25,NE,Legislature,0.0059,17.5,R
2026-02-25,NH,House,0.5665,209.5,D
2026-02-25,NH,Senate,0.303,10.8,R
2026-02-25,NM,House,0.9282,44.8,D
2026-02-25,NV,Assembly,0.8461,26.9,D
