state,chamber,race_code,tip_prob,is_tipping_point
MO,Senate,MO-SD-30,0.03,0
MO,Senate,MO-SD-32,6.59,0
MO,Senate,MO-SD-34,0.23,0
MO,Senate,MO-SD-6,13.41,0
MO,Senate,MO-SD-8,0.09,0
MT,House,MT-HD-1,0.14,0
MT,House,MT-HD-10,0.15,0
MT,House,MT-HD-11,0.09,0
MT,House,MT-HD-12,0.95,0
MT,House,MT-HD-13,4.54,0
MT,House,MT-HD-14,0.01,0
MT,House,MT-HD-15,0.08,0
MT,House,MT-HD-17,1.1,0
MT,House,MT-HD-18,1.64,0
MT,House,MT-HD-19,0.04,0
MT,House,MT-HD-2,0.01,0
MT,House,MT-HD-20,4.49,0
MT,House,MT-HD-21,4.46,0
MT,House,MT-HD-22,3.12,0
MT,House,MT-HD-23,4.69,0
MT,House,MT-HD-24,3.57,0
MT,House,MT-HD-25,1.64,0
MT,House,MT-HD-26,0.75,0
MT,House,MT-HD-28,1.33,0
MT,House,MT-HD-3,0.03,0
MT,House,MT-HD-30,0.01,0
MT,House,MT-HD-36,1.08,0
MT,House,MT-HD-37,0.06,0
MT,House,MT-HD-38,1.62,0
MT,House,MT-HD-39,0.97,0
MT,House,MT-HD-4,2.32,0
MT,House,MT-HD-40,0.11,0
MT,House,MT-HD-41,0.01,0
MT,House,MT-HD-42,0.78,0
MT,House,MT-HD-43,3.16,0
MT,House,MT-HD-44,0.43,0
MT,House,MT-HD-45,0.02,0
MT,House,MT-HD-46,0.05,0
MT,House,MT-HD-47,0.06,0
MT,House,MT-HD-48,4.42,0
MT,House,MT-HD-49,4.44,0
MT,House,MT-HD-5,0.46,0
MT,House,MT-HD-50,4.68,1
MT,House,MT-HD-51,4.6,0
MT,House,MT-HD-52,1.74,0
MT,House,MT-HD-53,1.79,0
MT,House,MT-HD-54,0.24,0
MT,House,MT-HD-55,0.56,0
MT,House,MT-HD-56,1.68,0
MT,House,MT-HD-57,0.82,0
MT,House,MT-HD-58,0.43,0
MT,House,MT-HD-6,3.16,0
MT,House,MT-HD-60,0.35,0
MT,House,MT-HD-62,0.01,0
MT,House,MT-HD-63,0.03,0
MT,House,MT-HD-64,0.27,0
MT,House,MT-HD-66,0.21,0
MT,House,MT-HD-67,3.52,0
MT,House,MT-HD-68,2.25,0
MT,House,MT-HD-69,1.48,0
MT,House,MT-HD-7,4.45,0
MT,House,MT-HD-70,0.17,0
MT,House,MT-HD-73,0.01,0
MT,House,MT-HD-75,0.5,0
MT,House,MT-HD-76,1.59,0
MT,House,MT-HD-78,0.02,0
MT,House,MT-HD-79,0.03,0
MT,House,MT-HD-8,0.22,0
MT,House,MT-HD-80,0.66,0
MT,House,MT-HD-81,0.33,0
MT,House,MT-HD-82,0.08,0
MT,House,MT-HD-83,0.25,0
MT,House,MT-HD-84,3.63,0
MT,House,MT-HD-85,0.43,0
MT,House,MT-HD-86,4.45,0
MT,House,MT-HD-87,0.02,0
MT,House,MT-HD-88,0.87,0
MT,House,MT-HD-89,0.02,0
MT,House,MT-HD-9,0.04,0
MT,House,MT-HD-90,1.52,0
MT,House,MT-HD-93,0.03,0
MT,House,MT-HD-98,0.01,0
MT,House,MT-HD-99,0.02,0
MT,Senate,MT-SD-1,6.08,0
MT,Senate,MT-SD-10,1.01,0
MT,Senate,MT-SD-11,1.09,0
MT,Senate,MT-SD-12,1.41,0
MT,Senate,MT-SD-14,10.41,0
MT,Senate,MT-SD-18,8.89,0
MT,Senate,MT-SD-19,2.3,0
MT,Senate,MT-SD-22,10.53,0
MT,Senate,MT-SD-23,0.02,0
MT,Senate,MT-SD-25,11.22,0
MT,Senate,MT-SD-28,1.91,0
MT,Senate,MT-SD-29,0.13,0
MT,Senate,MT-SD-34,10.02,0
MT,Senate,MT-SD-4,10.67,1
MT,Senate,MT-SD-42,0.08,0
MT,Senate,MT-SD-43,10.09,0
MT,Senate,MT-SD-6,4.66,0
MT,Senate,MT-SD-8,0.02,0
MT,Senate,MT-SD-9,9.46,0
NE,Legislature,NE-LD-12,0.4,0
NE,Legislature,NE-LD-14,0.24,0
NE,Legislature,NE-LD-16,20.24,1
NE,Legislature,NE-LD-18,0.14,0
NE,Legislature,NE-LD-2,3.12,0
NE,Legislature,NE-LD-22,12.45,0
NE,Legislature,NE-LD-24,6.24,0
NE,Legislature,NE-LD-30,1.72,0
NE,Legislature,NE-LD-32,17.76,0
NE,Legislature,NE-LD-34,4.98,0
NE,Legislature,NE-LD-36,11.24,0
NE,Legislature,NE-LD-38,6.45,0
NE,Legislature,NE-LD-4,2.05,0
NE,Legislature,NE-LD-40,1.05,0
NE,Legislature,NE-LD-42,2.51,0
NE,Legislature,NE-LD-44,1.92,0
NE,Legislature,NE-LD-48,7.49,0
NV,Assembly,NV-AD-1,1.9,0
NV,Assembly,NV-AD-10,1.76,0
NV,Assembly,NV-AD-11,2.12,0
NV,Assembly,NV-AD-12,6.19,0
NV,Assembly,NV-AD-13,0.54,0
NV,Assembly,NV-AD-14,2.05,0
NV,Assembly,NV-AD-15,1.94,0
NV,Assembly,NV-AD-16,3.94,0
NV,Assembly,NV-AD-17,1.78,0
NV,Assembly,NV-AD-18,1.48,0
NV,Assembly,NV-AD-2,3.27,0
NV,Assembly,NV-AD-20,1.88,0
NV,Assembly,NV-AD-21,6.02,0
NV,Assembly,NV-AD-22,0.23,0
NV,Assembly,NV-AD-23,0.66,0
NV,Assembly,NV-AD-24,1.81,0
NV,Assembly,NV-AD-25,2.18,0
NV,Assembly,NV-AD-26,0.38,0
NV,Assembly,NV-AD-27,2.24,0
NV,Assembly,NV-AD-28,1.69,0
NV,Assembly,NV-AD-29,5.97,0
NV,Assembly,NV-AD-3,3.24,0
NV,Assembly,NV-AD-30,4.56,0
NV,Assembly,NV-AD-31,0.11,0
NV,Assembly,NV-AD-34,4.8,0
NV,Assembly,NV-AD-35,1.27,0
NV,Assembly,NV-AD-36,0.02,0
NV,Assembly,NV-AD-37,5.35,0
NV,Assembly,NV-AD-4,0.25,0
NV,Assembly,NV-AD-40,0.88,0
NV,Assembly,NV-AD-41,5.81,0
NV,Assembly,NV-AD-42,4.89,0
NV,Assembly,NV-AD-5,4.32,0
NV,Assembly,NV-AD-6,1.62,0
NV,Assembly,NV-AD-7,2.0,0
NV,Assembly,NV-AD-8,6.01,1
NV,Assembly,NV-AD-9,4.84,0
NV,Senate,NV-SD-10,9.95,0
NV,Senate,NV-SD-12,15.82,0
NV,Senate,NV-SD-13,9.93,0
NV,Senate,NV-SD-16,0.16,0
NV,Senate,NV-SD-2,9.88,0
NV,Senate,NV-SD-20,0.23,0
NV,Senate,NV-SD-21,18.05,0
NV,Senate,NV-SD-8,18.4,0
NV,Senate,NV-SD-9,17.58,1
NH,House,NH-Belknap-1,0.91,0
NH,House,NH-Belknap-2,2.22,0
NH,House,NH-Belknap-3,0.75,0
NH,House,NH-Belknap-4,0.02,0
NH,House,NH-Belknap-5,4.13,0
NH,House,NH-Belknap-6,1.18,0
NH,House,NH-Belknap-7,0.08,0
NH,House,NH-Belknap-8,0.19,0
NH,House,NH-Carroll-1,0.01,0
NH,House,NH-Carroll-3,2.2,1
NH,House,NH-Carroll-4,0.8,0
NH,House,NH-Carroll-6,0.07,0
NH,House,NH-Carroll-7,0.01,0
NH,House,NH-Carroll-8,0.45,0
NH,House,NH-Cheshire-1,0.01,0
NH,House,NH-Cheshire-10,2.05,0
NH,House,NH-Cheshire-11,0.01,0
NH,House,NH-Cheshire-13,0.01,0
NH,House,NH-Cheshire-14,0.38,0
NH,House,NH-Cheshire-15,0.01,0
NH,House,NH-Cheshire-16,0.31,0
NH,House,NH-Cheshire-17,0.01,0
NH,House,NH-Cheshire-18,0.7,0
NH,House,NH-Cheshire-2,0.03,0
NH,House,NH-Cheshire-3,0.02,0
NH,House,NH-Cheshire-4,0.02,0
NH,House,NH-Cheshire-5,0.08,0
NH,House,NH-Cheshire-6,0.07,0
NH,House,NH-Cheshire-8,0.03,0
NH,House,NH-Cheshire-9,0.91,0
NH,House,NH-Coos-1,0.02,0
NH,House,NH-Coos-3,0.01,0
NH,House,NH-Coos-4,0.01,0
NH,House,NH-Coos-5,0.03,0
NH,House,NH-Coos-6,0.74,0
NH,House,NH-Grafton-1,1.49,0
NH,House,NH-Grafton-11,0.58,0
NH,House,NH-Grafton-13,0.02,0
NH,House,NH-Grafton-14,0.02,0
NH,House,NH-Grafton-15,0.01,0
NH,House,NH-Grafton-16,0.01,0
NH,House,NH-Grafton-17,0.05,0
NH,House,NH-Grafton-2,0.05,0
NH,House,NH-Grafton-3,0.11,0
NH,House,NH-Grafton-4,0.58,0
NH,House,NH-Grafton-5,0.04,0
NH,House,NH-Grafton-6,0.01,0
NH,House,NH-Grafton-7,0.82,0
NH,House,NH-Grafton-8,0.11,0
NH,House,NH-Grafton-9,0.91,0
NH,House,NH-Hillsborough-1,0.03,0
NH,House,NH-Hillsborough-10,0.98,0
NH,House,NH-Hillsborough-11,0.11,0
NH,House,NH-Hillsborough-12,0.06,0
NH,House,NH-Hillsborough-13,0.77,0
NH,House,NH-Hillsborough-14,0.38,0
NH,House,NH-Hillsborough-15,0.04,0
NH,House,NH-Hillsborough-16,2.18,0
NH,House,NH-Hillsborough-17,0.1,0
NH,House,NH-Hillsborough-18,0.88,0
NH,House,NH-Hillsborough-19,1.82,0
NH,House,NH-Hillsborough-2,5.27,0
NH,House,NH-Hillsborough-20,0.02,0
NH,House,NH-Hillsborough-21,0.05,0
NH,House,NH-Hillsborough-22,1.61,0
NH,House,NH-Hillsborough-23,0.09,0
NH,House,NH-Hillsborough-24,1.21,0
NH,House,NH-Hillsborough-25,0.54,0
NH,House,NH-Hillsborough-26,1.58,0
NH,House,NH-Hillsborough-27,1.08,0
NH,House,NH-Hillsborough-28,0.17,0
NH,House,NH-Hillsborough-29,3.31,0
NH,House,NH-Hillsborough-3,0.06,0
NH,House,NH-Hillsborough-30,2.6,0
NH,House,NH-Hillsborough-31,0.01,0
NH,House,NH-Hillsborough-32,0.39,0
NH,House,NH-Hillsborough-34,0.93,0
NH,House,NH-Hillsborough-35,0.01,0
NH,House,NH-Hillsborough-36,1.48,0
NH,House,NH-Hillsborough-37,0.1,0
NH,House,NH-Hillsborough-38,0.01,0
NH,House,NH-Hillsborough-39,2.12,0
NH,House,NH-Hillsborough-40,0.27,0
NH,House,NH-Hillsborough-41,0.04,0
NH,House,NH-Hillsborough-42,2.82,0
NH,House,NH-Hillsborough-43,3.26,0
NH,House,NH-Hillsborough-44,0.68,0
NH,House,NH-Hillsborough-45,1.13,0
NH,House,NH-Hillsborough-5,0.07,0
NH,House,NH-Hillsborough-6,0.12,0
NH,House,NH-Hillsborough-7,0.04,0
NH,House,NH-Hillsborough-8,0.82,0
NH,House,NH-Hillsborough-9,0.41,0
NH,House,NH-Merrimack-1,0.93,0
NH,House,NH-Merrimack-10,0.04,0
NH,House,NH-Merrimack-11,0.98,0
NH,House,NH-Merrimack-12,1.54,0
NH,House,NH-Merrimack-13,0.03,0
NH,House,NH-Merrimack-14,0.34,0
NH,House,NH-Merrimack-15,0.01,0
NH,House,NH-Merrimack-16,0.09,0
NH,House,NH-Merrimack-17,0.01,0
NH,House,NH-Merrimack-18,0.03,0
NH,House,NH-Merrimack-19,0.02,0
NH,House,NH-Merrimack-2,0.07,0
NH,House,NH-Merrimack-20,0.04,0
NH,House,NH-Merrimack-21,0.03,0
NH,House,NH-Merrimack-22,0.01,0
NH,House,NH-Merrimack-23,0.27,0
NH,House,NH-Merrimack-24,0.01,0
NH,House,NH-Merrimack-25,0.08,0
NH,House,NH-Merrimack-27,0.01,0
NH,House,NH-Merrimack-28,0.07,0
NH,House,NH-Merrimack-29,0.02,0
NH,House,NH-Merrimack-3,0.66,0
NH,House,NH-Merrimack-30,0.03,0
NH,House,NH-Merrimack-4,1.08,0
NH,House,NH-Merrimack-5,0.64,0
NH,House,NH-Merrimack-6,0.01,0
NH,House,NH-Merrimack-7,0.05,0
NH,House,NH-Merrimack-8,1.3,0
NH,House,NH-Merrimack-9,0.08,0
NH,House,NH-Rockingham-1,2.35,0
NH,House,NH-Rockingham-10,0.14,0
NH,House,NH-Rockingham-11,0.09,0
NH,House,NH-Rockingham-12,0.03,0
NH,House,NH-Rockingham-13,0.48,0
NH,House,NH-Rockingham-14,1.42,0
NH,House,NH-Rockingham-15,0.26,0
NH,House,NH-Rockingham-16,1.76,0
NH,House,NH-Rockingham-17,0.92,0
NH,House,NH-Rockingham-18,0.01,0
NH,House,NH-Rockingham-2,0.24,0
NH,House,NH-Rockingham-20,0.02,0
NH,House,NH-Rockingham-21,0.01,0
NH,House,NH-Rockingham-23,0.49,0
NH,House,NH-Rockingham-24,0.08,0
NH,House,NH-Rockingham-25,0.63,0
NH,House,NH-Rockingham-26,0.02,0
NH,House,NH-Rockingham-29,1.75,0
NH,House,NH-Rockingham-3,0.01,0
NH,House,NH-Rockingham-30,0.01,0
NH,House,NH-Rockingham-31,0.09,0
NH,House,NH-Rockingham-33,0.05,0
NH,House,NH-Rockingham-34,0.01,0
NH,House,NH-Rockingham-35,0.01,0
NH,House,NH-Rockingham-36,0.87,0
NH,House,NH-Rockingham-37,0.01,0
NH,House,NH-Rockingham-38,0.03,0
NH,House,NH-Rockingham-4,0.01,0
NH,House,NH-Rockingham-5,2.45,0
NH,House,NH-Rockingham-7,0.03,0
NH,House,NH-Rockingham-8,0.02,0
NH,House,NH-Rockingham-9,0.02,0
NH,House,NH-Strafford-10,0.07,0
NH,House,NH-Strafford-11,0.03,0
NH,House,NH-Strafford-12,0.11,0
NH,House,NH-Strafford-13,0.25,0
NH,House,NH-Strafford-15,0.02,0
NH,House,NH-Strafford-16,0.04,0
NH,House,NH-Strafford-17,0.04,0
NH,House,NH-Strafford-18,0.3,0
NH,House,NH-Strafford-19,3.24,0
NH,House,NH-Strafford-2,0.81,0
NH,House,NH-Strafford-21,0.04,0
NH,House,NH-Strafford-3,0.25,0
NH,House,NH-Strafford-4,2.85,0
NH,House,NH-Strafford-5,1.09,0
NH,House,NH-Strafford-6,0.73,0
NH,House,NH-Strafford-7,0.84,0
NH,House,NH-Strafford-8,1.07,0
NH,House,NH-Sullivan-1,0.04,0
NH,House,NH-Sullivan-2,0.05,0
NH,House,NH-Sullivan-3,0.01,0
NH,House,NH-Sullivan-4,0.71,0
NH,House,NH-Sullivan-5,1.02,0
NH,House,NH-Sullivan-6,0.08,0
NH,House,NH-Sullivan-7,0.51,0
NH,House,NH-Sullivan-8,0.06,0
NH,Senate,NH-SD-1,3.23,0
NH,Senate,NH-SD-10,0.05,0
NH,Senate,NH-SD-11,8.49,0
NH,Senate,NH-SD-12,8.23,0
NH,Senate,NH-SD-13,1.41,0
NH,Senate,NH-SD-14,2.63,0
NH,Senate,NH-SD-15,0.06,0
NH,Senate,NH-SD-16,7.66,0
NH,Senate,NH-SD-17,6.05,0
NH,Senate,NH-SD-18,8.35,0
NH,Senate,NH-SD-19,3.67,0
NH,Senate,NH-SD-2,6.65,0
NH,Senate,NH-SD-20,0.42,0
NH,Senate,NH-SD-21,0.01,0
NH,Senate,NH-SD-22,2.52,0
NH,Senate,NH-SD-23,0.53,0
NH,Senate,NH-SD-24,0.83,0
NH,Senate,NH-SD-3,7.96,0
NH,Senate,NH-SD-4,0.03,0
NH,Senate,NH-SD-6,5.94,0
NH,Senate,NH-SD-7,7.89,0
NH,Senate,NH-SD-8,8.88,1
NH,Senate,NH-SD-9,8.51,0
NM,House,NM-HD-10,1.35,0
NM,House,NM-HD-11,2.13,0
NM,House,NM-HD-12,0.76,0
NM,House,NM-HD-13,2.01,0
NM,House,NM-HD-14,0.05,0
NM,House,NM-HD-15,2.1,0
NM,House,NM-HD-16,2.08,0
NM,House,NM-HD-17,3.55,0
NM,House,NM-HD-18,2.13,0
NM,House,NM-HD-19,2.24,0
NM,House,NM-HD-20,2.0,0
NM,House,NM-HD-21,3.8,1
NM,House,NM-HD-22,0.03,0
NM,House,NM-HD-23,0.32,0
NM,House,NM-HD-24,2.01,0
NM,House,NM-HD-25,0.08,0
NM,House,NM-HD-26,1.46,0
NM,House,NM-HD-27,3.95,0
NM,House,NM-HD-28,3.21,0
NM,House,NM-HD-29,3.5,0
NM,House,NM-HD-30,1.71,0
NM,House,NM-HD-31,1.11,0
NM,House,NM-HD-32,0.1,0
NM,House,NM-HD-33,1.31,0
NM,House,NM-HD-34,2.05,0
NM,House,NM-HD-35,2.02,0
NM,House,NM-HD-36,3.71,0
NM,House,NM-HD-37,3.41,0
NM,House,NM-HD-38,0.18,0
NM,House,NM-HD-39,0.85,0
NM,House,NM-HD-4,3.34,0
NM,House,NM-HD-40,0.81,0
NM,House,NM-HD-41,2.16,0
NM,House,NM-HD-42,2.11,0
NM,House,NM-HD-43,2.13,0
NM,House,NM-HD-44,3.77,0
NM,House,NM-HD-45,2.07,0
NM,House,NM-HD-46,1.8,0
NM,House,NM-HD-47,1.82,0
NM,House,NM-HD-48,0.02,0
NM,House,NM-HD-5,2.12,0
NM,House,NM-HD-50,2.58,0
NM,House,NM-HD-52,1.92,0
NM,House,NM-HD-53,3.72,0
NM,House,NM-HD-57,0.42,0
NM,House,NM-HD-6,1.97,0
NM,House,NM-HD-60,0.05,0
NM,House,NM-HD-65,2.02,0
NM,House,NM-HD-68,3.86,0
NM,House,NM-HD-69,1.93,0
NM,House,NM-HD-7,0.04,0
NM,House,NM-HD-70,2.02,0
NM,House,NM-HD-9,2.11,0
NY,Assembly,NY-AD-1,1.27,0
NY,Assembly,NY-AD-10,1.57,0
NY,Assembly,NY-AD-100,1.03,0
NY,Assembly,NY-AD-103,0.92,0
NY,Assembly,NY-AD-104,1.28,0
NY,Assembly,NY-AD-106,1.39,0
NY,Assembly,NY-AD-107,1.33,0
NY,Assembly,NY-AD-108,0.95,0
NY,Assembly,NY-AD-109,1.15,0
NY,Assembly,NY-AD-11,1.18,0
NY,Assembly,NY-AD-110,1.07,0
NY,Assembly,NY-AD-111,1.31,0
NY,Assembly,NY-AD-112,0.01,0
NY,Assembly,NY-AD-113,1.59,0
NY,Assembly,NY-AD-115,1.02,0
NY,Assembly,NY-AD-119,0.04,0
NY,Assembly,NY-AD-12,0.18,0
NY,Assembly,NY-AD-120,0.02,0
NY,Assembly,NY-AD-123,1.41,0
NY,Assembly,NY-AD-125,1.1,0
NY,Assembly,NY-AD-126,0.02,0
NY,Assembly,NY-AD-127,1.48,0
NY,Assembly,NY-AD-128,0.64,0
NY,Assembly,NY-AD-129,0.2,0
NY,Assembly,NY-AD-13,1.39,0
NY,Assembly,NY-AD-130,0.07,0
NY,Assembly,NY-AD-131,0.08,0
NY,Assembly,NY-AD-135,1.49,0
NY,Assembly,NY-AD-136,0.43,0
NY,Assembly,NY-AD-137,0.12,0
NY,Assembly,NY-AD-138,1.11,0
NY,Assembly,NY-AD-140,1.43,0
NY,Assembly,NY-AD-141,1.28,0
NY,Assembly,NY-AD-142,1.28,0
NY,Assembly,NY-AD-143,0.08,0
NY,Assembly,NY-AD-145,0.11,0
NY,Assembly,NY-AD-146,1.57,0
NY,Assembly,NY-AD-149,1.52,0
NY,Assembly,NY-AD-15,0.09,0
NY,Assembly,NY-AD-16,0.48,0
NY,Assembly,NY-AD-18,0.02,0
NY,Assembly,NY-AD-21,1.43,0
NY,Assembly,NY-AD-22,1.3,0
NY,Assembly,NY-AD-23,0.11,0
NY,Assembly,NY-AD-24,0.62,0
NY,Assembly,NY-AD-25,1.1,0
NY,Assembly,NY-AD-26,1.38,0
NY,Assembly,NY-AD-27,1.09,0
NY,Assembly,NY-AD-28,1.22,0
NY,Assembly,NY-AD-29,1.14,0
NY,Assembly,NY-AD-3,0.06,0
NY,Assembly,NY-AD-30,1.51,0
NY,Assembly,NY-AD-31,1.29,0
NY,Assembly,NY-AD-32,1.31,0
NY,Assembly,NY-AD-33,1.19,0
NY,Assembly,NY-AD-34,1.22,0
NY,Assembly,NY-AD-35,1.28,0
NY,Assembly,NY-AD-36,0.02,0
NY,Assembly,NY-AD-37,1.15,0
NY,Assembly,NY-AD-38,1.6,0
NY,Assembly,NY-AD-39,0.75,0
NY,Assembly,NY-AD-4,1.24,0
NY,Assembly,NY-AD-40,1.09,0
NY,Assembly,NY-AD-41,1.08,0
NY,Assembly,NY-AD-43,0.03,0
NY,Assembly,NY-AD-44,0.03,0
NY,Assembly,NY-AD-45,0.03,0
NY,Assembly,NY-AD-46,0.13,0
NY,Assembly,NY-AD-47,0.62,0
NY,Assembly,NY-AD-48,1.23,0
NY,Assembly,NY-AD-49,0.01,0
NY,Assembly,NY-AD-50,1.19,0
NY,Assembly,NY-AD-51,0.02,0
NY,Assembly,NY-AD-53,1.15,0
NY,Assembly,NY-AD-54,1.06,0
NY,Assembly,NY-AD-55,1.2,0
NY,Assembly,NY-AD-56,1.22,0
NY,Assembly,NY-AD-58,1.17,0
NY,Assembly,NY-AD-59,1.3,0
NY,Assembly,NY-AD-6,1.05,0
NY,Assembly,NY-AD-60,0.02,0
NY,Assembly,NY-AD-61,0.71,0
NY,Assembly,NY-AD-63,0.03,0
NY,Assembly,NY-AD-65,0.09,0
NY,Assembly,NY-AD-66,1.01,0
NY,Assembly,NY-AD-67,1.37,0
NY,Assembly,NY-AD-68,1.16,0
NY,Assembly,NY-AD-69,1.21,0
NY,Assembly,NY-AD-7,0.01,0
NY,Assembly,NY-AD-70,1.06,0
NY,Assembly,NY-AD-71,1.19,0
NY,Assembly,NY-AD-72,1.42,0
NY,Assembly,NY-AD-73,1.2,0
NY,Assembly,NY-AD-74,0.01,0
NY,Assembly,NY-AD-75,0.03,0
NY,Assembly,NY-AD-76,0.04,0
NY,Assembly,NY-AD-77,1.13,0
NY,Assembly,NY-AD-78,1.22,0
NY,Assembly,NY-AD-79,1.07,0
NY,Assembly,NY-AD-80,1.24,0
NY,Assembly,NY-AD-81,1.2,0
NY,Assembly,NY-AD-82,0.31,0
NY,Assembly,NY-AD-83,1.2,0
NY,Assembly,NY-AD-84,1.07,1
NY,Assembly,NY-AD-85,1.16,0
NY,Assembly,NY-AD-86,0.02,0
NY,Assembly,NY-AD-87,1.37,0
NY,Assembly,NY-AD-88,1.07,0
NY,Assembly,NY-AD-89,0.06,0
NY,Assembly,NY-AD-90,1.41,0
NY,Assembly,NY-AD-91,1.04,0
NY,Assembly,NY-AD-92,0.37,0
NY,Assembly,NY-AD-93,0.93,0
NY,Assembly,NY-AD-95,1.02,0
NY,Assembly,NY-AD-96,1.47,0
NY,Assembly,NY-AD-97,0.51,0
NY,Assembly,NY-AD-99,0.24,0
NY,Senate,NY-SD-1,0.12,0
NY,Senate,NY-SD-10,2.52,0
NY,Senate,NY-SD-11,3.92,0
NY,Senate,NY-SD-12,2.87,0
NY,Senate,NY-SD-13,2.58,0
NY,Senate,NY-SD-14,2.51,0
NY,Senate,NY-SD-15,2.48,0
NY,Senate,NY-SD-16,2.67,0
NY,Senate,NY-SD-17,0.19,0
NY,Senate,NY-SD-18,2.64,0
NY,Senate,NY-SD-19,2.21,0
NY,Senate,NY-SD-2,0.01,0
NY,Senate,NY-SD-20,2.38,0
NY,Senate,NY-SD-22,0.11,0
NY,Senate,NY-SD-23,3.81,0
NY,Senate,NY-SD-25,2.67,0
NY,Senate,NY-SD-26,0.02,0
NY,Senate,NY-SD-27,0.03,0
NY,Senate,NY-SD-28,0.02,0
NY,Senate,NY-SD-29,2.61,0
NY,Senate,NY-SD-30,2.55,0
NY,Senate,NY-SD-31,2.37,0
NY,Senate,NY-SD-32,2.65,0
NY,Senate,NY-SD-33,2.24,0
NY,Senate,NY-SD-34,2.37,0
NY,Senate,NY-SD-35,1.26,0
NY,Senate,NY-SD-36,2.48,0
NY,Senate,NY-SD-37,2.54,0
NY,Senate,NY-SD-38,0.1,0
NY,Senate,NY-SD-39,0.38,0
NY,Senate,NY-SD-4,3.6,0
NY,Senate,NY-SD-40,3.53,1
NY,Senate,NY-SD-41,3.39,0
NY,Senate,NY-SD-42,1.69,0
NY,Senate,NY-SD-43,1.71,0
NY,Senate,NY-SD-44,0.58,0
NY,Senate,NY-SD-45,0.03,0
NY,Senate,NY-SD-46,2.71,0
NY,Senate,NY-SD-47,0.03,0
NY,Senate,NY-SD-48,3.29,0
NY,Senate,NY-SD-5,0.02,0
NY,Senate,NY-SD-50,3.7,0
NY,Senate,NY-SD-51,0.2,0
NY,Senate,NY-SD-52,3.5,0
NY,Senate,NY-SD-54,0.02,0
NY,Senate,NY-SD-55,2.31,0
NY,Senate,NY-SD-56,3.56,0
NY,Senate,NY-SD-59,2.63,0
NY,Senate,NY-SD-6,1.48,0
NY,Senate,NY-SD-61,3.6,0
NY,Senate,NY-SD-63,1.75,0
NY,Senate,NY-SD-7,1.25,0
NY,Senate,NY-SD-8,0.01,0
NY,Senate,NY-SD-9,0.1,0
NC,House,NC-HD-1,0.22,0
NC,House,NC-HD-10,1.42,0
NC,House,NC-HD-100,0.03,0
NC,House,NC-HD-101,0.02,0
NC,House,NC-HD-103,0.02,0
NC,House,NC-HD-104,0.03,0
NC,House,NC-HD-105,3.03,0
NC,House,NC-HD-106,0.02,0
NC,House,NC-HD-108,0.75,0
NC,House,NC-HD-109,2.44,0
NC,House,NC-HD-110,1.39,0
NC,House,NC-HD-112,0.02,0
NC,House,NC-HD-113,0.68,0
NC,House,NC-HD-115,0.69,0
NC,House,NC-HD-117,1.84,0
NC,House,NC-HD-118,2.44,0
NC,House,NC-HD-119,2.8,0
NC,House,NC-HD-12,2.82,0
NC,House,NC-HD-13,0.08,0
NC,House,NC-HD-14,0.18,0
NC,House,NC-HD-15,0.26,0
NC,House,NC-HD-16,0.2,0
NC,House,NC-HD-17,0.66,0
NC,House,NC-HD-18,0.02,0
NC,House,NC-HD-19,1.85,0
NC,House,NC-HD-2,0.01,0
NC,House,NC-HD-20,2.98,0
NC,House,NC-HD-22,2.3,0
NC,House,NC-HD-23,0.2,0
NC,House,NC-HD-24,0.58,0
NC,House,NC-HD-25,3.05,0
NC,House,NC-HD-26,2.03,0
NC,House,NC-HD-28,0.24,0
NC,House,NC-HD-29,0.02,0
NC,House,NC-HD-3,1.78,0
NC,House,NC-HD-30,0.02,0
NC,House,NC-HD-31,0.01,0
NC,House,NC-HD-32,1.3,0
NC,House,NC-HD-34,0.05,0
NC,House,NC-HD-35,3.2,0
NC,House,NC-HD-36,0.02,0
NC,House,NC-HD-37,3.38,1
NC,House,NC-HD-39,0.01,0
NC,House,NC-HD-4,1.05,0
NC,House,NC-HD-43,2.86,0
NC,House,NC-HD-45,0.02,0
NC,House,NC-HD-46,0.53,0
NC,House,NC-HD-47,1.43,0
NC,House,NC-HD-48,0.3,0
NC,House,NC-HD-5,2.3,0
NC,House,NC-HD-50,0.01,0
NC,House,NC-HD-51,2.51,0
NC,House,NC-HD-52,0.68,0
NC,House,NC-HD-53,0.8,0
NC,House,NC-HD-54,0.02,0
NC,House,NC-HD-55,2.53,0
NC,House,NC-HD-57,0.01,0
NC,House,NC-HD-58,0.01,0
NC,House,NC-HD-59,1.94,0
NC,House,NC-HD-6,1.56,0
NC,House,NC-HD-60,0.01,0
NC,House,NC-HD-61,0.01,0
NC,House,NC-HD-62,2.63,0
NC,House,NC-HD-63,2.62,0
NC,House,NC-HD-64,2.63,0
NC,House,NC-HD-65,0.86,0
NC,House,NC-HD-66,0.03,0
NC,House,NC-HD-68,1.38,0
NC,House,NC-HD-69,0.96,0
NC,House,NC-HD-7,3.39,0
NC,House,NC-HD-70,0.01,0
NC,House,NC-HD-71,0.01,0
NC,House,NC-HD-72,0.02,0
NC,House,NC-HD-73,2.67,0
NC,House,NC-HD-74,2.96,0
NC,House,NC-HD-75,2.49,0
NC,House,NC-HD-76,2.7,0
NC,House,NC-HD-79,0.16,0
