race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.0969
AK-GOV,41.86,23.31,0.0,,0.0,15.9,2,0.2701
AK-SEN,49.48,44.39,0.0,,0.0,5.85,9,0.1827
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0118
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.691
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.0905
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0114
AZ-06,46.66,43.8,0.0,,0.0,0.0,2,0.1
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.168
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0013
CA-GOV,52.0,31.0,0.0,,0.0,0.0,1,1.0
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.1851
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0094
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0014
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.9117
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.6015
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.1688
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.1649
FL-GOV,40.81,43.6,0.18,IND,0.0,0.0,13,0.2721
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.274
GA-GOV,49.0,43.0,0.0,,0.0,0.0,1,0.3536
GA-SEN,48.53,43.47,0.0,,0.0,0.0,7,0.0632
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0004
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.3969
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.1939
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.5484
IA-SEN,44.41,45.69,0.0,,0.0,0.0,3,0.201
ID-SEN,34.0,48.0,0.0,,0.0,0.0,1,0.2078
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0153
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.0686
KY-06,37.0,37.0,0.0,,0.0,0.0,1,0.5117
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0272
MA-GOV,55.52,30.9,0.0,,0.0,0.0,4,0.3114
MA-SEN,55.1,30.99,0.0,,0.0,0.0,5,0.1282
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0412
ME-02,42.48,48.76,0.0,,0.0,0.0,2,0.3274
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.0113
MI-04,42.0,47.43,0.0,,0.0,0.0,2,0.1041
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.0532
MI-GOV,40.94,32.68,10.99,IND,0.0,0.0,15,0.2136
MI-SEN,41.11,42.15,0.0,,0.0,0.0,8,0.3716
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.1363
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.0801
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.0299
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.3789
MT-01,43.0,48.0,0.0,,0.0,0.0,1,0.6447
MT-SEN,44.0,56.0,0.0,,0.0,0.0,1,0.8706
NC-01,41.15,40.7,1.36,LIB,0.0,0.0,2,0.3191
NC-10,37.0,52.0,0.0,,0.0,0.0,1,0.1851
NC-14,40.0,48.0,0.0,,0.0,0.0,1,0.1851
NC-SEN,49.38,39.79,0.52,LIB,0.0,0.0,18,0.2223
NE-01,38.0,45.0,0.0,,0.0,0.0,1,0.7405
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0073
NE-GOV,33.0,38.0,12.0,LMN,0.0,0.0,1,0.3376
NE-SEN,47.0,42.8,0.0,,0.0,0.0,3,0.2744
NH-02,48.94,36.84,0.0,,0.0,0.0,5,0.0575
NH-GOV,39.0,46.66,0.0,,0.0,0.0,2,0.3396
NH-SEN,46.58,42.99,0.0,,0.0,0.0,13,0.0868
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0002
NM-02,43.0,41.0,0.0,,0.0,0.0,1,0.5484
NV-GOV,40.44,42.52,0.0,,0.0,0.0,5,0.2116
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.0226
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.1088
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.1088
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.1088
NY-GOV,49.9,33.65,0.78,LIB,0.0,0.0,12,0.1364
OH-09,43.0,47.0,3.0,LIB,0.0,0.0,1,0.4559
OH-GOV,47.06,46.99,0.0,,0.0,0.0,12,0.0934
OH-SEN,46.59,49.44,0.0,,0.0,0.0,10,0.1264
OR-GOV,45.0,43.56,0.0,,0.0,0.0,2,0.4192
PA-01,41.97,47.81,0.0,,0.0,0.0,2,0.1194
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.002
PA-10,50.81,44.94,0.0,,0.0,0.0,3,0.1676
PA-GOV,54.09,32.23,0.0,,0.0,0.0,6,0.2585
RI-GOV,38.9,20.8,18.9,IND,0.0,0.0,1,0.8312
RI-SEN,52.0,34.0,0.0,,0.0,0.0,1,0.4559
SD-SEN,34.53,46.64,0.0,,0.0,0.0,3,0.0415
TN-GOV,27.0,51.0,0.0,,0.0,0.0,2,0.2686
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0028
TX-23,40.0,42.0,0.0,,0.0,0.0,1,0.1809
TX-34,40.0,41.0,0.0,,0.0,0.0,1,0.5612
TX-GOV,40.92,46.67,0.73,LIB,0.0,0.0,8,0.3588
TX-SEN,43.89,38.99,1.05,LIB,0.0,0.0,11,0.2778
VA-01,41.97,45.92,0.0,,0.0,0.0,2,0.0932
WA-03,34.0,41.0,0.0,,0.0,0.0,1,0.5612
WI-01,41.0,50.0,0.0,,0.0,0.0,1,0.2031
WI-03,48.71,47.65,0.0,,0.0,0.0,2,0.0574
WI-GOV,40.71,39.42,0.0,,0.0,0.0,1,0.2176
