race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,5.65,71.3,28.7,Lean D,-2.8,5.28,4.64,0.56,1.9,-0.3,-3.27,8.92,False,False,GRN,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,50.06,40.36,27,9.49,0.305,34975789,11272504,0,20717567,3461698,0,12713680,21813090,14258222,7810806,0,4748620,1775437,0,820563,936330,0,0,0,0,0,46928,0,51.84,46.29,1.87,2067001,1845901,74566,0,3987467
NE-SEN,senate,NE,SEN,(No Democrat),Pete Ricketts,DEM,REP,REP,REP,-6.34,26.5,73.5,Lean R,-20.12,5.28,-7.18,-0.49,8.63,-0.48,-20.84,14.5,False,True,IND,0,,0.0,Dan Osborn,46.83,26.5,,,0.0,,confirmed,47.0,46.63,4,-2.63,0.184,0,11233507,5751951,0,6910970,2421487,992973,1732682,0,4809506,3393630,0,232136,2195423,0,1701815,139868,0,5295888,0,0,0,0,0.0,53.17,0.0,0,352519,0,310492,663011
NH-SEN,senate,NH,SEN,Chris Pappas,John E. Sununu,DEM,REP,,DEM,7.27,76.4,23.6,Likely D,-0.11,5.28,9.21,0.7,4.2,-0.86,2.82,4.45,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,44.77,42.57,19,2.5,0.289,15384657,4124582,0,4251918,3019794,0,568299,5863275,11540323,1104788,0,4743838,481949,0,1106373,479000,0,0,0,0,0,0,0,53.64,46.36,0.0,310191,268141,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,19.79,97.4,2.6,Safe D,8.31,5.28,19.79,4.13,1.88,0.19,5.63,14.16,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,18869341,27316,0,23060940,123,0,0,0,7000887,26297,0,8440493,7240,0,500530,650,0,0,4932,0,0,8782,0,59.89,40.11,0.0,1745093,1168593,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,19.53,97.3,2.7,Safe D,8.3,5.28,19.53,3.16,1.67,1.12,6.14,13.39,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5626629,33525,0,4396754,11850,0,0,0,2443668,21675,0,1158566,1065,0,1738346,5000,0,0,0,0,0,0,0,59.76,40.24,0.0,386303,260074,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,0.18,51.0,49.0,Toss-up,-8.71,5.28,-2.19,0.54,1.39,-0.69,-11.31,11.5,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,49.04,43.96,18,5.0,0.286,38566234,14360028,0,16229741,9419311,0,2340871,13958761,22336493,4940716,0,13527788,1843640,0,861223,2382560,0,0,0,0,0,0,0,49.31,49.12,1.57,1989751,1982403,63358,0,4035512
OK-SEN,senate,OK,SEN,Jasmine Thomas,Kevin Hern,DEM,REP,,REP,-33.13,0.1,99.9,Safe R,-33.69,5.28,-35.35,-3.46,-2.78,-0.7,-34.95,1.82,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,25.0,49.0,1,-24.0,0.196,57159,9953579,0,456,2491910,0,0,2428319,57639,7461669,0,41107,132138,0,0,761500,0,0,5050000,0,0,0,0,33.44,66.56,0.0,366523,729700,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,21.84,98.4,1.6,Safe D,12.88,5.28,21.84,2.47,1.67,-0.46,14.89,6.94,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4540974,120760,0,6828404,28980,0,0,0,1979569,91781,0,1059223,34621,0,477520,11000,0,0,0,0,0,8156,0,60.92,39.08,0.0,957489,614285,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,24.65,99.2,0.8,Safe D,17.27,5.28,26.04,2.03,1.67,-0.2,14.16,10.49,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,51.21,31.81,3,19.4,0.21,3381651,180468,0,3093684,7569,0,0,0,1876160,173238,0,30579,69332,0,1140100,1600,0,0,1,0,0,690,0,62.32,37.68,0.0,223961,135387,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Darline Graham,DEM,REP,,REP,-4.82,31.6,68.4,Lean R,-14.63,5.28,-5.26,1.23,3.25,-0.39,-18.12,13.3,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,37.78,41.77,5,-5.01,0.275,10804040,346783,0,4119295,251431,0,392162,5229594,6684746,95351,0,6474403,50733,0,104955,47000,0,0,0,0,1025357,0,0,46.7,51.43,1.87,832989,917353,33355,0,1783698
SD-SEN,senate,SD,SEN,(No Democrat),Mike Rounds,DEM,REP,REP,REP,-20.29,2.3,97.7,Safe R,-22.36,5.28,-23.55,-1.06,-4.39,-1.02,-29.98,9.69,False,True,IND,0,,0.0,Brian Bengs,39.86,2.3,,,0.0,,confirmed,40.43,47.29,6,-8.23,0.213,0,3176451,782050,0,2736664,51406,0,586948,0,2309816,730644,0,36975,474153,0,1443800,5000,0,0,0,0,0,0,0.0,60.14,0.0,0,179515,0,118958,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-28.19,0.3,99.7,Safe R,-25.3,5.28,-30.54,-3.72,-6.25,-0.54,-30.12,1.93,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,31.84,53.94,1,-22.1,0.279,2257,7162897,0,1043,5234429,0,0,782360,1293,3855937,0,2007,958119,0,0,1545200,0,0,0,0,0,0,0,35.91,64.09,0.0,770109,1374650,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,0.3,51.5,48.5,Toss-up,-10.61,5.28,-0.96,1.28,2.05,1.04,-13.88,14.18,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.46,44.62,28,1.85,0.306,68555930,9248699,0,21548155,1755783,0,33969556,15644003,47007775,7492915,0,36717034,1764118,0,343408,219500,0,0,0,0,0,0,0,49.14,48.85,2.01,3923181,3899527,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,17.68,95.9,4.1,Safe D,6.82,5.28,17.68,2.74,3.15,-0.3,5.89,11.79,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,17889335,418742,0,16114725,90328,0,150000,0,7327844,328750,0,2953209,122597,0,2117795,5000,0,0,171454,0,0,50783,0,58.84,41.16,0.0,1854867,1297435,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Fetty Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-42.31,0.0,100.0,Safe R,-42.1,5.28,-42.31,-2.9,-1.67,-0.93,-42.69,0.37,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,49913,4624145,0,22129,4377201,0,0,337585,34780,2558310,0,14901,84240,0,100,1742755,0,7890,0,0,0,0,0,28.84,71.16,0.0,153928,379745,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-43.67,0.0,100.0,Safe R,-45.56,5.28,-43.67,-2.75,0.0,-0.64,-46.96,3.29,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,22559,2435023,0,356,915369,0,0,1042710,23293,2402617,0,5589,598315,0,0,581700,0,1000,0,0,0,0,0,28.17,71.83,0.0,53045,135289,0,0,188334
AK-01,house,AK,01,(No Democrat),Nick Begich III,DEM,REP,REP,REP,-2.93,37.7,62.3,Lean R,-4.0,5.28,-2.47,-1.02,-1.67,-1.06,-13.8,10.86,True,False,IND,4,Nick Begich III,1.02,Bill Hill,45.09,37.7,,,0.0,,confirmed,36.81,48.68,5,-13.29,0.241,0,5470446,1336292,0,3119158,515886,225000,534443,0,2455619,820406,0,1108897,233665,0,1033577,62050,0,0,0,0,225764,0,3.8,49.91,1.2,8985,118010,2837,106614,236446
AL-01,house,AL,01,Clyde Jones,Jerry Carl,DEM,REP,,REP,-27.97,0.3,99.7,Safe R,-30.94,5.28,-27.97,-1.75,0.0,-0.56,-36.34,8.37,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,85968,1162583,0,28030,366616,0,0,547042,57938,865257,0,44055,45133,0,2000,303059,0,0,0,0,0,254536,0,36.01,63.99,0.0,82707,146941,0,0,229648
AL-02,house,AL,02,Shomari Figures,Rhett Marques,DEM,REP,DEM,DEM,-2.36,40.6,59.4,Toss-up,-9.16,5.28,-2.13,-0.45,2.48,-0.28,-14.46,12.1,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.09,45.55,2,-3.45,0.178,1355789,1318574,0,662600,187718,0,100000,3738607,716297,1130856,0,167493,8808,0,830380,188469,0,0,0,0,12000,0,0,48.82,51.18,0.0,100187,105035,0,0,205222
AL-03,house,AL,03,Lee McInnis,Mike Rogers,DEM,REP,REP,REP,-40.94,0.0,100.0,Safe R,-41.71,5.28,-40.94,-2.23,-1.67,-0.61,-47.04,6.1,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,60787,2133554,0,9462,2590964,0,3435,0,28900,1464925,0,17227,8029,0,0,735704,0,0,0,0,0,0,0,29.53,70.47,0.0,65410,156077,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-61.12,0.0,100.0,Safe R,-61.96,5.28,-61.12,-2.1,-1.67,-0.67,-66.99,5.87,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,15591,1022664,0,396,749660,0,0,0,14624,1239901,0,7452,9102,0,0,422278,0,0,0,0,12000,0,0,19.44,80.56,0.0,44077,182626,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-23.04,1.2,98.8,Safe R,-25.5,5.28,-23.04,-0.59,-1.67,-0.56,-29.51,6.47,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,646512,1477819,0,169720,1424334,0,0,0,476792,682462,0,73555,6635,0,2350,631300,0,20000,0,0,0,240000,0,38.48,61.52,0.0,95247,152273,0,0,247520
AL-06,house,AL,06,Maurice Mercer,Gary Palmer,DEM,REP,REP,REP,-30.73,0.1,99.9,Safe R,-31.02,5.28,-30.73,-2.26,-2.19,-0.54,-34.79,4.05,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,6539,1053566,0,1863,260721,0,0,131018,4676,946083,0,3680,806,0,0,464000,0,0,0,0,0,0,0,34.63,65.37,0.0,84723,159908,0,0,244631
AL-07,house,AL,07,Terri Sewell,Ammie Akin,DEM,REP,DEM,DEM,34.41,100.0,0.0,Safe D,23.21,5.28,34.41,1.73,4.31,-0.12,17.99,16.43,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1961991,150730,0,3754350,115936,0,0,0,1678202,34794,0,67584,522,0,1589750,0,0,0,100000,0,0,100000,0,67.21,32.79,0.0,141372,68980,0,0,210352
AR-01,house,AR,01,Terri Green,Rick Crawford,DEM,REP,REP,REP,-42.02,0.0,100.0,Safe R,-40.72,5.28,-42.02,-1.62,-4.28,-0.68,-46.4,4.38,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65149,944302,0,11958,1031631,0,0,0,53192,743498,0,13695,12107,0,4900,557750,0,14395,0,0,17838,0,0,28.99,71.01,0.0,56769,139057,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-6.85,24.9,75.1,Likely R,-11.52,5.28,-8.87,-0.99,-1.12,-0.52,-16.22,9.37,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,44.0,2,3.99,0.157,1174414,4421510,0,191398,2967541,0,0,418058,983016,2830321,0,303345,28686,0,27750,1457367,0,0,0,0,17801,0,0,46.58,53.42,0.0,105016,120459,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-24.88,0.7,99.3,Safe R,-21.71,5.28,-24.88,-1.82,-6.29,-0.34,-25.81,0.93,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,120526,1871761,0,5951,2404276,0,0,0,114576,1183378,0,57841,27541,0,5886,877500,0,250,0,0,20588,0,0,37.56,62.44,0.0,83232,138366,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-38.14,0.0,100.0,Safe R,-35.08,5.28,-38.14,-2.88,-4.96,-0.49,-40.73,2.6,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5853,2562973,0,907,4668447,0,0,0,5628,928087,0,1762,38088,0,1500,1053550,0,0,0,0,1052,0,0,30.93,69.07,0.0,60799,135758,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Jay Feely,DEM,REP,,REP,5.16,69.6,30.4,Lean D,1.3,5.28,5.79,-0.49,0.0,-0.3,-3.14,8.29,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,42.71,42.94,2,-0.94,0.15,1830193,2528497,0,401745,794475,0,216384,3543753,1520251,1734022,0,205293,28573,0,146250,328330,0,430655,330000,0,210070,330000,0,51.59,46.53,1.88,162773,146809,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,0.36,51.7,48.3,Toss-up,-9.83,5.28,1.91,-0.68,7.81,-0.67,-15.12,15.48,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,43.5,45.67,2,-5.17,0.22,3519760,9481428,0,1910990,2841745,0,883973,40754,1674073,6957053,0,1473633,3385826,0,213271,86500,0,0,0,0,0,0,0,50.18,49.82,0.0,146289,145245,0,0,291534
AZ-03,house,AZ,03,Yassamin Ansari,(no Republican filed),DEM,REP,DEM,DEM,60.85,100.0,0.0,Safe D,47.0,5.28,60.85,0.0,6.47,2.1,40.31,20.54,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,,,,0,,0.0,1436333,0,0,547321,0,0,0,0,899423,0,0,145331,0,0,226033,0,0,65705,0,0,70000,0,0,80.42,19.58,0.0,120038,29217,0,0,149255
AZ-04,house,AZ,04,Greg Stanton,Zuhdi Jasser,DEM,REP,DEM,DEM,20.35,97.7,2.3,Safe D,10.85,5.28,20.35,0.99,3.02,0.21,6.76,13.59,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2117114,564641,0,2020289,341651,0,422716,0,1112556,222990,0,90792,24225,0,638763,5000,0,0,10000,0,0,0,0,60.17,39.83,0.0,146376,96879,0,0,243254
AZ-05,house,AZ,05,Elizabeth Lee,Mark Lamb,DEM,REP,,REP,-12.41,11.0,89.0,Likely R,-16.06,5.28,-12.41,-1.44,0.0,-0.2,-20.19,7.78,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,153111,1222217,0,26740,243426,0,0,325479,126371,978791,0,65653,514699,0,0,70400,0,5000,40047,0,5000,0,0,43.79,56.21,0.0,136425,175093,0,0,311518
AZ-06,house,AZ,06,JoAnna Mendoza,Juan Ciscomani,DEM,REP,REP,REP,5.79,71.7,28.3,Lean D,2.75,5.28,6.37,0.13,-1.91,0.11,-0.76,6.55,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.96,44.87,3,-0.29,0.15,7354808,6172867,0,3260877,4135163,0,91037,20000,4093932,2274265,0,2800193,500509,0,516802,1655410,0,0,0,0,3300,0,0,51.78,46.1,2.12,159532,142058,6532,0,308122
AZ-07,house,AZ,07,Adelita Grijalva,Daniel Butierez,DEM,REP,DEM,DEM,39.77,100.0,0.0,Safe D,29.05,5.28,39.77,1.53,2.05,1.86,22.39,17.38,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2285639,224367,0,427977,11399,0,817317,195587,1857663,213560,0,1015921,16901,0,435939,2000,0,0,175207,0,0,144120,0,69.88,30.12,0.0,137798,59381,0,0,197180
AZ-08,house,AZ,08,Bernadette Greene-Placentia,Abraham Hamadeh,DEM,REP,REP,REP,-8.26,20.7,79.3,Likely R,-12.55,5.28,-8.26,0.0,-0.95,-0.05,-16.48,8.22,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,1206361,0,0,384185,0,0,0,0,858585,0,0,213882,0,0,269960,0,0,0,0,0,103414,0,45.87,54.13,0.0,125869,148548,0,0,274416
AZ-09,house,AZ,09,Danielle Sterbinsky,Paul Gosar,DEM,REP,REP,REP,-22.58,1.3,98.7,Safe R,-26.67,5.28,-22.58,-0.33,-1.21,0.35,-31.34,8.76,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,354383,580042,0,25745,303214,0,0,0,332316,368426,0,306781,127935,0,0,85000,0,250,0,0,0,6958,0,38.71,61.29,0.0,109058,172672,0,0,281730
CA-01,house,CA,01,Mike McGuire,James Gallagher,DEM,REP,REP,REP,19.65,97.3,2.7,Safe D,15.71,5.28,19.65,0.21,-1.67,0.11,12.63,7.02,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1827711,1488906,0,152606,332899,0,474065,0,1675105,1156006,0,483160,74465,0,300070,282863,0,0,0,0,0,33633,0,59.82,40.18,0.0,143070,96081,0,0,239151
CA-02,house,CA,02,Jared Huffman,Robin Littau,DEM,REP,DEM,DEM,33.72,100.0,0.0,Safe D,28.09,5.28,33.72,0.0,0.77,-0.42,25.45,8.27,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,978277,0,0,1075956,0,0,0,0,886964,0,0,55444,0,0,316245,0,0,0,0,0,2131,0,0,66.86,33.14,0.0,182212,90308,0,0,272520
CA-03,house,CA,03,Amerish Bera,Robb Tucker,DEM,REP,DEM,DEM,21.53,98.3,1.7,Safe D,13.08,5.28,21.53,1.08,2.23,-0.13,10.55,10.98,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1250126,258139,0,1830338,16000,0,0,0,1293160,242139,0,51066,6749,0,649068,0,0,0,205000,0,105000,205000,0,60.77,39.23,0.0,155953,100690,0,0,256644
CA-04,house,CA,04,Mike Thompson,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,18.54,5.28,26.95,0.0,2.74,0.39,14.96,25.04,False,False,,0,,0.0,,0.0,0.0,DEM,Eric Jones,80.0,confirmed,,,,0,,0.0,4204013,0,0,1075737,0,0,1150453,1714969,4337765,0,0,197819,0,0,1849646,0,0,0,0,0,37712,0,0,100.0,0.0,0.0,240754,0,0,0,240754
CA-05,house,CA,05,Michael Masuda,Tom McClintock,DEM,REP,REP,REP,-17.83,4.0,96.0,Safe R,-17.97,5.28,-17.83,-0.65,-4.77,0.28,-21.2,3.38,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,361735,928788,0,89452,201472,0,0,0,272284,875521,0,141932,112113,0,18750,156551,0,0,0,0,27146,5106,0,41.09,58.91,0.0,104246,149477,0,0,253723
CA-06,house,CA,06,Richard Pan,Kevin Kiley,DEM,IND,IND,IND,12.8,89.7,10.3,Likely D,11.51,5.28,12.8,-0.35,-3.7,0.06,8.67,4.13,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1098283,2988805,0,359132,2123953,0,2301713,75888,739151,1245831,0,241251,433049,0,308198,361391,0,0,15,0,117141,6225,0,56.4,43.6,0.0,132790,102651,0,0,235441
CA-07,house,CA,07,Mai Vang,(no Republican — top-two),DEM,REP,,DEM,40.0,100.0,0.0,Safe D,16.9,5.28,22.31,0.0,0.0,0.13,13.26,26.74,False,False,,0,,0.0,,0.0,0.0,DEM,Doris Matsui,58.0,confirmed,,,,0,,0.0,1086084,0,0,105536,0,0,609028,12161,980548,0,0,248455,0,0,53827,0,0,0,0,0,19908,0,0,100.0,0.0,0.0,242835,0,0,0,242835
CA-08,house,CA,08,John Garamendi,Rudy Recile,DEM,REP,DEM,DEM,49.38,100.0,0.0,Safe D,39.44,5.28,49.38,1.66,2.41,0.58,35.19,14.19,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,489135,8576,0,1196018,1541,0,0,0,557834,8073,0,7559,1628,0,334500,0,0,0,25,0,0,31273,0,74.69,25.31,0.0,163305,55339,0,0,218644
CA-09,house,CA,09,Josh Harder,John McBride,DEM,REP,DEM,DEM,31.11,99.9,0.1,Safe D,17.58,5.28,31.11,2.78,4.61,0.87,11.8,19.32,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4083528,52178,0,4739488,18738,0,0,0,1032871,33569,0,377932,3149,0,508815,19882,0,0,0,0,0,23491,0,65.56,34.44,0.0,123208,64732,0,0,187940
CA-10,house,CA,10,Mark DeSaulnier,Jeff Frese,DEM,REP,DEM,DEM,43.28,100.0,0.0,Safe D,37.75,5.28,43.28,0.0,0.33,-0.07,34.75,8.54,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,567258,0,0,586497,0,0,0,0,609748,0,0,40092,0,0,304983,0,0,0,0,0,0,0,0,71.64,28.36,0.0,189478,75002,0,0,264480
CA-11,house,CA,11,Scott Wiener,(no Republican — top-two),DEM,REP,,DEM,40.0,100.0,0.0,Safe D,74.3,5.28,79.27,0.0,0.0,-0.31,70.62,-30.62,False,False,,0,,0.0,,0.0,0.0,DEM,Connie Chan,58.0,confirmed,,,,0,,0.0,4561120,0,0,1237192,0,0,1657500,41145,3323928,0,0,159240,0,0,91176,0,0,0,0,0,66638,0,0,100.0,0.0,0.0,252827,0,0,0,252827
CA-12,house,CA,12,Lateefah Simon,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,81.05,5.28,88.26,0.0,1.67,0.26,77.64,-37.64,False,False,,0,,0.0,,0.0,0.0,DEM,Jamie Joyce,80.0,confirmed,,,,0,,0.0,1449191,0,0,777590,0,0,111599,0,957256,0,0,85221,0,0,261421,0,0,0,0,0,0,0,0,100.0,0.0,0.0,222860,0,0,0,222860
CA-13,house,CA,13,Adam Gray,Kevin Lincoln,DEM,REP,DEM,DEM,22.0,98.5,1.5,Safe D,7.15,5.28,22.0,0.46,7.04,2.08,0.51,21.49,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4191397,2237084,0,2072111,837885,0,991,70830,2311244,1423323,0,482042,445085,0,1269883,251621,0,0,0,0,0,126125,0,61.0,39.0,0.0,88799,56771,0,0,145569
CA-14,house,CA,14,Aisha Wahab,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,40.97,5.28,48.04,0.0,1.67,0.12,36.2,3.8,False,False,,0,,0.0,,0.0,0.0,DEM,Melissa Hernandez,80.0,confirmed,,,,0,,0.0,631749,0,0,146906,0,0,260366,2892831,484843,0,0,26791,0,0,155983,0,0,38500,0,0,43900,0,0,100.0,0.0,0.0,199910,0,0,0,199910
CA-15,house,CA,15,Kevin Mullin,Charles Hoelter,DEM,REP,DEM,DEM,58.62,100.0,0.0,Safe D,54.07,5.28,58.62,0.0,-0.99,0.26,49.64,8.98,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,819662,0,0,219735,0,0,0,0,651698,0,0,15210,0,0,470712,0,0,0,0,0,5325,0,0,79.31,20.69,0.0,169631,44259,0,0,213889
CA-16,house,CA,16,Sam Liccardo,Peter Sundin Soulé,DEM,REP,DEM,DEM,60.03,100.0,0.0,Safe D,53.18,5.28,60.03,0.0,1.67,-0.1,49.91,10.12,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3489298,0,0,2152957,0,0,0,0,1426732,0,0,15733,0,0,662750,0,0,0,0,0,840,0,0,80.01,19.99,0.0,190495,47580,0,0,238075
CA-17,house,CA,17,Rohit Khanna,Ritesh Tandon,DEM,REP,DEM,DEM,49.38,100.0,0.0,Safe D,45.42,5.28,49.38,3.69,-4.76,-0.25,40.75,8.64,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,13761491,37653,0,16929752,891,0,0,37500,7540830,36763,0,1650809,2226,0,1000,0,0,0,25,0,89348,0,0,74.69,25.31,0.0,138155,46811,0,0,184966
CA-18,house,CA,18,Zoe Lofgren,Shane Lewis,DEM,REP,DEM,DEM,44.32,100.0,0.0,Safe D,35.35,5.28,44.32,2.1,-0.49,2.08,29.37,14.95,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1721916,60180,0,643341,3307,0,109274,0,1318327,56873,0,436598,2664,0,438813,0,0,0,41958,0,0,40225,0,72.16,27.84,0.0,119940,46274,0,0,166214
CA-19,house,CA,19,Jimmy Panetta,Peter Verbica,DEM,REP,DEM,DEM,49.68,100.0,0.0,Safe D,38.91,5.28,50.59,2.46,3.85,0.1,35.64,14.03,False,False,GRN,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2887610,76324,0,5109558,24682,0,1198560,0,1492690,51642,0,88768,4624,0,1559107,3500,0,0,505,0,0,0,0,72.1,24.24,3.66,189971,63869,9644,0,263484
CA-20,house,CA,20,Sandra Van Scotter,Vince Fong,DEM,REP,REP,REP,-28.22,0.3,99.7,Safe R,-30.06,5.28,-28.22,-2.51,-1.67,0.73,-32.98,4.76,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,17086,1849356,0,-2017,453750,0,0,0,16701,1434838,0,5369,17074,0,0,894497,0,9907,0,0,0,0,0,35.89,64.11,0.0,79247,141556,0,0,220803
CA-21,house,CA,21,Jim Costa,Kyle Kirkland,DEM,REP,DEM,DEM,21.29,98.2,1.8,Safe D,12.05,5.28,21.29,0.95,0.92,2.08,6.17,15.12,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1338630,338971,0,938778,17934,0,0,0,608734,321037,0,11086,38714,0,796717,0,0,0,127459,0,0,33141,0,60.64,39.36,0.0,85666,55596,0,0,141263
