race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,46.17,50.17,0.0,,0.0,0.0,2,0.1302
AK-GOV,46.99,37.94,0.0,,0.0,6.88,3,0.2187
AK-SEN,46.31,46.61,0.0,,0.0,1.7,11,0.1078
AL-02,44.0,45.0,0.0,,0.0,0.0,1,0.4665
AL-GOV,40.99,49.01,0.0,,0.0,0.0,2,0.3389
AL-SEN,32.0,47.0,0.0,,0.0,0.0,1,0.6752
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.1539
AR-SEN,42.86,46.25,0.0,,0.0,0.0,2,0.4766
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0025
AZ-02,41.0,44.0,7.0,LIB,0.0,0.0,1,0.3703
AZ-06,46.96,44.87,0.0,,0.0,0.0,3,0.1274
AZ-GOV,48.88,41.57,1.0,IND,0.0,0.0,11,0.1176
CA-22,48.0,44.0,0.0,,0.0,0.0,1,0.4253
CA-48,48.0,46.0,0.0,,0.0,0.0,1,0.7236
CA-GOV,57.29,33.73,0.0,,0.0,0.0,4,0.3613
CO-03,45.0,46.0,0.0,,0.0,0.0,1,0.8909
CO-05,43.99,45.0,0.01,IND,0.0,0.0,2,0.4264
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0003
CT-GOV,49.61,31.46,0.0,,0.0,0.0,2,0.785
FL-08,35.0,44.0,0.0,,0.0,0.0,1,0.7937
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.2031
FL-14,46.2,37.5,0.0,,0.0,0.0,1,0.7405
FL-22,43.0,45.0,0.0,,0.0,0.0,1,0.4665
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.134
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.0376
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.0367
FL-GOV,38.12,42.8,0.52,NPA,0.0,0.0,16,0.2061
FL-SEN,40.04,49.3,0.0,,0.0,0.0,4,0.2397
GA-GOV,50.44,45.91,0.0,,0.0,0.0,6,0.4717
GA-SEN,53.98,43.02,0.0,,0.0,0.0,10,0.1712
IA-01,40.0,35.0,11.0,IND,0.0,0.0,2,0.379
IA-02,38.62,36.14,0.0,,0.0,0.0,2,0.4503
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.0432
IA-GOV,50.38,45.25,0.0,,0.0,0.0,4,0.3764
IA-SEN,47.62,47.09,0.0,,0.0,0.0,8,0.2678
ID-01,35.0,45.0,6.0,IND,0.0,0.0,1,0.7236
ID-SEN,35.63,41.47,0.0,,0.0,0.0,2,0.1571
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0034
IN-05,46.0,48.0,0.0,,0.0,0.0,1,0.8312
KS-SEN,43.05,47.11,0.0,,0.0,0.0,2,0.3612
KY-06,37.16,37.4,0.0,,0.0,0.0,2,0.307
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0061
MA-GOV,53.79,31.4,0.0,,0.0,0.0,6,0.1781
MA-SEN,52.51,32.08,0.0,,0.0,0.0,7,0.1334
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0092
ME-02,47.91,48.13,0.0,,0.0,0.0,3,0.3012
ME-GOV,52.17,38.68,3.21,IND,0.0,0.0,3,0.5687
ME-SEN,48.77,44.86,0.0,,0.0,0.0,3,0.6828
MI-04,47.46,45.22,0.0,,0.0,0.0,3,0.1048
MI-07,48.0,46.0,0.0,,0.0,0.0,1,0.5236
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.0118
MI-GOV,44.11,36.73,4.07,IND,0.0,0.0,17,0.1008
MI-SEN,43.54,44.84,0.0,,0.0,0.0,15,0.2574
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.0304
MN-02,45.0,40.0,0.0,,0.0,0.0,1,0.4253
MN-GOV,48.65,38.98,0.0,,0.0,0.0,3,0.1219
MN-SEN,49.71,42.88,0.0,,0.0,0.0,4,0.0661
MO-02,41.0,44.0,0.0,,0.0,0.0,1,0.2618
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.0844
MT-01,43.87,44.5,0.0,,0.0,4.37,2,0.3051
MT-SEN,30.62,43.35,16.23,IND,0.0,0.0,5,0.6659
NC-01,44.29,40.94,0.25,LIB,0.0,0.0,3,0.214
NC-10,37.0,52.0,0.0,,0.0,0.0,1,0.0412
