race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-2.34,45.2,54.8,Toss-up,-13.18,3.7,-13.8,11.46,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.66,20.42,5,21.239999999999995,0.194,48.05,50.35,1.6,113615,119048,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.95,1.8,98.2,Safe R,-29.63,3.7,-30.88,8.93,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,39.03,60.97,0.0,618780,966783,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.92,0.5,99.5,Safe R,-30.5,3.7,-31.57,4.64,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.54,63.46,0.0,306720,532737,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.82,71.1,28.9,Lean D,-4.25,3.7,-5.59,11.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.64,36.69,9,6.950000000000003,0.242,52.91,47.09,0.0,1255275,1117249,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.02,99.5,0.5,Safe D,23.32,3.7,20.82,6.21,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.51,36.49,0.0,7048797,4049747,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.68,97.0,3.0,Safe D,11.58,3.7,11.29,8.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.84,40.16,0.0,1337384,897537,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.97,94.8,5.2,Likely D,15.88,3.7,14.76,2.21,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.49,41.51,0.0,720035,511105,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.26,27.4,72.6,Lean R,-10.56,3.7,-13.22,6.96,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.49,41.81,13,-3.3200000000000003,0.268,46.87,53.13,0.0,3587914,4066912,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-2.59,40.2,59.8,Toss-up,-1.71,3.7,-2.21,-0.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,43.33,1,4.670000000000002,0.15,48.71,51.29,0.0,1790019,1885028,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,31.09,99.9,0.1,Safe D,25.73,3.7,23.56,7.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.55,34.45,0.0,237079,124612,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,3.72,63.9,36.1,Lean D,-12.1,3.7,-13.45,17.16,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.71,39.88,2,10.829999999999998,0.15,51.86,48.14,0.0,603873,560582,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-44.94,0.0,100.0,Safe R,-36.28,3.7,-37.52,-7.42,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.53,72.47,0.0,174407,459136,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.15,95.0,5.0,Likely D,12.91,3.7,11.14,6.01,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,58.57,41.43,0.0,2316452,1638285,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-14.41,8.4,91.6,Likely R,-16.26,3.7,-16.41,2.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.79,57.21,0.0,397692,531621,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.59,99.9,0.1,Safe D,27.69,3.7,25.91,5.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.76,27.56,4,27.2,0.175,65.79,34.21,0.0,1599818,831750,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.95,100.0,0.0,Safe D,30.41,3.7,29.51,5.44,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.33,29.04,2,20.29,0.15,67.47,32.53,0.0,1435071,691762,0,0,2126834
ME-GOV,governor,ME,GOV,Shenna Bellows,Jonathan Bush,DEM,REP,,DEM,11.19,85.8,14.2,Likely D,7.49,3.7,7.09,4.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55.6,44.4,0.0,323556,258407,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,10.87,85.1,14.9,Likely D,-0.36,3.7,-1.44,12.31,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.51,31.31,13,4.199999999999999,0.268,55.44,44.56,0.0,2197600,1766662,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Lisa Demuth,DEM,REP,,DEM,9.76,82.5,17.5,Likely D,4.94,3.7,4.34,5.42,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.55,34.74,3,16.809999999999995,0.15,54.88,45.12,0.0,1250027,1027717,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-18.0,4.2,95.8,Safe R,-20.75,3.7,-20.84,2.84,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-5.0,0.15,41.0,59.0,0.0,271830,391181,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.05,12.4,87.6,Likely R,3.66,3.7,2.82,-14.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,36.16,46.4,4,-10.240000000000002,0.175,43.98,56.02,0.0,254330,324002,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,4.77,67.6,32.4,Lean D,7.45,3.7,6.14,-1.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,52.38,47.62,0.0,338595,307782,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,3.09,61.6,38.4,Lean D,-1.54,3.7,-3.15,6.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.4,33.9,4,3.5,0.175,51.54,48.46,0.0,535583,503484,0,0,1039067
