race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,48.47,47.39,0.0,,14.37,14.91,14,0.1568
AL-SEN,32.0,47.0,0.0,,0.0,0.0,1,0.4156
AR-SEN,42.86,46.25,0.0,,0.0,0.0,2,0.2934
FL-SEN,41.56,47.23,0.0,,0.0,0.0,11,0.1247
GA-SEN,53.62,42.98,0.0,,0.0,0.0,12,0.1643
IA-SEN,46.39,47.27,0.0,,0.0,0.0,9,0.225
ID-SEN,26.17,41.86,5.37,IND,0.0,0.0,5,0.5009
KS-SEN,43.24,47.13,0.0,,0.0,0.0,3,0.3119
KY-SEN,37.0,49.5,0.0,,0.0,0.0,1,0.0037
MA-SEN,51.23,30.31,0.0,,0.0,0.0,8,0.1807
ME-SEN,48.39,45.64,0.0,,0.0,0.0,7,0.4232
MI-SEN,45.71,47.84,0.0,,0.0,0.0,20,0.292
MN-SEN,49.3,41.8,0.0,,0.0,0.0,6,0.061
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.052
MT-SEN,29.68,44.81,15.75,IND,0.0,0.0,7,0.4406
NC-SEN,50.51,39.32,1.05,LIB,0.0,0.0,26,0.2187
NE-SEN,47.0,42.8,0.0,,0.0,0.0,3,0.0376
NH-SEN,46.63,42.63,0.0,,0.0,0.0,16,0.0598
OH-SEN,50.57,45.79,0.09,LIB,0.0,0.0,18,0.2105
RI-SEN,52.0,34.82,0.0,,0.0,0.0,2,0.1684
SC-SEN,39.0,47.0,0.0,,0.0,0.0,1,0.4774
SD-SEN,35.08,52.22,0.0,,0.0,0.0,5,0.1143
TX-SEN,47.09,45.76,0.42,LIB,0.0,0.0,26,0.251
AK-GOV,46.99,37.94,0.0,,0.0,6.88,3,0.1346
AL-GOV,40.99,49.01,0.0,,0.0,0.0,2,0.2086
AZ-GOV,47.77,42.01,0.75,IND,0.0,0.0,14,0.1604
CA-GOV,56.04,35.51,0.0,,0.0,0.0,5,0.3404
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0002
CT-GOV,49.61,31.46,0.0,,0.0,0.0,2,0.4833
FL-GOV,38.12,42.8,0.52,NPA,0.0,0.0,17,0.1206
GA-GOV,49.9,45.89,0.0,,0.0,0.0,8,0.4243
IA-GOV,49.43,44.02,0.0,,0.0,0.0,5,0.3301
ID-GOV,29.67,51.0,3.33,IND,0.0,0.0,1,0.6447
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0021
