race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-9.98,29.2,70.8,Lean R,-13.18,3.81,-13.8,3.82,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,44.29,54.11,1.6,104723,127940,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.81,1.8,98.2,Safe R,-29.63,3.81,-30.88,9.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,39.09,60.91,0.0,619854,965709,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.32,0.4,99.6,Safe R,-30.5,3.81,-31.57,4.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.34,63.66,0.0,305041,534415,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.95,71.6,28.4,Lean D,-4.25,3.81,-5.59,11.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.26,37.22,9,6.04,0.242,52.98,47.02,0.0,1256883,1115640,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.02,99.6,0.4,Safe D,23.32,3.81,20.82,7.21,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.01,35.99,0.0,7104289,3994254,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.77,97.1,2.9,Safe D,11.58,3.81,11.29,8.47,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,59.88,40.12,0.0,1338334,896588,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.57,96.3,3.7,Safe D,15.88,3.81,14.76,3.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,59.29,40.71,0.0,729903,501237,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-5.99,28.3,71.7,Lean R,-10.56,3.81,-13.22,7.23,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.3,43.5,12,-3.98,0.262,47.0,53.0,0.0,3597993,4056833,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,3.03,61.4,38.6,Lean D,-1.71,3.81,-2.21,5.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.0,43.0,1,9.0,0.15,51.52,48.48,0.0,1893220,1781826,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.74,99.8,0.2,Safe D,25.73,3.81,23.56,7.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.37,34.63,0.0,236446,125245,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.86,57.1,42.9,Toss-up,-12.1,3.81,-13.45,15.31,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.93,49.07,0.0,593072,571383,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.32,0.0,100.0,Safe R,-36.28,3.81,-37.52,-7.8,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.34,72.66,0.0,173203,460340,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.24,95.1,4.9,Safe D,12.91,3.81,11.14,6.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,58.62,41.38,0.0,2318301,1636436,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-12.88,10.8,89.2,Likely R,-16.26,3.81,-16.41,3.53,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,43.56,56.44,0.0,404786,524528,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.66,99.9,0.1,Safe D,27.69,3.81,25.91,5.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.9,26.78,2,28.12,0.15,65.83,34.17,0.0,1600735,830833,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,35.22,100.0,0.0,Safe D,30.41,3.81,29.51,5.71,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,67.61,32.39,0.0,1437911,688923,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,10.33,83.9,16.1,Likely D,7.49,3.81,7.09,3.25,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,55.17,44.83,0.0,321054,260909,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,10.41,84.1,15.9,Likely D,-0.36,3.81,-1.44,11.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.14,30.51,13,3.9,0.268,55.2,44.8,0.0,2188460,1775802,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,7.91,77.6,22.4,Likely D,4.94,3.81,4.34,3.56,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,53.95,46.05,0.0,1228911,1048833,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-18.77,3.6,96.4,Safe R,-20.75,3.81,-20.84,2.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-8.0,0.15,40.62,59.38,0.0,269296,393716,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.25,12.0,88.0,Likely R,3.66,3.81,2.82,-15.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,45.99,2,-6.97,0.15,43.88,56.12,0.0,253746,324586,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,6.0,71.7,28.3,Lean D,7.45,3.81,6.14,-0.15,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,53.0,47.0,0.0,342570,303807,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.61,59.9,40.1,Toss-up,-1.54,3.81,-3.15,5.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,40.23,4,-1.67,0.175,51.3,48.7,0.0,533069,505999,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,13.05,89.5,10.5,Likely D,15.38,3.81,12.68,0.37,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.21,33.99,11,16.63,0.257,56.53,43.47,0.0,3286151,2527348,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-5.05,31.4,68.6,Lean R,-10.26,3.81,-11.31,6.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.06,46.99,12,0.84,0.262,47.48,52.52,0.0,1915951,2119561,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-32.27,0.1,99.9,Safe R,-34.68,3.81,-34.95,2.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,33.87,66.13,0.0,371246,724976,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.34,69.6,30.4,Lean D,15.34,3.81,14.89,-9.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,40.0,1,5.0,0.15,52.67,47.33,0.0,827861,743913,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,15.05,92.5,7.5,Likely D,-0.87,3.81,-1.75,16.8,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.74,35.45,5,19.29,0.194,57.52,42.48,0.0,2832264,2091353,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,19.78,97.1,2.9,Safe D,15.7,3.81,14.16,5.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,28.0,15.0,1,13.0,0.15,59.89,40.11,0.0,215211,144136,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-13.13,10.4,89.6,Likely R,-16.63,3.81,-18.12,4.99,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,43.43,56.57,0.0,774711,1008987,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-27.16,0.5,99.5,Safe R,-29.31,3.81,-29.98,2.82,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.42,63.58,0.0,108707,189766,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-21.23,2.1,97.9,Safe R,-28.63,3.81,-30.12,8.89,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,39.39,60.61,0.0,844724,1300035,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-9.93,17.0,83.0,Likely R,-12.03,3.81,-13.88,3.94,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.95,49.19,5,-7.55,0.194,45.03,54.97,0.0,3595024,4388145,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-26.22,0.6,99.4,Safe R,33.5,3.81,32.77,-58.99,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.89,63.11,0.0,95399,163196,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,8.46,79.1,20.9,Likely D,-0.25,3.81,-0.87,9.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.24,40.63,4,6.56,0.175,54.23,45.77,0.0,1299389,1096653,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-40.95,0.0,100.0,Safe R,-46.63,3.81,-46.96,6.01,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,29.52,70.48,0.0,55603,132730,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-2.78,44.8,55.2,Toss-up,-12.23,3.81,-13.8,11.02,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,51.01,47.09,8,3.66,0.233,47.83,50.57,1.6,113099,119564,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-23.11,1.3,98.7,Safe R,-27.36,3.81,-30.88,7.78,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,38.45,61.55,0.0,609602,975961,0,0,1585563
