race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,48.06,46.46,0.0,,0.0,0.0,6,0.3358
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.2078
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.2003
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.1063
AZ-GOV,47.43,37.32,0.0,,0.0,0.0,7,0.0975
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0221
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.1649
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0242
FL-GOV,34.02,40.01,1.95,IND,0.0,0.0,5,0.0554
GA-SEN,42.94,41.33,0.0,,0.0,0.0,5,0.0154
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.007
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.1403
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.8123
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.2679
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.4774
MA-GOV,51.0,26.0,0.0,,0.0,0.0,1,0.1469
MA-SEN,53.92,30.95,0.0,,0.0,0.0,2,0.1312
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.7236
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.1984
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.25
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.933
MI-GOV,37.07,38.14,15.2,IND,0.0,0.01,8,0.2375
MI-SEN,39.47,46.04,0.0,,0.0,0.0,4,0.2776
MN-SEN,48.0,45.0,0.0,,0.0,0.0,2,0.0116
NC-SEN,47.54,34.49,0.0,,0.0,0.0,8,0.248
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.1279
NE-SEN,45.0,46.0,0.0,,0.0,0.0,1,0.0011
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.3285
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.1015
NH-SEN,47.43,42.5,0.0,,0.0,0.0,9,0.2731
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0036
NV-GOV,40.36,40.9,0.0,,0.0,0.0,2,0.1674
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.3969
NY-GOV,50.19,34.06,2.61,LIB,0.0,0.0,4,0.4248
OH-GOV,45.11,45.63,0.0,,0.0,0.0,8,0.1194
OH-SEN,46.28,48.8,0.0,,0.0,0.0,5,0.101
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0969
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0351
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.1251
PA-GOV,54.87,38.61,0.0,,0.0,0.0,2,0.0726
SD-SEN,30.8,43.8,0.0,,0.0,0.0,2,0.1155
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0216
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0485
TX-GOV,42.3,50.2,0.0,,0.0,0.0,1,0.8312
TX-SEN,45.36,45.44,0.0,,0.0,0.0,4,0.3004
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.0226
WI-03,44.0,42.0,0.0,,0.0,0.0,1,0.1063
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0752
