race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-4.19,41.6,58.4,Toss-up,-13.18,4.4,-13.8,9.61,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.26,42.66,6,9.600000000000001,0.21,47.14,51.26,1.6,111462,121201,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.35,2.0,98.0,Safe R,-29.63,4.4,-30.88,9.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,39.32,60.68,0.0,623497,962066,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.22,0.6,99.4,Safe R,-30.5,4.4,-31.57,5.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.89,63.11,0.0,309658,529798,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.7,74.0,26.0,Lean D,-4.25,4.4,-5.59,12.29,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.8,36.46,10,8.339999999999996,0.25,53.35,46.65,0.0,1265761,1106762,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.72,99.6,0.4,Safe D,23.32,4.4,20.82,6.91,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.86,36.14,0.0,7087641,4010902,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,20.28,97.4,2.6,Safe D,11.58,4.4,11.29,8.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,60.14,39.86,0.0,1344033,890889,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,17.57,95.4,4.6,Safe D,15.88,4.4,14.76,2.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.78,41.22,0.0,723698,507442,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-5.79,28.9,71.1,Lean R,-10.56,4.4,-13.22,7.43,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.77,42.32,14,-3.549999999999997,0.272,47.1,52.9,0.0,3605718,4049108,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-1.99,42.4,57.6,Toss-up,-1.71,4.4,-2.21,0.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,43.33,1,4.670000000000002,0.15,49.0,51.0,0.0,1800952,1874094,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,31.79,99.9,0.1,Safe D,25.73,4.4,23.56,8.23,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.9,34.1,0.0,238345,123346,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,4.18,65.6,34.4,Lean D,-12.1,4.4,-13.45,17.63,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.37,40.41,3,9.96,0.15,52.09,47.91,0.0,606577,557877,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-44.24,0.0,100.0,Safe R,-36.28,4.4,-37.52,-6.72,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.88,72.12,0.0,176624,456919,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.74,95.6,4.4,Safe D,12.91,4.4,11.14,6.61,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,58.87,41.13,0.0,2328217,1626520,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-13.71,9.4,90.6,Likely R,-16.26,4.4,-16.41,2.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,43.14,56.86,0.0,400945,528369,0,0,929314
