race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
CA-15,house,CA,15,Kevin Mullin,Charles Hoelter,DEM,REP,DEM,DEM,58.87,100.0,0.0,Safe D,54.1,5.5,58.87,0.0,-0.99,0.26,49.64,9.23,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,819662,0,0,219735,0,0,0,0,651698,0,0,15210,0,0,470712,0,0,0,0,0,5325,0,0,79.43,20.57,0.0,169901,43989,0,0,213889
CA-16,house,CA,16,Sam Liccardo,Peter Sundin Soulé,DEM,REP,DEM,DEM,60.28,100.0,0.0,Safe D,53.22,5.5,60.28,0.0,1.67,-0.1,49.91,10.37,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3489298,0,0,2152957,0,0,0,0,1426732,0,0,15733,0,0,662750,0,0,0,0,0,840,0,0,80.14,19.86,0.0,190796,47279,0,0,238075
CA-17,house,CA,17,Rohit Khanna,Ritesh Tandon,DEM,REP,DEM,DEM,49.64,100.0,0.0,Safe D,45.45,5.5,49.64,3.69,-4.76,-0.25,40.75,8.89,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,13761491,37653,0,16929752,891,0,0,37500,7540830,36763,0,1650809,2226,0,1000,0,0,0,25,0,89348,0,0,74.82,25.18,0.0,138388,46578,0,0,184966
CA-18,house,CA,18,Zoe Lofgren,Shane Lewis,DEM,REP,DEM,DEM,44.57,100.0,0.0,Safe D,35.38,5.5,44.57,2.1,-0.49,2.08,29.37,15.2,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1721916,60180,0,643341,3307,0,109274,0,1318327,56873,0,436598,2664,0,438813,0,0,0,41958,0,0,40225,0,72.29,27.71,0.0,120150,46064,0,0,166214
CA-19,house,CA,19,Jimmy Panetta,Peter Verbica,DEM,REP,DEM,DEM,49.93,100.0,0.0,Safe D,38.94,5.5,50.85,2.46,3.85,0.1,35.64,14.29,False,False,GRN,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2887610,76324,0,5109558,24682,0,1198560,0,1492690,51642,0,88768,4624,0,1559107,3500,0,0,505,0,0,0,0,72.22,24.12,3.66,190292,63549,9644,0,263484
CA-20,house,CA,20,Sandra Van Scotter,Vince Fong,DEM,REP,REP,REP,-27.97,0.3,99.7,Safe R,-30.02,5.5,-27.97,-2.51,-1.67,0.73,-32.98,5.02,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,17086,1849356,0,-2017,453750,0,0,0,16701,1434838,0,5369,17074,0,0,894497,0,9907,0,0,0,0,0,36.02,63.98,0.0,79526,141277,0,0,220803
CA-21,house,CA,21,Jim Costa,Kyle Kirkland,DEM,REP,DEM,DEM,21.54,98.3,1.7,Safe D,12.08,5.5,21.54,0.95,0.92,2.08,6.17,15.37,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1338630,338971,0,938778,17934,0,0,0,608734,321037,0,11086,38714,0,796717,0,0,0,127459,0,0,33141,0,60.77,39.23,0.0,85845,55418,0,0,141263
CA-22,house,CA,22,Randy Villegas,David Valadao,DEM,REP,REP,REP,6.79,75.2,24.8,Likely D,5.25,5.5,7.82,-0.32,-5.26,2.65,-1.86,8.65,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,44.0,1,1.84,0.15,2645560,4927602,0,571792,3365587,0,3258362,2443325,2073768,1607550,0,778710,97100,0,190098,1921533,0,0,0,0,0,0,0,53.4,46.6,0.0,63976,55836,0,0,119812
CA-23,house,CA,23,Tessa Lynn Hodge,Jay Obernolte,DEM,REP,REP,REP,-15.74,5.9,94.1,Likely R,-16.44,5.5,-15.74,-1.89,-3.99,1.07,-19.9,4.16,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,79499,1455868,0,10237,1644222,0,18690,519365,69262,809486,0,28040,1363,0,0,863371,0,9080,0,0,3770,1125000,0,42.13,57.87,0.0,81560,112034,0,0,193594
CA-24,house,CA,24,Salud Carbajal,Robert Smith,DEM,REP,DEM,DEM,37.29,100.0,0.0,Safe D,28.5,5.5,37.29,1.43,1.13,0.73,25.76,11.53,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1650355,203264,0,3383604,47128,0,0,0,910621,156136,0,28020,31687,0,571016,1286,0,0,22492,0,5416,29373,0,68.64,31.36,0.0,168834,77122,0,0,245955
CA-25,house,CA,25,Raul Ruiz,Joe Males,DEM,REP,DEM,DEM,20.39,97.8,2.2,Safe D,10.72,5.5,20.39,0.58,1.67,1.92,5.97,14.42,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2093907,936496,0,2556494,14847,0,0,0,1240152,921649,0,88212,686618,0,969251,450,0,0,0,0,0,24964,0,60.19,39.81,0.0,113801,75255,0,0,189057
CA-26,house,CA,26,Jacqui Irwin,Samuel Gallucci,DEM,REP,,DEM,26.45,99.5,0.5,Safe D,19.37,5.5,26.45,0.63,0.0,0.95,15.73,10.72,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,822382,377078,0,295478,33681,0,366028,0,526904,343397,0,17494,9352,0,164050,0,0,0,232520,0,0,125000,0,63.23,36.77,0.0,151972,88389,0,0,240362
CA-27,house,CA,27,George Whitesides,Jason Gibbs,DEM,REP,DEM,DEM,27.46,99.7,0.3,Safe D,14.5,5.5,27.46,1.74,4.43,1.29,10.06,17.4,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3963530,379440,0,2554917,201877,0,1074903,0,1735347,177563,0,359853,5780,0,635983,10000,0,0,0,0,1310000,0,0,63.73,36.27,0.0,132082,75168,0,0,207250
CA-28,house,CA,28,Judy Chu,April Verlato,DEM,REP,DEM,DEM,40.41,100.0,0.0,Safe D,30.08,5.5,40.41,2.23,2.3,0.3,26.17,14.25,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,930123,250,0,3674296,205,0,0,0,857832,7882,0,37156,250,0,379775,0,0,0,0,0,0,0,0,70.21,29.79,0.0,160593,68151,0,0,228743
CA-29,house,CA,29,Luz Rivas,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,41.64,5.5,53.98,0.0,4.75,2.09,34.71,5.29,False,False,,0,,0.0,,0.0,0.0,DEM,Angélica Dueñas,80.0,confirmed,,,,0,,0.0,670678,0,0,377476,0,0,0,0,557465,0,0,13006,0,0,356790,0,0,0,0,0,0,0,0,100.0,0.0,0.0,167318,0,0,0,167318
CA-30,house,CA,30,Laura Friedman,Scott Alan Meyers,DEM,REP,DEM,DEM,52.32,100.0,0.0,Safe D,45.1,5.5,52.32,1.57,0.0,0.15,41.41,10.91,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,827895,58294,0,469254,2616,0,0,0,655389,55678,0,55622,1544,0,286550,0,0,0,40000,0,0,40000,0,76.16,23.84,0.0,182056,56995,0,0,239051
CA-31,house,CA,31,Gilbert Cisneros,Eric Ching,DEM,REP,DEM,DEM,16.69,95.1,4.9,Safe D,18.18,5.5,16.69,1.31,-10.02,1.72,12.61,4.08,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,705263,81571,0,259803,64913,0,0,0,485536,56899,0,24198,5020,0,453650,0,0,6616,0,0,5452550,0,0,58.35,41.65,0.0,119229,85119,0,0,204348
CA-32,house,CA,32,Brad Sherman,Larry Thompson,DEM,REP,DEM,DEM,40.17,100.0,0.0,Safe D,30.2,5.5,40.17,2.65,1.61,0.2,25.76,14.41,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2514330,34316,0,2668480,2174,0,974078,0,3767794,32142,0,11439,814,0,703424,0,0,0,27452,0,265,19291,0,70.08,29.92,0.0,176451,75319,0,0,251770
CA-33,house,CA,33,Pete Aguilar,Stephanie Vargas,DEM,REP,DEM,DEM,29.0,99.8,0.2,Safe D,16.55,5.5,29.0,0.0,4.9,2.05,10.12,18.88,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4722835,0,0,3457642,0,0,0,0,3914264,0,0,259702,0,0,2091001,0,0,0,0,0,0,0,0,64.5,35.5,0.0,112149,61719,0,0,173868
CA-34,house,CA,34,Jimmy Gomez,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,59.11,5.5,68.42,0.0,1.67,2.14,53.04,-13.04,False,False,,0,,0.0,,0.0,0.0,DEM,Angela Gonzales-Torres,80.0,confirmed,,,,0,,0.0,1175128,0,0,781726,0,0,0,0,482161,0,0,12050,0,0,521144,0,0,0,0,0,76784,0,0,100.0,0.0,0.0,150165,0,0,0,150165
CA-35,house,CA,35,Norma Torres,Mike Cargile,DEM,REP,DEM,DEM,26.91,99.6,0.4,Safe D,14.39,5.5,26.91,2.03,3.11,1.89,8.0,18.92,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,769061,4759,0,339247,2873,0,0,0,733128,2357,0,43080,1559,0,498820,0,0,0,0,0,889,12960,0,63.46,36.54,0.0,115667,66609,0,0,182276
CA-36,house,CA,36,Ted Lieu,Houston Brignano,DEM,REP,DEM,DEM,51.7,100.0,0.0,Safe D,43.7,5.5,51.7,2.66,0.02,-0.19,40.42,11.27,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1832769,5139,0,1188399,801,0,106348,0,1319377,4338,0,35142,678,0,570479,0,0,0,0,0,27711,773,0,75.85,24.15,0.0,204733,65192,0,0,269925
CA-37,house,CA,37,Sydney Kamlager-Dove,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,68.12,5.5,77.18,0.0,1.67,1.9,62.31,-22.31,False,False,,0,,0.0,,0.0,0.0,DEM,Samantha Mota,80.0,confirmed,,,,0,,0.0,1150468,0,0,185491,0,0,0,0,1026975,0,0,387951,0,0,385235,0,0,0,0,0,0,0,0,100.0,0.0,0.0,164586,0,0,0,164586
CA-38,house,CA,38,Hilda Solis,Pedro Casas,DEM,REP,,DEM,26.63,99.6,0.4,Safe D,19.26,5.5,26.63,0.0,0.0,1.87,12.8,13.84,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1049534,0,0,154503,0,0,367531,0,895031,0,0,22180,0,0,124249,0,0,0,0,0,178,0,0,63.32,36.68,0.0,115986,67199,0,0,183185
CA-39,house,CA,39,Mark Takano,Steve Manos,DEM,REP,DEM,DEM,25.94,99.5,0.5,Safe D,16.28,5.5,25.94,0.0,2.05,2.11,9.85,16.09,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,893848,0,0,186224,0,0,0,0,976794,0,0,107176,0,0,404800,0,0,0,0,0,0,0,0,62.97,37.03,0.0,103638,60947,0,0,164585
CA-40,house,CA,40,(no Democrat — top-two),Ken Calvert,DEM,REP,REP,REP,-40.0,0.0,100.0,Safe R,-9.94,5.5,-4.08,0.0,-0.16,0.52,-12.6,-27.4,False,False,,0,,0.0,,0.0,0.0,REP,Young Kim,80.0,,confirmed,,,0,,0.0,0,6142469,0,0,1497001,0,577540,451180,0,4907604,0,0,265201,0,0,1379327,0,0,0,0,0,2370,0,0.0,100.0,0.0,0,266738,0,0,266738
CA-41,house,CA,41,Linda Sanchez,Mitch Clemmons,DEM,REP,DEM,DEM,31.76,99.9,0.1,Safe D,19.82,5.5,31.76,2.64,1.82,1.98,14.61,17.15,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1602790,1709,0,415746,1659,0,300000,0,1612831,50,0,26484,209,0,1243209,0,0,0,500,0,12116,0,0,65.88,34.12,0.0,143328,74225,0,0,217554
CA-42,house,CA,42,Robert Garcia,Brian Burley,DEM,REP,DEM,DEM,26.86,99.6,0.4,Safe D,17.06,5.5,26.86,1.69,2.11,0.51,13.57,13.29,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2615120,231371,0,1381467,5509,0,0,0,1646081,231639,0,1109602,22656,0,625683,0,0,0,186000,0,0,132309,0,63.43,36.57,0.0,155257,89503,0,0,244759
CA-43,house,CA,43,Maxine Waters,Cristian Morales,DEM,REP,DEM,DEM,64.08,100.0,0.0,Safe D,57.03,5.5,64.08,0.0,-0.56,2.11,50.59,13.49,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,863683,0,0,269669,0,0,0,0,710470,0,0,20299,0,0,400500,0,0,0,0,0,211525,0,0,82.04,17.96,0.0,128290,28083,0,0,156374
CA-44,house,CA,44,Nanette Barragan,Genevieve Angel,DEM,REP,DEM,DEM,59.51,100.0,0.0,Safe D,43.8,5.5,59.51,1.93,5.72,2.57,36.32,23.19,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,785765,13898,0,1088423,8746,0,0,0,1178896,5152,0,3847,1705,0,606750,0,0,0,3000,0,0,3000,0,79.76,20.24,0.0,122693,31140,0,0,153833
CA-45,house,CA,45,Derek Tran,Chuong Vo,DEM,REP,DEM,DEM,20.9,98.0,2.0,Safe D,8.5,5.5,20.9,1.39,4.91,0.6,4.07,16.83,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4981277,756510,0,3257398,0,0,394010,0,2051202,756510,0,796121,6920,0,1107439,0,0,0,720000,0,25000,0,0,60.45,39.55,0.0,127085,83144,0,0,210230
CA-46,house,CA,46,Lou Correa,David Pan,DEM,REP,DEM,DEM,40.02,100.0,0.0,Safe D,22.26,5.5,40.02,1.73,8.5,2.03,16.7,23.32,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1226104,80726,0,2479554,6238,0,107387,0,613912,77368,0,4351,3264,0,666283,250,0,0,9000,0,8132,33477,0,70.01,29.99,0.0,111502,47769,0,0,159271
CA-47,house,CA,47,Dave Min,Jenny Rae Le Roux,DEM,REP,DEM,DEM,23.83,99.1,0.9,Safe D,13.59,5.5,23.11,1.61,2.57,-0.17,10.47,13.36,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3381161,375883,0,1889360,128533,0,697088,0,1664867,247351,0,346683,31946,0,599642,0,0,0,150500,0,0,157500,0,59.68,36.71,3.61,149453,91935,9040,0,250428
CA-48,house,CA,48,Marni von Wilpert,Jim Desmond,DEM,REP,,REP,9.93,84.0,16.0,Likely D,5.87,5.5,12.37,0.13,0.0,0.86,3.52,6.41,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.16,42.21,2,3.31,0.254,2174872,2258836,0,825012,1230031,0,2439978,705909,1349861,1028804,0,326383,250752,0,443335,145099,0,1975,0,0,67000,7170,0,54.97,45.03,0.0,126221,103416,0,0,229638
CA-49,house,CA,49,Mike Levin,Armen Kurdian,DEM,REP,DEM,DEM,22.56,98.7,1.3,Safe D,14.79,5.5,22.56,2.54,-0.29,0.01,12.48,10.08,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3164023,58784,0,1418237,17916,0,60445,0,2015523,40867,0,216738,7064,0,392785,1000,0,0,13613,0,0,28967,0,61.28,38.72,0.0,166577,105254,0,0,271831
CA-50,house,CA,50,Scott Peters,Steve Cohen,DEM,REP,DEM,DEM,26.84,99.6,0.4,Safe D,21.04,5.5,26.84,0.0,0.44,-0.14,18.83,8.01,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1810961,0,0,2598276,0,0,0,0,1363206,0,0,16263,0,0,1066750,0,0,1641,0,0,170760,0,0,63.42,36.58,0.0,165031,95195,0,0,260226
CA-51,house,CA,51,Sara Jacobs,Ricardo Cabrera,DEM,REP,DEM,DEM,28.06,99.7,0.3,Safe D,21.68,5.5,28.06,0.0,0.56,0.32,18.79,9.28,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1639893,0,0,269452,0,0,0,0,1447813,0,0,153441,0,0,207250,0,0,929347,0,0,350000,0,0,64.03,35.97,0.0,159406,89541,0,0,248947
CA-52,house,CA,52,Juan Vargas,Jeff Belle,DEM,REP,DEM,DEM,40.32,100.0,0.0,Safe D,24.77,5.5,40.32,1.58,6.46,2.01,18.06,22.26,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,568520,25498,0,163676,1364,0,0,0,495684,24134,0,153,572,0,431200,0,0,0,0,0,0,7000,0,70.16,29.84,0.0,133915,56961,0,0,190877
CO-01,house,CO,01,Melat Kiros,Christy Peterson,DEM,REP,,DEM,69.9,100.0,0.0,Safe D,62.88,5.5,69.9,1.19,0.0,0.34,57.61,12.29,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1091198,2057,0,126406,1703,0,627215,675000,964792,354,0,460978,713,0,26890,150,0,4953,0,0,1100,0,0,84.95,15.05,0.0,217858,38590,0,0,256448
CO-02,house,CO,02,Joe Neguse,Kelley Dennison,DEM,REP,DEM,DEM,52.4,100.0,0.0,Safe D,44.61,5.5,52.4,0.0,2.69,-0.4,40.92,11.48,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2742281,0,0,3092918,0,0,0,0,1640260,0,0,222945,0,0,983752,0,0,0,0,0,0,0,0,76.2,23.8,0.0,230395,71960,0,0,302356
CO-03,house,CO,03,Dwayne Romero,Jeff Hurd,DEM,REP,REP,REP,-1.71,42.8,57.2,Toss-up,-5.85,5.5,-1.3,-1.17,0.11,0.11,-9.98,8.26,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,46.0,1,-3.31,0.153,716576,3552599,0,84208,1760849,0,0,115849,632367,1800885,0,30053,76384,0,12000,568651,0,350000,0,0,350000,0,0,49.14,50.86,0.0,139931,144805,0,0,284736
CO-04,house,CO,04,Eileen Laubacher,Lauren Boebert,DEM,REP,REP,REP,-5.08,30.4,69.6,Lean R,-15.35,5.5,-5.08,1.71,3.47,-0.42,-18.71,13.63,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,10349940,1010297,0,3610909,247202,0,0,0,6739031,922240,0,7575504,393909,0,17510,130500,0,0,0,0,0,0,0,47.46,52.54,0.0,153342,169763,0,0,323105
CO-05,house,CO,05,Jessica Killin,Jeff Crank,DEM,REP,REP,REP,-6.5,25.7,74.3,Lean R,-6.39,5.5,-6.94,0.29,-6.17,-0.17,-9.34,2.83,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,43.99,45.0,2,-3.27,0.15,3143744,2177288,0,1592642,1465048,0,297254,4304,1551102,778793,0,176908,141653,0,269345,837000,0,632433,0,0,0,0,0,46.75,53.25,0.0,122870,139962,0,0,262831
CO-06,house,CO,06,Jason Crow,Jason Clark,DEM,REP,DEM,DEM,33.25,99.9,0.1,Safe D,24.89,5.5,33.25,0.0,2.76,0.1,20.36,12.89,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3177447,0,0,2707899,0,0,0,0,2217842,0,0,1102428,0,0,208550,0,0,0,0,0,0,0,0,66.62,33.38,0.0,168066,84192,0,0,252258
CO-07,house,CO,07,Brittany Pettersen,Tim Bennett,DEM,REP,DEM,DEM,28.91,99.8,0.2,Safe D,18.62,5.5,28.91,2.12,3.03,-0.36,15.41,13.5,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1866765,63306,0,1105388,1325,0,0,0,1322310,61981,0,186392,3482,0,997205,999,0,0,29800,0,0,20000,0,64.46,35.54,0.0,201125,110913,0,0,312038
CO-08,house,CO,08,Manny Rutinel,Gabe Evans,DEM,REP,REP,REP,8.11,79.2,20.8,Likely D,3.53,5.5,8.11,-0.01,-1.67,0.76,-1.88,9.99,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4336988,5393673,0,601232,3880463,0,4892062,2010698,3735756,1588203,0,2065691,784602,0,92650,1427927,0,0,0,0,0,154186,0,54.05,45.95,0.0,130351,110799,0,0,241150
CT-01,house,CT,01,Luke Bronin,Amy Chai,DEM,REP,,DEM,32.69,99.9,0.1,Safe D,25.59,5.5,32.69,1.59,0.0,0.01,23.27,9.42,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3070151,20827,0,600894,344,0,1755666,1125106,2469257,16227,0,122156,1860,0,22500,0,0,0,16736,0,0,0,0,66.34,33.66,0.0,159744,81035,0,0,240779
CT-02,house,CT,02,Joe Courtney,George Austin,DEM,REP,DEM,DEM,22.99,98.8,1.2,Safe D,9.53,5.5,22.99,0.66,7.88,-0.59,7.86,15.13,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,760424,283997,0,603234,199951,0,0,0,508302,84046,0,93731,20447,0,433000,3600,0,0,240000,0,0,240000,0,61.49,38.51,0.0,167273,104740,0,0,272012
CT-03,house,CT,03,Rosa DeLauro,Christopher Lancia,DEM,REP,DEM,DEM,29.01,99.8,0.2,Safe D,16.66,5.5,29.01,2.19,4.74,-0.08,14.34,14.67,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1152007,14649,0,349418,4028,0,0,0,1028036,4446,0,60128,7163,0,520762,0,0,0,1000,0,0,0,0,64.51,35.49,0.0,154450,84980,0,0,239430
CT-04,house,CT,04,Jim Himes,Michael Goldstein,DEM,REP,DEM,DEM,35.47,100.0,0.0,Safe D,26.57,5.5,35.47,2.02,1.17,0.21,23.73,11.74,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1379560,46809,0,2517677,41042,0,0,0,968702,5768,0,43822,2778,0,830500,0,0,0,25000,0,0,29518,0,67.74,32.26,0.0,160483,76440,0,0,236923
CT-05,house,CT,05,Jahana Hayes,Chris Shea,DEM,REP,DEM,DEM,15.01,93.2,6.8,Likely D,7.82,5.5,15.01,0.98,0.67,0.04,5.68,9.33,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1290078,311676,0,1084158,145617,0,0,0,728471,166059,0,151428,61525,0,578355,13947,0,0,600,0,0,31450,0,57.5,42.5,0.0,139157,102838,0,0,241996
DE-01,house,DE,01,Sarah McBride,Donyale Hall,DEM,REP,DEM,DEM,31.1,99.9,0.1,Safe D,18.03,5.5,31.1,3.46,4.39,-0.28,14.84,16.26,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,5060925,779,0,2700202,240,0,0,0,2567850,539,0,1319688,679,0,467900,0,0,0,0,0,0,0,0,65.55,34.45,0.0,234370,123173,0,0,357542
FL-01,house,FL,01,Gay Valimont,Jimmy Patronis,DEM,REP,REP,REP,-32.63,0.1,99.9,Safe R,-33.82,5.5,-32.63,-2.11,-1.67,-0.54,-37.53,4.9,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,174309,3789738,0,21814,935302,0,151354,2145004,152495,2854437,0,107445,698132,0,1285,588300,0,0,12000,0,0,29943,0,33.69,66.31,0.0,99652,196176,0,0,295828
FL-02,house,FL,02,Amanda Green,Austin Rogers,DEM,REP,,REP,-9.44,17.3,82.7,Likely R,-13.52,5.5,-9.44,-1.02,0.0,-0.4,-18.33,8.89,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,348120,1010277,0,28038,387029,0,91203,1820559,320082,623248,0,48854,16934,0,6000,6500,0,1440,375000,0,0,377218,0,45.28,54.72,0.0,130951,158243,0,0,289194
FL-03,house,FL,03,Seth Harp,Kat Cammack,DEM,REP,REP,REP,-17.07,4.5,95.5,Safe R,-16.5,5.5,-17.07,-2.38,-3.43,-0.27,-21.26,4.19,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,37794,2045294,0,3011,876971,0,0,0,34784,1723874,0,15964,399283,0,0,727500,0,1155,0,0,735,0,0,41.46,58.54,0.0,116318,164212,0,0,280531
FL-04,house,FL,04,LaShonda Holloway,Aaron Bean,DEM,REP,REP,REP,-8.38,20.1,79.9,Likely R,-7.89,5.5,-8.38,-2.52,-3.29,-0.19,-11.96,3.59,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27348,2163376,0,23633,1632550,0,0,0,14155,1005547,0,9740,6600,0,488,1149650,0,0,0,0,10440,14411,0,45.81,54.19,0.0,127870,151253,0,0,279123
FL-05,house,FL,05,Rachel Grage,John Rutherford,DEM,REP,REP,REP,-17.5,4.2,95.8,Safe R,-17.7,5.5,-17.5,-0.66,-4.34,-0.3,-21.69,4.2,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,272423,726727,0,90533,268730,0,0,0,174862,635666,0,58368,759,0,0,452500,0,1191,0,0,0,0,0,41.25,58.75,0.0,126788,180563,0,0,307352
FL-06,house,FL,06,Eric Yonce,Randy Fine,DEM,REP,REP,REP,-24.17,0.9,99.1,Safe R,-25.64,5.5,-24.17,-1.98,-1.67,-0.38,-30.31,6.14,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,325710,4286207,0,34096,1191059,0,59551,3717099,291614,3095148,0,270159,566290,0,250,468360,0,2065,950000,0,0,950000,0,37.92,62.08,0.0,117461,192339,0,0,309800
FL-07,house,FL,07,Bale Dalton,Ryan Elijah,DEM,REP,,REP,-1.21,44.8,55.2,Toss-up,-7.95,5.5,-1.21,1.15,0.0,0.1,-12.62,11.41,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1378109,355955,0,475858,186155,0,1400000,13500,902251,169801,0,141692,12004,0,181100,0,0,0,134100,0,0,138193,0,49.4,50.6,0.0,148207,151824,0,0,300032
FL-08,house,FL,08,Jennifer Jenkins,Mike Haridopolos,DEM,REP,REP,REP,-9.56,16.9,83.1,Likely R,-12.15,5.5,-9.13,-0.66,-1.67,-0.15,-16.4,6.83,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,35.0,44.0,1,-11.0,0.15,725731,1824838,0,108111,1197777,0,0,0,617619,885224,0,469685,37550,0,8000,700750,0,0,0,0,0,10138,0,45.22,54.78,0.0,136854,165793,0,0,302647
