race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.36,99.9,0.1,Safe D,29.04,5.5,36.38,0.52,1.67,-0.34,25.91,6.44,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,50.61,30.23,9,20.97,0.252,5352148,1561360,0,1348676,712417,0,42917,3329005,5814159,848943,0,804613,71926,0,589250,5775,0,0,1053414,0,0,1005000,0,66.18,33.82,0.0,1609156,822412,0,0,2431568
ME-SEN,senate,ME,SEN,Troy Jackson,Susan Collins,DEM,REP,REP,REP,0.72,53.1,46.9,Toss-up,8.49,5.5,-0.53,0.0,-13.55,-0.97,7.09,-6.37,True,False,,2,Troy Jackson,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,47.31,44.35,8,3.24,0.368,0,16169827,0,0,11038115,0,5563867,21957336,0,7708021,0,0,1425763,0,0,1263550,0,0,0,0,0,0,0,50.36,49.64,0.0,293083,288879,0,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,5.75,71.8,28.2,Lean D,3.04,5.5,7.98,-0.37,0.44,-0.63,-1.44,7.19,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.23,44.58,29,2.3,0.362,14514336,10898177,0,2552763,4473237,0,11933984,58244126,11961573,6680643,0,4142626,2220167,0,71845,849227,0,0,0,0,0,0,0,52.87,47.13,0.0,2096076,1868186,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Michele Tafoya,DEM,REP,,DEM,9.67,83.3,16.7,Likely D,6.76,5.5,11.45,-0.09,0.0,-0.72,4.34,5.33,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,44.95,40.96,6,5.6,0.314,6517348,5337942,0,1058604,1372728,0,1746564,7920529,5458744,3965545,0,2913200,2464154,0,177992,229000,0,7000,7878,0,0,294847,0,54.84,45.16,0.0,1249029,1028715,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.01,9.7,90.3,Likely R,-21.48,5.5,-13.85,-0.12,2.62,-0.37,-23.15,10.13,False,False,IND,0,,0.0,Ty Pinkins,3.54,0.0,,,0.0,confirmed,confirmed,39.49,45.44,2,-8.36,0.207,2384921,3825455,98038,847046,2535896,5352,2695385,98645,1537875,1759323,98301,351461,98642,64618,312330,1182050,0,25193,0,0,61083,60000,0,41.95,54.51,0.0,360636,468539,0,30430,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-29.18,0.2,99.6,Safe R,-13.86,5.5,-9.01,0.36,0.0,-1.01,-20.58,-8.6,False,True,IND,0,,0.0,Seth Bodnar,22.18,0.2,,,0.0,confirmed,confirmed,25.0,42.73,8,-17.56,0.302,58829,1984861,3238151,21485,1450719,977779,5410157,3322855,37011,534142,2260371,18727,88310,369366,6627,639500,93050,6522,0,0,0,0,0,22.49,51.67,3.66,94915,218092,15448,93619,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,6.07,72.9,27.1,Lean D,-2.8,5.5,4.83,0.53,1.9,-0.3,-3.27,9.34,False,False,GRN,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,48.36,38.21,30,10.68,0.331,34975789,11272504,0,20717567,3461698,0,13373729,24359939,14258222,7810806,0,4748620,1775437,0,820563,936330,0,0,0,0,0,46928,0,52.04,46.09,1.87,2075208,1837694,74566,0,3987467
NE-SEN,senate,NE,SEN,(No Democrat),Pete Ricketts,DEM,REP,REP,REP,-6.1,27.0,73.0,Lean R,-20.07,5.5,-6.91,-0.49,8.63,-0.48,-20.84,14.74,False,True,IND,0,,0.0,Dan Osborn,46.95,27.0,,,0.0,,confirmed,47.0,46.63,4,-2.01,0.189,0,11233507,5751951,0,6910970,2421487,992973,1732682,0,4809506,3393630,0,232136,2195423,0,1701815,139868,0,5295888,0,0,0,0,0.0,53.05,0.0,0,351732,0,311279,663011
NH-SEN,senate,NH,SEN,Chris Pappas,John E. Sununu,DEM,REP,,DEM,7.45,77.2,22.8,Likely D,-0.08,5.5,9.46,0.7,4.2,-0.86,2.82,4.62,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,44.77,42.57,19,3.14,0.289,15384657,4124582,0,4251918,3019794,0,1019532,6105155,11540323,1104788,0,4743838,481949,0,1106373,479000,0,0,0,0,0,0,0,53.72,46.28,0.0,310695,267638,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,20.01,97.6,2.4,Safe D,8.31,5.5,20.01,4.13,1.88,0.19,5.63,14.38,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,18869341,27316,0,23060940,123,0,0,0,7000887,26297,0,8440493,7240,0,500530,650,0,0,4932,0,0,8782,0,60.0,40.0,0.0,1748298,1165388,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,19.79,97.5,2.5,Safe D,8.34,5.5,19.79,3.16,1.67,1.12,6.14,13.64,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5626629,33525,0,4396754,11850,0,0,0,2443668,21675,0,1158566,1065,0,1738346,5000,0,0,0,0,0,0,0,59.89,40.11,0.0,387136,259242,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,0.54,52.6,47.4,Toss-up,-8.67,5.5,-1.96,0.51,1.39,-0.69,-11.31,11.86,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,48.59,44.31,20,4.68,0.32,38566234,14360028,0,16229741,9419311,0,8538710,19551731,22336493,4940716,0,13527788,1843640,0,861223,2382560,0,0,0,0,0,0,0,49.48,48.95,1.57,1996860,1975294,63358,0,4035512
OK-SEN,senate,OK,SEN,Jasmine Thomas,Kevin Hern,DEM,REP,,REP,-32.99,0.1,99.9,Safe R,-33.64,5.5,-35.08,-3.46,-2.78,-0.7,-34.95,1.96,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,25.0,49.0,1,-23.37,0.189,57159,9953579,0,456,2491910,0,0,2428319,57639,7461669,0,41107,132138,0,0,761500,0,0,5050000,0,0,0,0,33.51,66.49,0.0,367290,728932,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,22.1,98.5,1.5,Safe D,12.93,5.5,22.1,2.47,1.67,-0.46,14.89,7.21,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4540974,120760,0,6828404,28980,0,0,0,1979569,91781,0,1059223,34621,0,477520,11000,0,0,0,0,0,8156,0,61.05,38.95,0.0,959592,612183,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,24.85,99.3,0.7,Safe D,17.31,5.5,26.3,2.03,1.67,-0.2,14.16,10.69,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,51.21,31.81,3,19.99,0.21,3381651,180468,0,3093684,7569,0,0,0,1876160,173238,0,30579,69332,0,1140100,1600,0,0,1,0,0,690,0,62.42,37.58,0.0,224323,135025,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Darline Graham,DEM,REP,,REP,-4.37,32.9,67.1,Lean R,-14.59,5.5,-5.0,1.23,3.25,-0.39,-18.12,13.75,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,38.51,42.23,6,-3.76,0.313,10804040,346783,0,4119295,251431,0,392162,5236286,6684746,95351,0,6474403,50733,0,104955,47000,0,0,0,0,1025357,0,0,46.92,51.21,1.87,836936,913406,33355,0,1783698
SD-SEN,senate,SD,SEN,(No Democrat),Mike Rounds,DEM,REP,REP,REP,-19.97,2.4,97.6,Safe R,-22.31,5.5,-23.28,-1.06,-4.39,-1.02,-29.98,10.01,False,True,IND,0,,0.0,Brian Bengs,40.01,2.4,,,0.0,,confirmed,41.27,46.07,7,-6.73,0.265,0,3176451,782050,0,2736664,51406,0,586948,0,2309816,730644,0,36975,474153,0,1443800,5000,0,0,0,0,0,0,0.0,59.99,0.0,0,179046,0,119427,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-28.11,0.3,99.7,Safe R,-25.26,5.5,-30.28,-3.72,-6.25,-0.54,-30.12,2.01,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,31.84,53.94,1,-21.66,0.265,2257,7162897,0,1043,5234429,0,0,782360,1293,3855937,0,2007,958119,0,0,1545200,0,0,0,0,0,0,0,35.95,64.05,0.0,770948,1373812,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,0.72,53.3,46.7,Toss-up,-10.45,5.5,-0.87,1.0,2.05,1.04,-13.88,14.6,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.81,44.21,32,3.21,0.346,68560930,9248699,0,21548155,1755783,0,35502127,35995512,47012775,7492915,0,36716518,1764118,0,348408,219500,0,0,0,0,0,0,0,49.35,48.64,2.01,3939494,3883213,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,17.9,96.2,3.8,Safe D,6.82,5.5,17.9,2.74,3.15,-0.3,5.89,12.01,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,17889335,418742,0,16114725,90328,0,150000,0,7327844,328750,0,2953209,122597,0,2117795,5000,0,0,171454,0,0,50783,0,58.95,41.05,0.0,1858335,1293967,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Fetty Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-42.09,0.0,100.0,Safe R,-42.1,5.5,-42.09,-2.9,-1.67,-0.93,-42.69,0.59,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,49913,4624145,0,22129,4377201,0,0,337585,34780,2558310,0,14901,84240,0,100,1742755,0,7890,0,0,0,0,0,28.95,71.05,0.0,154515,379158,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-43.39,0.0,100.0,Safe R,-45.51,5.5,-43.39,-2.75,0.0,-0.64,-46.96,3.56,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,22559,2435023,0,356,915369,0,0,1042710,23293,2402617,0,5589,598315,0,0,581700,0,1000,0,0,0,0,0,28.3,71.7,0.0,53304,135030,0,0,188334
AK-01,house,AK,01,(No Democrat),Nick Begich III,DEM,REP,REP,REP,-2.74,38.3,61.7,Lean R,-3.92,5.5,-2.17,-1.02,-1.67,-1.06,-13.8,11.05,True,False,IND,4,Nick Begich III,1.02,Bill Hill,45.18,38.3,,,0.0,,confirmed,36.18,49.58,5,-14.17,0.244,0,5470446,1336292,0,3119158,515886,225000,553399,0,2455619,820406,0,1108897,233665,0,1033577,62050,0,0,0,0,225764,0,3.8,49.82,1.2,8985,117789,2846,106826,236446
AL-01,house,AL,01,Clyde Jones,Jerry Carl,DEM,REP,,REP,-27.67,0.3,99.7,Safe R,-30.86,5.5,-27.67,-1.75,0.0,-0.56,-36.34,8.68,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,85968,1162583,0,28030,366616,0,0,547042,57938,865257,0,44055,45133,0,2000,303059,0,0,0,0,0,254536,0,36.17,63.83,0.0,83057,146592,0,0,229648
AL-02,house,AL,02,Shomari Figures,Rhett Marques,DEM,REP,DEM,DEM,-2.23,40.8,59.2,Toss-up,-9.07,5.5,-1.82,-0.45,2.48,-0.28,-14.46,12.23,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.19,45.62,3,-2.71,0.256,1355789,1318574,0,662600,187718,0,100000,3738607,716297,1130856,0,167493,8808,0,830380,188469,0,0,0,0,12000,0,0,48.88,51.12,0.0,100319,104903,0,0,205222
AL-03,house,AL,03,Lee McInnis,Mike Rogers,DEM,REP,REP,REP,-40.63,0.0,100.0,Safe R,-41.63,5.5,-40.63,-2.23,-1.67,-0.61,-47.04,6.41,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,60787,2133554,0,9462,2590964,0,3435,0,28900,1464925,0,17227,8029,0,0,735704,0,0,0,0,0,0,0,29.68,70.32,0.0,65746,155741,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-60.81,0.0,100.0,Safe R,-61.88,5.5,-60.81,-2.1,-1.67,-0.67,-66.99,6.18,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,15591,1022664,0,396,749660,0,0,0,14624,1239901,0,7452,9102,0,0,422278,0,0,0,0,12000,0,0,19.59,80.41,0.0,44421,182282,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-22.73,1.2,98.8,Safe R,-25.42,5.5,-22.73,-0.59,-1.67,-0.56,-29.51,6.78,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,646512,1477819,0,169720,1424334,0,0,0,476792,682462,0,73555,6635,0,2350,631300,0,20000,0,0,0,240000,0,38.63,61.37,0.0,95623,151897,0,0,247520
AL-06,house,AL,06,Maurice Mercer,Gary Palmer,DEM,REP,REP,REP,-30.43,0.1,99.9,Safe R,-30.94,5.5,-30.43,-2.26,-2.19,-0.54,-34.79,4.36,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,6539,1053566,0,1863,260721,0,0,131018,4676,946083,0,3680,806,0,0,464000,0,0,0,0,0,0,0,34.78,65.22,0.0,85094,159537,0,0,244631
AL-07,house,AL,07,Terri Sewell,Ammie Akin,DEM,REP,DEM,DEM,34.72,100.0,0.0,Safe D,23.3,5.5,34.72,1.73,4.31,-0.12,17.99,16.73,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1961991,150730,0,3754350,115936,0,0,0,1678202,34794,0,67584,522,0,1589750,0,0,0,100000,0,0,100000,0,67.36,32.64,0.0,141692,68661,0,0,210352
AR-01,house,AR,01,Terri Green,Rick Crawford,DEM,REP,REP,REP,-41.77,0.0,100.0,Safe R,-40.69,5.5,-41.77,-1.62,-4.28,-0.68,-46.4,4.63,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65149,944302,0,11958,1031631,0,0,0,53192,743498,0,13695,12107,0,4900,557750,0,14395,0,0,17838,0,0,29.11,70.89,0.0,57014,138812,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-6.63,25.3,74.7,Lean R,-11.49,5.5,-8.62,-0.99,-1.12,-0.52,-16.22,9.59,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,44.0,2,4.57,0.158,1174414,4421510,0,191398,2967541,0,0,418058,983016,2830321,0,303345,28686,0,27750,1457367,0,0,0,0,17801,0,0,46.68,53.32,0.0,105263,120213,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-24.63,0.8,99.2,Safe R,-21.68,5.5,-24.63,-1.82,-6.29,-0.34,-25.81,1.18,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,120526,1871761,0,5951,2404276,0,0,0,114576,1183378,0,57841,27541,0,5886,877500,0,250,0,0,20588,0,0,37.68,62.32,0.0,83509,138089,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-37.89,0.0,100.0,Safe R,-35.05,5.5,-37.89,-2.88,-4.96,-0.49,-40.73,2.85,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5853,2562973,0,907,4668447,0,0,0,5628,928087,0,1762,38088,0,1500,1053550,0,0,0,0,1052,0,0,31.06,68.94,0.0,61045,135513,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Jay Feely,DEM,REP,,REP,5.38,70.6,29.4,Lean D,1.34,5.5,6.05,-0.49,0.0,-0.3,-3.14,8.52,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,42.71,42.94,2,1.58,0.15,1830193,2528497,0,401745,794475,0,249505,3555973,1520251,1734022,0,205293,28573,0,146250,328330,0,430655,330000,0,210070,330000,0,51.7,46.42,1.88,163120,146463,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,0.59,52.8,47.2,Toss-up,-9.79,5.5,2.17,-0.68,7.81,-0.67,-15.12,15.71,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,43.5,45.67,2,-4.61,0.216,3519760,9481428,0,1910990,2841745,0,883973,68355,1674073,6957053,0,1473633,3385826,0,213271,86500,0,0,0,0,0,0,0,50.3,49.7,0.0,146627,144906,0,0,291534
AZ-03,house,AZ,03,Yassamin Ansari,(no Republican filed),DEM,REP,DEM,DEM,61.11,100.0,0.0,Safe D,47.04,5.5,61.11,0.0,6.47,2.1,40.31,20.8,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,,,,0,,0.0,1436333,0,0,547321,0,0,0,0,899423,0,0,145331,0,0,226033,0,0,65705,0,0,70000,0,0,80.55,19.45,0.0,120232,29023,0,0,149255
AZ-04,house,AZ,04,Greg Stanton,Zuhdi Jasser,DEM,REP,DEM,DEM,20.61,97.9,2.1,Safe D,10.89,5.5,20.61,0.99,3.02,0.21,6.76,13.85,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2117114,564641,0,2020289,341651,0,422716,0,1112556,222990,0,90792,24225,0,638763,5000,0,0,10000,0,0,0,0,60.3,39.7,0.0,146692,96562,0,0,243254
AZ-05,house,AZ,05,Elizabeth Lee,Mark Lamb,DEM,REP,,REP,-12.15,11.2,88.8,Likely R,-16.02,5.5,-12.15,-1.44,0.0,-0.2,-20.19,8.04,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,153111,1222217,0,26740,243426,0,0,325479,126371,978791,0,65653,514699,0,0,70400,0,5000,40047,0,5000,0,0,43.92,56.08,0.0,136830,174688,0,0,311518
AZ-06,house,AZ,06,JoAnna Mendoza,Juan Ciscomani,DEM,REP,REP,REP,6.01,72.7,27.3,Lean D,2.79,5.5,6.62,0.13,-1.91,0.11,-0.76,6.77,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.96,44.87,3,0.53,0.15,7354808,6172867,0,3260877,4135163,0,119847,209758,4093932,2274265,0,2800193,500509,0,516802,1655410,0,0,0,0,3300,0,0,51.88,46.0,2.12,159857,141733,6532,0,308122
AZ-07,house,AZ,07,Adelita Grijalva,Daniel Butierez,DEM,REP,DEM,DEM,40.03,100.0,0.0,Safe D,29.09,5.5,40.03,1.53,2.05,1.86,22.39,17.64,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2285639,224367,0,427977,11399,0,817317,195587,1857663,213560,0,1015921,16901,0,435939,2000,0,0,175207,0,0,144120,0,70.01,29.99,0.0,138055,59125,0,0,197180
AZ-08,house,AZ,08,Bernadette Greene-Placentia,Abraham Hamadeh,DEM,REP,REP,REP,-8.0,21.1,78.9,Likely R,-12.51,5.5,-8.0,0.0,-0.95,-0.05,-16.48,8.48,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,1206361,0,0,384185,0,0,0,0,858585,0,0,213882,0,0,269960,0,0,0,0,0,103414,0,46.0,54.0,0.0,126225,148191,0,0,274416
AZ-09,house,AZ,09,Danielle Sterbinsky,Paul Gosar,DEM,REP,REP,REP,-22.32,1.4,98.6,Safe R,-26.63,5.5,-22.32,-0.33,-1.21,0.35,-31.34,9.02,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,354383,580042,0,25745,303214,0,0,0,332316,368426,0,306781,127935,0,0,85000,0,250,0,0,0,6958,0,38.84,61.16,0.0,109424,172306,0,0,281730
CA-01,house,CA,01,Mike McGuire,James Gallagher,DEM,REP,REP,REP,19.9,97.5,2.5,Safe D,15.75,5.5,19.9,0.21,-1.67,0.11,12.63,7.27,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1827711,1488906,0,152606,332899,0,474065,0,1675105,1156006,0,483160,74465,0,300070,282863,0,0,0,0,0,33633,0,59.95,40.05,0.0,143372,95779,0,0,239151
CA-02,house,CA,02,Jared Huffman,Robin Littau,DEM,REP,DEM,DEM,33.98,100.0,0.0,Safe D,28.12,5.5,33.98,0.0,0.77,-0.42,25.45,8.53,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,978277,0,0,1075956,0,0,0,0,886964,0,0,55444,0,0,316245,0,0,0,0,0,2131,0,0,66.99,33.01,0.0,182556,89964,0,0,272520
CA-03,house,CA,03,Amerish Bera,Robb Tucker,DEM,REP,DEM,DEM,21.79,98.4,1.6,Safe D,13.11,5.5,21.79,1.08,2.23,-0.13,10.55,11.24,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1250126,258139,0,1830338,16000,0,0,0,1293160,242139,0,51066,6749,0,649068,0,0,0,205000,0,105000,205000,0,60.89,39.11,0.0,156277,100366,0,0,256644
CA-04,house,CA,04,Mike Thompson,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,18.58,5.5,27.21,0.0,2.74,0.39,14.96,25.04,False,False,,0,,0.0,,0.0,0.0,DEM,Eric Jones,80.0,confirmed,,,,0,,0.0,4204013,0,0,1075737,0,0,1150453,1714969,4337765,0,0,197819,0,0,1849646,0,0,0,0,0,37712,0,0,100.0,0.0,0.0,240754,0,0,0,240754
CA-05,house,CA,05,Michael Masuda,Tom McClintock,DEM,REP,REP,REP,-17.57,4.1,95.9,Safe R,-17.94,5.5,-17.57,-0.65,-4.77,0.28,-21.2,3.63,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,361735,928788,0,89452,201472,0,0,0,272284,875521,0,141932,112113,0,18750,156551,0,0,0,0,27146,5106,0,41.21,58.79,0.0,104566,149157,0,0,253723
CA-06,house,CA,06,Richard Pan,Kevin Kiley,DEM,IND,IND,IND,13.05,90.3,9.7,Likely D,11.55,5.5,13.05,-0.35,-3.7,0.06,8.67,4.38,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1098283,2988805,0,359132,2123953,0,2301713,75888,739151,1245831,0,241251,433049,0,308198,361391,0,0,15,0,117141,6225,0,56.53,43.47,0.0,133087,102353,0,0,235441
CA-07,house,CA,07,Mai Vang,(no Republican — top-two),DEM,REP,,DEM,40.0,100.0,0.0,Safe D,16.93,5.5,22.56,0.0,0.0,0.13,13.26,26.74,False,False,,0,,0.0,,0.0,0.0,DEM,Doris Matsui,58.0,confirmed,,,,0,,0.0,1086084,0,0,105536,0,0,609028,12161,980548,0,0,248455,0,0,53827,0,0,0,0,0,19908,0,0,100.0,0.0,0.0,242835,0,0,0,242835
CA-08,house,CA,08,John Garamendi,Rudy Recile,DEM,REP,DEM,DEM,49.63,100.0,0.0,Safe D,39.47,5.5,49.63,1.66,2.41,0.58,35.19,14.44,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,489135,8576,0,1196018,1541,0,0,0,557834,8073,0,7559,1628,0,334500,0,0,0,25,0,0,31273,0,74.82,25.18,0.0,163581,55063,0,0,218644
CA-09,house,CA,09,Josh Harder,John McBride,DEM,REP,DEM,DEM,31.37,99.9,0.1,Safe D,17.61,5.5,31.37,2.78,4.61,0.87,11.8,19.57,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4083528,52178,0,4739488,18738,0,0,0,1032871,33569,0,377932,3149,0,508815,19882,0,0,0,0,0,23491,0,65.68,34.32,0.0,123445,64494,0,0,187940
CA-10,house,CA,10,Mark DeSaulnier,Jeff Frese,DEM,REP,DEM,DEM,43.54,100.0,0.0,Safe D,37.78,5.5,43.54,0.0,0.33,-0.07,34.75,8.79,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,567258,0,0,586497,0,0,0,0,609748,0,0,40092,0,0,304983,0,0,0,0,0,0,0,0,71.77,28.23,0.0,189812,74668,0,0,264480
CA-11,house,CA,11,Scott Wiener,(no Republican — top-two),DEM,REP,,DEM,40.0,100.0,0.0,Safe D,74.33,5.5,79.52,0.0,0.0,-0.31,70.62,-30.62,False,False,,0,,0.0,,0.0,0.0,DEM,Connie Chan,58.0,confirmed,,,,0,,0.0,4561120,0,0,1234692,0,0,1657500,41145,3326428,0,0,159240,0,0,93676,0,0,0,0,0,157267,0,0,100.0,0.0,0.0,252827,0,0,0,252827
CA-12,house,CA,12,Lateefah Simon,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,81.08,5.5,88.51,0.0,1.67,0.26,77.64,-37.64,False,False,,0,,0.0,,0.0,0.0,DEM,Jamie Joyce,80.0,confirmed,,,,0,,0.0,1449191,0,0,777590,0,0,111599,0,957256,0,0,85221,0,0,261421,0,0,0,0,0,0,0,0,100.0,0.0,0.0,222860,0,0,0,222860
CA-13,house,CA,13,Adam Gray,Kevin Lincoln,DEM,REP,DEM,DEM,22.25,98.6,1.4,Safe D,7.18,5.5,22.25,0.46,7.04,2.08,0.51,21.75,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4191397,2237084,0,2072111,837885,0,991,70830,2311244,1423323,0,482042,445085,0,1269883,251621,0,0,0,0,0,126125,0,61.13,38.87,0.0,88982,56587,0,0,145569
CA-14,house,CA,14,Aisha Wahab,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,41.01,5.5,48.29,0.0,1.67,0.12,36.2,3.8,False,False,,0,,0.0,,0.0,0.0,DEM,Melissa Hernandez,80.0,confirmed,,,,0,,0.0,631749,0,0,146906,0,0,260366,2892831,484843,0,0,26791,0,0,155983,0,0,38500,0,0,43900,0,0,100.0,0.0,0.0,199910,0,0,0,199910
