race_code,round,cand_id,name,party,slot,pct,votes,status,exhausted_pct
AK-GOV,1,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,45.58,107781,active,0.0
AK-GOV,1,C-0074,Bernadette Wilson,REP,rep,21.42,50655,active,0.0
AK-GOV,1,C-1061,Dave Bronson,REP,,17.35,41031,active,0.0
AK-GOV,1,C-1068,Candice English,REP,,15.64,36978,eliminated,0.0
AK-GOV,2,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,47.41,112110,active,4.54
AK-GOV,2,C-0074,Bernadette Wilson,REP,rep,26.54,62759,active,4.54
AK-GOV,2,C-1061,Dave Bronson,REP,,21.5,50835,eliminated,4.54
AK-GOV,3,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,49.93,118062,elected,10.79
AK-GOV,3,C-0074,Bernadette Wilson,REP,rep,39.28,92876,active,10.79
AK-SEN,1,C-0001,Mary Peltola,DEM,dem,47.75,112908,active,0.0
AK-SEN,1,C-0002,Dan S. Sullivan,REP,rep,48.57,114852,active,0.0
AK-SEN,1,C-1062,Daniel J. Sullivan Jr.,NPA,,2.5,5911,active,0.0
AK-SEN,1,C-1066,Gerald L. Heikes,REP,,1.17,2774,eliminated,0.0
AK-SEN,2,C-0001,Mary Peltola,DEM,dem,47.82,113070,active,0.54
AK-SEN,2,C-0002,Dan S. Sullivan,REP,rep,48.97,115795,active,0.54
AK-SEN,2,C-1062,Daniel J. Sullivan Jr.,NPA,,2.67,6315,eliminated,0.54
AK-SEN,3,C-0001,Mary Peltola,DEM,dem,48.55,114788,active,1.75
AK-SEN,3,C-0002,Dan S. Sullivan,REP,rep,49.7,117513,elected,1.75
AK-01,1,C-0145,Nick Begich III,REP,rep,49.82,117789,active,0.0
AK-01,1,C-1013,Bill Hill,IND,ind,45.18,106835,active,0.0
AK-01,1,C-1063,Eric Hafner,DEM,,3.8,8985,active,0.0
AK-01,1,C-1071,"James C. ""Jim"" McDermott",LIB,,1.2,2837,eliminated,0.0
AK-01,2,C-0145,Nick Begich III,REP,rep,50.29,118904,active,0.24
AK-01,2,C-1013,Bill Hill,IND,ind,45.57,107747,active,0.24
AK-01,2,C-1063,Eric Hafner,DEM,,3.9,9228,eliminated,0.24
AK-01,3,C-0145,Nick Begich III,REP,rep,50.85,120226,elected,1.02
AK-01,3,C-1013,Bill Hill,IND,ind,48.13,113807,active,1.02
