race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.92,51.08,8.0,0.0,
AK-GOV,2,44.28,54.12,0.0,1.6,Other
AK-SEN,1,44.0,48.0,8.0,0.0,
AK-SEN,2,47.36,51.04,0.0,1.6,Other
ME-SEN,1,46.56,48.44,5.0,0.0,
ME-SEN,2,48.66,50.34,0.0,1.0,Other
AK-01,1,41.16,50.84,8.0,0.0,
AK-01,2,44.76,53.64,0.0,1.6,Other
ME-01,1,61.24,33.76,5.0,0.0,
ME-01,2,63.34,35.66,0.0,1.0,Other
ME-02,1,44.39,50.61,5.0,0.0,
ME-02,2,46.49,52.51,0.0,1.0,Other
