race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.22,50.78,8.0,0.0,
AK-GOV,2,44.58,53.82,0.0,1.6,Other
AK-SEN,1,44.83,47.17,8.0,0.0,
AK-SEN,2,48.19,50.21,0.0,1.6,Other
ME-SEN,1,47.71,47.29,5.0,0.0,
ME-SEN,2,49.81,49.19,0.0,1.0,Other
AK-01,1,41.68,50.32,8.0,0.0,
AK-01,2,45.28,53.12,0.0,1.6,Other
ME-01,1,61.75,33.25,5.0,0.0,
ME-01,2,63.85,35.15,0.0,1.0,Other
ME-02,1,44.36,50.64,5.0,0.0,
ME-02,2,46.46,52.54,0.0,1.0,Other
