race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
NJ-03,house,NJ,03,Democratic candidate (NJ-03),Republican candidate (NJ-03),DEM,REP,DEM,DEM,16.2,93.9,6.1,Likely D,11.25,3.29,7.92,8.29,False,False,,,0.0,0.0,,,0.0,projected,projected,58.1,41.9,0.0,156727,113018,0,0,269745
NJ-04,house,NJ,04,Democratic candidate (NJ-04),Republican candidate (NJ-04),DEM,REP,REP,REP,-25.8,0.7,99.3,Safe R,-27.42,3.29,-31.01,5.21,False,False,,,0.0,0.0,,,0.0,projected,projected,37.1,62.9,0.0,104840,177729,0,0,282569
NJ-05,house,NJ,05,Democratic candidate (NJ-05),Republican candidate (NJ-05),DEM,REP,DEM,DEM,10.59,84.4,15.6,Likely D,5.64,3.29,1.29,9.3,False,False,,,0.0,0.0,,,0.0,projected,projected,55.3,44.7,0.0,152174,123023,0,0,275197
NJ-06,house,NJ,06,Democratic candidate (NJ-06),Republican candidate (NJ-06),DEM,REP,DEM,DEM,16.39,94.1,5.9,Likely D,11.43,3.29,6.23,10.15,False,False,,,0.0,0.0,,,0.0,projected,projected,58.19,41.81,0.0,129335,92913,0,0,222248
NJ-07,house,NJ,07,Sue Altman,Tom Kean Jr.,DEM,REP,REP,REP,2.49,59.4,40.6,Toss-up,0.86,3.29,-1.9,4.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.24,48.76,0.0,157460,149824,0,0,307284
NJ-08,house,NJ,08,Democratic candidate (NJ-08),Republican candidate (NJ-08),DEM,REP,DEM,DEM,40.43,100.0,0.0,Safe D,35.47,3.29,28.85,11.58,False,False,,,0.0,0.0,,,0.0,projected,projected,70.22,29.78,0.0,106681,45253,0,0,151934
NJ-09,house,NJ,09,Democratic candidate (NJ-09),Republican candidate (NJ-09),DEM,REP,REP,REP,7.42,76.1,23.9,Likely D,5.79,3.29,-1.3,8.71,False,False,,,0.0,0.0,,,0.0,projected,projected,53.71,46.29,0.0,102898,88689,0,0,191587
NJ-10,house,NJ,10,Democratic candidate (NJ-10),Republican candidate (NJ-10),DEM,REP,DEM,DEM,59.33,100.0,0.0,Safe D,54.37,3.29,48.73,10.6,False,False,,,0.0,0.0,,,0.0,projected,projected,79.66,20.34,0.0,141699,36171,0,0,177870
NJ-11,house,NJ,11,Democratic candidate (NJ-11),Republican candidate (NJ-11),DEM,REP,DEM,DEM,16.67,94.4,5.6,Likely D,11.71,3.29,7.93,8.74,False,False,,,0.0,0.0,,,0.0,projected,projected,58.33,41.67,0.0,161130,115087,0,0,276216
NJ-12,house,NJ,12,Democratic candidate (NJ-12),Republican candidate (NJ-12),DEM,REP,DEM,DEM,33.05,99.9,0.1,Safe D,28.09,3.29,23.58,9.47,False,False,,,0.0,0.0,,,0.0,projected,projected,66.52,33.48,0.0,153846,77416,0,0,231262
NM-01,house,NM,01,Democratic candidate (NM-01),Republican candidate (NM-01),DEM,REP,DEM,DEM,19.11,96.6,3.4,Safe D,14.16,3.29,13.0,6.12,False,False,,,0.0,0.0,,,0.0,projected,projected,59.56,40.44,0.0,147449,100127,0,0,247575
NM-02,house,NM,02,Democratic candidate (NM-02),Republican candidate (NM-02),DEM,REP,DEM,DEM,6.05,71.8,28.2,Lean D,1.09,3.29,-1.84,7.89,False,False,,,0.0,0.0,,,0.0,projected,projected,53.02,46.98,0.0,100860,89354,0,0,190214
NM-03,house,NM,03,Democratic candidate (NM-03),Republican candidate (NM-03),DEM,REP,DEM,DEM,12.74,88.8,11.2,Likely D,7.79,3.29,5.32,7.42,False,False,,,0.0,0.0,,,0.0,projected,projected,56.37,43.63,0.0,117583,91005,0,0,208588
NV-01,house,NV,01,Democratic candidate (NV-01),Republican candidate (NV-01),DEM,REP,DEM,DEM,10.62,84.5,15.5,Likely D,5.66,3.29,2.3,8.32,False,False,,,0.0,0.0,,,0.0,projected,projected,55.31,44.69,0.0,129791,104874,0,0,234665
NV-02,house,NV,02,Democratic candidate (NV-02),Republican candidate (NV-02),DEM,REP,REP,REP,-10.42,16.0,84.0,Likely R,-12.04,3.29,-14.26,3.84,False,False,,,0.0,0.0,,,0.0,projected,projected,44.79,55.21,0.0,131975,162677,0,0,294652
NV-03,house,NV,03,Democratic candidate (NV-03),Republican candidate (NV-03),DEM,REP,DEM,DEM,7.68,76.8,23.2,Likely D,2.72,3.29,-0.75,8.42,False,False,,,0.0,0.0,,,0.0,projected,projected,53.84,46.16,0.0,145145,124450,0,0,269595
NV-04,house,NV,04,Democratic candidate (NV-04),Republican candidate (NV-04),DEM,REP,DEM,DEM,10.67,84.6,15.4,Likely D,5.71,3.29,2.37,8.3,False,False,,,0.0,0.0,,,0.0,projected,projected,55.34,44.66,0.0,132891,107264,0,0,240155
NY-01,house,NY,01,Democratic candidate (NY-01),Republican candidate (NY-01),DEM,REP,REP,REP,-7.43,23.9,76.1,Likely R,-9.05,3.29,-10.19,2.77,False,False,,,0.0,0.0,,,0.0,projected,projected,46.29,53.71,0.0,139150,161474,0,0,300624
NY-02,house,NY,02,Democratic candidate (NY-02),Republican candidate (NY-02),DEM,REP,REP,REP,-10.4,16.0,84.0,Likely R,-12.02,3.29,-14.08,3.68,False,False,,,0.0,0.0,,,0.0,projected,projected,44.8,55.2,0.0,113570,139926,0,0,253496
NY-03,house,NY,03,Democratic candidate (NY-03),Republican candidate (NY-03),DEM,REP,REP,REP,0.41,51.6,48.4,Toss-up,-1.21,3.29,-4.35,4.76,False,False,,,0.0,0.0,,,0.0,projected,projected,50.21,49.79,0.0,132946,131858,0,0,264804
NY-04,house,NY,04,Democratic candidate (NY-04),Republican candidate (NY-04),DEM,REP,REP,REP,5.6,70.4,29.6,Lean D,3.98,3.29,1.29,4.31,False,False,,,0.0,0.0,,,0.0,projected,projected,52.8,47.2,0.0,143645,128404,0,0,272049
NY-05,house,NY,05,Democratic candidate (NY-05),Republican candidate (NY-05),DEM,REP,DEM,DEM,52.63,100.0,0.0,Safe D,47.68,3.29,42.8,9.83,False,False,,,0.0,0.0,,,0.0,projected,projected,76.32,23.68,0.0,129282,40118,0,0,169400
NY-06,house,NY,06,Democratic candidate (NY-06),Republican candidate (NY-06),DEM,REP,DEM,DEM,17.3,95.1,4.9,Safe D,12.35,3.29,6.53,10.78,False,False,,,0.0,0.0,,,0.0,projected,projected,58.65,41.35,0.0,85949,60593,0,0,146543
NY-07,house,NY,07,Democratic candidate (NY-07),Republican candidate (NY-07),DEM,REP,DEM,DEM,56.14,100.0,0.0,Safe D,51.19,3.29,47.19,8.95,False,False,,,0.0,0.0,,,0.0,projected,projected,78.07,21.93,0.0,128434,36075,0,0,164509
NY-08,house,NY,08,Democratic candidate (NY-08),Republican candidate (NY-08),DEM,REP,DEM,DEM,52.69,100.0,0.0,Safe D,47.74,3.29,44.77,7.92,False,False,,,0.0,0.0,,,0.0,projected,projected,76.35,23.65,0.0,127932,39634,0,0,167566
NY-09,house,NY,09,Democratic candidate (NY-09),Republican candidate (NY-09),DEM,REP,DEM,DEM,49.45,100.0,0.0,Safe D,44.49,3.29,41.39,8.05,False,False,,,0.0,0.0,,,0.0,projected,projected,74.72,25.28,0.0,130979,44307,0,0,175286
NY-10,house,NY,10,Democratic candidate (NY-10),Republican candidate (NY-10),DEM,REP,DEM,DEM,69.34,100.0,0.0,Safe D,64.38,3.29,61.89,7.44,False,False,,,0.0,0.0,,,0.0,projected,projected,84.67,15.33,0.0,164152,29725,0,0,193876
NY-11,house,NY,11,Democratic candidate (NY-11),Republican candidate (NY-11),DEM,REP,REP,REP,-19.59,3.1,96.9,Safe R,-21.22,3.29,-24.83,5.23,False,False,,,0.0,0.0,,,0.0,projected,projected,40.2,59.8,0.0,76751,114157,0,0,190908
NY-12,house,NY,12,Democratic candidate (NY-12),Republican candidate (NY-12),DEM,REP,DEM,DEM,71.51,100.0,0.0,Safe D,66.56,3.29,64.9,6.61,False,False,,,0.0,0.0,,,0.0,projected,projected,85.76,14.24,0.0,203531,33806,0,0,237337
NY-13,house,NY,13,Democratic candidate (NY-13),Republican candidate (NY-13),DEM,REP,DEM,DEM,69.84,100.0,0.0,Safe D,64.88,3.29,60.27,9.56,False,False,,,0.0,0.0,,,0.0,projected,projected,84.92,15.08,0.0,142389,25289,0,0,167678
NY-14,house,NY,14,Democratic candidate (NY-14),Republican candidate (NY-14),DEM,REP,DEM,DEM,43.2,100.0,0.0,Safe D,38.24,3.29,32.37,10.83,False,False,,,0.0,0.0,,,0.0,projected,projected,71.6,28.4,0.0,101804,40382,0,0,142186
NY-15,house,NY,15,Democratic candidate (NY-15),Republican candidate (NY-15),DEM,REP,DEM,DEM,59.46,100.0,0.0,Safe D,54.51,3.29,48.81,10.66,False,False,,,0.0,0.0,,,0.0,projected,projected,79.73,20.27,0.0,104280,26508,0,0,130788
NY-16,house,NY,16,Democratic candidate (NY-16),Republican candidate (NY-16),DEM,REP,DEM,DEM,40.8,100.0,0.0,Safe D,35.84,3.29,33.31,7.49,False,False,,,0.0,0.0,,,0.0,projected,projected,70.4,29.6,0.0,160799,67610,0,0,228409
NY-17,house,NY,17,Mondaire Jones,Mike Lawler,DEM,REP,REP,REP,1.69,56.4,43.6,Toss-up,2.48,3.29,0.56,1.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.84,49.16,0.0,138567,133973,0,0,272540
NY-18,house,NY,18,Democratic candidate (NY-18),Republican candidate (NY-18),DEM,REP,DEM,DEM,8.98,80.5,19.5,Likely D,4.02,3.29,3.35,5.62,False,False,,,0.0,0.0,,,0.0,projected,projected,54.49,45.51,0.0,141666,118327,0,0,259993
NY-19,house,NY,19,Democratic candidate (NY-19),Republican candidate (NY-19),DEM,REP,DEM,DEM,6.85,74.4,25.6,Lean D,1.9,3.29,1.8,5.05,False,False,,,0.0,0.0,,,0.0,projected,projected,53.43,46.57,0.0,143949,125483,0,0,269432
NY-20,house,NY,20,Democratic candidate (NY-20),Republican candidate (NY-20),DEM,REP,DEM,DEM,19.88,97.1,2.9,Safe D,14.92,3.29,14.32,5.55,False,False,,,0.0,0.0,,,0.0,projected,projected,59.94,40.06,0.0,156890,104864,0,0,261754
NY-21,house,NY,21,Democratic candidate (NY-21),Republican candidate (NY-21),DEM,REP,REP,REP,-18.41,3.9,96.1,Safe R,-20.03,3.29,-20.76,2.35,False,False,,,0.0,0.0,,,0.0,projected,projected,40.79,59.21,0.0,101970,147991,0,0,249961
NY-22,house,NY,22,Democratic candidate (NY-22),Republican candidate (NY-22),DEM,REP,DEM,DEM,13.08,89.4,10.6,Likely D,8.12,3.29,7.69,5.38,False,False,,,0.0,0.0,,,0.0,projected,projected,56.54,43.46,0.0,143476,110288,0,0,253764
NY-23,house,NY,23,Democratic candidate (NY-23),Republican candidate (NY-23),DEM,REP,REP,REP,-19.62,3.0,97.0,Safe R,-21.24,3.29,-21.19,1.57,False,False,,,0.0,0.0,,,0.0,projected,projected,40.19,59.81,0.0,111158,165423,0,0,276581
NY-24,house,NY,24,Democratic candidate (NY-24),Republican candidate (NY-24),DEM,REP,REP,REP,-21.47,2.0,98.0,Safe R,-23.09,3.29,-23.24,1.77,False,False,,,0.0,0.0,,,0.0,projected,projected,39.27,60.73,0.0,103269,159727,0,0,262996
NY-25,house,NY,25,Democratic candidate (NY-25),Republican candidate (NY-25),DEM,REP,DEM,DEM,23.71,98.8,1.2,Safe D,18.75,3.29,18.65,5.06,False,False,,,0.0,0.0,,,0.0,projected,projected,61.86,38.14,0.0,162785,100384,0,0,263169
NY-26,house,NY,26,Democratic candidate (NY-26),Republican candidate (NY-26),DEM,REP,DEM,DEM,25.26,99.2,0.8,Safe D,20.31,3.29,19.56,5.7,False,False,,,0.0,0.0,,,0.0,projected,projected,62.63,37.37,0.0,148970,88880,0,0,237850
OH-01,house,OH,01,Democratic candidate (OH-01),Republican candidate (OH-01),DEM,REP,REP,REP,2.02,57.7,42.3,Toss-up,0.4,3.29,-2.62,4.64,False,False,,,0.0,0.0,,,0.0,projected,projected,51.01,48.99,0.0,141846,136225,0,0,278071
OH-02,house,OH,02,Democratic candidate (OH-02),Republican candidate (OH-02),DEM,REP,REP,REP,-37.54,0.0,100.0,Safe R,-39.17,3.29,-42.48,4.94,False,False,,,0.0,0.0,,,0.0,projected,projected,31.23,68.77,0.0,82196,181019,0,0,263215
OH-03,house,OH,03,Democratic candidate (OH-03),Republican candidate (OH-03),DEM,REP,DEM,DEM,48.79,100.0,0.0,Safe D,43.83,3.29,40.65,8.13,False,False,,,0.0,0.0,,,0.0,projected,projected,74.39,25.61,0.0,186612,64230,0,0,250842
OH-04,house,OH,04,Democratic candidate (OH-04),Republican candidate (OH-04),DEM,REP,REP,REP,-38.3,0.0,100.0,Safe R,-39.92,3.29,-43.01,4.72,False,False,,,0.0,0.0,,,0.0,projected,projected,30.85,69.15,0.0,85592,191842,0,0,277434
OH-05,house,OH,05,Democratic candidate (OH-05),Republican candidate (OH-05),DEM,REP,REP,REP,-18.99,3.5,96.5,Safe R,-20.62,3.29,-23.97,4.98,False,False,,,0.0,0.0,,,0.0,projected,projected,40.5,59.5,0.0,109871,161398,0,0,271270
OH-06,house,OH,06,Democratic candidate (OH-06),Republican candidate (OH-06),DEM,REP,REP,REP,-29.3,0.3,99.7,Safe R,-30.92,3.29,-34.9,5.6,False,False,,,0.0,0.0,,,0.0,projected,projected,35.35,64.65,0.0,90452,165410,0,0,255863
OH-07,house,OH,07,Democratic candidate (OH-07),Republican candidate (OH-07),DEM,REP,REP,REP,-6.72,26.0,74.0,Lean R,-8.35,3.29,-11.15,4.42,False,False,,,0.0,0.0,,,0.0,projected,projected,46.64,53.36,0.0,139089,159145,0,0,298234
OH-08,house,OH,08,Democratic candidate (OH-08),Republican candidate (OH-08),DEM,REP,REP,REP,-11.72,13.1,86.9,Likely R,-13.34,3.29,-15.78,4.06,False,False,,,0.0,0.0,,,0.0,projected,projected,44.14,55.86,0.0,124395,157416,0,0,281811
OH-09,house,OH,09,Democratic candidate (OH-09),Republican candidate (OH-09),DEM,REP,DEM,DEM,-2.06,42.2,57.8,Toss-up,-7.02,3.29,-10.68,8.62,False,False,,,0.0,0.0,,,0.0,projected,projected,48.97,51.03,0.0,130645,136153,0,0,266797
OH-10,house,OH,10,Democratic candidate (OH-10),Republican candidate (OH-10),DEM,REP,REP,REP,-3.35,37.5,62.5,Lean R,-4.97,3.29,-7.86,4.52,False,False,,,0.0,0.0,,,0.0,projected,projected,48.33,51.67,0.0,128259,137144,0,0,265403
OH-11,house,OH,11,Democratic candidate (OH-11),Republican candidate (OH-11),DEM,REP,DEM,DEM,64.04,100.0,0.0,Safe D,59.08,3.29,55.47,8.57,False,False,,,0.0,0.0,,,0.0,projected,projected,82.02,17.98,0.0,184021,40343,0,0,224365
OH-12,house,OH,12,Democratic candidate (OH-12),Republican candidate (OH-12),DEM,REP,REP,REP,-26.01,0.6,99.4,Safe R,-27.64,3.29,-30.36,4.34,False,False,,,0.0,0.0,,,0.0,projected,projected,36.99,63.01,0.0,106207,180894,0,0,287101
OH-13,house,OH,13,Democratic candidate (OH-13),Republican candidate (OH-13),DEM,REP,DEM,DEM,11.52,86.5,13.5,Likely D,6.57,3.29,3.32,8.2,False,False,,,0.0,0.0,,,0.0,projected,projected,55.76,44.24,0.0,152366,120882,0,0,273248
OH-14,house,OH,14,Democratic candidate (OH-14),Republican candidate (OH-14),DEM,REP,REP,REP,-15.45,7.0,93.0,Likely R,-17.07,3.29,-20.53,5.08,False,False,,,0.0,0.0,,,0.0,projected,projected,42.27,57.73,0.0,122345,167059,0,0,289404
OH-15,house,OH,15,Democratic candidate (OH-15),Republican candidate (OH-15),DEM,REP,REP,REP,-5.5,30.0,70.0,Lean R,-7.12,3.29,-10.11,4.61,False,False,,,0.0,0.0,,,0.0,projected,projected,47.25,52.75,0.0,119285,133169,0,0,252454
OK-01,house,OK,01,Democratic candidate (OK-01),Republican candidate (OK-01),DEM,REP,REP,REP,-18.02,4.3,95.7,Safe R,-19.64,3.29,-22.0,3.98,False,False,,,0.0,0.0,,,0.0,projected,projected,40.99,59.01,0.0,90383,130114,0,0,220496
OK-02,house,OK,02,Democratic candidate (OK-02),Republican candidate (OK-02),DEM,REP,REP,REP,-51.32,0.0,100.0,Safe R,-52.95,3.29,-56.51,5.19,False,False,,,0.0,0.0,,,0.0,projected,projected,24.34,75.66,0.0,55475,172459,0,0,227935
OK-03,house,OK,03,Democratic candidate (OK-03),Republican candidate (OK-03),DEM,REP,REP,REP,-41.04,0.0,100.0,Safe R,-42.66,3.29,-45.69,4.65,False,False,,,0.0,0.0,,,0.0,projected,projected,29.48,70.52,0.0,56718,135682,0,0,192401
OK-04,house,OK,04,Democratic candidate (OK-04),Republican candidate (OK-04),DEM,REP,REP,REP,-29.08,0.3,99.7,Safe R,-30.7,3.29,-33.57,4.5,False,False,,,0.0,0.0,,,0.0,projected,projected,35.46,64.54,0.0,77278,140644,0,0,217922
OK-05,house,OK,05,Democratic candidate (OK-05),Republican candidate (OK-05),DEM,REP,REP,REP,-14.76,7.9,92.1,Likely R,-16.38,3.29,-18.66,3.91,False,False,,,0.0,0.0,,,0.0,projected,projected,42.62,57.38,0.0,101215,136254,0,0,237469
OR-01,house,OR,01,Democratic candidate (OR-01),Republican candidate (OR-01),DEM,REP,DEM,DEM,43.22,100.0,0.0,Safe D,38.26,3.29,39.2,4.02,False,False,,,0.0,0.0,,,0.0,projected,projected,71.61,28.39,0.0,184486,73140,0,0,257626
OR-02,house,OR,02,Democratic candidate (OR-02),Republican candidate (OR-02),DEM,REP,REP,REP,-27.01,0.5,99.5,Safe R,-28.64,3.29,-27.9,0.89,False,False,,,0.0,0.0,,,0.0,projected,projected,36.49,63.51,0.0,93861,163336,0,0,257197
OR-03,house,OR,03,Democratic candidate (OR-03),Republican candidate (OR-03),DEM,REP,DEM,DEM,51.82,100.0,0.0,Safe D,46.86,3.29,47.61,4.21,False,False,,,0.0,0.0,,,0.0,projected,projected,75.91,24.09,0.0,186843,59300,0,0,246143
OR-04,house,OR,04,Democratic candidate (OR-04),Republican candidate (OR-04),DEM,REP,DEM,DEM,16.32,94.1,5.9,Likely D,11.36,3.29,12.44,3.87,False,False,,,0.0,0.0,,,0.0,projected,projected,58.16,41.84,0.0,159303,114613,0,0,273916
OR-05,house,OR,05,Janelle Bynum,Republican,DEM,REP,DEM,REP,13.36,89.9,10.1,Likely D,7.59,3.29,8.92,4.44,False,False,,,0.0,0.0,,,0.0,confirmed,projected,56.68,43.32,0.0,164886,126026,0,0,290912
OR-06,house,OR,06,Democratic candidate (OR-06),Republican candidate (OR-06),DEM,REP,DEM,DEM,15.71,93.3,6.7,Likely D,10.76,3.29,11.74,3.97,False,False,,,0.0,0.0,,,0.0,projected,projected,57.86,42.14,0.0,142315,103665,0,0,245980
PA-01,house,PA,01,Democratic candidate (PA-01),Republican candidate (PA-01),DEM,REP,REP,REP,6.92,74.6,25.4,Lean D,5.3,3.29,0.33,6.59,False,False,,,0.0,0.0,,,0.0,projected,projected,53.46,46.54,0.0,177295,154330,0,0,331625
PA-02,house,PA,02,Democratic candidate (PA-02),Republican candidate (PA-02),DEM,REP,DEM,DEM,47.48,100.0,0.0,Safe D,42.52,3.29,36.13,11.35,False,False,,,0.0,0.0,,,0.0,projected,projected,73.74,26.26,0.0,152156,54183,0,0,206340
PA-03,house,PA,03,Democratic candidate (PA-03),Republican candidate (PA-03),DEM,REP,DEM,DEM,88.38,100.0,0.0,Safe D,83.43,3.29,78.22,10.16,False,False,,,0.0,0.0,,,0.0,projected,projected,94.19,5.81,0.0,258610,15949,0,0,274558
PA-04,house,PA,04,Democratic candidate (PA-04),Republican candidate (PA-04),DEM,REP,DEM,DEM,25.59,99.3,0.7,Safe D,20.64,3.29,15.97,9.62,False,False,,,0.0,0.0,,,0.0,projected,projected,62.8,37.2,0.0,205642,121829,0,0,327471
PA-05,house,PA,05,Democratic candidate (PA-05),Republican candidate (PA-05),DEM,REP,DEM,DEM,38.81,100.0,0.0,Safe D,33.86,3.29,28.94,9.88,False,False,,,0.0,0.0,,,0.0,projected,projected,69.41,30.59,0.0,203432,89669,0,0,293101
PA-06,house,PA,06,Democratic candidate (PA-06),Republican candidate (PA-06),DEM,REP,DEM,DEM,21.11,97.8,2.2,Safe D,16.15,3.29,11.53,9.59,False,False,,,0.0,0.0,,,0.0,projected,projected,60.56,39.44,0.0,180187,117368,0,0,297555
PA-07,house,PA,07,Ryan Mackenzie,Republican,DEM,REP,,DEM,2.69,60.2,39.8,Lean D,1.66,3.29,-3.24,5.93,False,False,,,0.0,0.0,,,0.0,confirmed,projected,51.35,48.65,0.0,147716,139965,0,0,287681
PA-08,house,PA,08,Pennsylvania Democrat,Rob Bresnahan,DEM,REP,REP,DEM,-1.16,45.6,54.4,Toss-up,-3.45,3.29,-8.58,7.42,False,False,,,0.0,0.0,,,0.0,projected,confirmed,49.42,50.58,0.0,135241,138416,0,0,273657
PA-09,house,PA,09,Democratic candidate (PA-09),Republican candidate (PA-09),DEM,REP,REP,REP,-32.35,0.1,99.9,Safe R,-33.97,3.29,-38.27,5.92,False,False,,,0.0,0.0,,,0.0,projected,projected,33.82,66.18,0.0,94351,184592,0,0,278943
PA-10,house,PA,10,Democratic candidate (PA-10),Republican candidate (PA-10),DEM,REP,REP,REP,0.44,51.7,48.3,Toss-up,-1.18,3.29,-5.29,5.73,False,False,,,0.0,0.0,,,0.0,projected,projected,50.22,49.78,0.0,144778,143497,0,0,288275
PA-11,house,PA,11,Democratic candidate (PA-11),Republican candidate (PA-11),DEM,REP,REP,REP,-16.0,6.3,93.7,Likely R,-17.62,3.29,-21.57,5.58,False,False,,,0.0,0.0,,,0.0,projected,projected,42.0,58.0,0.0,121289,167479,0,0,288768
PA-12,house,PA,12,Democratic candidate (PA-12),Republican candidate (PA-12),DEM,REP,DEM,DEM,28.69,99.7,0.3,Safe D,23.73,3.29,19.36,9.33,False,False,,,0.0,0.0,,,0.0,projected,projected,64.34,35.66,0.0,193352,107141,0,0,300494
PA-13,house,PA,13,Democratic candidate (PA-13),Republican candidate (PA-13),DEM,REP,REP,REP,-40.07,0.0,100.0,Safe R,-41.69,3.29,-45.91,5.84,False,False,,,0.0,0.0,,,0.0,projected,projected,29.97,70.03,0.0,86679,202567,0,0,289246
PA-14,house,PA,14,Democratic candidate (PA-14),Republican candidate (PA-14),DEM,REP,REP,REP,-27.34,0.4,99.6,Safe R,-28.96,3.29,-33.59,6.25,False,False,,,0.0,0.0,,,0.0,projected,projected,36.33,63.67,0.0,107214,187899,0,0,295114
PA-15,house,PA,15,Democratic candidate (PA-15),Republican candidate (PA-15),DEM,REP,REP,REP,-32.18,0.1,99.9,Safe R,-33.8,3.29,-38.3,6.12,False,False,,,0.0,0.0,,,0.0,projected,projected,33.91,66.09,0.0,94394,183972,0,0,278366
PA-16,house,PA,16,Democratic candidate (PA-16),Republican candidate (PA-16),DEM,REP,REP,REP,-16.72,5.5,94.5,Likely R,-18.34,3.29,-22.97,6.25,False,False,,,0.0,0.0,,,0.0,projected,projected,41.64,58.36,0.0,121773,170664,0,0,292436
PA-17,house,PA,17,Democratic candidate (PA-17),Republican candidate (PA-17),DEM,REP,DEM,DEM,14.57,91.8,8.2,Likely D,9.62,3.29,5.56,9.01,False,False,,,0.0,0.0,,,0.0,projected,projected,57.29,42.71,0.0,183311,136676,0,0,319987
RI-01,house,RI,01,Democratic candidate (RI-01),Republican candidate (RI-01),DEM,REP,DEM,DEM,32.13,99.9,0.1,Safe D,27.17,3.29,22.62,9.51,False,False,,,0.0,0.0,,,0.0,projected,projected,66.07,33.93,0.0,109083,56031,0,0,165114
RI-02,house,RI,02,Democratic candidate (RI-02),Republican candidate (RI-02),DEM,REP,DEM,DEM,16.26,94.0,6.0,Likely D,11.3,3.29,6.97,9.29,False,False,,,0.0,0.0,,,0.0,projected,projected,58.13,41.87,0.0,112906,81328,0,0,194234
SC-01,house,SC,01,Democratic candidate (SC-01),Republican candidate (SC-01),DEM,REP,REP,REP,-7.63,23.3,76.7,Likely R,-9.69,3.29,-13.29,5.66,False,False,LIB,,0.0,0.0,,,0.0,projected,projected,45.18,52.64,2.18,126868,147814,6122,0,280804
SC-02,house,SC,02,Democratic candidate (SC-02),Republican candidate (SC-02),DEM,REP,REP,REP,-9.2,19.0,81.0,Likely R,-10.83,3.29,-14.16,4.95,False,False,,,0.0,0.0,,,0.0,projected,projected,45.4,54.6,0.0,116202,139758,0,0,255960
SC-03,house,SC,03,Democratic candidate (SC-03),Republican candidate (SC-03),DEM,REP,REP,REP,-37.73,0.0,100.0,Safe R,-39.35,3.29,-43.62,5.89,False,False,,,0.0,0.0,,,0.0,projected,projected,31.14,68.86,0.0,77712,171874,0,0,249586
SC-04,house,SC,04,Democratic candidate (SC-04),Republican candidate (SC-04),DEM,REP,REP,REP,-18.57,3.8,96.2,Safe R,-20.19,3.29,-23.95,5.38,False,False,,,0.0,0.0,,,0.0,projected,projected,40.72,59.28,0.0,100943,146976,0,0,247920
SC-05,house,SC,05,Democratic candidate (SC-05),Republican candidate (SC-05),DEM,REP,REP,REP,-17.51,4.7,95.3,Safe R,-19.14,3.29,-23.1,5.59,False,False,,,0.0,0.0,,,0.0,projected,projected,41.24,58.76,0.0,107698,153428,0,0,261126
SC-06,house,SC,06,Democratic candidate (SC-06),Republican candidate (SC-06),DEM,REP,DEM,DEM,33.38,99.9,0.1,Safe D,28.42,3.29,23.24,10.14,False,False,,,0.0,0.0,,,0.0,projected,projected,66.69,33.31,0.0,146031,72944,0,0,218975
SC-07,house,SC,07,Democratic candidate (SC-07),Republican candidate (SC-07),DEM,REP,REP,REP,-20.22,2.7,97.3,Safe R,-21.85,3.29,-26.62,6.4,False,False,,,0.0,0.0,,,0.0,projected,projected,39.89,60.11,0.0,107431,161897,0,0,269328
SD-01,house,SD,01,Democratic candidate (SD-01),Republican candidate (SD-01),DEM,REP,REP,REP,-26.94,0.5,99.5,Safe R,-28.56,3.29,-29.98,3.04,False,False,,,0.0,0.0,,,0.0,projected,projected,36.53,63.47,0.0,109031,189442,0,0,298473
TN-01,house,TN,01,Democratic candidate (TN-01),Republican candidate (TN-01),DEM,REP,REP,REP,-54.19,0.0,100.0,Safe R,-55.81,3.29,-58.44,4.25,False,False,,,0.0,0.0,,,0.0,projected,projected,22.9,77.1,0.0,55850,187987,0,0,243837
TN-02,house,TN,02,Democratic candidate (TN-02),Republican candidate (TN-02),DEM,REP,REP,REP,-30.09,0.2,99.8,Safe R,-31.72,3.29,-34.33,4.24,False,False,,,0.0,0.0,,,0.0,projected,projected,34.95,65.05,0.0,89742,167002,0,0,256744
TN-03,house,TN,03,Democratic candidate (TN-03),Republican candidate (TN-03),DEM,REP,REP,REP,-31.87,0.1,99.9,Safe R,-33.49,3.29,-36.21,4.34,False,False,,,0.0,0.0,,,0.0,projected,projected,34.07,65.93,0.0,86610,167638,0,0,254248
TN-04,house,TN,04,Democratic candidate (TN-04),Republican candidate (TN-04),DEM,REP,REP,REP,-19.02,3.5,96.5,Safe R,-20.65,3.29,-24.28,5.25,False,False,,,0.0,0.0,,,0.0,projected,projected,40.49,59.51,0.0,86338,126907,0,0,213245
TN-05,house,TN,05,Democratic candidate (TN-05),Republican candidate (TN-05),DEM,REP,REP,REP,-17.16,5.1,94.9,Likely R,-18.78,3.29,-23.39,6.23,False,False,,,0.0,0.0,,,0.0,projected,projected,41.42,58.58,0.0,91048,128769,0,0,219818
