race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-0.85,47.8,52.2,Toss-up,-11.87,5.13,-3.47,0.21,4.11,-1.06,-13.8,12.95,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.43,44.29,11,5.11,0.257,8661662,6500847,0,48.78,49.62,1.6,115342,117321,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-23.9,1.1,98.9,Safe R,-27.08,5.13,-23.9,-2.4,0.93,-0.48,-30.88,6.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,38.05,61.95,0.0,603272,982291,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-25.85,0.6,99.4,Safe R,-29.11,5.13,-27.06,-0.9,-1.67,-0.51,-31.57,5.72,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,37.08,62.92,0.0,311240,528217,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,25.98,99.4,0.6,Safe D,13.98,5.13,25.98,3.32,3.55,-0.01,11.29,14.68,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,62.99,37.01,0.0,1407734,827188,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,24.96,99.2,0.8,Safe D,15.61,5.13,24.96,2.84,1.67,-0.28,14.84,10.12,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,62.48,37.52,0.0,223399,134143,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-4.69,32.5,67.5,Lean R,-8.49,5.13,-4.54,-0.02,-1.67,0.51,-13.22,8.53,False,False,,,0.0,0.0,,,0.0,projected,confirmed,42.39,45.91,10,-5.13,0.25,8188392,8407064,0,47.66,52.34,0.0,3647984,4006842,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,11.84,87.3,12.7,Likely D,-0.05,5.13,13.56,1.88,6.73,-0.12,-2.21,14.05,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.54,43.48,7,5.83,0.223,60439613,4880582,0,55.92,44.08,0.0,2055122,1619925,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-0.8,46.9,53.1,Toss-up,-7.79,5.13,-1.11,3.19,-0.93,-0.71,-13.45,12.64,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,45.56,45.97,6,-2.15,0.21,3463099,0,0,48.29,49.08,2.63,562359,571471,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-38.83,0.0,100.0,Safe R,-37.9,5.13,-39.16,-2.93,-2.97,-0.49,-37.52,-1.31,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,15.0,55.0,1,-37.0,0.15,8642,2864280,0,30.58,69.42,0.0,193754,439789,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.38,97.5,2.5,Safe D,14.72,5.13,20.38,0.53,0.0,0.0,11.14,9.25,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,60.19,39.81,0.0,2380414,1574323,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-13.61,9.5,90.5,Likely R,-15.05,5.13,-14.6,-3.16,-1.09,-0.43,-16.41,2.8,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,43.2,56.8,0.0,401418,527896,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-29.99,0.2,99.8,Safe R,-30.03,5.13,-32.54,-2.04,-4.86,-0.75,-31.03,1.04,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,35.01,64.99,0.0,508353,943815,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-25.53,0.7,99.3,Safe R,-21.33,5.13,-25.53,-1.95,-7.1,-0.28,-22.36,-3.17,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,37.23,62.77,0.0,523094,881789,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,33.98,99.9,0.1,Safe D,29.19,5.13,36.38,0.73,1.67,-0.34,25.91,8.07,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,55.03,30.16,6,24.92,0.21,3804689,1400141,0,66.99,33.01,0.0,1628863,802705,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,1.51,54.0,46.0,Toss-up,8.64,5.13,-0.54,0.22,-13.55,-0.97,7.09,-5.57,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,50.13,44.38,21,5.9,0.294,16312222,12165046,0,50.25,48.75,1.0,292432,283710,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,6.71,74.2,25.8,Lean D,3.25,5.13,8.19,-0.0,0.44,-0.63,-1.44,8.15,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,43.99,41.89,11,2.45,0.257,7646728,7676445,0,53.36,46.64,0.0,2115224,1849038,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,11.13,85.9,14.1,Likely D,6.22,5.13,11.69,1.05,0.0,-0.72,4.34,6.79,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,49.0,41.0,2,7.99,0.15,4646309,1102851,0,55.57,44.43,0.0,1265656,1012088,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.36,9.9,90.1,Likely R,-21.5,5.13,-14.66,-0.54,2.62,-0.37,-23.15,9.78,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,39.0,42.0,1,-6.0,0.15,1619368,3394175,0,43.32,56.68,0.0,372378,487227,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-23.46,0.0,93.0,Safe R,-19.79,5.13,-17.78,-2.11,0.0,-1.01,-20.58,-2.88,False,True,IND,Seth Bodnar,30.01,7.0,,,0.0,projected,confirmed,33.71,49.5,2,-14.17,0.15,23884,1184127,2113231,12.86,53.47,3.66,54268,225691,15448,126667,422074
