race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.94,50.06,8.0,0.0,
AK-GOV,2,45.3,53.1,0.0,1.6,Other
AK-SEN,1,45.59,46.41,8.0,0.0,
AK-SEN,2,48.95,49.45,0.0,1.6,Other
ME-SEN,1,48.26,46.74,5.0,0.0,
ME-SEN,2,50.36,48.64,0.0,1.0,Other
AK-01,1,42.5,49.5,8.0,0.0,
AK-01,2,46.1,52.3,0.0,1.6,Other
ME-01,1,62.75,32.25,5.0,0.0,
ME-01,2,64.85,34.15,0.0,1.0,Other
ME-02,1,44.97,50.03,5.0,0.0,
ME-02,2,47.07,51.93,0.0,1.0,Other
