race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.0,51.0,8.0,0.0,
AK-GOV,2,44.36,54.04,0.0,1.6,Other
AK-SEN,1,44.07,47.93,8.0,0.0,
AK-SEN,2,47.43,50.97,0.0,1.6,Other
ME-SEN,1,47.27,47.73,5.0,0.0,
ME-SEN,2,49.37,49.63,0.0,1.0,Other
AK-01,1,41.25,50.75,8.0,0.0,
AK-01,2,44.85,53.55,0.0,1.6,Other
ME-01,1,61.45,33.55,5.0,0.0,
ME-01,2,63.55,35.45,0.0,1.0,Other
ME-02,1,44.11,50.89,5.0,0.0,
ME-02,2,46.21,52.79,0.0,1.0,Other
