race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.5743
AK-GOV,38.0,16.0,0.0,,0.0,21.0,1,0.5612
AK-SEN,48.06,46.46,0.0,,0.0,0.0,6,0.1134
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0702
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.5359
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0676
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.0359
AZ-GOV,43.33,37.08,0.0,,0.0,0.0,8,0.128
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0075
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0557
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0082
FL-27,43.0,46.0,0.0,,0.0,0.0,1,1.0
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.9772
FL-GOV,35.05,39.25,2.82,IND,0.0,0.0,7,0.278
FL-SEN,38.0,46.0,0.0,,0.0,0.0,1,0.8706
GA-SEN,47.68,43.29,0.0,,0.0,0.0,6,0.1288
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0023
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.0474
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.2742
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0905
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.4061
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.1612
MA-GOV,54.9,26.78,0.0,,0.0,0.0,2,0.3398
MA-SEN,55.41,27.95,0.0,,0.0,0.0,4,0.2744
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.2443
ME-02,46.0,47.0,0.0,,0.0,0.0,1,0.63
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.067
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.0844
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.315
MI-GOV,37.13,36.0,16.15,IND,0.0,0.0,10,0.2268
MI-SEN,41.98,43.36,0.0,,0.0,0.0,5,0.1507
MN-01,41.0,44.0,0.0,,0.0,0.0,1,0.4665
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.4745
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.1772
NC-01,42.0,39.0,9.0,LIB,0.0,0.0,1,0.4559
NC-SEN,48.53,36.72,0.0,,0.0,0.0,9,0.1275
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0432
NE-SEN,47.0,48.0,0.0,,0.0,0.0,2,0.2445
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.1109
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0343
NH-SEN,46.76,42.09,0.0,,0.0,0.0,10,0.1245
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0012
NV-GOV,41.81,43.7,0.0,,0.0,0.0,3,0.2526
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.134
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.6447
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.6447
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.6447
NY-GOV,50.27,32.94,1.5,LIB,0.0,0.0,9,0.4069
OH-GOV,49.69,44.11,0.0,,0.0,0.0,9,0.1162
OH-SEN,47.77,47.33,0.0,,0.0,0.0,7,0.2706
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,0.4774
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0327
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0118
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.0422
PA-GOV,53.58,35.25,0.0,,0.0,0.0,4,0.4101
SD-SEN,34.53,46.64,0.0,,0.0,0.0,3,0.2459
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0073
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0164
TX-GOV,41.94,49.19,1.21,LIB,0.0,0.0,4,0.4765
TX-SEN,45.38,45.48,0.71,LIB,0.0,0.0,6,0.2957
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.0076
WI-03,48.71,47.65,0.0,,0.0,0.0,2,0.3403
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0254
