race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,6.83,74.3,25.7,Lean D,-0.25,3.2,-0.87,7.71,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.96,43.3,2,-1.22,0.15,0,0,0,53.42,46.58,0.0,1279887,1116156,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-41.56,0.0,100.0,Safe R,-46.63,3.2,-46.96,5.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,29.22,70.78,0.0,55029,133305,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-4.2,42.1,57.9,Toss-up,-12.33,3.2,-13.8,9.6,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.65,45.85,7,0.9,0.223,8661662,6500847,0,47.13,51.27,1.6,111444,121219,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-26.24,0.6,99.4,Safe R,-27.49,3.2,-30.88,4.64,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,36.88,63.12,0.0,584721,1000842,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.9,0.4,99.6,Safe R,-29.59,3.2,-31.57,3.67,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,36.05,63.95,0.0,302633,536824,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.64,98.8,1.2,Safe D,13.57,3.2,11.29,12.34,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,61.82,38.18,0.0,1381585,853336,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,23.03,98.6,1.4,Safe D,15.61,3.2,14.84,8.19,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.52,38.48,0.0,219949,137594,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-7.2,24.6,75.4,Likely R,-9.22,3.2,-13.22,6.03,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,8188392,8407064,0,46.4,53.6,0.0,3552006,4102821,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.48,81.8,18.2,Likely D,-0.82,3.2,-2.21,11.69,False,False,,,0.0,0.0,,,0.0,confirmed,projected,39.54,38.81,5,3.73,0.194,60439613,4880582,0,54.74,45.26,0.0,2011746,1663300,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.5,36.9,63.1,Lean R,-8.42,3.2,-13.45,9.95,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3463099,0,0,46.98,50.39,2.63,547078,586751,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.57,0.0,100.0,Safe R,-38.38,3.2,-37.52,-4.05,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.21,70.79,0.0,185086,448457,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,18.04,95.8,4.2,Safe D,14.31,3.2,11.14,6.91,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.02,40.98,0.0,2334143,1620593,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-15.66,6.7,93.3,Likely R,-15.53,3.2,-16.41,0.75,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,42.17,57.83,0.0,391890,537424,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.63,0.1,99.9,Safe R,-30.03,3.2,-31.03,-0.6,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.19,65.81,0.0,496442,955727,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-27.46,0.4,99.6,Safe R,-21.33,3.2,-22.36,-5.1,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,36.27,63.73,0.0,509537,895346,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.88,99.9,0.1,Safe D,28.88,3.2,25.91,6.97,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,53.97,30.3,3,25.73,0.15,3804689,1400141,0,66.44,33.56,0.0,1615554,816014,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-1.69,46.3,53.7,Toss-up,8.15,3.2,7.09,-8.78,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,44.59,43.56,6,1.75,0.21,16312222,12165046,0,48.66,50.34,1.0,283195,292948,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,4.06,65.1,34.9,Lean D,2.37,3.2,-1.44,5.5,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,41.98,43.36,5,-1.38,0.194,7646728,7676445,0,52.03,47.97,0.0,2062591,1901671,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,7.68,76.8,23.2,Likely D,5.67,3.2,4.34,3.33,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,44.0,1,-1.0,0.15,4646309,1102851,0,53.84,46.16,0.0,1226290,1051454,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-16.59,5.6,94.4,Likely R,-21.5,3.2,-23.15,6.56,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1619368,3394175,0,41.71,58.29,0.0,358500,501105,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-24.75,0.2,89.0,Safe R,-19.79,3.2,-20.58,-4.17,False,True,IND,Seth Bodnar,29.23,10.8,,,0.0,projected,confirmed,,,0,,0.0,23884,1184127,2113231,13.12,53.98,3.66,55389,227849,15448,123388,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,4.4,66.3,33.7,Lean D,-2.64,3.2,-3.27,7.67,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,48.53,36.72,9,10.63,0.242,26822373,8410252,0,51.22,46.91,1.87,2042530,1870372,74566,0,3987467
NE-SEN,senate,NE,SEN,(no Democrat — backs Osborn),Pete Ricketts,DEM,REP,REP,REP,-9.94,30.1,69.9,Lean R,-20.86,3.2,-20.84,10.9,False,True,IND,Dan Osborn,45.03,30.1,,,0.0,,confirmed,,,0,,0.0,0,4866649,3856315,0.0,54.97,0.0,0,364469,0,298542,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,8.7,79.7,20.3,Likely D,0.03,3.2,2.82,5.88,False,False,,,0.0,0.0,,,0.0,presumptive,projected,49.41,38.09,8,11.37,0.233,9860676,1664338,0,54.35,45.65,0.0,314316,264017,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,17.6,95.4,4.6,Safe D,8.13,3.2,5.63,11.98,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,17623907,15454,0,58.8,41.2,0.0,1713273,1200413,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,16.34,94.1,5.9,Likely D,7.26,3.2,6.14,10.2,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,5019140,32400,0,58.17,41.83,0.0,375997,270380,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-3.7,36.2,63.8,Lean R,-8.95,3.2,-11.31,7.61,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,46.28,48.8,5,-2.52,0.194,25979968,10527814,0,47.39,51.04,1.57,1912601,2059553,63358,0,4035512
OK-SEN,senate,OK,SEN,Jim Priest,Kevin Hern,DEM,REP,,REP,-36.99,0.0,100.0,Safe R,-34.16,3.2,-34.95,-2.04,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,263329,9295139,0,31.51,68.49,0.0,345381,750842,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,20.01,97.2,2.8,Safe D,12.82,3.2,14.89,5.11,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,3944598,48166,0,60.0,40.0,0.0,943116,628659,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,23.9,98.9,1.1,Safe D,17.25,3.2,14.16,9.74,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,2602598,139875,0,61.95,38.05,0.0,222608,136740,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-9.08,19.3,80.7,Likely R,-15.53,3.2,-18.12,9.04,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,37.5,41.5,1,-7.0,0.15,8059705,6157141,0,44.61,53.52,1.87,795693,954649,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-31.56,0.1,99.9,Safe R,-28.76,3.2,-29.98,-1.58,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,30.0,52.0,1,-25.0,0.15,209807,2646194,0,34.22,65.78,0.0,102130,196343,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-33.7,0.1,99.9,Safe R,-26.53,3.2,-30.12,-3.57,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,881,5880482,0,33.15,66.85,0.0,711038,1433721,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,-2.62,40.1,59.9,Toss-up,-11.17,3.2,-13.88,11.26,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,44.94,45.62,6,-0.69,0.21,40284109,7605209,0,47.71,50.28,2.01,3808882,4013826,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,16.0,93.7,6.3,Likely D,6.87,3.2,5.89,10.11,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,14719667,192041,0,58.0,42.0,0.0,1828363,1323939,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-44.39,0.0,100.0,Safe R,-41.99,3.2,-42.69,-1.7,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,22447,3906186,0,27.81,72.19,0.0,148390,385283,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-45.19,0.0,100.0,Safe R,-45.28,3.2,-46.96,1.77,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,9653,1555543,0,27.41,72.59,0.0,51614,136719,0,0,188334
AK-01,house,AK,01,Matt Schultz,Nick Begich III,DEM,REP,REP,REP,-8.88,33.6,66.4,Lean R,-10.58,3.2,-13.8,4.92,True,False,,Bill Hill,0.0,0.0,,,0.0,confirmed,confirmed,38.0,48.0,1,-13.0,0.15,0,0,0,44.83,53.57,1.6,106007,126656,3783,0,236446
AL-01,house,AL,01,Clyde Jones,Rhett Marques,DEM,REP,,REP,-29.12,0.3,99.7,Safe R,-32.18,3.2,-36.34,7.22,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,37487,0,0,35.44,64.56,0.0,81383,148265,0,0,229648
AL-02,house,AL,02,Shomari Figures,Hampton Harris,DEM,REP,DEM,DEM,-4.09,34.8,65.2,Lean R,-10.39,3.2,-14.46,10.37,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,827549,214719,0,47.95,52.05,0.0,98411,106811,0,0,205222
AL-03,house,AL,03,Victor McInnis,Mike Rogers,DEM,REP,REP,REP,-44.3,0.0,100.0,Safe R,-42.94,3.2,-47.04,2.74,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,39858,1846490,0,27.85,72.15,0.0,61681,159806,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-64.24,0.0,100.0,Safe R,-63.13,3.2,-66.99,2.75,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,13797,832268,0,17.88,82.12,0.0,40533,186169,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-26.36,0.6,99.4,Safe R,-26.61,3.2,-29.51,3.16,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,484501,1352249,0,36.82,63.18,0.0,91142,156378,0,0,247520
AL-06,house,AL,06,Elizabeth Anderson,Gary Palmer,DEM,REP,REP,REP,-32.08,0.1,99.9,Safe R,-32.12,3.2,-34.79,2.71,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,15899,783587,0,33.96,66.04,0.0,83077,161554,0,0,244631
AL-07,house,AL,07,Terri Sewell,Republican candidate (AL-07),DEM,REP,DEM,DEM,31.99,99.9,0.1,Safe D,22.0,3.2,17.99,14.0,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1552149,0,0,66.0,34.0,0.0,138824,71528,0,0,210352
AR-01,house,AR,01,Terri Green,Eric Crawford,DEM,REP,REP,REP,-46.62,0.0,100.0,Safe R,-43.19,3.2,-46.4,-0.22,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,38601,762876,0,26.69,73.31,0.0,52271,143555,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-13.53,9.8,90.2,Likely R,-13.96,3.2,-16.22,2.68,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,798208,3790112,0,43.23,56.77,0.0,97481,127994,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-29.39,0.2,99.8,Safe R,-24.13,3.2,-25.81,-3.58,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,88315,1547665,0,35.3,64.7,0.0,78230,143368,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-42.67,0.0,100.0,Safe R,-37.56,3.2,-40.73,-1.93,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,2197868,0,28.67,71.33,0.0,56345,140213,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Gina Swoboda,DEM,REP,,REP,4.67,67.2,32.8,Lean D,0.72,3.2,-3.14,7.81,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,43.47,41.41,2,1.35,0.15,1290456,222185,0,51.35,46.77,1.88,162024,147558,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,-1.01,46.2,53.8,Toss-up,-10.5,3.2,-15.12,14.11,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2341970,7449412,0,49.49,50.51,0.0,144293,147241,0,0,291534
AZ-03,house,AZ,03,Yassamin Ansari,Kirt Burgess,DEM,REP,DEM,DEM,60.39,100.0,0.0,Safe D,46.2,3.2,40.31,20.08,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1217963,0,0,80.19,19.81,0.0,119695,29560,0,0,149255
