race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-1.49,47.1,52.9,Toss-up,-12.22,3.84,-5.11,0.21,4.11,-1.06,-13.8,12.31,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,50.51,44.93,9,5.48,0.242,8661662,6500847,0,48.47,49.93,1.6,114601,118062,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-25.47,0.7,99.3,Safe R,-27.36,3.84,-25.47,-2.4,0.93,-0.48,-30.88,5.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,37.27,62.73,0.0,590865,994698,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.22,0.5,99.5,Safe R,-29.43,3.84,-28.67,-0.9,-1.67,-0.51,-31.57,4.35,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,36.39,63.61,0.0,305487,533970,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,24.41,99.0,1.0,Safe D,13.71,3.84,24.41,3.32,3.55,-0.01,11.29,13.12,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,62.21,37.79,0.0,1390273,844648,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,23.67,98.8,1.2,Safe D,15.61,3.84,23.67,2.84,1.67,-0.28,14.84,8.83,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.84,38.16,0.0,221093,136449,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-6.1,27.9,72.1,Lean R,-8.77,3.84,-6.11,-0.02,-1.67,0.51,-13.22,7.12,False,False,,,0.0,0.0,,,0.0,projected,confirmed,39.77,45.88,6,-6.07,0.21,8188392,8407064,0,46.95,53.05,0.0,3594011,4060815,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,10.57,84.5,15.5,Likely D,-0.39,3.84,11.93,1.88,6.73,-0.12,-2.21,12.78,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.54,43.48,7,5.83,0.223,60439613,4880582,0,55.29,44.71,0.0,2031805,1643241,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-2.09,42.1,57.9,Toss-up,-8.26,3.84,-2.88,3.19,-0.93,-0.71,-13.45,11.36,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,44.41,45.69,3,-1.13,0.15,3463099,0,0,47.67,49.7,2.63,555074,578755,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-40.77,0.0,100.0,Safe R,-38.22,3.84,-40.77,-2.93,-2.97,-0.49,-37.52,-3.25,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.61,70.39,0.0,187620,445922,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,18.82,96.4,3.6,Safe D,14.44,3.84,18.82,0.53,0.0,0.0,11.14,7.68,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.41,40.59,0.0,2349468,1605269,0,0,3954737
