race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-5.85,38.2,61.8,Lean R,-13.18,3.26,-13.8,7.94,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,58.81,41.14,4,17.67,0.175,46.32,52.08,1.6,109520,123143,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-23.13,1.4,98.6,Safe R,-29.63,3.26,-30.88,7.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.44,61.56,0.0,609413,976150,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-28.38,0.3,99.7,Safe R,-30.5,3.26,-31.57,3.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,35.81,64.19,0.0,300592,538865,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.99,71.7,28.3,Lean D,-4.25,3.26,-5.59,11.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.37,38.56,8,6.809999999999995,0.233,53.0,47.0,0.0,1257366,1115158,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.35,99.7,0.3,Safe D,23.32,3.26,20.82,7.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.18,35.82,0.0,7122602,3975942,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.3,96.7,3.3,Safe D,11.58,3.26,11.29,8.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.65,40.35,0.0,1333110,901812,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.45,94.2,5.8,Likely D,15.88,3.26,14.76,1.69,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.23,41.77,0.0,716843,514297,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-7.1,24.9,75.1,Likely R,-10.56,3.26,-13.22,6.12,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.95,43.24,7,-8.29,0.223,46.45,53.55,0.0,3555607,4099219,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.3,54.9,45.1,Toss-up,-1.71,3.26,-2.21,3.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.65,49.35,0.0,1861369,1813677,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,29.72,99.8,0.2,Safe D,25.73,3.26,23.56,6.16,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.86,35.14,0.0,234602,127089,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,0.6,52.3,47.7,Toss-up,-12.1,3.26,-13.45,14.05,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.3,49.7,0.0,585736,578719,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-46.36,0.0,100.0,Safe R,-36.28,3.26,-37.52,-8.84,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,26.82,73.18,0.0,169908,463634,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,16.78,94.6,5.4,Likely D,12.91,3.26,11.14,5.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,58.39,41.61,0.0,2309225,1645512,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-15.71,6.7,93.3,Likely R,-16.26,3.26,-16.41,0.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.14,57.86,0.0,391652,537662,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,29.95,99.8,0.2,Safe D,27.69,3.26,25.91,4.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.96,27.15,3,21.810000000000002,0.15,64.98,35.02,0.0,1579927,851641,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.44,100.0,0.0,Safe D,30.41,3.26,29.51,4.93,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.33,29.04,2,20.29,0.15,67.22,32.78,0.0,1429648,697186,0,0,2126834
ME-GOV,governor,ME,GOV,Shenna Bellows,Jonathan Bush,DEM,REP,,DEM,8.8,80.0,20.0,Likely D,7.49,3.26,7.09,1.72,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,54.4,45.6,0.0,316601,265361,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,9.1,80.8,19.2,Likely D,-0.36,3.26,-1.44,10.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.67,38.08,10,1.5900000000000034,0.25,54.55,45.45,0.0,2162580,1801681,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Mike Lindell,DEM,REP,,DEM,6.61,73.6,26.4,Lean D,4.94,3.26,4.34,2.26,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,46.66,40.17,2,6.489999999999995,0.15,53.3,46.7,0.0,1214101,1063643,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-21.7,1.9,98.1,Safe R,-20.75,3.26,-20.84,-0.86,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,39.15,60.85,0.0,259583,403428,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-13.84,9.3,90.7,Likely R,3.66,3.26,2.82,-16.66,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.85,48.5,3,-9.649999999999999,0.15,43.08,56.92,0.0,249143,329189,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,6.58,73.5,26.5,Lean D,7.45,3.26,6.14,0.43,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,53.29,46.71,0.0,344445,301932,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.78,60.5,39.5,Lean D,-1.54,3.26,-3.15,5.94,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.35,40.9,2,-0.5499999999999972,0.15,51.39,48.61,0.0,533996,505071,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,12.62,88.6,11.4,Likely D,15.38,3.26,12.68,-0.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.43,33.62,15,15.810000000000002,0.276,56.31,43.69,0.0,3273479,2540020,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-6.65,26.3,73.7,Lean R,-10.26,3.26,-11.31,4.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.97,45.92,8,-0.9500000000000028,0.233,46.68,53.32,0.0,1883645,2151867,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-33.51,0.1,99.9,Safe R,-34.68,3.26,-34.95,1.44,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,33.25,66.75,0.0,364450,731773,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,4.78,67.6,32.4,Lean D,15.34,3.26,14.89,-10.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.33,37.33,1,7.0,0.15,52.39,47.61,0.0,823472,748302,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,13.52,90.2,9.8,Likely D,-0.87,3.26,-1.75,15.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.32,38.54,2,16.78,0.15,56.76,43.24,0.0,2794635,2128983,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.24,97.3,2.7,Safe D,15.7,3.26,14.16,6.08,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,60.12,39.88,0.0,216031,143317,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-14.08,8.9,91.1,Likely R,-16.63,3.26,-18.12,4.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.96,57.04,0.0,766239,1017459,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-28.72,0.3,99.7,Safe R,-29.31,3.26,-29.98,1.26,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,35.64,64.36,0.0,106379,192094,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-22.14,1.7,98.3,Safe R,-28.63,3.26,-30.12,7.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,30.33,49.23,2,-18.9,0.15,38.93,61.07,0.0,834949,1309810,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-9.48,18.2,81.8,Likely R,-12.03,3.26,-13.88,4.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.34,49.23,4,-6.8899999999999935,0.175,45.26,54.74,0.0,3613143,4370026,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-27.73,0.4,99.6,Safe R,33.5,3.26,32.77,-60.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.14,63.86,0.0,93447,165148,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,6.71,73.9,26.1,Lean D,-0.25,3.26,-0.87,7.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.8,43.46,2,1.3399999999999963,0.15,53.35,46.65,0.0,1278377,1117665,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-42.14,0.0,100.0,Safe R,-46.63,3.26,-46.96,4.82,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,28.93,71.07,0.0,54483,133851,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-2.99,43.1,56.9,Toss-up,-11.2,3.26,-13.8,10.8,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.59,45.68,7,1.9100000000000037,0.223,47.73,50.67,1.6,112851,119812,3783,0,236446
AL-SEN,senate,AL,SEN,Dakarai Larriett,Barry Moore,DEM,REP,,REP,-24.46,1.0,99.0,Safe R,-27.69,3.26,-30.88,6.43,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,37.77,62.23,0.0,598900,986663,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-29.13,0.3,99.7,Safe R,-29.7,3.26,-31.57,2.44,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,35.44,64.56,0.0,297465,541992,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,20.39,97.4,2.6,Safe D,13.58,3.26,11.29,9.09,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,60.19,39.81,0.0,1345271,889650,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,19.97,97.2,2.8,Safe D,15.61,3.26,14.84,5.13,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,59.99,40.01,0.0,214480,143063,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-6.74,26.0,74.0,Lean R,-9.03,3.26,-13.22,6.49,False,False,,,0.0,0.0,,,0.0,projected,confirmed,37.37,45.84,2,-8.470000000000006,0.15,46.63,53.37,0.0,3569566,4085260,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,7.78,77.1,22.9,Likely D,-0.83,3.26,-2.21,9.99,False,False,,,0.0,0.0,,,0.0,confirmed,projected,43.43,39.03,10,4.399999999999999,0.25,53.89,46.11,0.0,1980417,1694629,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-6.43,26.9,73.1,Lean R,-8.58,3.26,-13.45,7.01,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.12,43.99,3,-2.8700000000000045,0.15,45.55,51.82,2.63,530456,603373,30625,0,1164454
