date,days_out,n_polls,gcb_naive_margin,gcb_quality_margin,gcb_correction,approve,disapprove,net_approval,approval_pred_margin,econ_pred_margin,fundamentals_blend,time_weight,gcb_margin,econ_Jobs,econ_Income,econ_Consumption,econ_Production,econ_Inflation,econ_GDP,econ_Stocks,house_pv_dem,house_pv_rep,house_pv_oth,house_pv_margin
2026-02-07,269,326,3.98,3.9,-0.09,41.21,55.49,-14.28,5.75,0.34,2.6,0.418,3.15,0.09,4.41,5.25,1.44,2.66,5.42,14.37,56628517,51678924,106877,4.57
