race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,46.17,50.17,0.0,,0.0,0.0,2,0.1395
AK-GOV,46.99,37.94,0.0,,0.0,6.88,3,0.2344
AK-SEN,46.31,46.61,0.0,,0.0,1.7,11,0.1155
AL-02,44.0,45.0,0.0,,0.0,0.0,1,0.5
AL-GOV,40.99,49.01,0.0,,0.0,0.0,2,0.3632
AL-SEN,32.0,47.0,0.0,,0.0,0.0,1,0.7236
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.1649
AR-SEN,42.86,46.25,0.0,,0.0,0.0,2,0.5108
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0027
AZ-02,41.0,44.0,7.0,LIB,0.0,0.0,1,0.3969
AZ-06,46.96,44.87,0.0,,0.0,0.0,3,0.1365
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.0401
CA-22,48.0,44.0,0.0,,0.0,0.0,1,0.4559
CA-48,48.0,46.0,0.0,,0.0,0.0,1,0.7756
CA-GOV,57.29,33.73,0.0,,0.0,0.0,4,0.3873
CO-03,45.0,46.0,0.0,,0.0,0.0,1,0.9548
CO-05,43.99,45.0,0.01,IND,0.0,0.0,2,0.457
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0003
CT-GOV,49.0,36.0,0.0,,0.0,0.0,1,0.4774
FL-08,35.0,44.0,0.0,,0.0,0.0,1,0.8507
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.2176
FL-14,46.2,37.5,0.0,,0.0,0.0,1,0.7937
FL-22,43.0,45.0,0.0,,0.0,0.0,1,0.5
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.1436
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.0403
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.0394
FL-GOV,39.46,43.33,1.1,NPA,0.0,0.0,15,0.1265
FL-SEN,40.04,49.3,0.0,,0.0,0.0,4,0.2569
GA-GOV,50.44,45.91,0.0,,0.0,0.0,6,0.5055
GA-SEN,53.98,43.02,0.0,,0.0,0.0,10,0.1834
IA-01,40.0,35.0,11.0,IND,0.0,0.0,2,0.4062
IA-02,38.62,36.14,0.0,,0.0,0.0,2,0.4826
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.0463
IA-GOV,50.38,45.25,0.0,,0.0,0.0,4,0.4034
IA-SEN,47.62,47.09,0.0,,0.0,0.0,8,0.287
ID-01,35.0,45.0,6.0,IND,0.0,0.0,1,0.7756
ID-SEN,35.63,41.47,0.0,,0.0,0.0,2,0.1684
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0036
IN-05,46.0,48.0,0.0,,0.0,0.0,1,0.8909
KS-SEN,43.05,47.11,0.0,,0.0,0.0,2,0.3871
KY-06,37.16,37.4,0.0,,0.0,0.0,2,0.329
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0065
MA-GOV,53.79,31.4,0.0,,0.0,0.0,6,0.1908
MA-SEN,52.51,32.08,0.0,,0.0,0.0,7,0.143
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0098
ME-02,47.91,48.13,0.0,,0.0,0.0,3,0.3228
ME-GOV,52.17,38.68,3.21,IND,0.0,0.0,3,0.6095
ME-SEN,48.77,44.86,0.0,,0.0,0.0,3,0.7318
MI-04,47.46,45.22,0.0,,0.0,0.0,3,0.1123
MI-07,48.0,46.0,0.0,,0.0,0.0,1,0.5612
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.0127
MI-GOV,44.11,36.73,4.07,IND,0.0,0.0,17,0.108
MI-SEN,43.54,44.84,0.0,,0.0,0.0,15,0.2759
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.0325
MN-02,45.0,40.0,0.0,,0.0,0.0,1,0.4559
MN-GOV,48.65,38.98,0.0,,0.0,0.0,3,0.1306
MN-SEN,49.71,42.88,0.0,,0.0,0.0,4,0.0708
MO-02,41.0,44.0,0.0,,0.0,0.0,1,0.2806
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.0905
MT-01,43.87,44.5,0.0,,0.0,4.37,2,0.3269
MT-SEN,25.72,40.93,19.24,IND,0.0,0.0,4,0.528
NC-01,44.29,40.94,0.25,LIB,0.0,0.0,3,0.2294
NC-10,37.0,52.0,0.0,,0.0,0.0,1,0.0442
NC-14,40.0,48.0,0.0,,0.0,0.0,1,0.0442
NC-SEN,49.17,40.43,0.74,LIB,0.0,0.0,21,0.1186
NE-01,38.0,45.0,0.0,,0.0,0.0,1,0.1768
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0017
NE-GOV,33.0,38.0,12.0,LMN,0.0,0.0,1,0.0806
NE-SEN,47.0,42.8,0.0,,0.0,0.0,3,0.0655
NH-02,49.87,31.71,0.0,,0.0,0.0,6,0.0948
NH-GOV,38.17,44.73,0.0,,0.0,0.0,4,0.2849
NH-SEN,46.63,42.63,0.0,,0.0,0.0,16,0.1106
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0
NJ-07,47.0,43.0,0.0,,0.0,0.0,1,0.25
NM-02,43.0,41.0,0.0,,0.0,0.0,1,0.1309
NM-GOV,46.0,45.0,0.0,,0.0,0.0,1,0.7937
NV-02,48.0,46.0,0.0,,0.0,0.0,1,0.7405
NV-GOV,43.6,48.16,0.0,,0.0,0.0,8,0.3272
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.0054
