race_code,round,cand_id,name,party,slot,pct,votes,status,exhausted_pct
AK-GOV,1,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,45.74,108159,active,0.0
AK-GOV,1,C-0074,Bernadette Wilson,REP,rep,21.36,50507,active,0.0
AK-GOV,1,C-1061,Dave Bronson,REP,,17.3,40910,active,0.0
AK-GOV,1,C-1068,Treg Taylor,REP,,15.59,36870,eliminated,0.0
AK-GOV,2,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,47.57,112476,active,4.53
AK-GOV,2,C-0074,Bernadette Wilson,REP,rep,26.46,62575,active,4.53
AK-GOV,2,C-1061,Dave Bronson,REP,,21.44,50685,eliminated,4.53
AK-GOV,3,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,50.08,118410,elected,10.76
AK-GOV,3,C-0074,Bernadette Wilson,REP,rep,39.16,92602,active,10.76
AK-SEN,1,C-0001,Mary Peltola,DEM,dem,47.9,113256,active,0.0
AK-SEN,1,C-0002,Dan S. Sullivan,REP,rep,48.43,114513,active,0.0
AK-SEN,1,C-1062,Daniel J. Sullivan Jr.,NPA,,2.5,5911,active,0.0
AK-SEN,1,C-1066,Gerald L. Heikes,REP,,1.17,2766,eliminated,0.0
AK-SEN,2,C-0001,Mary Peltola,DEM,dem,47.97,113417,active,0.53
AK-SEN,2,C-0002,Dan S. Sullivan,REP,rep,48.83,115453,active,0.53
AK-SEN,2,C-1062,Daniel J. Sullivan Jr.,NPA,,2.67,6314,eliminated,0.53
AK-SEN,3,C-0001,Mary Peltola,DEM,dem,48.69,115134,active,1.75
AK-SEN,3,C-0002,Dan S. Sullivan,REP,rep,49.56,117171,elected,1.75
AK-01,1,C-0145,Nick Begich III,REP,rep,49.68,117462,active,0.0
AK-01,1,C-1013,Bill Hill,IND,ind,45.32,107162,active,0.0
AK-01,1,C-1063,Eric Hafner,DEM,,3.8,8985,active,0.0
AK-01,1,C-1071,"James C. ""Jim"" McDermott",LIB,,1.2,2837,eliminated,0.0
AK-01,2,C-0145,Nick Begich III,REP,rep,50.15,118576,active,0.24
AK-01,2,C-1013,Bill Hill,IND,ind,45.71,108074,active,0.24
AK-01,2,C-1063,Eric Hafner,DEM,,3.9,9228,eliminated,0.24
AK-01,3,C-0145,Nick Begich III,REP,rep,50.71,119899,elected,1.02
AK-01,3,C-1013,Bill Hill,IND,ind,48.27,114134,active,1.02
