race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.55,32.9,67.1,Lean R,-10.38,5.22,-6.51,-0.66,0.0,-0.69,-11.31,6.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.65,47.15,16,0.48,0.28,10552470,25555956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.72,52.28,0.0,1925910,2109602,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-31.04,0.1,99.9,Safe R,-34.86,5.22,-31.04,0.0,-0.7,-0.7,-34.95,3.91,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48,65.52,0.0,377974,718249,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.64,70.8,29.2,Lean D,15.18,5.22,6.65,0.0,-13.29,-0.46,14.89,-9.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.2,47.13,3,-0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.82,47.18,0.0,830215,741560,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,17.22,95.3,4.7,Safe D,-0.99,5.22,17.27,1.95,11.61,-0.53,-1.75,18.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.77,35.68,11,17.09,0.257,34960533,2545436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.61,41.39,0.0,2885763,2037855,0,0,4923617
RI-GOV,governor,RI,GOV,Helena Foulkes,Elaine Pelino,DEM,REP,,DEM,20.26,97.5,2.5,Safe D,15.75,5.22,20.77,0.0,0.0,-0.2,14.16,6.1,False,False,,,0.0,0.0,,,0.0,presumptive,projected,38.59,21.21,2,17.38,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.13,39.87,0.0,216080,143268,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Alan Wilson,DEM,REP,,REP,-10.37,15.7,84.3,Likely R,-16.61,5.22,-10.23,1.47,0.07,-0.39,-18.12,7.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.0,45.0,1,-11.0,0.175,753609,62585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.82,55.18,0.0,799380,984318,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Toby Doeden,DEM,REP,,REP,-25.21,0.7,99.3,Safe R,-29.41,5.22,-25.21,0.0,0.0,-1.02,-29.98,4.77,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,62.6,0.0,111616,186857,0,0,298473
TN-GOV,governor,TN,GOV,Jerri Green,Marsha Blackburn,DEM,REP,,REP,-20.76,2.2,97.8,Safe R,-28.6,5.22,-20.19,0.0,3.73,-0.54,-30.12,9.36,False,False,,,0.0,0.0,,,0.0,projected,presumptive,27.0,51.0,2,-24.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.62,60.38,0.0,849787,1294973,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-8.77,19.7,80.3,Likely R,-11.93,5.22,-10.59,-1.58,-3.33,1.04,-13.88,5.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.63,48.81,19,-4.17,0.289,8589462,71434049,0,3002416,67461299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.62,54.38,0.0,3641698,4341472,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-22.65,1.4,98.6,Safe R,33.44,5.22,-24.87,0.0,-62.58,-0.95,32.77,-55.42,False,False,,,0.0,0.0,,,0.0,projected,confirmed,30.95,43.32,2,-12.37,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.68,61.32,0.0,100012,158583,0,0,258595
WI-GOV,governor,WI,GOV,Francesca Hong,Tom Tiffany,DEM,REP,,DEM,3.42,63.0,37.0,Lean D,-0.43,5.22,4.59,0.18,0.28,-0.66,-0.87,4.3,False,False,,,0.0,0.0,,,0.0,projected,presumptive,46.36,43.45,3,2.03,0.18,13951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.71,48.29,0.0,1239044,1156999,0,0,2396043
WY-GOV,governor,WY,GOV,Kenneth Casner,Megan Degenfelder,DEM,REP,,REP,-39.68,0.0,100.0,Safe R,-46.77,5.22,-39.68,0.0,2.51,-0.64,-46.96,7.28,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,0,5226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.16,69.84,0.0,56800,131534,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-1.08,46.6,53.4,Toss-up,-11.38,5.22,-2.74,0.37,4.11,-1.06,-13.8,12.72,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,46.31,46.61,11,-0.31,0.257,15575539,8501665,0,6094872,8303687,0,15476,3017435,9480668,2288882,0,5719757,470900,0,561746,1875800,0,0,0,0,0,0,0,45.03,46.97,8.0,106472,111059,18916,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-24.63,0.8,99.2,Safe R,-27.1,5.22,-24.63,-3.2,0.93,-0.48,-30.88,6.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,47.0,1,-15.0,0.158,83341,3787330,0,-10011,627788,0,3019,17094132,94747,3284673,0,4247,346554,0,0,881598,0,70643,50000,0,0,360928,0,37.68,62.32,0.0,597501,988062,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-25.83,0.6,99.4,Safe R,-29.23,5.22,-27.03,-0.84,-1.67,-0.51,-31.57,5.74,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.86,46.25,2,-6.27,0.15,2269114,6233117,0,863578,9931885,0,0,2510176,1405536,3752101,0,807603,552197,0,20060,1191500,0,0,0,0,0,73959,0,37.09,62.91,0.0,311325,528132,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,24.69,99.2,0.8,Safe D,13.09,5.22,24.69,2.84,3.55,-0.01,11.29,13.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,8119380,138597,0,2083870,50021,0,510004,0,7471143,88913,0,1302169,28371,0,958273,999,0,0,2200,0,0,0,0,62.35,37.65,0.0,1393395,841527,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,24.8,99.2,0.8,Safe D,15.57,5.22,24.8,2.63,1.67,-0.28,14.84,9.96,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,3940137,70152,0,4705684,38004,0,0,0,1419652,32148,0,52510,3182,0,1310377,300,0,0,54260,0,0,54250,0,62.4,37.6,0.0,223109,134434,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-5.1,31.0,69.0,Lean R,-8.77,5.22,-4.49,0.21,-1.67,0.51,-13.22,8.12,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,40.04,49.3,4,-9.25,0.175,14595387,10802230,0,7307305,8421236,0,26675,545860,7288082,2380993,0,8963209,1383579,0,215105,2039500,0,20,0,0,2517,0,0,47.45,52.55,0.0,3632251,4022575,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,12.27,88.3,11.7,Likely D,-0.88,5.22,12.65,1.71,6.73,-0.12,-2.21,14.48,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,53.98,43.02,10,11.17,0.25,77279766,7409350,0,42587451,2079981,0,886293,1568662,39682882,5932539,0,39110515,2087144,0,931316,495632,0,0,65000,0,0,461916,0,56.13,43.87,0.0,2062974,1612072,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-2.37,40.9,59.1,Toss-up,-7.29,5.22,-3.81,-0.1,-0.93,-0.71,-13.45,11.08,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,47.62,47.09,8,0.37,0.233,6276527,10217845,0,2362314,6749491,0,11513181,3883175,3914213,5396429,0,2726556,1052135,0,440127,2232367,0,0,0,0,0,0,0,47.53,49.84,2.63,553487,580342,30625,0,1164454
ID-SEN,senate,ID,SEN,(No Democrat),Jim Risch,DEM,REP,REP,REP,-27.79,0.3,99.7,Safe R,-32.32,5.22,-30.4,-1.14,-1.67,-0.49,-37.52,9.73,False,True,IND,Todd Achilles,36.1,0.3,,,0.0,,confirmed,33.75,41.67,3,-10.92,0.165,8642,3357516,692245,1051,3535956,194226,0,0,8186,2241925,506311,1936,139910,115721,1400,959329,10000,3156,0,10500,10846,0,0,0.0,63.9,0.0,0,404810,0,228733,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.66,97.8,2.2,Safe D,15.12,5.22,20.66,0.32,0.0,0.0,11.14,9.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5906599,2459890,0,1107958,1512424,0,10437456,11068156,4798641,947466,0,1182892,27050,0,426634,12325,0,0,2000000,0,0,2000000,0,60.33,39.67,0.0,2385890,1568847,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-11.05,14.2,85.8,Likely R,-15.23,5.22,-11.59,-0.07,-1.09,-0.43,-16.41,5.36,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,43.05,47.11,2,-7.06,0.15,3678710,3943411,0,2597698,5326447,0,0,227327,1081012,321983,0,631218,147889,0,15000,1532750,0,50050,0,0,50000,0,0,44.47,55.53,0.0,413302,516011,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-28.95,0.2,99.8,Safe R,-30.07,5.22,-31.32,-0.86,-4.86,-0.75,-31.03,2.08,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.0,49.0,1,-14.0,0.15,1099509,9981055,0,309623,2305546,0,8306596,6980575,789887,11368587,0,654554,729552,0,24750,1995311,0,0,0,0,89868,0,0,35.53,64.47,0.0,515913,936256,0,0,1452169
LA-SEN,senate,LA,SEN,Jamie Davis,Julia Letlow,DEM,REP,,REP,-24.04,1.0,99.0,Safe R,-21.43,5.22,-24.04,-0.45,-7.1,-0.28,-22.36,-1.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1983548,6210122,0,479104,1427072,0,10861766,12093658,1504444,4783049,0,1699034,127995,0,0,824000,0,10000,0,0,10000,0,0,37.98,62.02,0.0,533569,871313,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.83,99.9,0.1,Safe D,29.17,5.22,36.37,0.66,1.67,-0.34,25.91,6.92,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,52.51,32.08,7,20.45,0.223,4848657,1498561,0,2227617,726604,0,0,1482275,4431727,771958,0,757410,61944,0,548650,425,0,0,1053414,0,0,1005000,0,66.41,33.59,0.0,1614888,816679,0,0,2431568
ME-SEN,senate,ME,SEN,Troy Jackson,Susan Collins,DEM,REP,REP,REP,0.28,51.1,48.9,Toss-up,8.54,5.22,-0.76,0.0,-13.55,-0.97,7.09,-6.81,False,False,,,0.0,0.0,,,0.0,projected,confirmed,48.83,44.9,4,2.6,0.237,0,16169827,0,0,11038115,0,86250,2629499,0,7708021,0,0,1425763,0,0,1263550,0,0,0,0,0,0,0,50.14,49.86,0.0,291782,290180,0,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,5.14,69.1,30.9,Lean D,2.95,5.22,7.7,-0.28,0.44,-0.63,-1.44,6.58,False,False,,,0.0,0.0,,,0.0,projected,presumptive,43.55,44.9,18,-1.23,0.286,12222407,10582463,0,2730129,5723827,0,1242864,23320703,9492277,5114340,0,3236075,2129550,0,67845,844227,0,14000,0,0,0,0,0,52.57,47.43,0.0,2084111,1880151,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Michele Tafoya,DEM,REP,,DEM,10.19,83.9,16.1,Likely D,6.68,5.22,11.13,-0.05,0.0,-0.72,4.34,5.84,False,False,,,0.0,0.0,,,0.0,projected,presumptive,49.71,42.88,4,4.82,0.175,6044163,4669609,0,1565604,2080632,0,105478,5514766,4478560,2588978,0,2701933,2064245,0,169917,224000,0,7000,7878,0,0,331512,0,55.09,44.91,0.0,1254890,1022854,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.37,9.7,90.3,Likely R,-21.48,5.22,-14.32,-0.31,2.62,-0.37,-23.15,9.77,False,False,IND,Ty Pinkins,6.0,0.0,,,0.0,confirmed,confirmed,39.0,42.0,1,-6.0,0.15,2384921,3825455,90225,847046,2535896,632,471544,98645,1537875,1759323,95208,351461,98642,57151,312330,1182050,0,25193,0,0,61083,60000,0,40.71,53.29,0.0,349988,458041,0,51576,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-24.67,0.8,99.1,Safe R,-13.86,5.22,-9.26,0.39,0.0,-1.01,-20.58,-4.09,False,True,IND,Seth Bodnar,13.9,0.0,,,0.0,confirmed,confirmed,30.62,43.35,5,-13.0,0.227,58829,1984861,3238151,21485,1450719,977779,4700046,2502674,37011,534142,2260371,18727,88310,369366,6627,639500,93050,6522,0,0,0,0,0,28.88,53.56,3.66,121898,226042,15448,58685,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,5.42,70.1,29.9,Lean D,-2.8,5.22,4.72,0.7,1.9,-0.3,-3.27,8.69,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,50.47,39.19,24,11.07,0.3,34975789,11272504,0,20717567,3461698,0,46380,7097104,14258222,7810806,0,4748620,1775437,0,820563,936330,0,0,0,0,0,46928,0,51.73,46.4,1.87,2062587,1850315,74566,0,3987467
NE-SEN,senate,NE,SEN,(No Democrat),Pete Ricketts,DEM,REP,REP,REP,-4.94,31.6,68.4,Lean R,-19.16,5.22,-6.31,-0.53,8.63,-0.48,-20.84,15.9,False,True,IND,Dan Osborn,47.53,31.6,,,0.0,,confirmed,47.0,42.8,3,1.2,0.15,0,11233507,5751951,0,6910970,2421487,201261,1732682,0,4809506,3393630,0,232136,2195423,0,1701815,139868,0,5295888,0,0,0,0,0.0,52.47,0.0,0,347881,0,315130,663011
NH-SEN,senate,NH,SEN,Chris Pappas,John E. Sununu,DEM,REP,,DEM,7.86,77.7,22.3,Likely D,-0.03,5.22,9.28,0.75,4.2,-0.86,2.82,5.04,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.63,42.63,16,4.2,0.28,13371607,3662252,0,5183321,2672646,0,130636,3645658,8595871,989605,0,4138690,395965,0,1045873,462000,0,0,0,0,0,0,0,53.93,46.07,0.0,311890,266442,0,0,578332
