race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Bernadette Wilson,DEM,REP,,REP,-6.22,34.5,65.5,Lean R,-13.27,5.22,-9.11,0.0,0.0,-1.06,-13.8,7.57,True,False,,,0.0,0.0,,,0.0,presumptive,projected,46.99,37.94,3,8.06,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.99,49.01,8.0,101648,115882,18916,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-20.64,2.3,97.7,Safe R,-29.66,5.22,-21.55,0.0,3.37,-0.48,-30.88,10.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.99,49.01,2,-8.01,0.15,0,13792994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.68,60.32,0.0,629139,956424,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.03,0.6,99.4,Safe R,-30.62,5.22,-26.03,0.0,-0.13,-0.51,-31.57,5.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.98,63.02,0.0,310461,528996,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,7.86,77.7,22.3,Likely D,-4.25,5.22,8.28,0.94,6.01,0.36,-5.59,13.45,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,50.0,43.89,12,6.28,0.262,9827820,2787170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.93,46.07,0.0,1279494,1093029,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.41,99.7,0.3,Safe D,23.42,5.22,29.44,-0.1,0.0,0.89,20.82,7.59,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,57.29,33.73,4,23.57,0.175,11283904,12875324,0,5129836,1724547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2,35.8,0.0,7125781,3972763,0,0,11098543
CO-GOV,governor,CO,GOV,Phil Weiser,Victor Marx,DEM,REP,,DEM,17.74,95.8,4.2,Safe D,11.48,5.22,17.32,0.64,0.0,-0.01,11.29,6.45,False,False,IND,Greg Lopez,3.6,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,6951032,2935521,84692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.75,39.65,0.0,1268342,886122,0,80457,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,19.61,97.2,2.8,Safe D,15.88,5.22,19.99,0.0,-1.03,-0.09,14.76,4.85,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.61,31.46,2,18.15,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.81,40.19,0.0,736300,494839,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.59,26.1,73.9,Lean R,-10.43,5.22,-7.51,-2.35,-0.47,0.51,-13.22,6.63,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,38.12,42.8,16,-4.84,0.28,2814312,65627327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7,53.3,0.0,3575120,4079706,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.6,56.2,43.8,Toss-up,-1.84,5.22,0.79,-2.47,0.0,-0.12,-2.21,3.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.2,45.86,7,4.64,0.225,2665880,73526815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8,49.2,0.0,1866924,1808122,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,32.15,99.9,0.1,Safe D,25.72,5.22,32.15,0.0,1.67,-0.46,23.56,8.59,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.07,33.93,0.0,238986,122705,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,5.94,71.8,28.2,Lean D,-12.13,5.22,6.09,2.86,10.86,-0.71,-13.45,19.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.38,45.25,4,5.22,0.175,9572747,163603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.97,47.03,0.0,616810,547644,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.73,0.0,100.0,Safe R,-36.27,5.22,-45.73,-1.82,-12.37,-0.49,-37.52,-8.2,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,29.0,50.5,1,-24.5,0.223,136953,2057743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.14,72.86,0.0,171925,461617,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,20.0,97.4,2.6,Safe D,12.91,5.22,19.95,1.84,-0.02,0.0,11.14,8.86,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,25619035,2166962,0,3141018,127990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,0.0,2372836,1581901,0,0,3954737
KS-GOV,governor,KS,GOV,Cindy Holscher,Ty Masterson,DEM,REP,,DEM,-11.63,12.9,87.1,Likely R,-16.42,5.22,-11.63,0.0,0.0,-0.43,-16.41,4.78,False,False,,,0.0,0.0,,,0.0,projected,presumptive,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.18,55.82,0.0,410601,518713,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.41,99.9,0.1,Safe D,27.8,5.22,33.8,0.0,1.13,-0.34,25.91,5.5,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,53.79,31.4,6,22.39,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7,34.3,0.0,1597611,833956,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,36.38,100.0,0.0,Safe D,30.37,5.22,38.94,0.0,3.43,-0.08,29.51,6.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,58.0,31.0,1,24.0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.19,31.81,0.0,1450294,676540,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,11.8,87.4,12.6,Likely D,7.36,5.22,11.61,0.0,0.0,-0.97,7.09,4.71,False,False,IND,Rick Bennett,3.21,0.0,,,0.0,confirmed,confirmed,52.17,38.68,3,13.48,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.11,42.68,0.0,314871,248411,0,18681,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,12.08,88.0,12.0,Likely D,-0.43,5.22,14.35,0.21,9.97,-0.63,-1.44,13.52,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,45.32,38.9,19,6.59,0.289,5958887,4492470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.04,43.96,0.0,2221581,1742681,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Mike Lindell,DEM,REP,,DEM,11.74,87.3,12.7,Likely D,4.83,5.22,10.64,1.43,-0.12,-0.72,4.34,7.4,False,False,,,0.0,0.0,,,0.0,presumptive,projected,48.65,38.98,3,9.67,0.15,7053950,1001473,0,3859683,11704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.87,44.13,0.0,1272604,1005140,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-13.81,9.0,91.0,Likely R,-20.91,5.22,-19.42,0.0,-3.25,-0.48,-20.84,7.03,False,False,IND,Brett Lindstrom,12.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-8.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.93,50.07,0.0,251448,332002,0,79561,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.83,12.5,87.5,Likely R,3.63,5.22,-13.11,-1.31,-19.79,-0.86,2.82,-14.66,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,38.17,44.73,4,-6.56,0.175,606192,3694856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.08,55.92,0.0,254945,323387,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,8.41,79.3,20.7,Likely D,7.41,5.22,9.31,1.95,-6.39,1.12,6.14,2.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.0,45.0,1,4.0,0.169,13910580,987856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.21,45.79,0.0,350384,295993,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,3.48,63.2,36.8,Lean D,-1.57,5.22,5.37,0.47,0.85,0.4,-3.15,6.63,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.14,49.05,10,-4.94,0.25,4285307,2275075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.74,48.26,0.0,537594,501473,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,13.86,91.1,8.9,Likely D,15.56,5.22,13.57,0.16,-7.5,0.13,12.68,1.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.64,36.09,15,14.66,0.276,16594119,13445025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.93,43.07,0.0,3309701,2503798,0,0,5813499
