code,level,state,partisan_lean,gcb,environment,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
MI-04,district,MI,-5.33,3.75,-1.58,-5.61,43.4,53.1,-9.7,1.6,78.5,9.0,7.1,2.9,2.3,0.1
MI-05,district,MI,-26.57,3.75,-22.82,-27.41,52.6,43.8,8.8,2.0,87.1,4.9,4.2,1.2,2.5,0.1
MI-06,district,MI,24.58,3.75,28.33,23.92,30.6,65.9,-35.3,1.4,71.7,10.9,4.3,11.1,1.8,0.1
MI-07,district,MI,-0.82,3.75,2.93,-1.33,41.5,54.9,-13.4,1.8,82.3,6.8,4.8,3.8,2.2,0.1
MI-08,district,MI,-0.81,3.75,2.94,-2.01,41.7,54.7,-13.0,2.2,76.5,15.2,4.5,1.5,2.3,0.1
MI-09,district,MI,-32.12,3.75,-28.37,-32.75,55.0,41.4,13.5,2.1,90.3,2.7,3.2,1.7,2.0,0.1
MI-10,district,MI,-5.44,3.75,-1.69,-6.68,43.6,52.8,-9.2,2.1,76.0,13.1,2.6,6.5,1.7,0.1
MI-11,district,MI,17.18,3.75,20.93,16.42,33.8,62.6,-28.8,1.6,71.1,13.7,4.5,9.2,1.5,0.1
MI-12,district,MI,42.02,3.75,45.77,39.62,23.9,72.5,-48.6,2.9,47.3,45.6,2.8,2.6,1.6,0.1
MI-13,district,MI,44.59,3.75,48.34,42.28,22.4,74.1,-51.7,2.1,39.2,46.5,8.7,3.4,2.1,0.1
MN-01,district,MN,-11.68,3.75,-7.93,-12.23,46.1,50.3,-4.2,1.7,85.8,3.7,5.7,3.2,1.4,0.2
MN-02,district,MN,5.99,3.75,9.74,5.95,38.5,58.0,-19.5,1.4,79.3,6.2,6.4,6.2,1.8,0.1
MN-03,district,MN,21.33,3.75,25.08,21.72,32.0,64.4,-32.4,1.6,76.0,9.1,4.3,8.9,1.5,0.1
MN-04,district,MN,36.96,3.75,40.71,36.47,25.1,71.3,-46.2,1.0,67.8,11.0,6.2,12.8,2.1,0.2
MN-05,district,MN,63.83,3.75,67.58,63.54,13.8,82.7,-68.9,1.2,65.0,16.5,8.5,7.1,2.8,0.2
MN-06,district,MN,-19.84,3.75,-16.09,-20.07,49.7,46.7,3.0,2.0,87.3,4.4,3.1,3.5,1.6,0.1
MN-07,district,MN,-36.22,3.75,-32.47,-37.1,56.7,39.8,16.9,2.0,90.9,1.6,4.1,1.1,2.1,0.2
MN-08,district,MN,-13.67,3.75,-9.92,-14.53,47.2,49.2,-2.0,2.2,90.0,1.6,1.5,1.2,5.6,0.1
MO-01,district,MO,59.05,3.75,62.8,58.61,16.5,79.9,-63.4,2.7,45.1,44.9,3.9,4.2,1.8,0.1
MO-02,district,MO,-11.75,3.75,-8.0,-11.57,46.3,50.2,-3.9,2.0,86.6,3.6,2.4,5.2,2.0,0.1
MO-03,district,MO,-20.09,3.75,-16.34,-20.27,49.9,46.6,3.3,2.0,84.9,6.4,3.2,3.1,2.4,0.1
MO-04,district,MO,-20.95,3.75,-17.2,-21.37,50.1,46.3,3.8,1.9,81.9,7.7,4.8,2.2,3.1,0.2
MO-05,district,MO,-17.39,3.75,-13.64,-18.62,48.6,47.9,0.7,1.8,69.8,17.9,7.0,1.6,3.2,0.4
MO-06,district,MO,-26.63,3.75,-22.88,-27.0,52.5,43.9,8.6,1.8,84.1,5.7,4.8,2.3,2.7,0.4
MO-07,district,MO,-42.99,3.75,-39.24,-43.18,59.4,37.0,22.4,1.7,85.4,2.6,5.0,1.9,4.6,0.4
MO-08,district,MO,-53.57,3.75,-49.82,-54.42,64.2,32.2,32.0,2.3,89.0,4.7,2.0,1.1,3.1,0.1
MS-01,district,MS,-36.17,3.75,-32.42,-37.53,57.0,39.5,17.5,2.6,66.9,27.1,3.1,1.3,1.6,0.1
MS-02,district,MS,22.22,3.75,25.97,20.59,32.6,63.8,-31.2,3.5,34.2,61.9,2.1,0.8,1.1,0.1
MS-03,district,MS,-28.33,3.75,-24.58,-29.5,53.7,42.7,11.1,2.8,61.6,32.5,2.4,1.5,2.0,0.1
MS-04,district,MS,-41.95,3.75,-38.2,-43.01,59.3,37.2,22.1,2.3,68.2,22.7,4.5,2.3,2.2,0.2
MT-01,district,MT,-10.93,3.75,-7.18,-11.92,45.9,50.6,-4.7,1.8,87.5,0.7,3.6,1.5,6.5,0.2
MT-02,district,MT,-29.81,3.75,-26.06,-30.51,53.8,42.6,11.2,1.7,84.8,1.0,3.5,1.3,9.2,0.2
NC-01,district,NC,-10.12,3.75,-6.37,-11.71,45.8,50.6,-4.8,2.5,59.5,32.2,4.6,1.3,2.2,0.2
NC-02,district,NC,34.76,3.75,38.51,34.41,26.1,70.4,-44.3,1.1,56.5,23.8,10.9,6.8,1.8,0.1
NC-03,district,NC,-12.19,3.75,-8.44,-13.76,46.3,50.2,-3.9,1.5,55.6,29.1,10.4,2.2,2.3,0.3
NC-04,district,NC,46.49,3.75,50.24,46.04,21.0,75.5,-54.5,0.9,55.5,21.6,9.7,11.2,1.8,0.1
NC-05,district,NC,-16.93,3.75,-13.18,-17.92,48.4,48.0,0.4,1.9,70.4,18.6,6.4,2.4,2.0,0.1
NC-06,district,NC,-17.06,3.75,-13.31,-17.36,48.3,48.2,0.1,1.5,65.8,19.2,8.8,3.7,2.3,0.1
NC-07,district,NC,-13.15,3.75,-9.4,-14.02,46.8,49.6,-2.8,1.8,67.2,20.0,6.6,1.9,4.2,0.2
NC-08,district,NC,-19.14,3.75,-15.39,-19.62,49.1,47.3,1.8,1.4,63.4,17.6,7.8,3.7,7.4,0.1
NC-09,district,NC,-15.45,3.75,-11.7,-16.03,47.5,48.9,-1.4,1.3,61.5,22.1,10.4,2.5,3.2,0.3
NC-10,district,NC,-17.25,3.75,-13.5,-17.89,48.3,48.1,0.3,1.4,69.2,16.5,9.2,2.8,2.2,0.1
NC-11,district,NC,-9.96,3.75,-6.21,-9.61,45.4,51.1,-5.7,1.6,84.9,3.9,6.2,1.3,3.5,0.2
NC-12,district,NC,48.09,3.75,51.84,47.04,20.3,76.2,-55.9,0.8,38.9,37.8,14.9,6.3,2.0,0.1
NC-13,district,NC,-16.7,3.75,-12.95,-16.71,48.1,48.4,-0.3,1.4,65.8,19.3,10.6,1.6,2.4,0.2
NC-14,district,NC,-15.5,3.75,-11.75,-15.22,47.7,48.7,-1.1,1.6,70.6,15.9,7.3,4.0,2.2,0.1
ND-01,district,ND,-36.76,3.75,-33.01,-37.39,56.8,39.6,17.2,1.8,84.5,3.6,3.6,2.2,5.9,0.2
NE-01,district,NE,-13.06,3.75,-9.31,-13.23,46.4,50.0,-3.6,1.2,81.0,4.0,9.0,3.7,2.1,0.2
NE-02,district,NE,4.8,3.75,8.55,4.68,38.7,57.7,-19.0,1.0,71.6,10.5,10.5,4.9,2.3,0.2
NE-03,district,NE,-53.98,3.75,-50.23,-54.43,63.8,32.6,31.2,1.1,84.4,1.6,10.0,1.1,2.8,0.2
NH-01,district,NH,2.66,3.75,6.41,2.02,40.1,56.3,-16.2,1.9,89.7,2.1,3.5,3.0,1.6,0.1
NH-02,district,NH,4.67,3.75,8.42,3.63,39.3,57.2,-17.9,1.9,89.5,1.8,3.6,3.1,1.8,0.1
NJ-01,district,NJ,20.58,3.75,24.33,19.0,32.0,64.5,-32.5,0.8,62.2,17.6,12.5,5.9,1.6,0.2
NJ-02,district,NJ,-11.32,3.75,-7.57,-13.29,45.4,51.1,-5.7,0.5,66.6,12.5,14.6,4.2,1.9,0.2
NJ-03,district,NJ,9.33,3.75,13.08,7.92,36.8,59.7,-22.9,0.9,65.5,14.1,9.7,9.1,1.4,0.1
NJ-04,district,NJ,-29.34,3.75,-25.59,-31.01,53.4,43.1,10.3,1.2,82.2,4.2,9.1,3.3,1.1,0.1
NJ-05,district,NJ,3.72,3.75,7.47,1.29,38.5,57.9,-19.5,-0.5,60.6,7.0,14.8,16.5,1.0,0.1
NJ-06,district,NJ,9.51,3.75,13.26,6.23,35.5,61.0,-25.5,-1.5,44.6,12.6,21.8,19.5,1.4,0.1
NJ-07,district,NJ,-1.06,3.75,2.69,-1.9,41.1,55.4,-14.3,0.6,73.5,5.9,10.8,8.7,1.1,0.1
NJ-08,district,NJ,33.55,3.75,37.3,28.85,23.7,72.8,-49.1,-4.8,26.1,10.9,47.6,13.0,2.2,0.2
NJ-09,district,NJ,3.87,3.75,7.62,-1.3,37.1,59.4,-22.3,-3.2,39.7,10.6,37.9,9.8,1.9,0.2
NJ-10,district,NJ,52.45,3.75,56.2,48.73,18.2,78.2,-60.0,0.4,19.9,51.6,19.6,7.3,1.4,0.2
NJ-11,district,NJ,9.79,3.75,13.54,7.93,36.0,60.4,-24.4,-0.2,63.6,7.8,15.1,12.4,1.0,0.1
NJ-12,district,NJ,26.17,3.75,29.92,23.58,28.7,67.8,-39.1,-1.0,42.9,17.4,18.9,19.2,1.4,0.2
NM-01,district,NM,13.35,3.75,17.1,13.0,33.1,63.3,-30.2,-3.0,48.4,3.6,36.8,3.8,7.1,0.3
NM-02,district,NM,0.29,3.75,4.04,-1.84,37.5,59.0,-21.5,-5.4,32.5,2.8,54.9,1.8,7.8,0.3
NM-03,district,NM,6.98,3.75,10.73,5.32,35.5,60.9,-25.4,-3.7,37.9,1.9,39.1,1.7,19.2,0.2
NV-01,district,NV,4.23,3.75,7.98,2.3,37.3,59.1,-21.8,-2.4,42.8,11.4,31.4,10.1,2.9,1.4
NV-02,district,NV,-13.48,3.75,-9.73,-14.26,45.7,50.7,-5.0,-0.6,66.3,2.8,19.6,5.9,4.5,0.9
NV-03,district,NV,1.28,3.75,5.03,-0.75,39.1,57.3,-18.2,-1.3,46.1,11.0,18.4,20.4,2.2,1.9
NV-04,district,NV,4.28,3.75,8.03,2.37,37.6,58.9,-21.3,-1.9,40.4,17.6,29.8,7.7,3.1,1.5
NY-01,district,NY,-8.67,3.75,-4.92,-10.19,44.2,52.2,-7.9,0.5,74.6,5.4,12.9,5.7,1.3,0.1
NY-02,district,NY,-11.64,3.75,-7.89,-14.08,44.8,51.6,-6.8,-0.8,59.0,11.2,24.1,3.8,1.8,0.1
NY-03,district,NY,-0.83,3.75,2.92,-4.35,40.2,56.2,-16.0,-0.8,57.0,4.8,13.6,23.6,0.9,0.1
NY-04,district,NY,4.36,3.75,8.11,1.29,38.3,58.2,-19.9,-0.3,52.2,18.7,20.0,7.7,1.3,0.1
NY-05,district,NY,48.06,3.75,51.81,42.8,19.7,76.8,-57.1,-0.4,13.1,46.9,19.4,17.3,2.8,0.5
NY-06,district,NY,12.73,3.75,16.48,6.53,33.0,63.4,-30.4,-3.7,23.7,5.5,23.2,45.8,1.5,0.2
NY-07,district,NY,51.57,3.75,55.32,47.19,16.9,79.5,-62.5,-2.9,35.3,13.9,33.6,14.6,2.3,0.3
NY-08,district,NY,48.12,3.75,51.87,44.77,20.3,76.2,-55.9,0.8,27.9,46.2,14.4,9.8,1.3,0.2
NY-09,district,NY,44.87,3.75,48.62,41.39,21.9,74.5,-52.6,1.3,29.8,47.7,10.9,10.2,1.2,0.2
NY-10,district,NY,64.76,3.75,68.51,61.89,12.1,84.4,-72.3,-1.4,48.7,8.0,18.1,23.4,1.5,0.3
NY-11,district,NY,-20.84,3.75,-17.09,-24.83,48.7,47.8,0.9,-1.0,53.0,8.0,16.1,21.2,1.4,0.2
NY-12,district,NY,66.94,3.75,70.69,64.9,11.9,84.5,-72.6,0.1,65.8,6.5,10.9,15.7,0.9,0.3
NY-13,district,NY,65.26,3.75,69.01,60.27,10.8,85.7,-74.9,-3.6,15.2,30.3,45.5,6.0,2.6,0.3
NY-14,district,NY,38.62,3.75,42.37,32.37,21.6,74.8,-53.2,-4.6,19.0,18.2,47.1,12.5,2.9,0.3
NY-15,district,NY,54.89,3.75,58.64,48.81,15.3,81.2,-65.9,-3.4,9.3,38.1,45.9,3.9,2.5,0.3
NY-16,district,NY,36.22,3.75,39.97,33.31,24.4,72.1,-47.7,-1.1,40.4,24.5,26.1,7.2,1.7,0.2
NY-17,district,NY,2.86,3.75,6.61,0.56,39.0,57.4,-18.4,-0.2,65.2,9.3,18.2,5.9,1.3,0.1
NY-18,district,NY,4.4,3.75,8.15,3.35,38.6,57.8,-19.2,0.3,65.9,12.2,15.9,3.8,2.0,0.1
NY-19,district,NY,2.28,3.75,6.03,1.8,40.1,56.3,-16.2,1.6,82.0,5.6,5.9,4.3,2.0,0.1
NY-20,district,NY,15.3,3.75,19.05,14.32,34.6,61.9,-27.3,1.5,75.0,10.6,6.0,6.4,1.9,0.2
NY-21,district,NY,-19.65,3.75,-15.9,-20.76,49.7,46.7,3.0,2.1,89.1,3.6,3.2,1.3,2.7,0.1
NY-22,district,NY,8.5,3.75,12.25,7.69,37.6,58.8,-21.2,1.8,79.1,9.8,4.7,4.4,2.0,0.1
NY-23,district,NY,-20.86,3.75,-17.11,-21.19,50.2,46.2,4.0,2.1,90.4,2.9,3.0,1.4,2.2,0.1
NY-24,district,NY,-22.71,3.75,-18.96,-23.24,51.0,45.4,5.6,2.1,89.7,3.4,3.5,1.1,2.2,0.1
NY-25,district,NY,19.13,3.75,22.88,18.65,32.9,63.5,-30.6,1.5,70.3,15.4,7.8,4.9,1.4,0.1
NY-26,district,NY,20.69,3.75,24.44,19.56,32.4,64.1,-31.7,1.7,68.1,18.3,6.0,5.9,1.6,0.1
OH-01,district,OH,-1.9,3.75,1.85,-2.62,42.2,54.2,-12.0,2.2,72.3,18.4,3.1,4.4,1.7,0.1
OH-02,district,OH,-41.46,3.75,-37.71,-42.48,59.1,37.3,21.8,2.4,92.6,2.8,1.3,1.0,2.3,0.1
OH-03,district,OH,41.54,3.75,45.29,40.65,23.6,72.8,-49.2,1.9,59.2,27.1,5.3,6.5,1.7,0.1
OH-04,district,OH,-42.22,3.75,-38.47,-43.01,59.4,37.0,22.3,2.3,88.1,6.1,2.2,1.6,1.9,0.2
OH-05,district,OH,-22.91,3.75,-19.16,-23.97,50.9,45.5,5.4,1.8,84.8,5.7,6.1,1.4,1.9,0.1
OH-06,district,OH,-33.22,3.75,-29.47,-34.9,55.6,40.9,14.7,2.3,87.9,6.9,2.6,0.7,1.9,0.1
OH-07,district,OH,-10.64,3.75,-6.89,-11.15,45.8,50.6,-4.8,2.0,88.4,3.6,3.0,3.4,1.5,0.1
OH-08,district,OH,-15.64,3.75,-11.89,-15.78,48.0,48.5,-0.5,2.0,76.4,13.6,3.8,4.2,1.9,0.2
OH-09,district,OH,-9.32,3.75,-5.57,-10.68,45.2,51.2,-6.0,1.9,78.3,12.4,5.7,1.6,1.9,0.1
OH-10,district,OH,-7.27,3.75,-3.52,-7.86,44.5,51.9,-7.4,2.2,73.9,17.3,3.3,3.1,2.2,0.2
OH-11,district,OH,56.79,3.75,60.54,55.47,17.3,79.1,-61.8,2.3,44.1,43.9,6.8,3.6,1.5,0.1
OH-12,district,OH,-29.93,3.75,-26.18,-30.36,54.1,42.3,11.8,2.2,88.4,4.6,1.7,3.3,1.9,0.1
OH-13,district,OH,4.27,3.75,8.02,3.32,39.6,56.8,-17.2,2.3,78.2,13.9,2.2,3.7,1.9,0.1
OH-14,district,OH,-19.37,3.75,-15.62,-20.53,49.7,46.8,2.9,2.3,89.2,5.2,2.5,1.3,1.8,0.1
OH-15,district,OH,-9.42,3.75,-5.67,-10.11,45.2,51.2,-6.0,1.8,76.8,11.5,4.9,4.5,2.1,0.1
OK-01,district,OK,-22.16,3.75,-18.41,-22.0,50.0,46.5,3.5,0.5,61.6,10.2,11.3,3.8,12.9,0.2
OK-02,district,OK,-55.47,3.75,-51.72,-56.51,64.4,32.0,32.4,1.1,65.0,4.2,4.3,1.0,25.3,0.2
OK-03,district,OK,-45.19,3.75,-41.44,-45.69,59.4,37.0,22.4,-0.1,64.0,6.2,16.8,2.0,10.5,0.5
OK-04,district,OK,-33.22,3.75,-29.47,-33.57,54.9,41.5,13.4,1.0,67.4,9.1,8.3,3.4,11.5,0.4
OK-05,district,OK,-18.9,3.75,-15.15,-18.66,48.9,47.5,1.4,1.1,65.2,13.0,8.1,4.1,9.4,0.2
OR-01,district,OR,39.57,3.75,43.32,39.2,23.5,73.0,-49.5,0.0,68.8,3.0,12.7,11.5,3.2,0.8
OR-02,district,OR,-27.33,3.75,-23.58,-27.9,52.2,44.2,8.1,0.7,79.0,1.2,11.9,1.9,5.4,0.6
OR-03,district,OR,48.17,3.75,51.92,47.61,20.0,76.5,-56.5,0.3,67.4,6.7,11.9,9.3,3.6,1.0
OR-04,district,OR,12.67,3.75,16.42,12.44,35.5,60.9,-25.4,1.2,81.7,1.6,7.4,4.1,4.6,0.6
OR-05,district,OR,8.9,3.75,12.65,8.92,37.1,59.4,-22.3,1.1,81.8,1.5,8.4,4.3,3.4,0.6
OR-06,district,OR,12.06,3.75,15.81,11.74,35.0,61.4,-26.4,-0.3,70.4,2.0,17.3,5.0,4.1,1.1
PA-01,district,PA,1.35,3.75,5.1,0.33,40.5,55.9,-15.4,1.6,82.5,4.5,5.0,6.7,1.1,0.1
PA-02,district,PA,38.58,3.75,42.33,36.13,23.6,72.9,-49.3,-0.6,40.5,25.7,21.7,10.4,1.4,0.2
PA-03,district,PA,79.48,3.75,83.23,78.22,7.7,88.8,-81.1,2.3,34.9,50.3,5.3,8.1,1.3,0.2
PA-04,district,PA,16.69,3.75,20.44,15.97,34.1,62.4,-28.3,1.7,78.6,9.0,4.8,6.4,1.0,0.1
PA-05,district,PA,29.91,3.75,33.66,28.94,28.5,67.9,-39.4,1.8,61.3,24.6,5.3,7.6,1.1,0.1
PA-06,district,PA,12.21,3.75,15.96,11.53,35.3,61.1,-25.8,0.5,72.0,7.3,13.9,5.2,1.5,0.1
PA-07,district,PA,-2.29,3.75,1.46,-3.24,41.4,55.0,-13.6,0.3,71.8,7.2,16.0,3.5,1.4,0.1
PA-08,district,PA,-7.4,3.75,-3.65,-8.58,44.0,52.5,-8.5,1.1,77.6,7.6,10.8,2.4,1.4,0.1
PA-09,district,PA,-37.92,3.75,-34.17,-38.27,57.4,39.1,18.3,1.9,89.6,3.1,4.7,1.2,1.4,0.1
PA-10,district,PA,-5.13,3.75,-1.38,-5.29,43.2,53.3,-10.1,1.4,74.3,11.4,7.8,4.9,1.5,0.1
PA-11,district,PA,-21.57,3.75,-17.82,-21.57,50.2,46.2,3.9,1.5,83.8,4.5,7.7,2.5,1.3,0.1
PA-12,district,PA,19.79,3.75,23.54,19.36,33.0,63.4,-30.4,2.2,75.9,15.1,2.4,5.2,1.2,0.1
PA-13,district,PA,-45.64,3.75,-41.89,-45.91,60.8,35.6,25.2,2.2,91.6,3.0,2.9,1.0,1.5,0.1
PA-14,district,PA,-32.91,3.75,-29.16,-33.59,55.5,40.9,14.6,2.5,92.4,4.0,1.3,0.9,1.3,0.1
PA-15,district,PA,-37.75,3.75,-34.0,-38.3,57.4,39.0,18.5,2.2,91.3,2.6,2.1,2.5,1.4,0.1
PA-16,district,PA,-22.29,3.75,-18.54,-22.97,50.9,45.5,5.4,2.3,89.9,4.9,2.1,1.6,1.4,0.1
PA-17,district,PA,5.67,3.75,9.42,5.56,39.0,57.4,-18.4,2.3,84.7,8.4,2.0,3.6,1.2,0.1
RI-01,district,RI,24.25,3.75,28.0,22.62,30.1,66.3,-36.2,0.3,67.5,10.1,15.9,4.5,1.8,0.2
RI-02,district,RI,8.38,3.75,12.13,6.97,37.1,59.3,-22.2,0.7,76.1,5.7,12.4,3.8,1.9,0.2
SC-01,district,SC,-12.46,3.75,-8.71,-13.29,46.5,49.9,-3.4,1.8,71.2,17.4,6.8,2.5,1.9,0.2
SC-02,district,SC,-13.6,3.75,-9.85,-14.16,47.1,49.3,-2.2,2.1,63.7,25.3,5.9,2.7,2.2,0.2
SC-03,district,SC,-42.12,3.75,-38.37,-43.62,59.3,37.1,22.1,2.2,74.0,17.6,4.7,1.5,2.1,0.1
SC-04,district,SC,-22.97,3.75,-19.22,-23.95,50.8,45.6,5.2,1.5,66.9,19.0,9.0,3.1,2.0,0.1
SC-05,district,SC,-21.91,3.75,-18.16,-23.1,50.8,45.7,5.1,2.3,66.4,24.6,4.5,2.3,2.1,0.1
SC-06,district,SC,25.65,3.75,29.4,23.24,30.7,65.7,-35.0,2.7,44.3,46.6,5.3,2.1,1.6,0.2
SC-07,district,SC,-24.62,3.75,-20.87,-26.62,52.0,44.5,7.5,2.4,67.1,25.4,4.0,1.4,2.0,0.1
SD-01,district,SD,-29.31,3.75,-25.56,-29.98,53.6,42.8,10.8,1.7,83.1,2.2,3.6,1.9,9.1,0.2
TN-01,district,TN,-57.65,3.75,-53.9,-58.44,65.8,30.6,35.2,2.0,89.8,2.7,3.8,1.1,2.5,0.1
TN-02,district,TN,-33.55,3.75,-29.8,-34.33,55.5,40.9,14.6,1.9,84.5,6.3,4.4,2.2,2.5,0.1
TN-03,district,TN,-35.33,3.75,-31.58,-36.21,56.3,40.1,16.2,2.0,79.9,10.4,4.8,1.9,2.8,0.1
TN-04,district,TN,-22.48,3.75,-18.73,-24.28,50.4,46.0,4.3,1.1,67.1,15.5,11.1,3.7,2.4,0.1
TN-05,district,TN,-20.62,3.75,-16.87,-23.39,50.2,46.2,4.1,2.4,63.5,27.8,4.7,1.7,2.0,0.2
TN-06,district,TN,-25.43,3.75,-21.68,-26.87,52.0,44.4,7.6,1.9,79.1,10.6,5.5,2.4,2.3,0.1
TN-07,district,TN,-21.72,3.75,-17.97,-22.73,50.5,46.0,4.5,1.9,74.8,14.4,5.8,2.5,2.3,0.2
TN-08,district,TN,-19.55,3.75,-15.8,-20.43,49.7,46.8,2.9,2.1,62.7,26.5,5.7,3.1,1.8,0.1
TN-09,district,TN,-18.61,3.75,-14.86,-21.42,49.3,47.1,2.2,2.3,58.1,31.6,5.6,2.8,1.8,0.1
TX-01,district,TX,-48.58,3.75,-44.83,-49.91,61.4,35.1,26.3,0.8,62.9,18.5,14.2,1.5,2.7,0.1
TX-02,district,TX,-23.24,3.75,-19.49,-23.13,49.5,46.9,2.6,-1.3,52.1,12.2,25.5,7.2,2.7,0.3
TX-03,district,TX,-23.24,3.75,-19.49,-23.98,50.0,46.5,3.5,-0.4,57.4,11.3,17.1,11.1,2.9,0.2
TX-04,district,TX,-24.11,3.75,-20.36,-25.16,50.6,45.8,4.8,0.1,60.6,9.8,10.9,15.6,2.9,0.2
TX-05,district,TX,-20.87,3.75,-17.12,-21.84,48.7,47.8,0.9,-1.0,50.8,16.3,25.9,3.8,3.0,0.2
TX-06,district,TX,-22.89,3.75,-19.14,-23.28,49.3,47.2,2.1,-1.5,50.1,12.7,27.9,5.8,3.1,0.3
TX-07,district,TX,26.31,3.75,30.06,24.12,27.7,68.8,-41.1,-2.9,30.7,16.2,32.3,18.6,2.1,0.2
TX-08,district,TX,-25.8,3.75,-22.05,-27.99,50.3,46.1,4.1,-1.9,41.3,17.3,30.8,7.6,2.8,0.2
TX-09,district,TX,-16.82,3.75,-13.07,-20.07,44.7,51.7,-7.0,-5.4,27.6,10.0,57.4,1.9,2.9,0.1
TX-10,district,TX,-21.42,3.75,-17.67,-22.93,49.2,47.2,2.1,-0.3,62.2,9.9,18.8,6.6,2.4,0.2
TX-11,district,TX,-33.96,3.75,-30.21,-34.78,53.5,43.0,10.5,-2.5,50.5,7.0,34.9,4.6,2.7,0.2
TX-12,district,TX,-22.99,3.75,-19.24,-24.15,49.2,47.2,2.0,-1.7,53.2,9.8,29.5,4.3,2.9,0.2
TX-13,district,TX,-46.47,3.75,-42.72,-46.67,59.6,36.9,22.7,-0.9,61.3,7.6,24.4,3.1,3.4,0.2
TX-14,district,TX,-23.9,3.75,-20.15,-24.57,50.2,46.3,3.9,-0.6,53.1,16.3,21.4,6.6,2.4,0.2
TX-15,district,TX,-13.01,3.75,-9.26,-18.02,41.7,54.7,-13.1,-8.3,17.7,1.9,77.4,1.3,1.6,0.1
TX-16,district,TX,21.85,3.75,25.6,16.63,26.8,69.7,-42.9,-8.5,12.7,4.0,78.5,2.1,2.4,0.3
TX-17,district,TX,-20.84,3.75,-17.09,-21.95,48.8,47.6,1.3,-0.6,58.5,11.3,21.3,5.8,2.8,0.2
TX-18,district,TX,58.36,3.75,62.11,55.72,14.8,81.7,-66.9,-1.5,14.4,44.0,31.4,8.0,2.0,0.2
TX-19,district,TX,-50.95,3.75,-47.2,-52.17,60.8,35.6,25.2,-2.3,53.1,7.3,34.4,2.4,2.6,0.2
TX-20,district,TX,31.95,3.75,35.7,28.88,23.4,73.0,-49.6,-6.6,17.8,10.4,64.7,3.7,3.0,0.3
TX-21,district,TX,-21.29,3.75,-17.54,-22.09,48.3,48.1,0.2,-2.0,56.3,4.8,31.3,4.2,2.7,0.7
TX-22,district,TX,-21.87,3.75,-18.12,-22.66,48.6,47.8,0.8,-1.9,45.5,11.3,26.8,14.2,2.2,0.1
TX-23,district,TX,-12.94,3.75,-9.19,-14.97,43.1,53.3,-10.2,-5.4,32.8,5.1,55.8,3.7,2.2,0.3
TX-24,district,TX,-16.17,3.75,-12.42,-16.39,47.1,49.4,-2.3,-0.2,63.0,7.7,15.8,10.4,2.6,0.5
TX-25,district,TX,-22.54,3.75,-18.79,-24.34,49.6,46.9,2.7,-0.6,50.3,19.6,23.5,3.5,2.8,0.2
TX-26,district,TX,-23.58,3.75,-19.83,-24.12,50.1,46.3,3.8,-0.4,58.5,10.6,17.9,9.7,3.1,0.2
TX-27,district,TX,-20.73,3.75,-16.98,-21.44,47.6,48.8,-1.3,-3.0,47.6,7.4,40.0,2.2,2.6,0.2
TX-28,district,TX,-3.58,3.75,0.17,-10.45,36.9,59.5,-22.6,-9.8,8.5,0.7,88.4,0.8,1.5,0.1
TX-29,district,TX,34.46,3.75,38.21,30.84,23.3,73.2,-49.9,-4.7,12.4,26.4,53.9,4.0,3.0,0.3
TX-30,district,TX,50.28,3.75,54.03,47.81,18.3,78.2,-59.9,-1.3,15.1,45.6,31.6,5.1,2.5,0.2
TX-31,district,TX,-21.67,3.75,-17.92,-22.14,49.3,47.1,2.2,-0.3,55.9,15.2,20.2,4.9,3.0,0.9
TX-32,district,TX,-16.67,3.75,-12.92,-18.11,46.9,49.5,-2.6,-0.9,51.9,13.4,21.5,10.2,2.8,0.2
TX-33,district,TX,36.33,3.75,40.08,33.34,22.6,73.8,-51.2,-4.4,26.2,15.3,49.1,6.2,3.1,0.1
TX-34,district,TX,-6.22,3.75,-2.47,-10.22,39.1,57.3,-18.2,-7.7,21.0,2.4,72.7,2.0,1.8,0.1
TX-35,district,TX,-8.59,3.75,-4.84,-10.56,41.5,54.9,-13.4,-4.8,33.7,8.0,52.5,2.5,2.9,0.3
TX-36,district,TX,-23.62,3.75,-19.87,-25.28,49.9,46.5,3.4,-0.9,48.0,18.5,23.6,7.4,2.3,0.1
TX-37,district,TX,59.19,3.75,62.94,57.7,13.9,82.5,-68.6,-2.5,46.3,9.3,33.4,8.0,2.8,0.2
TX-38,district,TX,-20.96,3.75,-17.21,-21.3,48.5,47.9,0.6,-1.4,51.2,10.6,24.1,11.5,2.4,0.2
UT-01,district,UT,25.11,3.75,28.86,24.33,29.2,67.2,-38.0,-0.8,65.6,2.8,20.7,5.9,2.6,2.4
UT-02,district,UT,-30.29,3.75,-26.54,-29.9,53.5,42.9,10.6,0.7,80.6,1.7,11.8,2.9,2.1,0.9
UT-03,district,UT,-42.6,3.75,-38.85,-42.42,58.8,37.7,21.1,0.7,80.5,1.0,11.5,2.3,3.4,1.3
UT-04,district,UT,-33.8,3.75,-30.05,-33.43,55.2,41.3,13.9,1.0,82.5,1.2,9.5,3.6,1.8,1.3
