race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-10.07,29.6,70.3,Lean R,-13.18,3.7,-10.54,0.0,0.0,-1.06,-13.8,3.72,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,44.24,54.16,1.6,104613,128050,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.91,1.8,98.2,Safe R,-29.63,3.7,-23.04,0.0,3.37,-0.48,-30.88,8.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,39.05,60.95,0.0,619113,966450,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.43,0.4,99.6,Safe R,-30.5,3.7,-27.43,0.0,-0.13,-0.51,-31.57,4.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.28,63.72,0.0,304580,534877,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.87,71.3,28.7,Lean D,-4.25,3.7,5.82,0.0,6.01,0.36,-5.59,11.46,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.26,37.22,9,6.04,0.242,0,0,0,52.93,47.07,0.0,1255895,1116629,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.91,99.6,0.4,Safe D,23.32,3.7,27.91,0.0,0.0,0.89,20.82,7.1,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,63.96,36.04,0.0,7098185,4000358,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.67,97.0,3.0,Safe D,11.58,3.7,20.97,0.0,5.7,-0.01,11.29,8.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,59.84,40.16,0.0,1337289,897632,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.46,96.2,3.8,Safe D,15.88,3.7,18.46,0.0,-1.03,-0.09,14.76,3.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,59.23,40.77,0.0,729225,501914,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.08,28.0,72.0,Lean R,-10.56,3.7,-6.82,0.0,-0.47,0.51,-13.22,7.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.06,42.82,9,-3.77,0.242,0,0,0,46.96,53.04,0.0,3594640,4060186,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.87,57.1,42.9,Toss-up,-1.71,3.7,1.87,0.0,0.0,-0.12,-2.21,4.08,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.93,49.07,0.0,1871843,1803203,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.63,99.8,0.2,Safe D,25.73,3.7,30.63,0.0,1.67,-0.46,23.56,7.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,65.32,34.68,0.0,236247,125443,0,0,361691
