race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-9.5,30.1,69.9,Lean R,-13.18,3.55,-13.8,4.29,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,44.52,53.88,1.6,105277,127386,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.03,1.7,98.3,Safe R,-29.63,3.55,-30.88,8.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,38.98,61.02,0.0,618102,967461,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.58,0.4,99.6,Safe R,-30.5,3.55,-31.57,3.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.21,63.79,0.0,303950,535507,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.76,70.9,29.1,Lean D,-4.25,3.55,-5.59,11.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.26,37.22,9,6.04,0.242,52.88,47.12,0.0,1254546,1117977,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.76,99.6,0.4,Safe D,23.32,3.55,20.82,6.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.88,36.12,0.0,7089861,4008682,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.54,96.9,3.1,Safe D,11.58,3.55,11.29,8.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,59.77,40.23,0.0,1335864,899057,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.31,96.0,4.0,Safe D,15.88,3.55,14.76,3.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,59.16,40.84,0.0,728302,502838,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.0,28.3,71.7,Lean R,-10.56,3.55,-13.22,7.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.33,38.15,8,-2.83,0.233,47.0,53.0,0.0,3597586,4057241,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.72,56.5,43.5,Toss-up,-1.71,3.55,-2.21,3.93,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.86,49.14,0.0,1869087,1805959,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.48,99.8,0.2,Safe D,25.73,3.55,23.56,6.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.24,34.76,0.0,235976,125715,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.6,56.1,43.9,Toss-up,-12.1,3.55,-13.45,15.05,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.8,49.2,0.0,591558,572896,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.58,0.0,100.0,Safe R,-36.28,3.55,-37.52,-8.06,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.21,72.79,0.0,172379,461164,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.02,94.8,5.2,Likely D,12.91,3.55,11.14,5.89,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,58.51,41.49,0.0,2313931,1640806,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-13.14,10.4,89.6,Likely R,-16.26,3.55,-16.41,3.27,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,43.43,56.57,0.0,403578,525736,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.44,99.9,0.1,Safe D,27.69,3.55,25.91,5.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.9,26.78,2,28.12,0.15,65.72,34.28,0.0,1598048,833520,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,35.0,100.0,0.0,Safe D,30.41,3.55,29.51,5.49,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,67.5,32.5,0.0,1435561,691273,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,10.07,83.3,16.7,Likely D,7.49,3.55,7.09,2.99,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,55.04,44.96,0.0,320297,261666,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,9.6,82.1,17.9,Likely D,-0.36,3.55,-1.44,11.03,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.99,39.28,11,1.1,0.257,54.8,45.2,0.0,2172319,1791943,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,7.65,76.8,23.2,Likely D,4.94,3.55,4.34,3.3,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,53.82,46.18,0.0,1225950,1051794,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-20.93,2.3,97.7,Safe R,-20.75,3.55,-20.84,-0.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,39.54,60.46,0.0,262135,400876,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.47,11.6,88.4,Likely R,3.66,3.55,2.82,-15.29,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,45.99,2,-6.97,0.15,43.77,56.23,0.0,253107,325225,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,5.74,70.9,29.1,Lean D,7.45,3.55,6.14,-0.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,52.87,47.13,0.0,341730,304647,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.39,59.1,40.9,Toss-up,-1.54,3.55,-3.15,5.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,40.23,4,-1.67,0.175,51.2,48.8,0.0,531954,507113,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,12.95,89.2,10.8,Likely D,15.38,3.55,12.68,0.26,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.23,33.04,9,17.29,0.242,56.47,43.53,0.0,3283064,2530434,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.21,34.3,65.7,Lean R,-10.26,3.55,-11.31,7.1,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.2,44.2,10,5.36,0.25,47.89,52.11,0.0,1932804,2102707,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-32.53,0.1,99.9,Safe R,-34.68,3.55,-34.95,2.42,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,33.74,66.26,0.0,369821,726401,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.12,68.8,31.2,Lean D,15.34,3.55,14.89,-9.77,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,40.0,1,5.0,0.15,52.56,47.44,0.0,826124,745650,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,14.56,91.8,8.2,Likely D,-0.87,3.55,-1.75,16.32,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,53.58,35.25,4,18.33,0.175,57.28,42.72,0.0,2820327,2103290,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.72,97.6,2.4,Safe D,15.7,3.55,14.16,6.56,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,60.36,39.64,0.0,216894,142454,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-13.39,10.0,90.0,Likely R,-16.63,3.55,-18.12,4.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,43.3,56.7,0.0,772392,1011306,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-27.42,0.4,99.6,Safe R,-29.31,3.55,-29.98,2.56,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.29,63.71,0.0,108319,190154,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-21.45,2.0,98.0,Safe R,-28.63,3.55,-30.12,8.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,39.27,60.73,0.0,842354,1302405,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-10.14,16.6,83.4,Likely R,-12.03,3.55,-13.88,3.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.95,49.19,5,-7.55,0.194,44.93,55.07,0.0,3586664,4396505,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-26.48,0.6,99.4,Safe R,33.5,3.55,32.77,-59.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.76,63.24,0.0,95063,163532,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,8.03,77.9,22.1,Likely D,-0.25,3.55,-0.87,8.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.23,39.39,3,4.77,0.15,54.01,45.99,0.0,1294215,1101827,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-41.21,0.0,100.0,Safe R,-46.63,3.55,-46.96,5.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,29.39,70.61,0.0,55358,132975,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-2.78,44.1,55.9,Toss-up,-12.11,3.55,-13.8,11.02,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,51.01,47.09,8,3.66,0.233,47.83,50.57,1.6,113098,119565,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-23.42,1.2,98.8,Safe R,-27.42,3.55,-30.88,7.46,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,38.29,61.71,0.0,607105,978458,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-26.76,0.5,99.5,Safe R,-29.5,3.55,-31.57,4.81,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,36.62,63.38,0.0,307410,532047,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,20.74,97.6,2.4,Safe D,13.65,3.55,11.29,9.45,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,60.37,39.63,0.0,1349210,885711,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,20.54,97.5,2.5,Safe D,15.61,3.55,14.84,5.7,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,60.27,39.73,0.0,215499,142044,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-6.46,26.8,73.2,Lean R,-8.76,3.55,-13.22,6.76,False,False,,,0.0,0.0,,,0.0,projected,confirmed,38.0,45.0,1,-7.0,0.15,46.77,53.23,0.0,3580120,4074706,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,8.37,78.9,21.1,Likely D,-0.73,3.55,-2.21,10.58,False,False,,,0.0,0.0,,,0.0,confirmed,projected,47.69,43.3,6,4.4,0.21,54.19,45.81,0.0,1991347,1683699,0,0,3675046
