race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-6.18,39.2,60.8,Lean R,-13.18,3.33,-13.8,7.62,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,58.81,41.14,4,17.67,0.175,46.16,52.24,1.6,109146,123517,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-23.07,1.4,98.6,Safe R,-29.63,3.33,-30.88,7.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.46,61.54,0.0,609885,975678,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-28.31,0.3,99.7,Safe R,-30.5,3.33,-31.57,3.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,35.84,64.16,0.0,300886,538571,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.05,71.8,28.2,Lean D,-4.25,3.33,-5.59,11.64,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.37,38.56,8,6.809999999999995,0.233,53.02,46.98,0.0,1258002,1114521,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.42,99.7,0.3,Safe D,23.32,3.33,20.82,7.61,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.21,35.79,0.0,7126486,3972057,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.36,96.8,3.2,Safe D,11.58,3.33,11.29,8.06,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.68,40.32,0.0,1333775,901147,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.51,94.3,5.7,Likely D,15.88,3.33,14.76,1.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.26,41.74,0.0,717209,513930,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-7.05,25.0,75.0,Lean R,-10.56,3.33,-13.22,6.17,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.95,43.24,7,-8.29,0.223,46.48,53.52,0.0,3557690,4097137,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.37,55.2,44.8,Toss-up,-1.71,3.33,-2.21,3.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.68,49.32,0.0,1862656,1812390,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,29.79,99.8,0.2,Safe D,25.73,3.33,23.56,6.23,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.9,35.1,0.0,234728,126963,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,0.67,52.6,47.4,Toss-up,-12.1,3.33,-13.45,14.12,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.34,49.66,0.0,586143,578311,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-46.29,0.0,100.0,Safe R,-36.28,3.33,-37.52,-8.77,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,26.85,73.15,0.0,170130,463413,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,16.84,94.6,5.4,Likely D,12.91,3.33,11.14,5.71,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,58.42,41.58,0.0,2310401,1644336,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-15.64,6.8,93.2,Likely R,-16.26,3.33,-16.41,0.77,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.18,57.82,0.0,391977,537337,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,30.01,99.8,0.2,Safe D,27.69,3.33,25.91,4.1,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.96,27.15,3,21.810000000000002,0.15,65.01,34.99,0.0,1580650,850917,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.5,100.0,0.0,Safe D,30.41,3.33,29.51,4.99,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.33,29.04,2,20.29,0.15,67.25,32.75,0.0,1430281,696553,0,0,2126834
ME-GOV,governor,ME,GOV,Shenna Bellows,Jonathan Bush,DEM,REP,,DEM,8.87,80.2,19.8,Likely D,7.49,3.33,7.09,1.79,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,54.44,45.56,0.0,316805,265157,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,8.89,80.2,19.8,Likely D,-0.36,3.33,-1.44,10.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,36.98,36.82,9,0.1599999999999966,0.242,54.44,45.56,0.0,2158291,1805971,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Mike Lindell,DEM,REP,,DEM,6.67,73.8,26.2,Lean D,4.94,3.33,4.34,2.32,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,46.66,40.17,2,6.489999999999995,0.15,53.33,46.67,0.0,1214779,1062965,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-21.63,1.9,98.1,Safe R,-20.75,3.33,-20.84,-0.79,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,39.19,60.81,0.0,259815,403196,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-13.78,9.4,90.6,Likely R,3.66,3.33,2.82,-16.6,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.85,48.5,3,-9.649999999999999,0.15,43.11,56.89,0.0,249315,329017,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,6.65,73.7,26.3,Lean D,7.45,3.33,6.14,0.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,53.32,46.68,0.0,344671,301706,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.84,60.7,39.3,Lean D,-1.54,3.33,-3.15,6.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.35,40.9,2,-0.5499999999999972,0.15,51.42,48.58,0.0,534306,504762,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,12.91,89.1,10.9,Likely D,15.38,3.33,12.68,0.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.25,33.49,14,16.759999999999998,0.272,56.45,43.55,0.0,3281952,2531547,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-6.59,26.4,73.6,Lean R,-10.26,3.33,-11.31,4.72,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.97,45.92,8,-0.9500000000000028,0.233,46.7,53.3,0.0,1884728,2150784,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-33.44,0.1,99.9,Safe R,-34.68,3.33,-34.95,1.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,33.28,66.72,0.0,364833,731389,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,4.46,66.5,33.5,Lean D,15.34,3.33,14.89,-10.43,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,52.23,47.77,0.0,820947,750828,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,13.58,90.3,9.7,Likely D,-0.87,3.33,-1.75,15.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.32,38.54,2,16.78,0.15,56.79,43.21,0.0,2796100,2127518,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.31,97.4,2.6,Safe D,15.7,3.33,14.16,6.15,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,60.15,39.85,0.0,216157,143191,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-14.01,9.0,91.0,Likely R,-16.63,3.33,-18.12,4.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.99,57.01,0.0,766863,1016835,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-28.65,0.3,99.7,Safe R,-29.31,3.33,-29.98,1.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,35.68,64.32,0.0,106483,191990,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-22.08,1.7,98.3,Safe R,-28.63,3.33,-30.12,8.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,30.33,49.23,2,-18.9,0.15,38.96,61.04,0.0,835587,1309172,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-9.65,17.8,82.2,Likely R,-12.03,3.33,-13.88,4.23,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.31,50.19,2,-7.8799999999999955,0.15,45.18,54.82,0.0,3606457,4376713,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-27.66,0.4,99.6,Safe R,33.5,3.33,32.77,-60.43,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.17,63.83,0.0,93537,165058,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,6.77,74.1,25.9,Lean D,-0.25,3.33,-0.87,7.64,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.8,43.46,2,1.3399999999999963,0.15,53.38,46.62,0.0,1279090,1116952,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-42.07,0.0,100.0,Safe R,-46.63,3.33,-46.96,4.89,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,28.96,71.04,0.0,54549,133785,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-2.73,45.0,55.0,Toss-up,-11.28,3.33,-13.8,11.06,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.59,45.68,7,1.9100000000000037,0.223,47.85,50.55,1.6,113150,119512,3783,0,236446
