race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.97,51.03,8.0,0.0,
AK-GOV,2,44.33,54.07,0.0,1.6,Other
AK-SEN,1,43.97,48.03,8.0,0.0,
AK-SEN,2,47.33,51.07,0.0,1.6,Other
ME-SEN,1,47.27,47.73,5.0,0.0,
ME-SEN,2,49.37,49.63,0.0,1.0,Other
AK-01,1,41.16,50.84,8.0,0.0,
AK-01,2,44.76,53.64,0.0,1.6,Other
ME-01,1,61.41,33.59,5.0,0.0,
ME-01,2,63.51,35.49,0.0,1.0,Other
ME-02,1,44.07,50.93,5.0,0.0,
ME-02,2,46.17,52.83,0.0,1.0,Other
