race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-3.92,42.2,57.8,Toss-up,-12.51,3.3,-5.94,0.21,4.11,-1.06,-13.8,9.88,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.65,45.85,7,0.9,0.223,8661662,6500847,0,47.27,51.13,1.6,111773,120890,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-26.12,0.6,99.4,Safe R,-27.47,3.3,-26.12,-2.4,0.93,-0.48,-30.88,4.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,36.94,63.06,0.0,585672,999891,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.79,0.4,99.6,Safe R,-29.56,3.3,-29.34,-0.9,-1.67,-0.51,-31.57,3.77,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,36.1,63.9,0.0,303079,536378,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.76,98.8,1.2,Safe D,13.59,3.3,23.76,3.32,3.55,-0.01,11.29,12.47,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,61.88,38.12,0.0,1382954,851968,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,23.13,98.7,1.3,Safe D,15.61,3.3,23.13,2.84,1.67,-0.28,14.84,8.29,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.57,38.43,0.0,220128,137415,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-6.69,26.1,73.9,Lean R,-8.81,3.3,-6.69,-0.02,-1.67,0.51,-13.22,6.54,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,8188392,8407064,0,46.66,53.34,0.0,3571525,4083301,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.58,82.0,18.0,Likely D,-0.79,3.3,10.99,1.88,6.73,-0.12,-2.21,11.79,False,False,,,0.0,0.0,,,0.0,confirmed,projected,39.54,38.81,5,3.73,0.194,60439613,4880582,0,54.79,45.21,0.0,2013596,1661450,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.39,37.3,62.7,Lean R,-8.4,3.3,-3.55,3.19,-0.93,-0.71,-13.45,10.05,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3463099,0,0,47.03,50.34,2.63,547680,586149,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.45,0.0,100.0,Safe R,-38.35,3.3,-41.45,-2.93,-2.97,-0.49,-37.52,-3.92,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.28,70.72,0.0,185482,448061,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,18.16,95.9,4.1,Safe D,14.33,3.3,18.16,0.53,0.0,0.0,11.14,7.03,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.08,40.92,0.0,2336516,1618221,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-15.55,6.8,93.2,Likely R,-15.51,3.3,-16.89,-3.16,-1.09,-0.43,-16.41,0.86,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,42.22,57.78,0.0,392383,536930,0,0,929314
