race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_party,ind_party_label,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
CA-35,house,CA,35,Norma Torres,Mike Cargile,DEM,REP,DEM,DEM,27.36,99.7,0.3,Safe D,14.38,5.95,27.36,2.03,3.11,1.89,8.0,19.36,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,769061,4759,0,339247,2873,0,0,0,733128,2357,0,43080,1559,0,498820,0,0,0,0,0,889,12960,0,63.68,36.32,0.0,116070,66205,0,0,182276
CA-36,house,CA,36,Ted Lieu,Houston Brignano,DEM,REP,DEM,DEM,52.14,100.0,0.0,Safe D,43.7,5.95,52.14,2.66,0.02,-0.19,40.42,11.71,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1832769,5139,0,1188399,801,0,106348,0,1319377,4338,0,35142,678,0,570479,0,0,0,0,0,27711,773,0,76.07,23.93,0.0,205330,64595,0,0,269925
CA-37,house,CA,37,Sydney Kamlager-Dove,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,68.11,5.95,77.63,0.0,1.67,1.9,62.31,-22.31,False,False,,0,,0.0,,,,0.0,0.0,DEM,Samantha Mota,80.0,confirmed,,,,0,,0.0,1150468,0,0,185491,0,0,0,0,1026975,0,0,387951,0,0,385235,0,0,0,0,0,0,0,0,100.0,0.0,0.0,164586,0,0,0,164586
CA-38,house,CA,38,Hilda Solis,Pedro Casas,DEM,REP,,DEM,27.07,99.6,0.4,Safe D,19.25,5.95,27.07,0.0,0.0,1.87,12.8,14.28,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1049534,0,0,154503,0,0,367531,0,895031,0,0,22180,0,0,124249,0,0,0,0,0,178,0,0,63.54,36.46,0.0,116391,66794,0,0,183185
CA-39,house,CA,39,Mark Takano,Steve Manos,DEM,REP,DEM,DEM,26.38,99.6,0.4,Safe D,16.27,5.95,26.38,0.0,2.05,2.11,9.85,16.53,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,893848,0,0,186224,0,0,0,0,976794,0,0,107176,0,0,404800,0,0,0,0,0,0,0,0,63.19,36.81,0.0,104002,60583,0,0,164585
CA-40,house,CA,40,(no Democrat — top-two),Ken Calvert,DEM,REP,REP,REP,-40.0,0.0,100.0,Safe R,-9.95,5.95,-3.64,0.0,-0.16,0.52,-12.6,-27.4,False,False,,0,,0.0,,,,0.0,0.0,REP,Young Kim,80.0,,confirmed,,,0,,0.0,0,6142469,0,0,1497001,0,577540,451180,0,4907604,0,0,265201,0,0,1379327,0,0,0,0,0,2370,0,0.0,100.0,0.0,0,266738,0,0,266738
CA-41,house,CA,41,Linda Sanchez,Mitch Clemmons,DEM,REP,DEM,DEM,32.21,99.9,0.1,Safe D,19.81,5.95,32.21,2.64,1.82,1.98,14.61,17.59,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1602790,1709,0,415746,1659,0,300000,0,1612831,50,0,26484,209,0,1243209,0,0,0,500,0,12116,0,0,66.1,33.9,0.0,143810,73744,0,0,217554
CA-42,house,CA,42,Robert Garcia,Brian Burley,DEM,REP,DEM,DEM,27.31,99.7,0.3,Safe D,17.05,5.95,27.31,1.69,2.11,0.51,13.57,13.74,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2615120,231371,0,1381467,5509,0,0,0,1646081,231639,0,1109602,22656,0,625683,0,0,0,186000,0,0,132309,0,63.65,36.35,0.0,155798,88961,0,0,244759
CA-43,house,CA,43,Maxine Waters,Cristian Morales,DEM,REP,DEM,DEM,64.52,100.0,0.0,Safe D,57.02,5.95,64.52,0.0,-0.56,2.11,50.59,13.93,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,863683,0,0,269669,0,0,0,0,710470,0,0,20299,0,0,400500,0,0,0,0,0,211525,0,0,82.26,17.74,0.0,128636,27737,0,0,156374
CA-44,house,CA,44,Nanette Barragan,Genevieve Angel,DEM,REP,DEM,DEM,59.96,100.0,0.0,Safe D,43.79,5.95,59.96,1.93,5.72,2.57,36.32,23.63,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,785765,13898,0,1088423,8746,0,0,0,1178896,5152,0,3847,1705,0,606750,0,0,0,3000,0,0,3000,0,79.98,20.02,0.0,123033,30799,0,0,153833
CA-45,house,CA,45,Derek Tran,Chuong Vo,DEM,REP,DEM,DEM,21.64,98.4,1.6,Safe D,8.49,5.95,21.64,1.69,4.91,0.6,4.07,17.56,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4981277,495763,0,3257398,74876,0,394010,0,2051202,420887,0,796121,134680,0,1107439,17000,0,0,0,0,25000,10000,0,60.82,39.18,0.0,127858,82371,0,0,210230
CA-46,house,CA,46,Lou Correa,David Pan,DEM,REP,DEM,DEM,40.46,100.0,0.0,Safe D,22.25,5.95,40.46,1.73,8.5,2.03,16.7,23.76,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1226104,80726,0,2479554,6238,0,107387,0,613912,77368,0,4351,3264,0,666283,250,0,0,9000,0,8132,33477,0,70.23,29.77,0.0,111855,47416,0,0,159271
CA-47,house,CA,47,Dave Min,Jenny Rae Le Roux,DEM,REP,DEM,DEM,23.55,99.0,1.0,Safe D,13.58,5.95,23.55,1.61,2.57,-0.17,10.47,13.08,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3381161,375883,0,1889360,128533,0,697088,0,1664867,247351,0,346683,31946,0,599642,0,0,0,150500,0,0,157500,0,61.77,38.23,0.0,154700,95728,0,0,250428
CA-48,house,CA,48,Marni von Wilpert,Jim Desmond,DEM,REP,,REP,10.33,85.5,14.5,Likely D,5.87,5.95,12.81,0.13,0.0,0.86,3.52,6.81,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,45.16,42.21,2,2.79,0.247,2174872,2258836,0,825012,1230031,0,2439978,734518,1349861,1028804,0,326383,250752,0,443335,145099,0,1975,0,0,67000,7170,0,55.16,44.84,0.0,126676,102962,0,0,229638
CA-49,house,CA,49,Mike Levin,Armen Kurdian,DEM,REP,DEM,DEM,23.0,98.9,1.1,Safe D,14.78,5.95,23.0,2.54,-0.29,0.01,12.48,10.52,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3164023,58784,0,1418237,17916,0,60445,0,2015523,40867,0,216738,7064,0,392785,1000,0,0,13613,0,0,28967,0,61.5,38.5,0.0,167178,104653,0,0,271831
CA-50,house,CA,50,Scott Peters,Steve Cohen,DEM,REP,DEM,DEM,27.28,99.7,0.3,Safe D,21.03,5.95,27.28,0.0,0.44,-0.14,18.83,8.45,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1810961,0,0,2598276,0,0,0,0,1363206,0,0,16263,0,0,1066750,0,0,1641,0,0,170760,0,0,63.64,36.36,0.0,165607,94619,0,0,260226
CA-51,house,CA,51,Sara Jacobs,Ricardo Cabrera,DEM,REP,DEM,DEM,28.51,99.8,0.2,Safe D,21.68,5.95,28.51,0.0,0.56,0.32,18.79,9.72,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1639893,0,0,269452,0,0,0,0,1447813,0,0,153441,0,0,207250,0,0,929347,0,0,350000,0,0,64.25,35.75,0.0,159957,88990,0,0,248947
CA-52,house,CA,52,Juan Vargas,Jeff Belle,DEM,REP,DEM,DEM,40.76,100.0,0.0,Safe D,24.76,5.95,40.76,1.58,6.46,2.01,18.06,22.7,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,568520,25498,0,163676,1364,0,0,0,495684,24134,0,153,572,0,431200,0,0,0,0,0,0,7000,0,70.38,29.62,0.0,134338,56539,0,0,190877
CO-01,house,CO,01,Melat Kiros,Christy Peterson,DEM,REP,,DEM,71.11,100.0,0.0,Safe D,63.13,5.95,70.61,1.19,0.0,0.34,57.61,13.5,False,False,IND,0,,0.0,Chad Humphrey,LIB,Libertarian,3.36,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1091198,2057,0,126406,1703,0,627215,675000,964792,354,0,460978,713,0,26890,150,0,4953,0,0,1100,0,0,79.81,13.47,3.36,204663,34552,8616,8617,256448
CO-02,house,CO,02,Joe Neguse,Kelley Dennison,DEM,REP,DEM,DEM,53.83,100.0,0.0,Safe D,44.87,5.95,53.1,0.0,2.69,-0.4,40.92,12.92,False,False,LIB,0,,0.0,Gaylon Kent,LIB,Libertarian,3.65,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2742281,0,0,3092918,0,0,0,0,1640260,0,0,222945,0,0,983752,0,0,0,0,0,0,0,0,74.11,22.24,0.0,224075,67245,0,11036,302356
CO-03,house,CO,03,Dwayne Romero,Jeff Hurd,DEM,REP,REP,REP,-0.45,47.2,52.8,Toss-up,-5.59,5.95,-0.6,-1.17,0.11,0.11,-9.98,9.53,False,False,LIB,0,,0.0,Cory Robertson,LIB,Libertarian,3.28,0.0,,,0.0,confirmed,confirmed,45.0,46.0,1,-4.0,0.15,716576,3552599,0,84208,1760849,0,0,115849,632367,1800885,0,30053,76384,0,12000,568651,0,350000,0,0,350000,0,0,48.14,48.58,0.0,137078,138319,0,9339,284736
CO-04,house,CO,04,Eileen Laubacher,Lauren Boebert,DEM,REP,REP,REP,-3.73,34.7,65.3,Lean R,-15.09,5.95,-4.41,1.68,3.47,-0.42,-18.71,14.98,False,False,LIB,0,,0.0,Douglas Mangeris,LIB,Libertarian,3.37,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,10349940,1010297,0,3610909,247202,0,0,127480,6739031,922240,0,7575504,393909,0,17510,130500,0,0,0,0,0,0,0,46.51,50.12,0.0,150279,161937,0,10889,323105
CO-05,house,CO,05,Jessica Killin,Jeff Crank,DEM,REP,REP,REP,-6.08,26.5,73.5,Lean R,-6.14,5.95,-6.33,0.21,-6.17,-0.17,-9.34,3.26,False,False,IND,0,,0.0,"Mark ""Marky Jr"" Elworth",LIB,Libertarian,0.5,0.0,,,0.0,confirmed,confirmed,43.99,45.0,2,-4.0,0.15,3143744,2177288,0,1592642,1465048,0,320087,831360,1551102,778793,0,176908,141653,0,269345,837000,0,632433,0,0,0,0,0,44.81,50.61,4.08,117771,133023,10724,1314,262831
CO-06,house,CO,06,Jason Crow,Jason Clark,DEM,REP,DEM,DEM,34.51,100.0,0.0,Safe D,25.14,5.95,33.95,0.0,2.76,0.1,20.36,14.15,False,False,LIB,0,,0.0,Samir Ezzeldin Witta,IND,Independent,3.7,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3177447,0,100,2707899,0,-58959,0,0,2217842,0,59159,1102428,0,100,208550,0,0,0,0,0,0,0,66173,62.28,30.32,3.7,157100,76492,9333,9334,252258
CO-07,house,CO,07,Brittany Pettersen,Tim Bennett,DEM,REP,DEM,DEM,30.18,99.9,0.1,Safe D,18.87,5.95,29.61,2.12,3.03,-0.36,15.41,14.76,False,False,LIB,0,,0.0,Joe Krzeczkowski,IND,Independent,3.74,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1866765,63306,3531,1105388,1325,916,0,0,1322310,61981,2614,186392,3482,633,997205,999,0,0,29800,1332,0,20000,0,60.22,32.3,3.74,187906,100791,11670,11670,312038
CO-08,house,CO,08,Manny Rutinel,Gabe Evans,DEM,REP,REP,REP,9.55,83.6,16.4,Likely D,3.78,5.95,8.81,-0.01,-1.67,0.76,-1.88,11.43,False,False,LIB,0,,0.0,Dave Wood,LIB,Libertarian,3.72,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4336988,5393673,0,601232,3880463,0,5683889,2880844,3735756,1588203,0,2065691,784602,0,92650,1427927,0,0,0,0,0,154186,0,52.74,43.54,0.0,127180,104999,0,8971,241150
CT-01,house,CT,01,Luke Bronin,Amy Chai,DEM,REP,,DEM,32.63,99.9,0.1,Safe D,25.6,5.95,33.15,1.59,0.0,0.01,23.27,9.37,False,False,GRN,0,,0.0,Mary Sanders,GRN,Green,2.06,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3070151,20827,0,600894,344,0,1755666,1125106,2469257,16227,0,122156,1860,0,22500,0,0,0,16736,0,0,0,0,64.95,32.99,0.0,156388,79431,0,4960,240779
CT-02,house,CT,02,Joe Courtney,George Austin,DEM,REP,DEM,DEM,23.45,99.0,1.0,Safe D,9.54,5.95,23.45,0.66,7.88,-0.59,7.86,15.59,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,760424,283997,0,603234,199951,0,0,0,508302,84046,0,93731,20447,0,433000,3600,0,0,240000,0,0,240000,0,61.72,38.28,0.0,167898,104114,0,0,272012
CT-03,house,CT,03,Rosa DeLauro,Christopher Lancia,DEM,REP,DEM,DEM,29.37,99.8,0.2,Safe D,16.67,5.95,29.47,2.19,4.74,-0.08,14.34,15.03,False,False,OTH,0,,0.0,Tom Egan,OTH,Independent Party,2.07,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1152007,14649,0,349418,4028,0,0,0,1028036,4446,0,60128,7163,0,520762,0,0,0,1000,0,0,0,0,63.35,34.58,0.0,151671,82803,0,4956,239430
CT-04,house,CT,04,Jim Himes,Michael Goldstein,DEM,REP,DEM,DEM,35.84,100.0,0.0,Safe D,26.58,5.95,35.93,2.02,1.17,0.21,23.73,12.11,False,False,OTH,0,,0.0,"Benjamin ""Ben"" Wesley",OTH,Independent Party,1.91,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1379560,46809,0,2517677,41042,0,0,0,968702,5768,0,43822,2778,0,830500,0,0,0,25000,0,0,29518,0,66.62,31.47,0.0,157841,74556,0,4525,236923
CT-05,house,CT,05,Jahana Hayes,Chris Shea,DEM,REP,DEM,DEM,15.47,94.0,6.0,Likely D,7.83,5.95,15.47,0.98,0.67,0.04,5.68,9.79,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1290078,311676,0,1084158,145617,0,0,0,728471,166059,0,151428,61525,0,578355,13947,0,0,600,0,0,31450,0,57.73,42.27,0.0,139714,102282,0,0,241996
DE-01,house,DE,01,Sarah McBride,Donyale Hall,DEM,REP,DEM,DEM,31.66,99.9,0.1,Safe D,18.15,5.95,31.66,3.46,4.39,-0.28,14.84,16.82,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,5060925,779,0,2700202,240,0,0,0,2567850,539,0,1319688,679,0,467900,0,0,0,0,0,0,0,0,65.83,34.17,0.0,235375,122167,0,0,357542
FL-01,house,FL,01,Gay Valimont,Jimmy Patronis,DEM,REP,REP,REP,-32.12,0.1,99.9,Safe R,-33.65,5.95,-32.01,-2.11,-1.67,-0.54,-37.53,5.41,False,False,IND,0,,0.0,Tyler L. Davis,IND,Independent,2.21,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,174309,3789738,0,21814,935302,0,151354,2145004,152495,2854437,0,107445,698132,0,1285,588300,0,0,12000,0,0,29943,0,33.19,64.6,0.0,98181,191110,0,6538,295828
FL-02,house,FL,02,Amanda Green,Austin Rogers,DEM,REP,,REP,-8.82,18.3,81.7,Likely R,-13.35,5.95,-8.82,-1.02,0.0,-0.4,-18.33,9.51,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,348120,1010277,0,28038,387029,0,91203,1820559,320082,623248,0,48854,16934,0,6000,6500,0,1440,375000,0,0,377218,0,45.59,54.41,0.0,131841,157352,0,0,289194
FL-03,house,FL,03,Seth Harp,Kat Cammack,DEM,REP,REP,REP,-16.54,4.8,95.2,Safe R,-16.33,5.95,-16.46,-2.38,-3.43,-0.27,-21.26,4.72,False,False,IND,0,,0.0,Mike Klein,IND,Independent,1.71,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,37794,2045294,58937,3011,876971,18082,0,0,34784,1723874,40855,15964,399283,1779,0,727500,0,1155,0,44208,735,0,25000,41.02,57.27,0.0,115061,160673,0,4797,280531
FL-04,house,FL,04,LaShonda Holloway,Aaron Bean,DEM,REP,REP,REP,-7.85,21.1,78.9,Likely R,-7.72,5.95,-7.76,-2.52,-3.29,-0.19,-11.96,4.11,False,False,FWD,0,,0.0,Mike Sell,FWD,Forward,1.77,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27348,2163376,24186,23633,1632550,4915,0,0,14155,1005547,14356,9740,6600,0,488,1149650,0,0,0,10093,10440,14411,10000,45.26,52.97,0.0,126330,147853,0,4940,279123
FL-05,house,FL,05,Rachel Grage,John Rutherford,DEM,REP,REP,REP,-16.88,4.5,95.5,Safe R,-17.53,5.95,-16.88,-0.66,-4.34,-0.3,-21.69,4.81,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,272423,726727,0,90533,268730,0,12,0,174862,635666,0,58368,759,0,0,452500,0,1191,0,0,0,0,0,41.56,58.44,0.0,127735,179617,0,0,307352
FL-06,house,FL,06,Eric Yonce,Randy Fine,DEM,REP,REP,REP,-23.33,1.0,99.0,Safe R,-25.47,5.95,-23.55,-1.98,-1.67,-0.38,-30.31,6.98,False,False,LIB,0,,0.0,Michael Gist,IND,Independent,1.5,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,325710,4286207,7949,34096,1191059,73,59551,3717099,291614,3095148,7876,269282,566290,161,250,468360,0,2065,950000,7202,0,950000,7000,37.19,59.81,1.5,115201,185306,4647,4647,309800
FL-07,house,FL,07,Bale Dalton,Ryan Elijah,DEM,REP,,REP,-0.19,48.3,51.7,Toss-up,-7.79,5.95,-0.59,1.15,0.0,0.1,-12.62,12.43,False,False,LIB,0,,0.0,Christopher Dennison,LIB,Libertarian,1.99,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1378109,355955,10500,475858,186155,60,1401900,13500,902251,169801,10440,141692,12004,0,181100,0,0,0,134100,0,0,138193,0,48.91,49.1,0.0,146749,147312,0,5971,300032
FL-08,house,FL,08,Jennifer Jenkins,Mike Haridopolos,DEM,REP,REP,REP,-9.04,17.8,82.2,Likely R,-11.99,5.95,-8.52,-0.66,-1.67,-0.15,-16.4,7.36,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,35.0,44.0,1,-12.0,0.15,725731,1824838,0,108111,1197777,0,12,0,617619,885224,0,469685,37550,0,8000,700750,0,0,0,0,0,10138,0,45.48,54.52,0.0,137646,165001,0,0,302647
FL-09,house,FL,09,Darren Soto,Dan Green,DEM,REP,DEM,DEM,0.24,51.9,48.1,Toss-up,-11.55,5.95,1.44,0.36,5.65,1.03,-17.93,18.18,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,41.0,41.0,1,-3.0,0.269,2157834,1298516,0,1187355,363243,0,37436,86109,984598,935273,0,14844,5427,0,1387044,8500,0,0,1140000,0,0,1140000,0,50.12,49.88,0.0,131760,131120,0,0,262880
FL-10,house,FL,10,Maxwell Frost,(no Republican filed),DEM,REP,DEM,DEM,39.02,100.0,0.0,Safe D,29.99,5.95,39.02,0.0,2.11,0.97,24.29,14.73,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,,,,0,,0.0,3474867,0,0,1283056,0,0,12,0,3283537,0,0,1846965,0,0,289100,0,0,8250,0,0,0,0,0,69.51,30.49,0.0,145931,64010,0,0,209940
FL-11,house,FL,11,James Pericola,Joe Strada,DEM,REP,,REP,-6.7,24.6,75.4,Likely R,-11.27,5.95,-7.74,-2.59,0.0,0.17,-15.84,9.14,False,False,LIB,0,,0.0,Ralph Groves,LIB,Libertarian,1.59,0.0,,,0.0,confirmed,confirmed,41.8,42.1,1,-3.3,0.164,119754,5248640,0,32231,2248903,0,0,244363,87523,2999737,0,2780,5630,0,0,0,0,64965,5000000,0,59965,5000000,0,45.91,52.5,0.0,144833,165622,0,5016,315471
FL-12,house,FL,12,Kimberly Overman,Gus Bilirakis,DEM,REP,REP,REP,-11.43,12.1,87.9,Likely R,-9.77,5.95,-11.34,-1.45,-6.47,0.41,-15.55,4.12,False,False,IND,0,,0.0,Branden Scrivener,IND,Independent,1.89,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,186813,1588538,7975,4906,554070,353,12,0,181906,1155885,7722,76617,7612,125,852,828700,0,14001,0,6900,30748,0,0,43.45,54.66,0.0,116919,147104,0,5086,269109
FL-13,house,FL,13,Leela Gray,Anna Paulina Luna,DEM,REP,REP,REP,-4.68,31.3,68.7,Lean R,-8.93,5.95,-4.47,-0.71,-0.35,-0.43,-13.46,8.78,False,False,IND,0,,0.0,Tony D'Arrigo,IND,Independent,1.97,0.0,,,0.0,confirmed,confirmed,42.63,46.6,4,-4.84,0.285,1223069,3233312,28181,683295,1474124,25681,0,3279,539774,1890603,2500,198220,1125753,0,70500,103000,0,7000,0,0,7000,0,0,46.72,51.31,0.0,133864,146997,0,5644,286505
FL-14,house,FL,14,Kathy Castor,Mike Beltran,DEM,REP,DEM,DEM,7.12,76.8,23.2,Likely D,-5.64,5.95,6.37,-0.01,5.55,0.51,-10.62,17.74,False,False,LIB,0,,0.0,Brian Lambert,LIB,Libertarian,1.99,0.0,,,0.0,confirmed,confirmed,46.2,37.5,1,8.7,0.15,2337999,2116747,10500,1744723,1939864,100,122142,835317,820006,176884,10400,194116,5843,0,877242,0,0,0,2014000,0,0,2019210,0,52.49,45.52,0.0,143107,124083,0,5425,272616
FL-15,house,FL,15,Robert People,Laurel Lee,DEM,REP,REP,REP,-14.7,6.9,93.1,Likely R,-14.45,5.95,-14.7,-2.46,-3.69,-0.05,-20.09,5.39,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,40108,2346664,0,3474,1960682,0,0,0,36634,820753,0,11851,3293,0,200,852500,0,17072,0,0,10440,0,0,42.65,57.35,0.0,119484,160680,0,0,280164
FL-16,house,FL,16,Kelly Kirschner,Sydney Gruters,DEM,REP,,REP,-3.5,35.6,64.4,Lean R,-8.5,5.95,-3.93,-1.19,0.0,-0.19,-13.81,10.31,False,False,IND,0,,0.0,Mark Davis,IND,Independent,1.68,0.0,,,0.0,confirmed,confirmed,40.0,39.0,1,-2.0,0.265,296507,1087683,51311,80738,622381,3204,0,1635707,215769,465301,48106,35358,4074,37009,0,120500,0,502,7000,2185,106,0,0,47.44,50.88,0.0,143840,154280,0,5094,303214
FL-17,house,FL,17,Matthew Montavon,Greg Steube,DEM,REP,REP,REP,-17.59,3.9,96.1,Safe R,-17.02,5.95,-17.52,-1.69,-4.39,-0.37,-22.24,4.65,False,False,IND,0,,0.0,Michael J. Quirk,IND,Independent,1.5,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,96489,1337887,11552,23859,2083868,4592,0,0,72590,845315,6960,17810,132513,0,0,580500,0,38579,0,11552,33000,0,1552,40.59,57.91,0.0,128844,183849,0,4762,317455
FL-18,house,FL,18,Curtis Gibson,Scott Franklin,DEM,REP,REP,REP,-10.39,14.4,85.6,Likely R,-12.07,5.95,-10.3,-2.0,-2.65,0.48,-17.1,6.72,False,False,IND,0,,0.0,Deva Simmons,IND,Independent,1.69,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,12208,850000,21932,1452,960764,5764,0,0,10756,371131,16168,2460,2509,6475,0,377500,5000,9748,0,0,0,298500,0,44.05,54.26,0.0,114737,141334,0,4402,260473
FL-19,house,FL,19,Victor Arias,Jim Schwartzel,DEM,REP,,REP,-21.55,1.6,98.4,Safe R,-25.26,5.95,-21.48,-2.21,0.0,0.04,-30.42,8.86,False,False,IND,0,,0.0,Seth Haskin,IND,Independent,1.5,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,45356,2065485,8000,19203,181899,775,47879,0,26154,1883586,7225,3106,5706,0,0,9500,0,30500,1050000,8000,36454,1050000,8000,38.64,59.86,0.0,114725,177758,0,4454,296938
FL-20,house,FL,20,Debbie Wasserman Schultz,Brent Andersen,DEM,REP,DEM,DEM,54.64,100.0,0.0,Safe D,43.85,5.95,54.72,2.43,1.67,0.83,37.5,17.14,False,False,OTH,0,,0.0,Kedner Maxime,OTH,Independent Party of Florida,1.5,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3300107,63849,18049,1861373,40623,2541,306377,66500,2496043,23226,15508,95739,1037,720,728500,0,0,0,0,8059,0,0,5000,76.16,22.34,0.0,173481,50882,0,3417,227780
FL-21,house,FL,21,James Martin,Brian Mast,DEM,REP,REP,REP,-13.43,8.7,91.3,Likely R,-11.32,5.95,-13.35,-1.46,-6.47,-0.06,-16.36,2.93,False,False,IND,0,,0.0,Alexander Cooke,IND,Independent,1.5,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,579319,4308890,19543,188045,2928458,665,0,77950,391274,3151810,18878,73882,1156653,2793,0,389200,0,150001,0,13000,150000,0,13000,42.64,55.86,0.0,134868,176698,0,4745,316310
FL-22,house,FL,22,Pia Dandiya,Casey Askar,DEM,REP,,DEM,1.46,56.7,43.3,Toss-up,-3.67,5.95,3.1,-0.01,0.0,0.83,-10.6,12.07,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,49.55,49.33,2,-2.78,0.278,2284052,2567760,0,1296684,1048396,0,706718,0,987368,1519364,0,267274,410,0,72001,0,0,247000,2500000,0,247000,2100000,0,50.73,49.27,0.0,137847,133872,0,0,271719
FL-23,house,FL,23,Lois Frankel,Deborah Adeimy,DEM,REP,DEM,DEM,32.58,99.9,0.1,Safe D,20.74,5.95,32.58,1.81,3.42,0.66,13.94,18.64,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2276254,162515,0,1212162,33691,0,151726,0,1351534,132432,0,490011,6508,0,525250,0,0,0,87004,0,0,65466,0,66.29,33.71,0.0,157756,80216,0,0,237972
FL-24,house,FL,24,Oliver Gilbert,Mayonna Te Brown,DEM,REP,,DEM,55.61,100.0,0.0,Safe D,47.86,5.95,55.61,0.02,0.0,1.78,39.08,16.53,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,812143,313318,0,229093,298626,0,895056,2308884,583050,14693,0,7123,1225,0,25000,0,0,0,306068,0,0,306068,0,77.8,22.2,0.0,151702,43276,0,0,194978
