date,days_out,n_polls,gcb_naive_margin,gcb_quality_margin,gcb_correction,approve,disapprove,net_approval,approval_pred_margin,econ_pred_margin,fundamentals_blend,time_weight,gcb_margin,house_pv_dem,house_pv_rep,house_pv_oth,house_pv_margin
2026-04-10,207,414,4.46,4.66,0.2,40.3,56.13,-15.83,5.95,0.45,2.95,0.455,3.73,56975213,51370512,68574,5.17
