race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,42.95,49.05,8.0,0.0,
AK-GOV,2,46.31,52.09,0.0,1.6,Other
AK-SEN,1,45.02,46.98,8.0,0.0,
AK-SEN,2,48.38,50.02,0.0,1.6,Other
ME-01,1,62.07,32.93,5.0,0.0,
ME-01,2,64.17,34.83,0.0,1.0,Other
ME-02,1,44.98,50.02,5.0,0.0,
ME-02,2,47.08,51.92,0.0,1.0,Other
