race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.88,51.12,8.0,0.0,
AK-GOV,2,44.24,54.16,0.0,1.6,Other
AK-SEN,1,43.92,48.08,8.0,0.0,
AK-SEN,2,47.28,51.12,0.0,1.6,Other
ME-SEN,1,46.48,48.52,5.0,0.0,
ME-SEN,2,48.58,50.42,0.0,1.0,Other
AK-01,1,41.18,50.82,8.0,0.0,
AK-01,2,44.78,53.62,0.0,1.6,Other
ME-01,1,61.13,33.87,5.0,0.0,
ME-01,2,63.23,35.77,0.0,1.0,Other
ME-02,1,43.27,51.73,5.0,0.0,
ME-02,2,45.37,53.63,0.0,1.0,Other
