race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
CA-07,house,CA,07,Democratic candidate (CA-07),Republican candidate (CA-07),DEM,REP,DEM,DEM,21.39,97.9,2.1,Safe D,16.54,3.18,13.26,8.13,False,False,,,0.0,0.0,,,0.0,projected,projected,60.7,39.3,0.0,147389,95446,0,0,242835
CA-08,house,CA,08,Democratic candidate (CA-08),Republican candidate (CA-08),DEM,REP,DEM,DEM,43.88,100.0,0.0,Safe D,39.03,3.18,35.19,8.69,False,False,,,0.0,0.0,,,0.0,projected,projected,71.94,28.06,0.0,157294,61350,0,0,218644
CA-09,house,CA,09,Democratic candidate (CA-09),Republican candidate (CA-09),DEM,REP,DEM,DEM,21.75,98.1,1.9,Safe D,16.9,3.18,11.8,9.95,False,False,,,0.0,0.0,,,0.0,projected,projected,60.87,39.13,0.0,114408,73532,0,0,187940
CA-10,house,CA,10,Democratic candidate (CA-10),Republican candidate (CA-10),DEM,REP,DEM,DEM,42.32,100.0,0.0,Safe D,37.47,3.18,34.75,7.57,False,False,,,0.0,0.0,,,0.0,projected,projected,71.16,28.84,0.0,188199,76282,0,0,264480
CA-11,house,CA,11,Democratic candidate (CA-11),Republican candidate (CA-11),DEM,REP,DEM,DEM,78.87,100.0,0.0,Safe D,74.02,3.18,70.62,8.24,False,False,,,0.0,0.0,,,0.0,projected,projected,89.43,10.57,0.0,226113,26713,0,0,252827
CA-12,house,CA,12,Lateefah Simon,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,80.79,3.18,77.64,-37.64,False,False,,,0.0,0.0,DEM,Jennifer Tran,80.0,confirmed,,100.0,0.0,0.0,222860,0,0,0,222860
CA-13,house,CA,13,Adam Gray,John Duarte,DEM,REP,DEM,DEM,16.6,94.3,5.7,Likely D,6.38,3.18,0.51,16.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,58.3,41.7,0.0,84868,60701,0,0,145569
CA-14,house,CA,14,Democratic candidate (CA-14),Republican candidate (CA-14),DEM,REP,DEM,DEM,45.34,100.0,0.0,Safe D,40.5,3.18,36.2,9.14,False,False,,,0.0,0.0,,,0.0,projected,projected,72.67,27.33,0.0,145277,54632,0,0,199910
CA-15,house,CA,15,Democratic candidate (CA-15),Republican candidate (CA-15),DEM,REP,DEM,DEM,58.5,100.0,0.0,Safe D,53.65,3.18,49.64,8.86,False,False,,,0.0,0.0,,,0.0,projected,projected,79.25,20.75,0.0,169503,44386,0,0,213889
CA-16,house,CA,16,Democratic candidate (CA-16),Republican candidate (CA-16),DEM,REP,DEM,DEM,57.8,100.0,0.0,Safe D,52.95,3.18,49.91,7.89,False,False,,,0.0,0.0,,,0.0,projected,projected,78.9,21.1,0.0,187843,50232,0,0,238075
CA-17,house,CA,17,Democratic candidate (CA-17),Republican candidate (CA-17),DEM,REP,DEM,DEM,49.88,100.0,0.0,Safe D,45.03,3.18,40.75,9.13,False,False,,,0.0,0.0,,,0.0,projected,projected,74.94,25.06,0.0,138613,46353,0,0,184966
CA-18,house,CA,18,Democratic candidate (CA-18),Republican candidate (CA-18),DEM,REP,DEM,DEM,39.57,100.0,0.0,Safe D,34.72,3.18,29.37,10.2,False,False,,,0.0,0.0,,,0.0,projected,projected,69.78,30.22,0.0,115992,50222,0,0,166214
CA-19,house,CA,19,Democratic candidate (CA-19),Republican candidate (CA-19),DEM,REP,DEM,DEM,42.57,100.0,0.0,Safe D,38.64,3.18,35.64,6.93,False,False,GRN,,0.0,0.0,,,0.0,projected,projected,68.68,27.66,3.66,180949,72891,9644,0,263484
CA-20,house,CA,20,(no Democrat — top-two),Vince Fong,DEM,REP,REP,REP,-40.0,0.0,100.0,Safe R,-30.41,3.18,-32.98,-7.02,False,False,,,0.0,0.0,REP,R challenger (CA-20),80.0,,confirmed,0.0,100.0,0.0,0,220803,0,0,220803
CA-21,house,CA,21,Democratic candidate (CA-21),Republican candidate (CA-21),DEM,REP,DEM,DEM,16.21,93.9,6.1,Likely D,11.36,3.18,6.17,10.04,False,False,,,0.0,0.0,,,0.0,projected,projected,58.1,41.9,0.0,82080,59183,0,0,141263
CA-22,house,CA,22,Rudy Salas,David Valadao,DEM,REP,REP,REP,1.52,55.8,44.2,Toss-up,4.38,3.18,-1.86,3.37,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.76,49.24,0.0,60814,58998,0,0,119812
CA-23,house,CA,23,Democratic candidate (CA-23),Republican candidate (CA-23),DEM,REP,REP,REP,-15.36,7.1,92.9,Likely R,-16.87,3.18,-19.9,4.54,False,False,,,0.0,0.0,,,0.0,projected,projected,42.32,57.68,0.0,81929,111665,0,0,193594
CA-24,house,CA,24,Democratic candidate (CA-24),Republican candidate (CA-24),DEM,REP,DEM,DEM,33.06,99.9,0.1,Safe D,28.21,3.18,25.76,7.3,False,False,,,0.0,0.0,,,0.0,projected,projected,66.53,33.47,0.0,163632,82323,0,0,245955
CA-25,house,CA,25,Democratic candidate (CA-25),Republican candidate (CA-25),DEM,REP,DEM,DEM,15.03,92.4,7.6,Likely D,10.18,3.18,5.97,9.06,False,False,,,0.0,0.0,,,0.0,projected,projected,57.51,42.49,0.0,108734,80323,0,0,189057
CA-26,house,CA,26,Democratic candidate (CA-26),Republican candidate (CA-26),DEM,REP,DEM,DEM,23.81,98.8,1.2,Safe D,18.96,3.18,15.73,8.08,False,False,,,0.0,0.0,,,0.0,projected,projected,61.91,38.09,0.0,148797,91565,0,0,240362
CA-27,house,CA,27,Democratic candidate (CA-27),Republican candidate (CA-27),DEM,REP,REP,REP,15.5,93.0,7.0,Likely D,13.98,3.18,10.06,5.44,False,False,,,0.0,0.0,,,0.0,projected,projected,57.75,42.25,0.0,119682,87568,0,0,207250
CA-28,house,CA,28,Democratic candidate (CA-28),Republican candidate (CA-28),DEM,REP,DEM,DEM,34.54,100.0,0.0,Safe D,29.69,3.18,26.17,8.37,False,False,,,0.0,0.0,,,0.0,projected,projected,67.27,32.73,0.0,153872,74871,0,0,228743
CA-29,house,CA,29,Democratic candidate (CA-29),Republican candidate (CA-29),DEM,REP,DEM,DEM,45.77,100.0,0.0,Safe D,40.93,3.18,34.71,11.06,False,False,,,0.0,0.0,,,0.0,projected,projected,72.89,27.11,0.0,121953,45365,0,0,167318
CA-30,house,CA,30,Democratic candidate (CA-30),Republican candidate (CA-30),DEM,REP,DEM,DEM,49.68,100.0,0.0,Safe D,44.84,3.18,41.41,8.27,False,False,,,0.0,0.0,,,0.0,projected,projected,74.84,25.16,0.0,178911,60140,0,0,239051
CA-31,house,CA,31,Democratic candidate (CA-31),Republican candidate (CA-31),DEM,REP,DEM,DEM,22.41,98.4,1.6,Safe D,17.57,3.18,12.61,9.81,False,False,,,0.0,0.0,,,0.0,projected,projected,61.21,38.79,0.0,125076,79272,0,0,204348
CA-32,house,CA,32,Democratic candidate (CA-32),Republican candidate (CA-32),DEM,REP,DEM,DEM,34.61,100.0,0.0,Safe D,29.77,3.18,25.76,8.85,False,False,,,0.0,0.0,,,0.0,projected,projected,67.31,32.69,0.0,169458,82311,0,0,251770
CA-33,house,CA,33,Democratic candidate (CA-33),Republican candidate (CA-33),DEM,REP,DEM,DEM,20.66,97.6,2.4,Safe D,15.81,3.18,10.12,10.53,False,False,,,0.0,0.0,,,0.0,projected,projected,60.33,39.67,0.0,104893,68975,0,0,173868
CA-34,house,CA,34,Jimmy Gomez,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,58.54,3.18,53.04,-13.04,False,False,,,0.0,0.0,DEM,David Kim,80.0,confirmed,,100.0,0.0,0.0,150165,0,0,0,150165
CA-35,house,CA,35,Democratic candidate (CA-35),Republican candidate (CA-35),DEM,REP,DEM,DEM,18.51,96.1,3.9,Safe D,13.66,3.18,8.0,10.51,False,False,,,0.0,0.0,,,0.0,projected,projected,59.25,40.75,0.0,108004,74272,0,0,182276
CA-36,house,CA,36,Democratic candidate (CA-36),Republican candidate (CA-36),DEM,REP,DEM,DEM,48.26,100.0,0.0,Safe D,43.41,3.18,40.42,7.83,False,False,,,0.0,0.0,,,0.0,projected,projected,74.13,25.87,0.0,200092,69833,0,0,269925
CA-37,house,CA,37,Democratic candidate (CA-37),Republican candidate (CA-37),DEM,REP,DEM,DEM,72.4,100.0,0.0,Safe D,67.55,3.18,62.31,10.09,False,False,,,0.0,0.0,,,0.0,projected,projected,86.2,13.8,0.0,141870,22716,0,0,164586
CA-38,house,CA,38,Democratic candidate (CA-38),Republican candidate (CA-38),DEM,REP,DEM,DEM,23.4,98.7,1.3,Safe D,18.55,3.18,12.8,10.6,False,False,,,0.0,0.0,,,0.0,projected,projected,61.7,38.3,0.0,113026,70160,0,0,183185
CA-39,house,CA,39,Democratic candidate (CA-39),Republican candidate (CA-39),DEM,REP,DEM,DEM,20.36,97.4,2.6,Safe D,15.52,3.18,9.85,10.51,False,False,,,0.0,0.0,,,0.0,projected,projected,60.18,39.82,0.0,99049,65536,0,0,164585
CA-40,house,CA,40,Democratic candidate (CA-40),Republican candidate (CA-40),DEM,REP,REP,REP,-8.76,20.2,79.8,Likely R,-10.27,3.18,-12.6,3.84,False,False,,,0.0,0.0,,,0.0,projected,projected,45.62,54.38,0.0,121686,145052,0,0,266738
CA-41,house,CA,41,Democratic candidate (CA-41),Republican candidate (CA-41),DEM,REP,REP,REP,20.77,97.6,2.4,Safe D,19.25,3.18,14.61,6.16,False,False,,,0.0,0.0,,,0.0,projected,projected,60.38,39.62,0.0,131368,86186,0,0,217554
CA-42,house,CA,42,Democratic candidate (CA-42),Republican candidate (CA-42),DEM,REP,DEM,DEM,21.52,98.0,2.0,Safe D,16.67,3.18,13.57,7.95,False,False,,,0.0,0.0,,,0.0,projected,projected,60.76,39.24,0.0,148716,96043,0,0,244759
CA-43,house,CA,43,Democratic candidate (CA-43),Republican candidate (CA-43),DEM,REP,DEM,DEM,61.23,100.0,0.0,Safe D,56.38,3.18,50.59,10.63,False,False,,,0.0,0.0,,,0.0,projected,projected,80.61,19.39,0.0,126057,30317,0,0,156374
CA-44,house,CA,44,Democratic candidate (CA-44),Republican candidate (CA-44),DEM,REP,DEM,DEM,47.87,100.0,0.0,Safe D,43.02,3.18,36.32,11.54,False,False,,,0.0,0.0,,,0.0,projected,projected,73.93,26.07,0.0,113733,40099,0,0,153833
CA-45,house,CA,45,Democratic candidate (CA-45),Republican candidate (CA-45),DEM,REP,DEM,DEM,13.03,89.3,10.7,Likely D,8.18,3.18,4.07,8.96,False,False,,,0.0,0.0,,,0.0,projected,projected,56.52,43.48,0.0,118813,91417,0,0,210230
CA-46,house,CA,46,Democratic candidate (CA-46),Republican candidate (CA-46),DEM,REP,DEM,DEM,26.53,99.4,0.6,Safe D,21.69,3.18,16.7,9.84,False,False,,,0.0,0.0,,,0.0,projected,projected,63.27,36.73,0.0,100765,58506,0,0,159271
CA-47,house,CA,47,Democratic candidate (CA-47),Republican candidate (CA-47),DEM,REP,DEM,DEM,18.78,96.4,3.6,Safe D,13.22,3.18,10.47,8.31,False,False,LIB,,0.0,0.0,,,0.0,projected,projected,57.25,39.14,3.61,143365,98022,9040,0,250428
CA-48,house,CA,48,Democratic candidate (CA-48),Republican candidate (CA-48),DEM,REP,DEM,DEM,10.41,84.0,16.0,Likely D,5.57,3.18,3.52,6.89,False,False,,,0.0,0.0,,,0.0,projected,projected,55.21,44.79,0.0,126777,102861,0,0,229638
CA-49,house,CA,49,Democratic candidate (CA-49),Republican candidate (CA-49),DEM,REP,DEM,DEM,19.38,96.8,3.2,Safe D,14.53,3.18,12.48,6.9,False,False,,,0.0,0.0,,,0.0,projected,projected,59.69,40.31,0.0,162254,109577,0,0,271831
CA-50,house,CA,50,Democratic candidate (CA-50),Republican candidate (CA-50),DEM,REP,DEM,DEM,25.63,99.3,0.7,Safe D,20.78,3.18,18.83,6.8,False,False,,,0.0,0.0,,,0.0,projected,projected,62.81,37.19,0.0,163460,96765,0,0,260226
CA-51,house,CA,51,Democratic candidate (CA-51),Republican candidate (CA-51),DEM,REP,DEM,DEM,26.22,99.4,0.6,Safe D,21.37,3.18,18.79,7.43,False,False,,,0.0,0.0,,,0.0,projected,projected,63.11,36.89,0.0,157111,91836,0,0,248947
CA-52,house,CA,52,Democratic candidate (CA-52),Republican candidate (CA-52),DEM,REP,DEM,DEM,28.91,99.7,0.3,Safe D,24.06,3.18,18.06,10.85,False,False,,,0.0,0.0,,,0.0,projected,projected,64.45,35.55,0.0,123029,67847,0,0,190877
CO-01,house,CO,01,Democratic candidate (CO-01),Republican candidate (CO-01),DEM,REP,DEM,DEM,67.36,100.0,0.0,Safe D,62.52,3.18,57.61,9.75,False,False,,,0.0,0.0,,,0.0,projected,projected,83.68,16.32,0.0,214599,41849,0,0,256448
CO-02,house,CO,02,Democratic candidate (CO-02),Republican candidate (CO-02),DEM,REP,DEM,DEM,49.28,100.0,0.0,Safe D,44.44,3.18,40.92,8.37,False,False,,,0.0,0.0,,,0.0,projected,projected,74.64,25.36,0.0,225686,76670,0,0,302356
CO-03,house,CO,03,Democratic candidate (CO-03),Republican candidate (CO-03),DEM,REP,REP,REP,-4.57,33.1,66.9,Lean R,-6.08,3.18,-9.98,5.41,False,False,,,0.0,0.0,,,0.0,projected,projected,47.72,52.28,0.0,135867,148869,0,0,284736
CO-04,house,CO,04,Democratic candidate (CO-04),Republican candidate (CO-04),DEM,REP,REP,REP,-14.01,9.1,90.9,Likely R,-15.52,3.18,-18.71,4.7,False,False,,,0.0,0.0,,,0.0,projected,projected,43.0,57.0,0.0,138919,184186,0,0,323105
CO-05,house,CO,05,Democratic candidate (CO-05),Republican candidate (CO-05),DEM,REP,REP,REP,-5.03,31.5,68.5,Lean R,-6.55,3.18,-9.34,4.3,False,False,,,0.0,0.0,,,0.0,projected,projected,47.48,52.52,0.0,124801,138031,0,0,262831
CO-06,house,CO,06,Democratic candidate (CO-06),Republican candidate (CO-06),DEM,REP,DEM,DEM,29.39,99.7,0.3,Safe D,24.54,3.18,20.36,9.03,False,False,,,0.0,0.0,,,0.0,projected,projected,64.7,35.3,0.0,163200,89058,0,0,252258
CO-07,house,CO,07,Democratic candidate (CO-07),Republican candidate (CO-07),DEM,REP,DEM,DEM,23.31,98.7,1.3,Safe D,18.46,3.18,15.41,7.89,False,False,,,0.0,0.0,,,0.0,projected,projected,61.65,38.35,0.0,192381,119657,0,0,312038
CO-08,house,CO,08,Yadira Caraveo,Gabe Evans,DEM,REP,REP,REP,4.61,67.0,33.0,Lean D,3.1,3.18,-1.88,6.49,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.3,47.7,0.0,126133,115017,0,0,241150
CT-01,house,CT,01,Democratic candidate (CT-01),Republican candidate (CT-01),DEM,REP,DEM,DEM,30.13,99.8,0.2,Safe D,25.28,3.18,23.27,6.86,False,False,,,0.0,0.0,,,0.0,projected,projected,65.06,34.94,0.0,156657,84122,0,0,240779
CT-02,house,CT,02,Democratic candidate (CT-02),Republican candidate (CT-02),DEM,REP,DEM,DEM,14.11,91.1,8.9,Likely D,9.26,3.18,7.86,6.25,False,False,,,0.0,0.0,,,0.0,projected,projected,57.05,42.95,0.0,155193,116819,0,0,272012
CT-03,house,CT,03,Democratic candidate (CT-03),Republican candidate (CT-03),DEM,REP,DEM,DEM,21.18,97.8,2.2,Safe D,16.33,3.18,14.34,6.83,False,False,,,0.0,0.0,,,0.0,projected,projected,60.59,39.41,0.0,145066,94365,0,0,239430
CT-04,house,CT,04,Democratic candidate (CT-04),Republican candidate (CT-04),DEM,REP,DEM,DEM,30.99,99.8,0.2,Safe D,26.14,3.18,23.73,7.26,False,False,,,0.0,0.0,,,0.0,projected,projected,65.5,34.5,0.0,155174,81749,0,0,236923
CT-05,house,CT,05,Democratic candidate (CT-05),Republican candidate (CT-05),DEM,REP,DEM,DEM,12.34,88.1,11.9,Likely D,7.5,3.18,5.68,6.67,False,False,,,0.0,0.0,,,0.0,projected,projected,56.17,43.83,0.0,135935,106061,0,0,241996
DE-01,house,DE,01,Democratic candidate (DE-01),Republican candidate (DE-01),DEM,REP,DEM,DEM,21.86,98.2,1.8,Safe D,17.01,3.18,14.84,7.02,False,False,,,0.0,0.0,,,0.0,projected,projected,60.93,39.07,0.0,217845,139698,0,0,357542
FL-01,house,FL,01,Democratic candidate (FL-01),Republican candidate (FL-01),DEM,REP,REP,REP,-33.02,0.1,99.9,Safe R,-34.53,3.18,-37.53,4.52,False,False,,,0.0,0.0,,,0.0,projected,projected,33.49,66.51,0.0,99080,196749,0,0,295828
FL-02,house,FL,02,Democratic candidate (FL-02),Republican candidate (FL-02),DEM,REP,REP,REP,-12.8,11.1,88.9,Likely R,-14.31,3.18,-18.33,5.53,False,False,,,0.0,0.0,,,0.0,projected,projected,43.6,56.4,0.0,126095,163099,0,0,289194
FL-03,house,FL,03,Democratic candidate (FL-03),Republican candidate (FL-03),DEM,REP,REP,REP,-15.77,6.6,93.4,Likely R,-17.28,3.18,-21.26,5.5,False,False,,,0.0,0.0,,,0.0,projected,projected,42.12,57.88,0.0,118152,162379,0,0,280531
FL-04,house,FL,04,Democratic candidate (FL-04),Republican candidate (FL-04),DEM,REP,REP,REP,-7.09,24.9,75.1,Likely R,-8.61,3.18,-11.96,4.87,False,False,,,0.0,0.0,,,0.0,projected,projected,46.45,53.55,0.0,129662,149461,0,0,279123
FL-05,house,FL,05,Democratic candidate (FL-05),Republican candidate (FL-05),DEM,REP,REP,REP,-16.94,5.3,94.7,Likely R,-18.45,3.18,-21.69,4.75,False,False,,,0.0,0.0,,,0.0,projected,projected,41.53,58.47,0.0,127648,179704,0,0,307352
FL-06,house,FL,06,Democratic candidate (FL-06),Republican candidate (FL-06),DEM,REP,REP,REP,-24.88,0.9,99.1,Safe R,-26.39,3.18,-30.31,5.43,False,False,,,0.0,0.0,,,0.0,projected,projected,37.56,62.44,0.0,116359,193441,0,0,309800
FL-07,house,FL,07,Democratic candidate (FL-07),Republican candidate (FL-07),DEM,REP,REP,REP,-7.23,24.5,75.5,Likely R,-8.74,3.18,-12.62,5.39,False,False,,,0.0,0.0,,,0.0,projected,projected,46.39,53.61,0.0,139175,160857,0,0,300032
FL-08,house,FL,08,Democratic candidate (FL-08),Republican candidate (FL-08),DEM,REP,REP,REP,-11.37,13.9,86.1,Likely R,-12.88,3.18,-16.4,5.03,False,False,,,0.0,0.0,,,0.0,projected,projected,44.32,55.68,0.0,134118,168529,0,0,302647
FL-09,house,FL,09,Democratic candidate (FL-09),Republican candidate (FL-09),DEM,REP,REP,REP,-11.12,14.4,85.6,Likely R,-12.64,3.18,-17.93,6.81,False,False,,,0.0,0.0,,,0.0,projected,projected,44.44,55.56,0.0,116818,146062,0,0,262880
FL-10,house,FL,10,Democratic candidate (FL-10),Republican candidate (FL-10),DEM,REP,DEM,DEM,33.82,99.9,0.1,Safe D,28.97,3.18,24.29,9.53,False,False,,,0.0,0.0,,,0.0,projected,projected,66.91,33.09,0.0,140471,69470,0,0,209940
FL-11,house,FL,11,Democratic candidate (FL-11),Republican candidate (FL-11),DEM,REP,REP,REP,-10.68,15.4,84.6,Likely R,-12.19,3.18,-15.84,5.16,False,False,,,0.0,0.0,,,0.0,projected,projected,44.66,55.34,0.0,140893,174578,0,0,315471
FL-12,house,FL,12,Democratic candidate (FL-12),Republican candidate (FL-12),DEM,REP,REP,REP,-9.3,18.7,81.3,Likely R,-10.82,3.18,-15.55,6.25,False,False,,,0.0,0.0,,,0.0,projected,projected,45.35,54.65,0.0,122038,147070,0,0,269109
FL-13,house,FL,13,Democratic candidate (FL-13),Republican candidate (FL-13),DEM,REP,REP,REP,-8.31,21.4,78.6,Likely R,-9.82,3.18,-13.46,5.15,False,False,,,0.0,0.0,,,0.0,projected,projected,45.85,54.15,0.0,131349,155156,0,0,286505
FL-14,house,FL,14,Democratic candidate (FL-14),Republican candidate (FL-14),DEM,REP,REP,REP,-5.11,31.3,68.7,Lean R,-6.62,3.18,-10.62,5.52,False,False,,,0.0,0.0,,,0.0,projected,projected,47.45,52.55,0.0,129349,143267,0,0,272616
FL-15,house,FL,15,Democratic candidate (FL-15),Republican candidate (FL-15),DEM,REP,REP,REP,-13.97,9.1,90.9,Likely R,-15.48,3.18,-20.09,6.12,False,False,,,0.0,0.0,,,0.0,projected,projected,43.01,56.99,0.0,120512,159652,0,0,280164
FL-16,house,FL,16,Democratic candidate (FL-16),Republican candidate (FL-16),DEM,REP,REP,REP,-7.98,22.3,77.7,Likely R,-9.5,3.18,-13.81,5.83,False,False,,,0.0,0.0,,,0.0,projected,projected,46.01,53.99,0.0,139503,163711,0,0,303214
FL-17,house,FL,17,Democratic candidate (FL-17),Republican candidate (FL-17),DEM,REP,REP,REP,-16.5,5.8,94.2,Likely R,-18.01,3.18,-22.24,5.74,False,False,,,0.0,0.0,,,0.0,projected,projected,41.75,58.25,0.0,132538,184917,0,0,317455
FL-18,house,FL,18,Democratic candidate (FL-18),Republican candidate (FL-18),DEM,REP,REP,REP,-11.5,13.6,86.4,Likely R,-13.01,3.18,-17.1,5.61,False,False,,,0.0,0.0,,,0.0,projected,projected,44.25,55.75,0.0,115264,145209,0,0,260473
FL-19,house,FL,19,Democratic candidate (FL-19),Republican candidate (FL-19),DEM,REP,REP,REP,-24.74,0.9,99.1,Safe R,-26.26,3.18,-30.42,5.67,False,False,,,0.0,0.0,,,0.0,projected,projected,37.63,62.37,0.0,111732,185206,0,0,296938
FL-20,house,FL,20,Democratic candidate (FL-20),Republican candidate (FL-20),DEM,REP,DEM,DEM,47.6,100.0,0.0,Safe D,42.76,3.18,37.5,10.1,False,False,,,0.0,0.0,,,0.0,projected,projected,73.8,26.2,0.0,168106,59674,0,0,227780
FL-21,house,FL,21,Democratic candidate (FL-21),Republican candidate (FL-21),DEM,REP,REP,REP,-10.77,15.2,84.8,Likely R,-12.28,3.18,-16.36,5.59,False,False,,,0.0,0.0,,,0.0,projected,projected,44.61,55.39,0.0,141120,175190,0,0,316310
FL-22,house,FL,22,Democratic candidate (FL-22),Republican candidate (FL-22),DEM,REP,REP,REP,-3.34,37.5,62.5,Lean R,-4.85,3.18,-10.6,7.27,False,False,,,0.0,0.0,,,0.0,projected,projected,48.33,51.67,0.0,131324,140395,0,0,271719
FL-23,house,FL,23,Democratic candidate (FL-23),Republican candidate (FL-23),DEM,REP,DEM,DEM,24.43,99.0,1.0,Safe D,19.58,3.18,13.94,10.49,False,False,,,0.0,0.0,,,0.0,projected,projected,62.22,37.78,0.0,148056,89916,0,0,237972
FL-24,house,FL,24,Democratic candidate (FL-24),Republican candidate (FL-24),DEM,REP,DEM,DEM,51.39,100.0,0.0,Safe D,46.55,3.18,39.08,12.32,False,False,,,0.0,0.0,,,0.0,projected,projected,75.7,24.3,0.0,147592,47386,0,0,194978
FL-25,house,FL,25,Democratic candidate (FL-25),Republican candidate (FL-25),DEM,REP,REP,REP,-1.55,44.1,55.9,Toss-up,-3.06,3.18,-9.22,7.67,False,False,,,0.0,0.0,,,0.0,projected,projected,49.22,50.78,0.0,130606,134721,0,0,265327
FL-26,house,FL,26,Democratic candidate (FL-26),Republican candidate (FL-26),DEM,REP,REP,REP,-9.04,19.4,80.6,Likely R,-10.55,3.18,-18.5,9.47,False,False,,,0.0,0.0,,,0.0,projected,projected,45.48,54.52,0.0,104122,124810,0,0,228932
FL-27,house,FL,27,Democratic candidate (FL-27),Republican candidate (FL-27),DEM,REP,REP,REP,-6.09,28.0,72.0,Lean R,-7.61,3.18,-14.7,8.6,False,False,,,0.0,0.0,,,0.0,projected,projected,46.95,53.05,0.0,111232,125664,0,0,236896
FL-28,house,FL,28,Democratic candidate (FL-28),Republican candidate (FL-28),DEM,REP,REP,REP,-15.74,6.6,93.4,Likely R,-17.26,3.18,-25.63,9.88,False,False,,,0.0,0.0,,,0.0,projected,projected,42.13,57.87,0.0,99272,136368,0,0,235640
GA-01,house,GA,01,Democratic candidate (GA-01),Republican candidate (GA-01),DEM,REP,REP,REP,-12.23,12.2,87.8,Likely R,-13.74,3.18,-15.92,3.69,False,False,,,0.0,0.0,,,0.0,projected,projected,43.89,56.11,0.0,111792,142940,0,0,254732
GA-02,house,GA,02,Democratic candidate (GA-02),Republican candidate (GA-02),DEM,REP,DEM,DEM,14.95,92.3,7.7,Likely D,10.11,3.18,7.66,7.3,False,False,,,0.0,0.0,,,0.0,projected,projected,57.48,42.52,0.0,127404,94256,0,0,221660
GA-03,house,GA,03,Democratic candidate (GA-03),Republican candidate (GA-03),DEM,REP,REP,REP,-27.03,0.5,99.5,Safe R,-28.54,3.18,-29.88,2.85,False,False,,,0.0,0.0,,,0.0,projected,projected,36.49,63.51,0.0,106880,186047,0,0,292926
GA-04,house,GA,04,Democratic candidate (GA-04),Republican candidate (GA-04),DEM,REP,DEM,DEM,60.85,100.0,0.0,Safe D,56.0,3.18,53.04,7.81,False,False,,,0.0,0.0,,,0.0,projected,projected,80.42,19.58,0.0,174087,42372,0,0,216459
GA-05,house,GA,05,Democratic candidate (GA-05),Republican candidate (GA-05),DEM,REP,DEM,DEM,79.42,100.0,0.0,Safe D,74.57,3.18,72.33,7.09,False,False,,,0.0,0.0,,,0.0,projected,projected,89.71,10.29,0.0,221058,25356,0,0,246414
GA-06,house,GA,06,Democratic candidate (GA-06),Republican candidate (GA-06),DEM,REP,DEM,DEM,56.58,100.0,0.0,Safe D,51.74,3.18,50.34,6.24,False,False,,,0.0,0.0,,,0.0,projected,projected,78.29,21.71,0.0,205980,57111,0,0,263091
GA-07,house,GA,07,Democratic candidate (GA-07),Republican candidate (GA-07),DEM,REP,REP,REP,-19.17,3.4,96.6,Safe R,-20.68,3.18,-22.27,3.11,False,False,,,0.0,0.0,,,0.0,projected,projected,40.42,59.58,0.0,122285,180272,0,0,302558
GA-08,house,GA,08,Democratic candidate (GA-08),Republican candidate (GA-08),DEM,REP,REP,REP,-26.97,0.5,99.5,Safe R,-28.48,3.18,-30.76,3.79,False,False,,,0.0,0.0,,,0.0,projected,projected,36.52,63.48,0.0,88365,153621,0,0,241986
GA-09,house,GA,09,Democratic candidate (GA-09),Republican candidate (GA-09),DEM,REP,REP,REP,-31.26,0.1,99.9,Safe R,-32.78,3.18,-34.33,3.07,False,False,,,0.0,0.0,,,0.0,projected,projected,34.37,65.63,0.0,96622,184516,0,0,281138
GA-10,house,GA,10,Democratic candidate (GA-10),Republican candidate (GA-10),DEM,REP,REP,REP,-18.1,4.2,95.8,Safe R,-19.62,3.18,-20.93,2.83,False,False,,,0.0,0.0,,,0.0,projected,projected,40.95,59.05,0.0,118664,171131,0,0,289794
GA-11,house,GA,11,Democratic candidate (GA-11),Republican candidate (GA-11),DEM,REP,REP,REP,-20.62,2.5,97.5,Safe R,-22.13,3.18,-23.52,2.9,False,False,,,0.0,0.0,,,0.0,projected,projected,39.69,60.31,0.0,116887,177613,0,0,294500
GA-12,house,GA,12,Democratic candidate (GA-12),Republican candidate (GA-12),DEM,REP,REP,REP,-10.16,16.6,83.4,Likely R,-11.68,3.18,-14.2,4.04,False,False,,,0.0,0.0,,,0.0,projected,projected,44.92,55.08,0.0,109686,134503,0,0,244189
GA-13,house,GA,13,Democratic candidate (GA-13),Republican candidate (GA-13),DEM,REP,DEM,DEM,48.25,100.0,0.0,Safe D,43.4,3.18,42.65,5.6,False,False,,,0.0,0.0,,,0.0,projected,projected,74.12,25.88,0.0,189268,66072,0,0,255340
