race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Bernadette Wilson,DEM,REP,,REP,-6.2,34.4,65.6,Lean R,-13.27,5.16,-9.17,0.0,0.0,-1.06,-13.8,7.6,True,False,,,0.0,0.0,,,0.0,presumptive,projected,46.99,37.94,3,8.06,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.97,49.03,8.0,101601,115929,18916,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-20.69,2.2,97.8,Safe R,-29.66,5.16,-21.61,0.0,3.37,-0.48,-30.88,10.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,13792994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.65,60.35,0.0,628735,956828,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.09,0.6,99.4,Safe R,-30.62,5.16,-26.09,0.0,-0.13,-0.51,-31.57,5.47,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.95,63.05,0.0,310209,529248,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,7.81,77.6,22.4,Likely D,-4.25,5.16,8.22,0.94,6.01,0.36,-5.59,13.4,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,42.7,36.79,11,6.65,0.257,9827820,2787170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.91,46.09,0.0,1278965,1093558,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.36,99.7,0.3,Safe D,23.42,5.16,29.38,-0.1,0.0,0.89,20.82,7.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,57.29,33.73,4,23.57,0.175,11283904,12875324,0,5129836,1724547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.18,35.82,0.0,7123034,3975510,0,0,11098543
CO-GOV,governor,CO,GOV,Phil Weiser,Victor Marx,DEM,REP,,DEM,17.69,95.7,4.3,Safe D,11.48,5.16,17.26,0.64,0.0,-0.01,11.29,6.4,False,False,IND,Greg Lopez,3.6,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,6951032,2935521,84692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.73,39.67,0.0,1267792,886672,0,80457,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.89,96.7,3.3,Safe D,15.88,5.16,19.93,0.0,-1.03,-0.09,14.76,4.13,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.0,36.0,1,13.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.44,40.56,0.0,731836,499304,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.63,26.0,74.0,Lean R,-10.43,5.16,-7.57,-2.35,-0.47,0.51,-13.22,6.59,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,39.46,43.33,16,-4.22,0.28,2814312,65627327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.68,53.32,0.0,3573466,4081360,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.55,56.0,44.0,Toss-up,-1.84,5.16,0.73,-2.47,0.0,-0.12,-2.21,3.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.44,45.91,6,4.65,0.21,2665880,73526815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.78,49.22,0.0,1866053,1808993,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,32.09,99.9,0.1,Safe D,25.72,5.16,32.09,0.0,1.67,-0.46,23.56,8.53,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.04,33.96,0.0,238877,122813,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,5.89,71.6,28.4,Lean D,-12.13,5.16,6.03,2.86,10.86,-0.71,-13.45,19.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.38,45.25,4,5.22,0.175,9572747,163603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.95,47.05,0.0,616522,547932,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.79,0.0,100.0,Safe R,-36.27,5.16,-45.79,-1.82,-12.37,-0.49,-37.52,-8.26,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,136953,2057743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.11,72.89,0.0,171735,461808,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,19.95,97.4,2.6,Safe D,12.91,5.16,19.89,1.84,-0.02,0.0,11.14,8.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,25619035,2166962,0,3141018,127990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.97,40.03,0.0,2371827,1582910,0,0,3954737
KS-GOV,governor,KS,GOV,Cindy Holscher,Ty Masterson,DEM,REP,,DEM,-11.69,12.8,87.2,Likely R,-16.42,5.16,-11.69,0.0,0.0,-0.43,-16.41,4.72,False,False,,,0.0,0.0,,,0.0,projected,presumptive,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.15,55.85,0.0,410322,518992,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.36,99.9,0.1,Safe D,27.8,5.16,33.74,0.0,1.13,-0.34,25.91,5.45,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,53.79,31.4,6,22.39,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.68,34.32,0.0,1597035,834533,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,36.33,100.0,0.0,Safe D,30.37,5.16,38.88,0.0,3.43,-0.08,29.51,6.82,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.16,31.84,0.0,1449751,677082,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,11.75,87.3,12.7,Likely D,7.36,5.16,11.55,0.0,0.0,-0.97,7.09,4.67,False,False,IND,Rick Bennett,3.21,0.0,,,0.0,confirmed,confirmed,52.17,38.68,3,13.48,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.08,42.71,0.0,314744,248537,0,18681,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,12.4,88.6,11.4,Likely D,-0.43,5.16,14.29,0.21,9.97,-0.63,-1.44,13.84,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,44.1,36.73,18,7.71,0.286,5958887,4492470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2,43.8,0.0,2227963,1736299,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Mike Lindell,DEM,REP,,DEM,11.69,87.2,12.8,Likely D,4.83,5.16,10.58,1.43,-0.12,-0.72,4.34,7.35,False,False,,,0.0,0.0,,,0.0,presumptive,projected,52.96,34.99,2,17.97,0.15,7053950,1001473,0,3859683,11704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.85,44.15,0.0,1272023,1005721,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-13.86,8.9,91.1,Likely R,-20.91,5.16,-19.48,0.0,-3.25,-0.48,-20.84,6.98,False,False,IND,Brett Lindstrom,12.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-8.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9,50.1,0.0,251300,332150,0,79561,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.88,12.4,87.6,Likely R,3.63,5.16,-13.17,-1.31,-19.79,-0.86,2.82,-14.7,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,38.17,44.73,5,-6.56,0.194,606192,3694856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.06,55.94,0.0,254805,323527,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,8.34,79.1,20.9,Likely D,7.41,5.16,9.25,1.95,-6.39,1.12,6.14,2.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.0,45.0,1,4.0,0.174,13910580,987856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.17,45.83,0.0,350131,296246,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,3.43,63.0,37.0,Lean D,-1.57,5.16,5.31,0.47,0.85,0.4,-3.15,6.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.91,46.76,7,-3.12,0.223,4285307,2275075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.71,48.29,0.0,537352,501716,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,13.82,91.0,9.0,Likely D,15.56,5.16,13.51,0.16,-7.5,0.13,12.68,1.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.63,36.11,15,14.64,0.276,16594119,13445025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.91,43.09,0.0,3308439,2505060,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.6,32.8,67.2,Lean R,-10.38,5.16,-6.57,-0.66,0.0,-0.69,-11.31,6.72,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.65,47.15,16,0.48,0.28,10552470,25555956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7,52.3,0.0,1925038,2110473,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-31.1,0.1,99.9,Safe R,-34.86,5.16,-31.1,0.0,-0.7,-0.7,-34.95,3.85,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.45,65.55,0.0,377645,718577,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.59,70.6,29.4,Lean D,15.18,5.16,6.59,0.0,-13.29,-0.46,14.89,-9.3,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.2,47.13,3,-0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.79,47.21,0.0,829814,741961,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,17.18,95.2,4.8,Safe D,-0.99,5.16,17.21,1.95,11.61,-0.53,-1.75,18.93,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.77,35.68,11,17.09,0.257,34960533,2545436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.59,41.41,0.0,2884665,2038953,0,0,4923617
RI-GOV,governor,RI,GOV,Helena Foulkes,Elaine Pelino,DEM,REP,,DEM,20.21,97.5,2.5,Safe D,15.75,5.16,20.71,0.0,0.0,-0.2,14.16,6.05,False,False,,,0.0,0.0,,,0.0,presumptive,projected,38.59,21.21,2,17.38,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.11,39.89,0.0,215988,143359,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Alan Wilson,DEM,REP,,REP,-10.29,15.9,84.1,Likely R,-16.61,5.16,-10.29,1.47,0.07,-0.39,-18.12,7.83,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,753609,62585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.85,55.15,0.0,800042,983656,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Toby Doeden,DEM,REP,,REP,-25.27,0.7,99.3,Safe R,-29.41,5.16,-25.27,0.0,0.0,-1.02,-29.98,4.71,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.37,62.63,0.0,111527,186946,0,0,298473
TN-GOV,governor,TN,GOV,Jerri Green,Marsha Blackburn,DEM,REP,,REP,-20.81,2.2,97.8,Safe R,-28.6,5.16,-20.25,0.0,3.73,-0.54,-30.12,9.31,False,False,,,0.0,0.0,,,0.0,projected,presumptive,27.01,51.0,3,-23.99,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,60.4,0.0,849240,1295519,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-9.34,18.2,81.8,Likely R,-11.93,5.16,-10.65,-1.58,-3.33,1.04,-13.88,4.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.23,48.22,16,-5.97,0.28,8589462,71434049,0,3002416,67461299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.33,54.67,0.0,3618796,4364373,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-22.66,1.4,98.6,Safe R,33.44,5.16,-24.93,0.0,-62.58,-0.95,32.77,-55.43,False,False,,,0.0,0.0,,,0.0,projected,confirmed,30.95,43.32,2,-12.37,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,61.33,0.0,100004,158592,0,0,258595
WI-GOV,governor,WI,GOV,Francesca Hong,Tom Tiffany,DEM,REP,,DEM,3.33,62.7,37.3,Lean D,-0.43,5.16,4.53,0.18,0.28,-0.66,-0.87,4.2,False,False,,,0.0,0.0,,,0.0,projected,presumptive,42.25,43.51,6,-1.22,0.21,13951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.66,48.34,0.0,1237868,1158175,0,0,2396043
WY-GOV,governor,WY,GOV,Kenneth Casner,Megan Degenfelder,DEM,REP,,REP,-39.74,0.0,100.0,Safe R,-46.77,5.16,-39.74,0.0,2.51,-0.64,-46.96,7.22,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,0,5226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.13,69.87,0.0,56743,131590,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-1.61,45.8,54.2,Toss-up,-11.37,5.16,-2.79,0.37,4.11,-1.06,-13.8,12.19,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,46.31,46.61,12,-0.31,0.262,15575539,8501665,0,6094872,8303687,0,15476,3017435,9480668,2288882,0,5719757,470900,0,561746,1875800,0,0,0,0,0,0,0,45.02,46.98,8.0,106448,111082,18916,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-24.7,0.8,99.2,Safe R,-27.11,5.16,-24.7,-3.2,0.93,-0.48,-30.88,6.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,83341,3787330,0,-10011,627788,0,3019,17094132,94747,3284673,0,4247,346554,0,0,881598,0,70643,50000,0,0,360928,0,37.65,62.35,0.0,596926,988637,0,0,1585563
