race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-25.89,0.6,99.4,Safe R,-29.25,5.16,-27.11,-0.84,-1.67,-0.51,-31.57,5.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,36.0,58.0,1,-19.0,0.15,2269114,6233117,0,863578,9931885,0,0,2510176,1405536,3752101,0,807603,552197,0,20060,1191500,0,0,0,0,0,73959,0,37.05,62.95,0.0,311058,528399,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,24.62,99.2,0.8,Safe D,13.08,5.16,24.62,2.84,3.55,-0.01,11.29,13.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,8119380,138597,0,2083870,50021,0,510004,0,7471143,88913,0,1302169,28371,0,958273,999,0,0,2200,0,0,0,0,62.31,37.69,0.0,1392585,842337,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,24.74,99.2,0.8,Safe D,15.57,5.16,24.74,2.63,1.67,-0.28,14.84,9.9,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,3940137,70152,0,4705684,38004,0,0,0,1419652,32148,0,52510,3182,0,1310377,300,0,0,54260,0,0,54250,0,62.37,37.63,0.0,223001,134541,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-5.15,30.9,69.1,Lean R,-8.78,5.16,-4.56,0.21,-1.67,0.51,-13.22,8.07,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,41.56,47.23,11,-6.85,0.257,14595387,10802230,0,7307305,8421236,0,26675,545860,7288082,2380993,0,8963209,1383579,0,215105,2039500,0,20,0,0,2517,0,0,47.42,52.58,0.0,3630260,4024566,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,12.22,88.2,11.8,Likely D,-0.9,5.16,12.58,1.71,6.73,-0.12,-2.21,14.42,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,53.98,43.02,11,11.17,0.257,77279766,7409350,0,42587451,2079981,0,886293,1568662,39682882,5932539,0,39110515,2087144,0,931316,495632,0,0,65000,0,0,461916,0,56.11,43.89,0.0,2061984,1613062,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-2.42,40.7,59.3,Toss-up,-7.3,5.16,-3.88,-0.1,-0.93,-0.71,-13.45,11.02,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,47.49,47.08,8,0.1,0.233,6276527,10217845,0,2362314,6749491,0,11513181,3883175,3914213,5396429,0,2726556,1052135,0,440127,2232367,0,0,0,0,0,0,0,47.5,49.87,2.63,553172,580657,30625,0,1164454
ID-SEN,senate,ID,SEN,(No Democrat),Jim Risch,DEM,REP,REP,REP,-27.75,0.0,97.6,Safe R,-32.34,5.16,-30.48,-1.14,-1.67,-0.49,-37.52,9.77,False,True,IND,Todd Achilles,36.13,2.4,,,0.0,,confirmed,35.63,41.47,2,-8.84,0.15,8642,3357516,692245,1051,3535956,194226,0,0,8186,2241925,506311,1936,139910,115721,1400,959329,10000,3156,0,10500,10846,0,0,0.0,63.87,0.0,0,404667,0,228876,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.59,97.7,2.3,Safe D,15.11,5.16,20.59,0.32,0.0,0.0,11.14,9.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5906599,2459890,0,1107958,1512424,0,10437456,11068156,4798641,947466,0,1182892,27050,0,426634,12325,0,0,2000000,0,0,2000000,0,60.29,39.71,0.0,2384457,1570280,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-11.12,14.0,86.0,Likely R,-15.24,5.16,-11.67,-0.07,-1.09,-0.43,-16.41,5.3,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,54.0,1,-8.0,0.15,3678710,3943411,0,2597698,5326447,0,0,227327,1081012,321983,0,631218,147889,0,15000,1532750,0,50050,0,0,50000,0,0,44.44,55.56,0.0,413006,516307,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-29.0,0.2,99.8,Safe R,-30.07,5.16,-31.38,-0.86,-4.86,-0.75,-31.03,2.03,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.0,49.5,1,-15.5,0.15,1099509,9981055,0,309623,2305546,0,8306596,6980575,789887,11368587,0,654554,729552,0,24750,1995311,0,0,0,0,89868,0,0,35.5,64.5,0.0,515543,936626,0,0,1452169
LA-SEN,senate,LA,SEN,Jamie Davis,Julia Letlow,DEM,REP,,REP,-24.1,1.0,99.0,Safe R,-21.43,5.16,-24.1,-0.45,-7.1,-0.28,-22.36,-1.74,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1983548,6210122,0,479104,1427072,0,10861766,12093658,1504444,4783049,0,1699034,127995,0,0,824000,0,10000,0,0,10000,0,0,37.95,62.05,0.0,533148,871735,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.77,99.9,0.1,Safe D,29.16,5.16,36.3,0.66,1.67,-0.34,25.91,6.86,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,52.51,32.08,7,20.45,0.223,4848657,1498561,0,2227617,726604,0,0,1482275,4431727,771958,0,757410,61944,0,548650,425,0,0,1053414,0,0,1005000,0,66.39,33.61,0.0,1614203,817365,0,0,2431568
ME-SEN,senate,ME,SEN,Troy Jackson,Susan Collins,DEM,REP,REP,REP,0.22,50.9,49.1,Toss-up,8.53,5.16,-0.83,0.0,-13.55,-0.97,7.09,-6.87,False,False,,,0.0,0.0,,,0.0,projected,confirmed,49.99,44.89,5,4.57,0.194,0,16169827,0,0,11038115,0,86250,2629499,0,7708021,0,0,1425763,0,0,1263550,0,0,0,0,0,0,0,50.11,49.89,0.0,291618,290345,0,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,5.31,69.7,30.3,Lean D,3.03,5.16,7.72,-0.28,0.44,-0.63,-1.44,6.75,False,False,,,0.0,0.0,,,0.0,projected,presumptive,43.67,44.65,15,-1.02,0.276,12222407,10582463,0,2730129,5723827,0,1242864,23320703,9492277,5114340,0,3236075,2129550,0,67845,844227,0,14000,0,0,0,0,0,52.65,47.35,0.0,2087327,1876935,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Michele Tafoya,DEM,REP,,DEM,10.13,83.7,16.3,Likely D,6.67,5.16,11.06,-0.05,0.0,-0.72,4.34,5.79,False,False,,,0.0,0.0,,,0.0,projected,presumptive,49.3,41.8,6,6.64,0.21,6044163,4669609,0,1565604,2080632,0,105478,5514766,4478560,2588978,0,2701933,2064245,0,169917,224000,0,7000,7878,0,0,331512,0,55.06,44.94,0.0,1254238,1023506,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.42,9.6,90.4,Likely R,-21.48,5.16,-14.38,-0.31,2.62,-0.37,-23.15,9.72,False,False,IND,Ty Pinkins,6.0,0.0,,,0.0,confirmed,confirmed,39.0,42.0,1,-6.0,0.15,2384921,3825455,90225,847046,2535896,632,471544,98645,1537875,1759323,95208,351461,98642,57151,312330,1182050,0,25193,0,0,61083,60000,0,40.69,53.31,0.0,349782,458247,0,51576,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-25.22,5.0,95.0,Safe R,-13.86,5.16,-9.32,0.39,0.0,-1.01,-20.58,-4.64,False,True,IND,Seth Bodnar,13.81,0.0,,,0.0,confirmed,confirmed,31.11,43.81,6,-12.97,0.228,58829,1984861,3238151,21485,1450719,977779,4700046,2502674,37011,534142,2260371,18727,88310,369366,6627,639500,93050,6522,0,0,0,0,0,28.65,53.88,3.66,120944,227393,15448,58289,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,5.38,69.9,30.1,Lean D,-2.8,5.16,4.66,0.7,1.9,-0.3,-3.27,8.65,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,50.89,42.03,22,8.67,0.296,34975789,11272504,0,20717567,3461698,0,46380,7097104,14258222,7810806,0,4748620,1775437,0,820563,936330,0,0,0,0,0,46928,0,51.71,46.42,1.87,2061761,1851141,74566,0,3987467
NE-SEN,senate,NE,SEN,(No Democrat),Pete Ricketts,DEM,REP,REP,REP,-4.64,38.4,61.6,Lean R,-19.17,5.16,-6.38,-0.53,8.63,-0.48,-20.84,16.2,False,True,IND,Dan Osborn,47.68,38.4,,,0.0,,confirmed,47.0,42.31,3,4.54,0.15,0,11233507,5751951,0,6910970,2421487,201261,1732682,0,4809506,3393630,0,232136,2195423,0,1701815,139868,0,5295888,0,0,0,0,0.0,52.32,0.0,0,346873,0,316138,663011
NH-SEN,senate,NH,SEN,Chris Pappas,John E. Sununu,DEM,REP,,DEM,7.81,77.6,22.4,Likely D,-0.04,5.16,9.21,0.75,4.2,-0.86,2.82,4.99,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.63,42.63,16,4.2,0.28,13371607,3662252,0,5183321,2672646,0,130636,3645658,8595871,989605,0,4138690,395965,0,1045873,462000,0,0,0,0,0,0,0,53.9,46.1,0.0,311744,266588,0,0,578332
