race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.03,50.97,8.0,0.0,
AK-GOV,2,44.39,54.01,0.0,1.6,Other
AK-SEN,1,44.08,47.92,8.0,0.0,
AK-SEN,2,47.44,50.96,0.0,1.6,Other
ME-SEN,1,47.3,47.7,5.0,0.0,
ME-SEN,2,49.4,49.6,0.0,1.0,Other
AK-01,1,41.32,50.68,8.0,0.0,
AK-01,2,44.92,53.48,0.0,1.6,Other
ME-01,1,61.49,33.51,5.0,0.0,
ME-01,2,63.59,35.41,0.0,1.0,Other
ME-02,1,44.14,50.86,5.0,0.0,
ME-02,2,46.24,52.76,0.0,1.0,Other
