date,days_out,n_polls,gcb_naive_margin,gcb_quality_margin,gcb_correction,approve,disapprove,net_approval,approval_pred_margin,econ_pred_margin,fundamentals_blend,time_weight,gcb_margin,econ_Jobs,econ_Income,econ_Consumption,econ_Production,econ_Inflation,econ_GDP,econ_Stocks,house_pv_dem,house_pv_rep,house_pv_oth,house_pv_margin
2026-03-16,232,378,4.33,4.29,-0.04,40.76,55.77,-15.01,5.85,0.37,2.77,0.437,3.43,0.16,4.41,5.25,1.44,2.66,5.42,21.33,56852825,51453862,107621,4.98
