race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-3.83,41.5,58.5,Toss-up,-13.18,3.52,-13.8,9.97,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.66,20.42,5,21.239999999999995,0.194,47.32,51.08,1.6,111875,120788,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.1,1.7,98.3,Safe R,-29.63,3.52,-30.88,8.78,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.95,61.05,0.0,617567,967996,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.1,0.5,99.5,Safe R,-30.5,3.52,-31.57,4.46,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.45,63.55,0.0,305965,533492,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.68,70.7,29.3,Lean D,-4.25,3.52,-5.59,11.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.64,36.69,9,6.950000000000003,0.242,52.84,47.16,0.0,1253657,1118867,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,26.84,99.5,0.5,Safe D,23.32,3.52,20.82,6.03,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.42,36.58,0.0,7038808,4059736,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.53,96.9,3.1,Safe D,11.58,3.52,11.29,8.23,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.76,40.24,0.0,1335674,899247,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.82,94.6,5.4,Likely D,15.88,3.52,14.76,2.06,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.41,41.59,0.0,719093,512047,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.05,28.1,71.9,Lean R,-10.56,3.52,-13.22,7.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.32,36.97,10,-1.6499999999999986,0.25,46.98,53.02,0.0,3596017,4058809,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-4.05,34.9,65.1,Lean R,-1.71,3.52,-2.21,-1.84,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,47.98,52.02,0.0,1763184,1911862,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.91,99.8,0.2,Safe D,25.73,3.52,23.56,7.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.46,34.54,0.0,236754,124937,0,0,361691
