race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-4.62,40.1,59.9,Toss-up,-13.18,3.72,-13.8,9.18,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.66,20.42,5,21.239999999999995,0.194,46.93,51.47,1.6,110956,121707,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.74,1.5,98.5,Safe R,-29.63,3.72,-30.88,8.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.63,61.37,0.0,612513,973050,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.92,0.4,99.6,Safe R,-30.5,3.72,-31.57,3.64,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.04,63.96,0.0,302523,536934,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.39,73.0,27.0,Lean D,-4.25,3.72,-5.59,11.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.64,36.69,9,6.950000000000003,0.242,53.19,46.81,0.0,1262016,1110507,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.81,99.7,0.3,Safe D,23.32,3.72,20.82,8.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.41,35.59,0.0,7148129,3950415,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.69,97.0,3.0,Safe D,11.58,3.72,11.29,8.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.84,40.16,0.0,1337479,897442,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.84,94.7,5.3,Likely D,15.88,3.72,14.76,2.08,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.42,41.58,0.0,719250,511890,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-5.47,30.0,70.0,Lean R,-10.56,3.72,-13.22,7.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.99,41.13,12,-3.1400000000000006,0.262,47.26,52.74,0.0,3618006,4036820,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.76,56.7,43.3,Toss-up,-1.71,3.72,-2.21,3.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.88,49.12,0.0,1869822,1805224,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.18,99.8,0.2,Safe D,25.73,3.72,23.56,6.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.09,34.91,0.0,235433,126257,0,0,361691
