race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.15,50.85,8.0,0.0,
AK-GOV,2,44.51,53.89,0.0,1.6,Other
AK-SEN,1,44.54,47.46,8.0,0.0,
AK-SEN,2,47.9,50.5,0.0,1.6,Other
ME-SEN,1,47.6,47.4,5.0,0.0,
ME-SEN,2,49.7,49.3,0.0,1.0,Other
AK-01,1,41.49,50.51,8.0,0.0,
AK-01,2,45.09,53.31,0.0,1.6,Other
ME-01,1,61.64,33.36,5.0,0.0,
ME-01,2,63.74,35.26,0.0,1.0,Other
ME-02,1,44.27,50.73,5.0,0.0,
ME-02,2,46.37,52.63,0.0,1.0,Other
