code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
CA-08,district,CA,37.61,3.59,40.12,-1.08,35.19,23.5,73.0,-49.5,-2.4,32.4,15.1,27.1,20.5,3.4,1.4
CA-09,district,CA,15.48,3.59,17.54,-1.54,11.8,32.5,64.1,-31.6,-3.4,28.0,12.6,33.1,21.2,3.6,1.5
CA-10,district,CA,36.05,3.59,38.99,-0.64,34.75,24.7,71.8,-47.1,-1.4,52.0,5.0,17.7,22.1,2.3,0.9
CA-11,district,CA,72.6,3.59,75.53,-0.66,70.62,9.1,87.4,-78.2,-1.5,44.1,6.5,13.0,33.8,1.9,0.7
CA-12,district,CA,79.37,3.59,82.25,-0.71,77.64,6.2,90.4,-84.2,-1.7,34.2,17.5,20.6,23.9,3.0,0.9
CA-13,district,CA,4.96,3.59,5.65,-2.9,0.51,35.6,61.0,-25.4,-6.2,23.3,4.6,57.9,8.5,4.9,0.8
CA-14,district,CA,39.07,3.59,41.18,-1.49,36.2,22.5,74.1,-51.6,-3.3,26.4,5.8,21.2,42.5,2.4,1.8
CA-15,district,CA,52.23,3.59,54.22,-1.6,49.64,16.8,79.7,-62.9,-3.5,29.6,3.6,24.2,38.8,2.1,1.7
CA-16,district,CA,51.53,3.59,54.14,-0.98,49.91,17.8,78.7,-61.0,-2.1,44.7,2.7,17.9,32.0,2.0,0.7
CA-17,district,CA,43.61,3.59,45.65,-1.55,40.75,20.5,76.1,-55.6,-3.5,23.0,2.8,15.6,56.2,1.7,0.8
CA-18,district,CA,33.3,3.59,33.82,-3.07,29.37,23.3,73.2,-49.9,-6.5,21.0,2.8,58.3,12.6,4.6,0.7
CA-19,district,CA,37.22,3.59,39.92,-0.89,35.64,24.0,72.5,-48.6,-1.9,50.8,3.2,21.6,20.6,3.0,0.8
CA-20,district,CA,-31.84,3.59,-29.5,-1.26,-32.98,53.0,43.6,9.4,-2.6,50.4,4.1,33.2,7.5,4.4,0.5
CA-21,district,CA,9.94,3.59,10.63,-2.9,6.17,33.4,63.1,-29.7,-6.2,21.9,5.6,57.5,10.5,4.2,0.4
CA-22,district,CA,2.96,3.59,3.15,-3.4,-1.86,35.9,60.7,-24.8,-7.2,16.5,5.9,67.5,5.9,3.9,0.3
CA-23,district,CA,-18.3,3.59,-16.11,-1.41,-19.9,47.0,49.5,-2.5,-3.0,42.3,9.5,37.7,5.5,4.3,0.7
CA-24,district,CA,26.79,3.59,29.12,-1.26,25.76,28.1,68.5,-40.4,-2.6,52.8,2.5,33.2,7.2,3.7,0.5
CA-25,district,CA,8.76,3.59,9.82,-2.53,5.97,34.3,62.2,-27.8,-5.3,32.3,4.6,54.6,4.4,3.8,0.4
CA-26,district,CA,17.54,3.59,19.54,-1.59,15.73,31.6,64.9,-33.3,-3.3,45.5,3.2,37.1,10.5,3.3,0.5
CA-27,district,CA,12.56,3.59,14.4,-1.75,10.06,33.5,63.0,-29.5,-3.8,33.3,11.0,41.1,10.9,3.3,0.5
CA-28,district,CA,28.27,3.59,30.2,-1.65,26.17,26.9,69.6,-42.7,-3.6,27.5,4.9,25.1,39.9,2.3,0.4
CA-29,district,CA,39.51,3.59,40.24,-2.86,34.71,20.9,75.6,-54.7,-6.1,24.2,5.1,57.5,9.3,3.5,0.3
CA-30,district,CA,43.42,3.59,46.33,-0.68,41.41,21.6,74.9,-53.3,-1.4,56.3,4.8,21.7,14.8,2.1,0.3
CA-31,district,CA,16.15,3.59,16.94,-2.8,12.61,30.9,65.6,-34.8,-6.0,20.1,4.3,51.2,20.5,3.4,0.4
CA-32,district,CA,28.34,3.59,31.2,-0.73,25.76,27.9,68.6,-40.7,-1.5,55.1,5.0,22.5,14.9,2.1,0.4
CA-33,district,CA,14.39,3.59,15.39,-2.59,10.12,31.8,64.7,-32.9,-5.6,20.0,11.7,54.9,9.1,3.7,0.6
CA-34,district,CA,57.12,3.59,57.46,-3.25,53.04,13.0,83.6,-70.6,-7.0,11.8,5.4,58.8,19.4,4.2,0.3
CA-35,district,CA,12.24,3.59,13.1,-2.73,8.0,32.6,63.9,-31.3,-5.9,20.2,7.3,53.3,15.0,3.6,0.6
CA-36,district,CA,41.99,3.59,45.15,-0.43,40.42,22.4,74.1,-51.6,-0.9,57.1,4.8,15.3,20.4,1.8,0.5
CA-37,district,CA,66.13,3.59,67.79,-1.93,62.31,10.5,86.1,-75.6,-4.3,14.0,25.5,48.4,8.2,3.6,0.3
CA-38,district,CA,17.13,3.59,17.5,-3.22,12.8,30.0,66.5,-36.5,-6.9,14.1,1.7,54.7,26.0,3.2,0.3
CA-39,district,CA,14.09,3.59,15.01,-2.67,9.85,31.9,64.6,-32.8,-5.7,21.6,10.0,56.4,7.6,3.7,0.6
CA-40,district,CA,-11.7,3.59,-9.18,-1.07,-12.6,44.6,51.9,-7.4,-2.3,49.6,5.3,28.4,13.1,2.8,0.8
CA-41,district,CA,17.83,3.59,18.59,-2.84,14.61,30.1,66.4,-36.3,-6.0,23.1,4.7,55.6,12.2,3.7,0.6
CA-42,district,CA,15.25,3.59,17.79,-1.05,13.57,33.1,63.4,-30.2,-2.2,47.5,6.7,27.9,14.1,2.9,0.9
CA-43,district,CA,54.96,3.59,56.34,-2.2,50.59,14.9,81.6,-66.7,-4.9,7.6,26.3,51.9,10.1,3.4,0.7
CA-44,district,CA,41.6,3.59,41.88,-3.3,36.32,19.5,77.0,-57.5,-7.1,8.9,10.6,64.7,10.8,3.9,1.1
CA-45,district,CA,6.76,3.59,8.24,-2.11,4.07,35.6,61.0,-25.4,-4.6,21.5,3.1,30.9,41.4,2.3,0.8
CA-46,district,CA,20.26,3.59,20.76,-3.1,16.7,28.8,67.7,-38.9,-6.6,19.3,2.6,57.4,16.0,4.1,0.6
CA-47,district,CA,11.79,3.59,14.56,-0.82,10.47,34.9,61.7,-26.8,-1.8,48.9,2.7,16.6,29.7,1.6,0.5
CA-48,district,CA,4.15,3.59,6.34,-1.4,3.52,37.5,59.0,-21.5,-2.9,46.1,5.1,35.0,9.1,3.9,0.9
CA-49,district,CA,13.11,3.59,16.14,-0.56,12.48,34.6,61.9,-27.3,-1.1,59.5,3.2,19.4,14.7,2.3,0.9
CA-50,district,CA,19.36,3.59,22.44,-0.51,18.83,32.0,64.5,-32.6,-1.0,56.9,4.0,16.6,19.5,2.2,0.8
CA-51,district,CA,19.95,3.59,22.85,-0.69,18.79,31.5,65.0,-33.5,-1.5,52.8,8.1,23.9,11.3,2.9,1.0
CA-52,district,CA,22.64,3.59,23.39,-2.84,18.06,28.1,68.5,-40.4,-6.1,16.8,8.3,55.0,15.7,3.3,1.0
CO-01,district,CO,58.82,3.59,61.92,-0.49,57.61,15.2,81.3,-66.0,-1.0,57.7,9.5,24.0,5.1,3.3,0.4
CO-02,district,CO,40.74,3.59,44.52,0.19,40.92,23.7,72.8,-49.1,0.6,78.8,1.6,12.3,4.8,2.3,0.3
CO-03,district,CO,-9.78,3.59,-6.61,-0.42,-9.98,44.5,52.0,-7.5,-0.8,69.5,1.5,22.6,1.4,4.8,0.3
CO-04,district,CO,-19.22,3.59,-15.4,0.23,-18.71,49.2,47.3,1.9,0.6,78.3,2.5,11.8,4.5,2.7,0.3
CO-05,district,CO,-10.24,3.59,-6.6,0.05,-9.34,45.2,51.3,-6.2,0.2,68.2,7.6,15.2,4.9,3.4,0.8
CO-06,district,CO,20.85,3.59,24.23,-0.2,20.36,31.7,64.9,-33.2,-0.4,58.9,11.2,19.1,7.2,3.0,0.5
CO-07,district,CO,14.76,3.59,18.49,0.14,15.41,34.7,61.8,-27.2,0.4,77.2,2.0,13.3,4.1,3.2,0.2
CO-08,district,CO,-0.6,3.59,1.77,-1.21,-1.88,39.8,56.8,-17.0,-2.5,55.1,2.5,33.9,4.3,3.9,0.3
CT-01,district,CT,24.46,3.59,28.24,0.19,23.27,30.5,66.0,-35.5,0.4,60.2,16.7,15.3,6.2,1.5,0.1
CT-02,district,CT,8.44,3.59,12.58,0.55,7.86,37.8,58.7,-20.9,1.3,80.5,5.1,7.7,4.4,2.1,0.2
CT-03,district,CT,15.51,3.59,19.36,0.26,14.34,34.4,62.1,-27.7,0.6,64.1,14.8,14.2,5.3,1.5,0.1
CT-04,district,CT,25.33,3.59,28.77,-0.15,23.73,29.8,66.7,-36.9,-0.3,59.4,13.4,19.8,6.1,1.2,0.1
CT-05,district,CT,6.68,3.59,10.22,-0.05,5.68,37.9,58.6,-20.8,-0.0,67.4,8.8,18.0,4.2,1.5,0.1
DE-01,district,DE,15.61,3.59,19.94,0.75,14.84,34.9,61.7,-26.8,1.5,61.9,22.6,8.6,4.8,2.0,0.1
FL-01,district,FL,-36.7,3.59,-32.39,0.73,-37.53,57.1,39.4,17.7,1.6,72.0,13.5,6.7,4.2,3.2,0.4
FL-02,district,FL,-16.49,3.59,-11.95,0.95,-18.33,48.7,47.8,0.9,1.9,65.3,23.0,6.4,2.8,2.3,0.2
FL-03,district,FL,-19.45,3.59,-15.32,0.54,-21.26,49.6,46.9,2.6,1.2,67.6,15.8,10.6,3.9,1.9,0.2
FL-04,district,FL,-10.78,3.59,-6.23,0.97,-11.96,46.3,50.3,-4.0,1.9,54.9,31.4,7.8,3.6,2.1,0.3
FL-05,district,FL,-20.63,3.59,-16.65,0.39,-21.69,49.9,46.6,3.3,0.8,67.3,12.8,10.8,7.0,1.8,0.3
FL-06,district,FL,-28.57,3.59,-24.4,0.58,-30.31,53.5,43.0,10.5,1.3,74.7,11.2,9.8,2.1,2.1,0.2
FL-07,district,FL,-10.92,3.59,-7.42,-0.1,-12.62,45.3,51.2,-5.9,-0.2,64.0,10.4,18.8,4.7,1.9,0.2
FL-08,district,FL,-15.06,3.59,-11.26,0.21,-16.4,47.4,49.1,-1.7,0.5,68.2,10.8,14.2,4.5,2.1,0.2
FL-09,district,FL,-14.81,3.59,-12.38,-1.16,-17.93,45.8,50.7,-4.9,-2.4,48.3,10.5,35.7,3.5,1.8,0.2
FL-10,district,FL,26.8,3.59,29.8,-0.58,24.29,28.6,67.9,-39.2,-1.4,35.3,27.4,30.0,5.2,1.8,0.3
FL-11,district,FL,-14.37,3.59,-10.96,-0.18,-15.84,46.7,49.9,-3.2,-0.3,62.1,10.8,19.9,5.3,1.7,0.2
FL-12,district,FL,-12.99,3.59,-9.87,-0.46,-15.55,45.8,50.7,-5.0,-0.9,58.2,10.6,24.5,4.6,1.9,0.2
FL-13,district,FL,-12.0,3.59,-8.0,0.41,-13.46,46.3,50.2,-3.9,1.0,76.9,6.4,10.3,4.4,1.9,0.2
FL-14,district,FL,-8.79,3.59,-5.7,-0.5,-10.62,43.9,52.6,-8.6,-1.1,54.3,13.2,25.6,4.6,2.0,0.2
FL-15,district,FL,-17.66,3.59,-13.84,0.23,-20.09,48.5,48.0,0.4,0.5,63.4,14.9,14.8,4.7,1.9,0.2
FL-16,district,FL,-11.67,3.59,-7.71,0.37,-13.81,46.1,50.4,-4.3,0.9,70.7,12.0,12.9,2.7,1.6,0.1
FL-17,district,FL,-20.19,3.59,-16.16,0.44,-22.24,49.9,46.7,3.2,1.1,78.3,7.0,11.0,2.1,1.5,0.1
FL-18,district,FL,-15.19,3.59,-11.94,-0.34,-17.1,46.8,49.7,-2.9,-0.7,55.5,15.1,24.6,2.5,2.1,0.2
FL-19,district,FL,-28.43,3.59,-24.94,-0.1,-30.42,52.8,43.7,9.0,-0.1,72.6,5.1,18.9,2.1,1.2,0.1
FL-20,district,FL,40.58,3.59,44.31,0.13,37.5,23.5,73.1,-49.6,-0.0,30.0,41.9,23.2,3.7,1.1,0.2
FL-21,district,FL,-14.46,3.59,-10.62,0.25,-16.36,47.2,49.4,-2.2,0.6,67.4,13.1,15.0,2.8,1.5,0.2
FL-22,district,FL,-7.03,3.59,-4.28,-0.84,-10.6,42.8,53.7,-10.9,-1.8,49.0,13.6,31.0,4.9,1.3,0.2
FL-23,district,FL,17.41,3.59,20.71,-0.29,13.94,33.0,63.5,-30.6,-0.7,46.9,22.8,25.5,2.9,1.6,0.2
FL-24,district,FL,44.37,3.59,47.15,-0.82,39.08,20.8,75.7,-54.9,-2.1,11.2,46.0,39.5,2.1,1.1,0.1
FL-25,district,FL,-5.24,3.59,-2.34,-0.69,-9.22,42.3,54.3,-12.0,-1.4,59.9,7.5,28.2,3.3,1.0,0.1
FL-26,district,FL,-12.73,3.59,-12.69,-3.55,-18.5,42.4,54.2,-11.8,-7.6,12.3,10.4,72.7,3.8,0.7,0.1
FL-27,district,FL,-9.78,3.59,-9.79,-3.59,-14.7,41.1,55.4,-14.4,-7.6,16.5,6.9,73.0,2.6,0.8,0.1
FL-28,district,FL,-19.43,3.59,-19.28,-3.44,-25.63,45.3,51.2,-5.9,-7.3,15.0,10.1,71.6,2.2,1.1,0.1
GA-01,district,GA,-15.28,3.59,-10.69,1.0,-15.92,48.2,48.3,-0.1,2.0,60.0,28.0,6.7,3.0,2.0,0.3
GA-02,district,GA,8.57,3.59,13.62,1.46,7.66,38.5,58.1,-19.6,2.7,42.4,48.9,5.1,1.9,1.5,0.2
GA-03,district,GA,-30.08,3.59,-25.45,1.03,-29.88,54.6,41.9,12.6,2.1,66.7,23.3,5.3,2.5,2.1,0.1
GA-04,district,GA,54.47,3.59,58.52,0.46,53.04,17.9,78.7,-60.8,0.5,21.3,49.6,16.7,10.4,1.9,0.1
GA-05,district,GA,73.04,3.59,77.76,1.13,72.33,10.7,85.8,-75.1,2.0,33.2,50.4,8.5,6.2,1.5,0.1
GA-06,district,GA,50.2,3.59,54.86,1.07,50.34,20.3,76.2,-55.9,1.9,32.4,51.1,10.5,4.3,1.6,0.1
GA-07,district,GA,-22.22,3.59,-18.37,0.26,-22.27,50.5,46.1,4.4,0.6,66.8,8.9,9.1,13.2,1.8,0.1
GA-08,district,GA,-30.02,3.59,-25.32,1.11,-30.76,54.6,41.9,12.7,2.2,60.2,29.9,6.1,2.0,1.6,0.1
GA-09,district,GA,-34.31,3.59,-30.54,0.19,-34.33,55.5,41.0,14.5,0.4,64.1,12.6,13.6,7.3,2.3,0.1
GA-10,district,GA,-21.15,3.59,-16.6,0.96,-20.93,50.7,45.8,4.9,2.0,65.1,23.6,6.4,2.8,1.9,0.1
GA-11,district,GA,-23.67,3.59,-19.6,0.47,-23.52,51.3,45.2,6.1,1.0,69.5,12.8,10.4,4.8,2.4,0.1
GA-12,district,GA,-13.21,3.59,-8.35,1.27,-14.2,47.6,48.9,-1.3,2.5,54.3,36.5,4.8,2.5,1.7,0.2
GA-13,district,GA,41.87,3.59,46.29,0.83,42.65,23.6,72.9,-49.3,1.3,27.4,50.6,12.4,7.6,1.8,0.2
GA-14,district,GA,-37.49,3.59,-33.32,0.58,-37.03,57.3,39.2,18.1,1.3,72.8,12.5,10.0,1.9,2.7,0.1
HI-01,district,HI,26.98,3.59,29.31,-1.25,25.17,27.8,68.7,-40.9,-3.0,14.1,2.7,5.8,59.9,1.6,15.8
HI-02,district,HI,24.56,3.59,27.3,-0.85,22.06,29.3,67.2,-38.0,-2.0,26.9,2.0,8.1,36.7,2.5,23.7
IA-01,district,IA,-7.01,3.59,-2.62,0.8,-8.59,44.6,51.9,-7.2,1.9,86.1,4.7,4.7,2.7,1.6,0.1
IA-02,district,IA,-8.56,3.59,-4.03,0.93,-10.13,45.5,51.1,-5.6,2.2,88.6,4.8,3.0,1.8,1.5,0.3
IA-03,district,IA,-3.41,3.59,0.82,0.64,-4.46,42.9,53.6,-10.7,1.5,82.3,5.2,6.6,4.2,1.6,0.2
IA-04,district,IA,-30.53,3.59,-26.37,0.57,-31.9,54.4,42.1,12.3,1.4,85.4,2.4,7.6,2.5,1.7,0.5
ID-01,district,ID,-44.68,3.59,-40.71,0.39,-46.2,60.2,36.3,23.9,1.0,83.1,0.9,9.9,2.1,3.6,0.4
ID-02,district,ID,-26.75,3.59,-22.92,0.24,-27.56,52.4,44.1,8.4,0.7,80.3,1.4,12.2,2.6,3.0,0.4
IL-01,district,IL,35.49,3.59,40.39,1.31,32.27,26.8,69.7,-42.8,2.4,36.6,51.5,7.8,2.6,1.4,0.1
IL-02,district,IL,35.77,3.59,40.29,0.93,33.6,26.3,70.2,-43.8,1.6,35.8,47.8,13.2,1.3,1.8,0.1
IL-03,district,IL,34.84,3.59,36.65,-1.79,31.81,24.1,72.5,-48.4,-3.8,41.3,5.8,42.3,7.1,3.3,0.2
IL-04,district,IL,33.61,3.59,34.31,-2.9,28.79,23.4,73.2,-49.8,-6.2,25.0,5.5,60.3,4.5,4.6,0.1
IL-05,district,IL,38.64,3.59,42.36,0.13,37.55,24.5,72.0,-47.5,0.4,73.0,3.3,10.6,11.7,1.2,0.1
IL-06,district,IL,7.05,3.59,10.89,0.25,5.67,38.1,58.5,-20.4,0.6,74.4,5.9,11.8,6.5,1.3,0.1
IL-07,district,IL,68.64,3.59,72.79,0.56,66.13,12.0,84.5,-72.5,0.8,32.3,42.4,13.7,10.1,1.5,0.1
IL-08,district,IL,9.34,3.59,12.33,-0.6,7.01,36.2,60.4,-24.2,-1.2,57.7,4.7,20.5,15.0,2.1,0.1
IL-09,district,IL,38.75,3.59,42.37,0.03,37.04,24.3,72.2,-47.9,0.1,61.2,9.6,11.6,15.9,1.5,0.1
IL-10,district,IL,23.46,3.59,26.64,-0.41,22.34,30.4,66.2,-35.8,-0.8,61.0,7.1,21.0,8.6,2.2,0.2
IL-11,district,IL,12.54,3.59,16.01,-0.12,11.6,35.3,61.2,-25.9,-0.2,66.3,6.6,16.4,8.9,1.8,0.1
IL-12,district,IL,-43.71,3.59,-39.12,0.99,-44.13,60.5,36.1,24.4,2.3,88.5,5.6,2.4,1.4,2.0,0.1
IL-13,district,IL,11.02,3.59,15.59,0.97,10.63,37.1,59.5,-22.4,2.0,67.8,20.3,4.3,5.4,2.1,0.1
IL-14,district,IL,6.84,3.59,10.23,-0.2,5.26,37.6,58.9,-21.3,-0.4,62.1,10.1,19.9,5.6,2.2,0.1
IL-15,district,IL,-40.0,3.59,-35.43,0.97,-40.5,58.9,37.7,21.2,2.3,91.3,3.4,2.4,1.0,1.8,0.1
IL-16,district,IL,-22.73,3.59,-18.41,0.73,-23.07,51.3,45.3,6.0,1.7,87.6,2.7,5.3,2.5,1.8,0.1
IL-17,district,IL,5.83,3.59,10.06,0.63,4.81,39.0,57.6,-18.6,1.4,71.8,14.1,9.4,2.6,2.0,0.1
IN-01,district,IN,2.84,3.59,6.84,0.41,0.4,40.0,56.6,-16.6,0.8,62.9,18.8,14.2,1.8,2.1,0.1
IN-02,district,IN,-25.97,3.59,-21.83,0.56,-26.92,52.4,44.1,8.3,1.3,79.4,7.2,9.2,1.9,2.2,0.1
IN-03,district,IN,-31.51,3.59,-27.15,0.77,-31.73,55.0,41.5,13.5,1.8,83.2,6.6,5.5,2.8,1.9,0.1
IN-04,district,IN,-29.97,3.59,-25.73,0.65,-29.88,54.2,42.3,12.0,1.5,83.3,4.0,5.9,4.3,1.9,0.6
IN-05,district,IN,-17.22,3.59,-12.79,0.85,-17.13,49.0,47.5,1.5,1.9,83.7,6.7,3.8,3.9,1.8,0.1
IN-06,district,IN,-33.14,3.59,-28.8,0.75,-33.1,55.7,40.8,14.9,1.7,84.2,4.5,4.2,5.1,1.9,0.1
IN-07,district,IN,42.38,3.59,46.71,0.74,42.16,23.4,73.1,-49.7,1.4,50.0,33.1,12.1,2.7,2.0,0.1
IN-08,district,IN,-35.64,3.59,-31.06,0.98,-36.49,57.0,39.5,17.5,2.3,89.5,4.7,2.5,1.3,1.8,0.2
IN-09,district,IN,-29.6,3.59,-25.14,0.87,-30.39,54.3,42.2,12.1,2.0,88.7,3.4,3.3,2.3,2.1,0.1
KS-01,district,KS,-31.58,3.59,-27.76,0.22,-31.85,54.5,42.1,12.4,0.6,77.4,3.7,13.0,2.5,3.2,0.2
KS-02,district,KS,-19.21,3.59,-15.16,0.47,-20.06,49.4,47.1,2.3,1.1,73.0,9.8,10.6,2.2,4.1,0.3
KS-03,district,KS,3.85,3.59,7.91,0.47,4.17,39.7,56.9,-17.2,1.1,78.0,5.4,8.5,5.4,2.5,0.1
KS-04,district,KS,-23.53,3.59,-19.59,0.35,-23.7,51.2,45.4,5.8,0.8,72.9,7.7,11.1,4.0,4.1,0.2
KY-01,district,KY,-46.75,3.59,-42.16,1.0,-47.91,61.7,34.8,26.9,2.3,86.0,7.9,3.0,1.0,2.0,0.1
KY-02,district,KY,-40.88,3.59,-36.38,0.91,-41.93,59.2,37.4,21.8,2.1,85.8,6.3,3.4,2.3,2.1,0.2
KY-03,district,KY,19.91,3.59,24.39,0.88,19.27,33.2,63.3,-30.2,1.8,65.4,22.0,6.8,3.7,1.9,0.2
KY-04,district,KY,-35.58,3.59,-31.09,0.9,-36.16,56.9,39.6,17.3,2.1,88.8,4.0,3.4,1.5,2.1,0.2
KY-05,district,KY,-63.42,3.59,-58.79,1.04,-64.67,68.9,27.6,41.3,2.4,94.3,2.0,1.3,0.5,1.8,0.1
KY-06,district,KY,-14.62,3.59,-10.2,0.83,-15.31,47.9,48.6,-0.7,1.9,80.9,9.1,5.0,2.8,2.0,0.2
LA-01,district,LA,-39.2,3.59,-35.08,0.53,-39.08,58.0,38.5,19.4,1.2,70.3,13.3,10.3,3.0,3.0,0.1
LA-02,district,LA,50.05,3.59,54.99,1.35,48.71,20.7,75.9,-55.2,2.4,29.3,57.5,8.2,3.3,1.5,0.1
LA-03,district,LA,-35.51,3.59,-30.75,1.17,-36.65,57.0,39.5,17.5,2.4,63.9,27.7,4.6,2.0,1.7,0.1
LA-04,district,LA,-33.25,3.59,-28.43,1.23,-34.59,56.1,40.4,15.7,2.5,61.0,30.3,4.3,1.5,2.6,0.2
LA-05,district,LA,-32.9,3.59,-27.97,1.34,-34.39,56.1,40.5,15.6,2.7,59.9,33.2,3.6,1.3,2.0,0.1
LA-06,district,LA,-32.23,3.59,-27.65,0.99,-32.4,55.4,41.1,14.4,2.0,64.6,24.5,6.3,2.7,1.8,0.1
MA-01,district,MA,15.81,3.59,19.52,0.12,13.91,34.2,62.3,-28.1,0.4,72.5,7.2,15.6,2.7,1.7,0.2
MA-02,district,MA,25.78,3.59,29.73,0.35,24.29,30.2,66.3,-36.1,0.8,74.4,6.5,9.7,7.8,1.4,0.1
MA-03,district,MA,21.24,3.59,24.52,-0.31,19.39,31.4,65.1,-33.7,-0.6,64.2,6.3,19.4,8.5,1.4,0.2
MA-04,district,MA,22.05,3.59,26.28,0.64,20.13,32.1,64.4,-32.3,1.5,81.8,4.7,5.2,7.3,1.0,0.1
MA-05,district,MA,47.53,3.59,51.29,0.17,46.35,20.7,75.8,-55.0,0.4,68.7,6.4,9.6,14.2,0.9,0.1
MA-06,district,MA,22.31,3.59,26.33,0.43,21.09,31.8,64.7,-33.0,1.1,80.0,4.4,9.2,5.3,1.1,0.1
MA-07,district,MA,67.47,3.59,70.88,-0.18,65.14,11.8,84.7,-72.9,-0.5,41.7,24.0,19.1,13.7,1.4,0.2
MA-08,district,MA,28.81,3.59,33.0,0.61,26.99,29.2,67.4,-38.2,1.3,70.0,12.5,6.1,10.4,0.9,0.1
MA-09,district,MA,12.33,3.59,16.74,0.81,10.94,36.4,60.1,-23.6,1.9,87.2,4.6,5.0,1.7,1.4,0.1
