race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.18,50.82,8.0,0.0,
AK-GOV,2,44.54,53.86,0.0,1.6,Other
AK-SEN,1,44.56,47.44,8.0,0.0,
AK-SEN,2,47.92,50.48,0.0,1.6,Other
ME-SEN,1,47.67,47.33,5.0,0.0,
ME-SEN,2,49.77,49.23,0.0,1.0,Other
AK-01,1,41.49,50.51,8.0,0.0,
AK-01,2,45.09,53.31,0.0,1.6,Other
ME-01,1,61.71,33.29,5.0,0.0,
ME-01,2,63.81,35.19,0.0,1.0,Other
ME-02,1,44.33,50.67,5.0,0.0,
ME-02,2,46.43,52.57,0.0,1.0,Other
