race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,46.17,50.17,0.0,,0.0,0.0,2,0.3945
AK-GOV,41.86,23.31,0.0,,0.0,15.9,2,0.1824
AK-SEN,49.44,44.3,0.0,,0.0,6.1,10,0.2043
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.008
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.4665
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.0611
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0077
AZ-06,46.66,43.8,0.0,,0.0,0.0,2,0.0675
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.1134
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0009
CA-GOV,53.72,32.15,0.0,,0.0,0.0,2,0.6911
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.125
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0063
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0009
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.6156
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.4061
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.114
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.1114
FL-GOV,38.23,41.57,1.8,NPA,0.0,0.0,14,0.2333
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.185
GA-GOV,51.49,39.89,0.0,,0.0,0.0,2,0.535
GA-SEN,48.53,43.47,0.0,,0.0,0.0,7,0.0427
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0003
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.2679
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.1309
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.3703
IA-SEN,45.45,45.89,0.0,,0.0,0.0,4,0.3194
ID-SEN,35.63,41.47,0.0,,0.0,0.0,2,0.4763
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0103
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.0463
KY-06,37.0,37.0,0.0,,0.0,0.0,1,0.3455
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0184
MA-GOV,55.52,30.9,0.0,,0.0,0.0,4,0.2103
MA-SEN,55.1,30.99,0.0,,0.0,0.0,5,0.0866
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0278
ME-02,42.48,48.76,0.0,,0.0,0.0,2,0.221
ME-SEN,54.97,44.98,0.0,,0.0,0.0,2,0.4812
MI-04,47.46,45.22,0.0,,0.0,0.0,3,0.3176
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.0359
MI-GOV,40.94,32.68,10.99,IND,0.0,0.0,15,0.1442
MI-SEN,41.7,42.01,0.0,,0.0,0.0,9,0.3129
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.092
MN-GOV,48.65,38.98,0.0,,0.0,0.0,3,0.3694
MN-SEN,49.71,42.88,0.0,,0.0,0.0,4,0.2003
MO-02,41.0,44.0,0.0,,0.0,0.0,1,0.7937
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.2558
MT-01,43.0,48.0,0.0,,0.0,0.0,1,0.4353
MT-SEN,44.0,56.0,0.0,,0.0,0.0,1,0.5878
NC-01,41.15,40.7,1.36,LIB,0.0,0.0,2,0.2154
NC-10,37.0,52.0,0.0,,0.0,0.0,1,0.125
NC-14,40.0,48.0,0.0,,0.0,0.0,1,0.125
NC-SEN,48.57,37.01,1.62,LIB,0.0,0.0,19,0.1926
NE-01,38.0,45.0,0.0,,0.0,0.0,1,0.5
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0049
NE-GOV,33.0,38.0,12.0,LMN,0.0,0.0,1,0.2279
NE-SEN,47.0,42.8,0.0,,0.0,0.0,3,0.1852
NH-02,48.94,36.84,0.0,,0.0,0.0,5,0.0388
NH-GOV,39.0,46.66,0.0,,0.0,0.0,2,0.2293
NH-SEN,46.58,42.99,0.0,,0.0,0.0,13,0.0586
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0001
NJ-07,47.0,43.0,0.0,,0.0,0.0,1,0.7071
NM-02,43.0,41.0,0.0,,0.0,0.0,1,0.3703
NV-GOV,40.44,42.52,0.0,,0.0,0.0,5,0.1429
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.0153
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.0735
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.0735
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.0735
NY-21,44.0,45.0,0.0,,0.0,0.0,1,0.7937
NY-GOV,49.9,33.65,0.78,LIB,0.0,0.0,12,0.0921
OH-09,43.0,47.0,3.0,LIB,0.0,0.0,1,0.3078
OH-GOV,49.37,48.39,0.25,LIB,0.0,0.0,14,0.1743
OH-SEN,51.66,45.44,0.25,LIB,0.0,0.0,12,0.2114
OR-GOV,45.0,43.56,0.0,,0.0,0.0,2,0.283
PA-01,41.97,47.81,0.0,,0.0,0.0,2,0.0806
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0013
PA-10,50.81,44.94,0.0,,0.0,0.0,3,0.1132
PA-GOV,54.09,32.23,0.0,,0.0,0.0,6,0.1745
RI-GOV,38.9,20.8,18.9,IND,0.0,0.0,1,0.5612
RI-SEN,52.0,34.0,0.0,,0.0,0.0,1,0.3078
SD-SEN,39.47,44.25,0.0,,0.0,0.0,4,0.2149
TN-GOV,27.0,51.0,0.0,,0.0,0.0,2,0.1813
TX-15,47.96,45.98,0.0,,0.0,0.0,2,0.3464
TX-23,40.0,42.0,0.0,,0.0,0.0,1,0.1221
TX-34,40.0,41.0,0.0,,0.0,0.0,1,0.3789
